fit_id,family,phase,tree_id,morphology_estimator,iod_subset,omitted_species,n_species,candidate_model,independence_claim,component_p,fitted_phylogenetic_parameter,component_fit_pass
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,iod_morphology_only,ns ~ iod + ltr,0.845236563168016,1,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,iod_morphology_only,cs ~ ns + ltr,0.6825279162563116,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,iod_morphology_only,iod ~ even,0.05881443917603168,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,iod_morphology_only,ns ~ iod + even,0.5919479523964084,1,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,iod_morphology_only,cs ~ ns + even,0.8906715545296985,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,iod_morphology_only,cs ~ ns + iod,0.36560499760422016,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_evenness_chain,iod ~ even + ltr,0.1361969347972223,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_evenness_chain,ns ~ iod + ltr,0.845236563168016,1,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_evenness_chain,cs ~ ns + ltr,0.6825279162563116,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_evenness_chain,ns ~ ltr + iod + even,0.5263781503864582,1,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_evenness_chain,cs ~ ltr + ns + even,0.703298149884505,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_evenness_chain,cs ~ even + ns + iod,0.3580962455277641,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_additive_chain,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_additive_chain,ns ~ iod + even,0.5919479523964084,1,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_additive_chain,cs ~ ns + even,0.8906715545296985,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_additive_chain,ns ~ iod + ltr,0.845236563168016,1,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_additive_chain,cs ~ ns + ltr,0.6825279162563116,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_additive_chain,cs ~ even + ltr + ns + iod,0.4230557176510148,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_nucleus_bypass,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_nucleus_bypass,iod ~ even + ltr,0.1361969347972223,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_nucleus_bypass,ns ~ even + iod + ltr,0.6807171525072195,1,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_nucleus_bypass,cs ~ ns + ltr,0.6825279162563116,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_nucleus_bypass,cs ~ ns + even,0.8906715545296985,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_nucleus_bypass,cs ~ even + ns + iod,0.3580962455277641,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_cell_bypass,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_cell_bypass,iod ~ even + ltr,0.1361969347972223,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_cell_bypass,ns ~ iod + ltr,0.845236563168016,1,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_cell_bypass,cs ~ even + ns + ltr,0.5945786963935009,9.999999999999994e-8,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_cell_bypass,ns ~ iod + even,0.5919479523964084,1,TRUE
data__published_main__integrated__image_balanced_selected50__all_selected__none,integrated,data,published_main,image_balanced_selected50,all_selected,NA,18,te_cell_bypass,cs ~ even + ns + iod,0.3580962455277641,9.999999999999994e-8,TRUE
data__published_main__iod_morphology__literal_largest100_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest100_eligible,all_selected,NA,18,morphology_null,ns ~ iod,1.2873906711103055e-4,1,FALSE
data__published_main__iod_morphology__literal_largest100_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest100_eligible,all_selected,NA,18,morphology_null,cs ~ ns,8.806605307508362e-4,9.999999999999994e-8,FALSE
data__published_main__iod_morphology__literal_largest100_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest100_eligible,all_selected,NA,18,morphology_null,cs ~ iod,0.060742761500633596,9.999999999999994e-8,TRUE
data__published_main__iod_morphology__literal_largest100_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_to_nucleus,cs ~ iod,0.060742761500633596,9.999999999999994e-8,TRUE
data__published_main__iod_morphology__literal_largest100_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_to_nucleus,cs ~ iod + ns,0.00690274973990925,9.999999999999994e-8,FALSE
data__published_main__iod_morphology__literal_largest100_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_to_cell,ns ~ iod,1.2873906711103055e-4,1,FALSE
data__published_main__iod_morphology__literal_largest100_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_to_cell,cs ~ iod + ns,0.00690274973990925,9.999999999999994e-8,FALSE
data__published_main__iod_morphology__literal_largest100_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_nucleus_cell_chain,cs ~ ns + iod,0.6202339523558069,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,integrated_null,ns ~ iod,1.2873906711103055e-4,1,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,integrated_null,cs ~ ns,8.806605307508362e-4,9.999999999999994e-8,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,integrated_null,ns ~ even,0.020366889030242558,9.999999999999994e-8,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,integrated_null,ns ~ ltr,0.025676878455903947,9.999999999999994e-8,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,integrated_null,cs ~ iod,0.060742761500633596,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,integrated_null,iod ~ even,0.05881443917603168,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,integrated_null,iod ~ ltr,0.018135377833494542,9.999999999999994e-8,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,integrated_null,cs ~ even,0.19058270888493756,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,integrated_null,cs ~ ltr,0.12779951917671847,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,integrated_null,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_morphology_only,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_morphology_only,iod ~ ltr,0.018135377833494542,9.999999999999994e-8,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_morphology_only,ns ~ iod + ltr,0.4946685646260628,1,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_morphology_only,cs ~ ns + ltr,0.9938502429859739,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_morphology_only,iod ~ even,0.05881443917603168,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_morphology_only,ns ~ iod + even,0.9473585586739273,1,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_morphology_only,cs ~ ns + even,0.6832609136413575,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,iod_morphology_only,cs ~ ns + iod,0.6202339523558069,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_evenness_chain,iod ~ even + ltr,0.1361969347972223,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_evenness_chain,ns ~ iod + ltr,0.4946685646260628,1,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_evenness_chain,cs ~ ns + ltr,0.9938502429859739,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_evenness_chain,ns ~ ltr + iod + even,0.2786262612248701,1,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_evenness_chain,cs ~ ltr + ns + even,0.6499738396405355,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_evenness_chain,cs ~ even + ns + iod,0.6600949612228235,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_additive_chain,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_additive_chain,ns ~ iod + even,0.9473585586739273,1,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_additive_chain,cs ~ ns + even,0.6832609136413575,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_additive_chain,ns ~ iod + ltr,0.4946685646260628,1,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_additive_chain,cs ~ ns + ltr,0.9938502429859739,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_additive_chain,cs ~ even + ltr + ns + iod,0.613792496731091,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_nucleus_bypass,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_nucleus_bypass,iod ~ even + ltr,0.1361969347972223,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_nucleus_bypass,ns ~ even + iod + ltr,0.20531131666979222,1,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_nucleus_bypass,cs ~ ns + ltr,0.9938502429859739,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_nucleus_bypass,cs ~ ns + even,0.6832609136413575,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_nucleus_bypass,cs ~ even + ns + iod,0.6600949612228235,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_cell_bypass,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_cell_bypass,iod ~ even + ltr,0.1361969347972223,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_cell_bypass,ns ~ iod + ltr,0.4946685646260628,1,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_cell_bypass,cs ~ even + ns + ltr,0.8213779625760101,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_cell_bypass,ns ~ iod + even,0.9473585586739273,1,TRUE
data__published_main__integrated__literal_largest100_eligible__all_selected__none,integrated,data,published_main,literal_largest100_eligible,all_selected,NA,18,te_cell_bypass,cs ~ even + ns + iod,0.6600949612228235,9.999999999999994e-8,TRUE
data__published_main__iod_morphology__literal_largest50_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest50_eligible,all_selected,NA,18,morphology_null,ns ~ iod,5.440789120733261e-4,1,FALSE
data__published_main__iod_morphology__literal_largest50_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest50_eligible,all_selected,NA,18,morphology_null,cs ~ ns,8.233925890946726e-4,9.999999999999994e-8,FALSE
data__published_main__iod_morphology__literal_largest50_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest50_eligible,all_selected,NA,18,morphology_null,cs ~ iod,0.0733619246599607,9.999999999999994e-8,TRUE
data__published_main__iod_morphology__literal_largest50_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_to_nucleus,cs ~ iod,0.0733619246599607,9.999999999999994e-8,TRUE
data__published_main__iod_morphology__literal_largest50_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_to_nucleus,cs ~ iod + ns,0.005960648032061838,9.999999999999994e-8,FALSE
data__published_main__iod_morphology__literal_largest50_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_to_cell,ns ~ iod,5.440789120733261e-4,1,FALSE
data__published_main__iod_morphology__literal_largest50_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_to_cell,cs ~ iod + ns,0.005960648032061838,9.999999999999994e-8,FALSE
data__published_main__iod_morphology__literal_largest50_eligible__all_selected__none,iod_morphology,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_nucleus_cell_chain,cs ~ ns + iod,0.74930454589056,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,integrated_null,ns ~ iod,5.440789120733261e-4,1,FALSE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,integrated_null,cs ~ ns,8.233925890946726e-4,9.999999999999994e-8,FALSE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,integrated_null,ns ~ even,0.02616301545357618,9.999999999999994e-8,FALSE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,integrated_null,ns ~ ltr,0.05275921792732689,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,integrated_null,cs ~ iod,0.0733619246599607,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,integrated_null,iod ~ even,0.05881443917603168,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,integrated_null,iod ~ ltr,0.018135377833494542,9.999999999999994e-8,FALSE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,integrated_null,cs ~ even,0.22513179558432508,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,integrated_null,cs ~ ltr,0.1531978668438469,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,integrated_null,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_morphology_only,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_morphology_only,iod ~ ltr,0.018135377833494542,9.999999999999994e-8,FALSE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_morphology_only,ns ~ iod + ltr,0.4182525207115745,1,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_morphology_only,cs ~ ns + ltr,0.90660998083852,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_morphology_only,iod ~ even,0.05881443917603168,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_morphology_only,ns ~ iod + even,0.19289198779359942,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_morphology_only,cs ~ ns + even,0.6371122434809238,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,iod_morphology_only,cs ~ ns + iod,0.74930454589056,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_evenness_chain,iod ~ even + ltr,0.1361969347972223,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_evenness_chain,ns ~ iod + ltr,0.4182525207115745,1,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_evenness_chain,cs ~ ns + ltr,0.90660998083852,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_evenness_chain,ns ~ ltr + iod + even,0.2992652089999228,1,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_evenness_chain,cs ~ ltr + ns + even,0.5385077539222065,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_evenness_chain,cs ~ even + ns + iod,0.8123221870322563,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_additive_chain,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_additive_chain,ns ~ iod + even,0.19289198779359942,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_additive_chain,cs ~ ns + even,0.6371122434809238,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_additive_chain,ns ~ iod + ltr,0.4182525207115745,1,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_additive_chain,cs ~ ns + ltr,0.90660998083852,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_additive_chain,cs ~ even + ltr + ns + iod,0.6964843970994778,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_nucleus_bypass,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_nucleus_bypass,iod ~ even + ltr,0.1361969347972223,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_nucleus_bypass,ns ~ even + iod + ltr,0.1943798353928713,1,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_nucleus_bypass,cs ~ ns + ltr,0.90660998083852,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_nucleus_bypass,cs ~ ns + even,0.6371122434809238,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_nucleus_bypass,cs ~ even + ns + iod,0.8123221870322563,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_cell_bypass,even ~ ltr,2.9273921061385574e-5,1,FALSE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_cell_bypass,iod ~ even + ltr,0.1361969347972223,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_cell_bypass,ns ~ iod + ltr,0.4182525207115745,1,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_cell_bypass,cs ~ even + ns + ltr,0.668041577930462,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_cell_bypass,ns ~ iod + even,0.19289198779359942,9.999999999999994e-8,TRUE
data__published_main__integrated__literal_largest50_eligible__all_selected__none,integrated,data,published_main,literal_largest50_eligible,all_selected,NA,18,te_cell_bypass,cs ~ even + ns + iod,0.8123221870322563,9.999999999999994e-8,TRUE
data__published_main__iod_morphology__manual_keep_pool__all_selected__none,iod_morphology,data,published_main,manual_keep_pool,all_selected,NA,18,morphology_null,ns ~ iod,0.0022109801795896565,0.46072597233926615,FALSE
data__published_main__iod_morphology__manual_keep_pool__all_selected__none,iod_morphology,data,published_main,manual_keep_pool,all_selected,NA,18,morphology_null,cs ~ ns,0.010451912683696706,9.999999999999994e-8,FALSE
data__published_main__iod_morphology__manual_keep_pool__all_selected__none,iod_morphology,data,published_main,manual_keep_pool,all_selected,NA,18,morphology_null,cs ~ iod,0.3575089914263575,9.999999999999994e-8,TRUE
data__published_main__iod_morphology__manual_keep_pool__all_selected__none,iod_morphology,data,published_main,manual_keep_pool,all_selected,NA,18,iod_to_nucleus,cs ~ iod,0.3575089914263575,9.999999999999994e-8,TRUE
data__published_main__iod_morphology__manual_keep_pool__all_selected__none,iod_morphology,data,published_main,manual_keep_pool,all_selected,NA,18,iod_to_nucleus,cs ~ iod + ns,0.009751685466197174,9.999999999999994e-8,FALSE
data__published_main__iod_morphology__manual_keep_pool__all_selected__none,iod_morphology,data,published_main,manual_keep_pool,all_selected,NA,18,iod_to_cell,ns ~ iod,0.0022109801795896565,0.46072597233926615,FALSE
data__published_main__iod_morphology__manual_keep_pool__all_selected__none,iod_morphology,data,published_main,manual_keep_pool,all_selected,NA,18,iod_to_cell,cs ~ iod + ns,0.009751685466197174,9.999999999999994e-8,FALSE
