n_hits,aligned_bp,repeatmasker_unmapped_hits,repeatmasker_unmapped_bp,order_comparable_hits,order_comparable_bp,order_mismatch_hits,order_mismatch_bp,superfamily_comparable_hits,superfamily_comparable_bp,superfamily_mismatch_hits,superfamily_mismatch_bp,repeatmasker_unmapped_hit_fraction,repeatmasker_unmapped_bp_fraction,order_mismatch_fraction_of_comparable_hits,order_mismatch_fraction_of_comparable_bp,superfamily_mismatch_fraction_of_comparable_hits,superfamily_mismatch_fraction_of_comparable_bp,source_path,source_state
9533364,2135413681,137,17852,8280403,1889070366,1502703,215839525,6800600,1527577384,1386039,194947586,1.43705831435787e-05,8.359972664238073e-06,0.18147703680605884,0.11425700645393534,0.20381128135752727,0.12761879564459433,results/data/repeatmasker_detailed_classification_combined.csv,pre_audit_contig_inherited_classification
