species,te_level,composition_mode,feature,closed_proportion,clr_value
gvnigeusgwotli,order,classified_conditional,TIR,0.19191361006793456,2.8066119590277925
gvnigeusgwotli,order,classified_conditional,Transposon Derivatives,0.0025625936269890225,-1.5094134830217456
gvnigeusgwotli,order,classified_conditional,YR,0.0016096504745797136,-1.9744163052872006
intermedius,order,classified_conditional,DIRS,0.021067132756998626,0.7388723342991366
intermedius,order,classified_conditional,Helitron,0.002432969096466855,-1.4197294405832688
intermedius,order,classified_conditional,LINE,0.1636153342025052,2.788676347138548
intermedius,order,classified_conditional,LTR,0.6139731573503512,4.111109407039164
intermedius,order,classified_conditional,Maverick,0.0056695874008590415,-0.5737254561979421
intermedius,order,classified_conditional,PLE,7.289031343417899e-05,-4.927641325980666
intermedius,order,classified_conditional,SINE,0.010073365199347383,0.0010530290927004415
intermedius,order,classified_conditional,TIR,0.17975680995469281,2.882763079102271
intermedius,order,classified_conditional,Transposon Derivatives,0.0018238134152748962,-1.7079122103193543
intermedius,order,classified_conditional,YR,0.0015149403100697969,-1.8934657635905987
kanawha,order,classified_conditional,DIRS,0.02025791476509464,0.7100185271811132
kanawha,order,classified_conditional,Helitron,0.0021616478389845087,-1.5276562233423485
kanawha,order,classified_conditional,LINE,0.15011039774057924,2.71284396572363
kanawha,order,classified_conditional,LTR,0.6342074111083403,4.15384900518922
kanawha,order,classified_conditional,Maverick,0.005418384518746321,-0.6087293308545565
kanawha,order,classified_conditional,PLE,8.657212911616399e-05,-4.745304392505695
kanawha,order,classified_conditional,SINE,0.01014231710647597,0.01818944093932462
kanawha,order,classified_conditional,TIR,0.17422619268491915,2.8618273703543142
kanawha,order,classified_conditional,Transposon Derivatives,0.0019992358672235528,-1.6057620014399587
kanawha,order,classified_conditional,YR,0.0013899262405201909,-1.9692763612450488
lycos,order,classified_conditional,DIRS,0.016077812235410428,0.608905889474392
lycos,order,classified_conditional,Helitron,0.001520802906122269,-1.74929588690126
lycos,order,classified_conditional,LINE,0.16523842511268932,2.938855121566388
lycos,order,classified_conditional,LTR,0.6241196016520438,4.267807709309068
lycos,order,classified_conditional,Maverick,0.00340803705353288,-0.942397828584836
lycos,order,classified_conditional,PLE,5.2968127711634e-05,-5.10659922026158
lycos,order,classified_conditional,SINE,0.011868132787113971,0.3053225810258473
lycos,order,classified_conditional,TIR,0.17434974762121255,2.992529015571215
lycos,order,classified_conditional,Transposon Derivatives,0.001908809379087854,-1.522054624054591
lycos,order,classified_conditional,YR,0.001455663125075245,-1.7930727571446505
marmoratus,order,classified_conditional,DIRS,0.019165829956799246,0.6316162278586512
marmoratus,order,classified_conditional,Helitron,0.0026880014995517127,-1.3327147953661083
marmoratus,order,classified_conditional,LINE,0.1691107756753867,2.809041201664968
marmoratus,order,classified_conditional,LTR,0.6033818152280408,4.081037413199096
marmoratus,order,classified_conditional,Maverick,0.005265705114921466,-0.6602977143156625
marmoratus,order,classified_conditional,PLE,6.342951018224802e-05,-5.0793388414399665
marmoratus,order,classified_conditional,SINE,0.011027098894742448,0.07884300325827187
marmoratus,order,classified_conditional,TIR,0.18557939330584258,2.901970010845332
marmoratus,order,classified_conditional,Transposon Derivatives,0.0021633925471649207,-1.54983516265166
marmoratus,order,classified_conditional,YR,0.0015545582673680682,-1.880321343052926
mavrokoilius,order,classified_conditional,DIRS,0.020946935187906007,0.7326318529300697
mavrokoilius,order,classified_conditional,Helitron,0.0024686652155279185,-1.4056828849894067
mavrokoilius,order,classified_conditional,LINE,0.15801194131952645,2.7533101171531165
mavrokoilius,order,classified_conditional,LTR,0.6245793257550863,4.12771785333565
mavrokoilius,order,classified_conditional,Maverick,0.005168475375735892,-0.666782744270658
mavrokoilius,order,classified_conditional,PLE,7.891916621339402e-05,-4.848691653832726
mavrokoilius,order,classified_conditional,SINE,0.010547596390584247,0.04653751269877482
mavrokoilius,order,classified_conditional,TIR,0.17479256962324208,2.8542394634520942
mavrokoilius,order,classified_conditional,Transposon Derivatives,0.0020361835918227995,-1.5982832235657298
mavrokoilius,order,classified_conditional,YR,0.0013693883743550316,-1.9949962929111855
monticola,order,classified_conditional,DIRS,0.015123170724352845,0.5506873669750707
monticola,order,classified_conditional,Helitron,0.0017914053495343306,-1.5825402624975338
monticola,order,classified_conditional,LINE,0.17640505397195802,3.0072421080138536
monticola,order,classified_conditional,LTR,0.6180323354828169,4.261000093093533
monticola,order,classified_conditional,Maverick,0.0023907066345723654,-1.293951700538381
monticola,order,classified_conditional,PLE,6.278470709715398e-05,-4.933584438507541
monticola,order,classified_conditional,SINE,0.009622737974510616,0.09858815113498665
monticola,order,classified_conditional,TIR,0.1728114466104304,2.9866604103514645
monticola,order,classified_conditional,Transposon Derivatives,0.0021799826575351444,-1.3862237642728514
monticola,order,classified_conditional,YR,0.0015803758871920776,-1.7078779637525967
ocoee,order,classified_conditional,DIRS,0.015774488996969743,0.5813574867381526
ocoee,order,classified_conditional,Helitron,0.001683140208100278,-1.6563753077692258
ocoee,order,classified_conditional,LINE,0.17784917442777898,3.0038993284803235
ocoee,order,classified_conditional,LTR,0.6170544765044749,4.247920784614235
ocoee,order,classified_conditional,Maverick,0.0038388174699745805,-0.8318721592997367
ocoee,order,classified_conditional,PLE,5.3940176920386e-05,-5.09691620927352
ocoee,order,classified_conditional,SINE,0.009973035590025712,0.12284848210583821
ocoee,order,classified_conditional,TIR,0.1704271442382675,2.961271370936281
ocoee,order,classified_conditional,Transposon Derivatives,0.001814266455671245,-1.581355298576879
ocoee,order,classified_conditional,YR,0.001531515931816779,-1.7507784779554685
orestes,order,classified_conditional,DIRS,0.016683674730052417,0.596849067785648
orestes,order,classified_conditional,Helitron,0.001875715964625339,-1.5885911781006685
orestes,order,classified_conditional,LINE,0.17091378791740425,2.923577652705532
orestes,order,classified_conditional,LTR,0.6208391942378724,4.213490489486289
orestes,order,classified_conditional,Maverick,0.0028627466552367353,-1.1658000795014853
orestes,order,classified_conditional,PLE,7.334489514563837e-05,-4.830163985086106
orestes,order,classified_conditional,SINE,0.01018253443362088,0.10309232974383686
orestes,order,classified_conditional,TIR,0.17274660400875352,2.9342441916013247
orestes,order,classified_conditional,Transposon Derivatives,0.0023207001479607,-1.3757126843744052
orestes,order,classified_conditional,YR,0.0015016970093281443,-1.8109858042599676
organi,order,classified_conditional,DIRS,0.028133794904279648,1.0853388822727608
organi,order,classified_conditional,Helitron,0.0019077935305312752,-1.605685282415795
organi,order,classified_conditional,LINE,0.2637855314023777,3.323503754857728
organi,order,classified_conditional,LTR,0.5128045933579543,3.9882622258959706
organi,order,classified_conditional,Maverick,0.0033620648768391387,-1.039077305179732
organi,order,classified_conditional,PLE,6.7505817796467e-05,-4.947174132317152
organi,order,classified_conditional,SINE,0.010260911930622754,0.07670908084313588
organi,order,classified_conditional,TIR,0.17681737195179287,2.9234847659457843
organi,order,classified_conditional,Transposon Derivatives,0.0012405235503703282,-2.036099128528102
organi,order,classified_conditional,YR,0.0016199086774357312,-1.7692628613745978
pascagoula,order,classified_conditional,DIRS,0.009942111200339747,0.28812359320392567
pascagoula,order,classified_conditional,Helitron,0.0011956296523121005,-1.8299828469945263
pascagoula,order,classified_conditional,LINE,0.1590932192707389,3.060834515831681
pascagoula,order,classified_conditional,LTR,0.6477369167929469,4.464828821999051
pascagoula,order,classified_conditional,Maverick,0.005011672150638164,-0.39688617729958153
pascagoula,order,classified_conditional,PLE,4.3112194812135014e-05,-5.1526051789285745
pascagoula,order,classified_conditional,SINE,0.007207535483428853,-0.03352872566838361
pascagoula,order,classified_conditional,TIR,0.16716467874071456,3.110323627470663
pascagoula,order,classified_conditional,Transposon Derivatives,0.0014966930180063045,-1.605397779695652
pascagoula,order,classified_conditional,YR,0.0011084314960625972,-1.9057098499186038
perlapsus,order,classified_conditional,DIRS,0.017754790144973318,0.7001914922309611
perlapsus,order,classified_conditional,Helitron,0.001605678776431634,-1.7029172737614973
perlapsus,order,classified_conditional,LINE,0.1821870151933642,3.0285698609047262
perlapsus,order,classified_conditional,LTR,0.6146669274464992,4.244616685105272
perlapsus,order,classified_conditional,Maverick,0.004026797650346105,-0.7834924222363044
perlapsus,order,classified_conditional,PLE,4.4209509976474004e-05,-5.295279209808103
perlapsus,order,classified_conditional,SINE,0.009616092031549664,0.08697409381042753
perlapsus,order,classified_conditional,TIR,0.16655087640485144,2.9388369721331635
perlapsus,order,classified_conditional,Transposon Derivatives,0.001957886109052968,-1.5045984791688118
perlapsus,order,classified_conditional,YR,0.0015897267329549958,-1.7129017192098326
santeetlah,order,classified_conditional,DIRS,0.015546506154622039,0.5387793609961742
santeetlah,order,classified_conditional,Helitron,0.001782131620133698,-1.627246380566893
santeetlah,order,classified_conditional,LINE,0.17977389728226703,2.9866433672992887
santeetlah,order,classified_conditional,LTR,0.61234523116711,4.212239658886667
santeetlah,order,classified_conditional,Maverick,0.00359722076877524,-0.9248950291571196
santeetlah,order,classified_conditional,PLE,6.4832493592428e-05,-4.941004924770992
santeetlah,order,classified_conditional,SINE,0.010653551706948745,0.16083676237552869
santeetlah,order,classified_conditional,TIR,0.1728297139069204,2.947250229273687
santeetlah,order,classified_conditional,Transposon Derivatives,0.00185370442857275,-1.5878705369984116
santeetlah,order,classified_conditional,YR,0.0015532104710576239,-1.764732507337932
tilleyi,order,classified_conditional,DIRS,0.017904689374551967,0.6543390870040495
tilleyi,order,classified_conditional,Helitron,0.0017983553677044357,-1.64385100513557
tilleyi,order,classified_conditional,LINE,0.18530523783548145,2.9912808319131763
tilleyi,order,classified_conditional,LTR,0.5976727713458329,4.162319831307142
tilleyi,order,classified_conditional,Maverick,0.002154460929574637,-1.4631830241907862
tilleyi,order,classified_conditional,PLE,8.175124343980699e-05,-4.734797826812413
tilleyi,order,classified_conditional,SINE,0.01072728623797361,0.1420670433737854
tilleyi,order,classified_conditional,TIR,0.18030922068043184,2.963949701904581
tilleyi,order,classified_conditional,Transposon Derivatives,0.0023074676829827516,-1.3945728856759443
tilleyi,order,classified_conditional,YR,0.0017387593020266657,-1.6775517536880171
valentinei,order,classified_conditional,DIRS,0.009807454334241744,0.268867859977699
valentinei,order,classified_conditional,Helitron,0.001076124120565593,-1.9409090741328416
valentinei,order,classified_conditional,LINE,0.16062068386660253,3.06477070151385
valentinei,order,classified_conditional,LTR,0.6427106629512491,4.451419760203008
valentinei,order,classified_conditional,Maverick,0.005407651944142184,-0.326459905676864
valentinei,order,classified_conditional,PLE,4.973576351300799e-05,-5.015305899777035
valentinei,order,classified_conditional,SINE,0.006728312583555304,-0.10795050121342342
valentinei,order,classified_conditional,TIR,0.17099782719282003,3.12737596704199
valentinei,order,classified_conditional,Transposon Derivatives,0.0014800482873679067,-1.6222001690614807
valentinei,order,classified_conditional,YR,0.0011214989559424988,-1.8996087388749059
valtos,order,classified_conditional,DIRS,0.012632104073418415,0.4818990390686091
valtos,order,classified_conditional,Helitron,0.0011255420208426728,-1.9360777607873798
valtos,order,classified_conditional,LINE,0.14630578215227905,2.9313563530952633
valtos,order,classified_conditional,LTR,0.6730186804773529,4.457430609562019
valtos,order,classified_conditional,Maverick,0.005620434576248467,-0.3279334890711434
valtos,order,classified_conditional,PLE,4.3097433698177e-05,-5.198634303332707
valtos,order,classified_conditional,SINE,0.007970948114265897,0.02146096938979003
valtos,order,classified_conditional,TIR,0.1503306919162816,2.958495003556745
valtos,order,classified_conditional,Transposon Derivatives,0.0018281969103503307,-1.4510122904810778
valtos,order,classified_conditional,YR,0.0011245223252624487,-1.9369841310001217
welteri,order,classified_conditional,DIRS,0.012807402956380247,0.36843430366164487
welteri,order,classified_conditional,Helitron,0.0015073986172578083,-1.7712036609237343
welteri,order,classified_conditional,LINE,0.17779305420777686,2.999031201070855
welteri,order,classified_conditional,LTR,0.6259381371541827,4.257662487731653
welteri,order,classified_conditional,Maverick,0.005286041288362649,-0.5165194290065438
welteri,order,classified_conditional,PLE,6.936633294330502e-05,-4.849942701314744
welteri,order,classified_conditional,SINE,0.008779404960546562,-0.00918042284470566
welteri,order,classified_conditional,TIR,0.16448431766833085,2.921226176289921
welteri,order,classified_conditional,Transposon Derivatives,0.0020662509187912323,-1.455853241228728
welteri,order,classified_conditional,YR,0.001268625895427954,-1.9436547134356204
wrighti,order,classified_conditional,DIRS,0.028880721076138784,1.049950656769275
wrighti,order,classified_conditional,Helitron,0.001923242413271974,-1.6592111063484207
wrighti,order,classified_conditional,LINE,0.2592924275674644,3.244732863799226
wrighti,order,classified_conditional,LTR,0.5069947308817059,3.9152769858449252
wrighti,order,classified_conditional,Maverick,0.005341600770471257,-0.6376982471526995
wrighti,order,classified_conditional,PLE,7.20144617127e-05,-4.94411194796834
wrighti,order,classified_conditional,SINE,0.010957152253116165,0.08076879188390862
wrighti,order,classified_conditional,TIR,0.18368345919968504,2.8999903207507653
wrighti,order,classified_conditional,Transposon Derivatives,0.0011631521127071652,-2.16208996658483
wrighti,order,classified_conditional,YR,0.0016914992637267004,-1.7876083509938017
abditus,superfamily,classified_conditional,Academ,0.0003577234782084491,-2.0720651219289152
abditus,superfamily,classified_conditional,CACTA,0.00975559323154723,1.2337706616527564
abditus,superfamily,classified_conditional,Copia,0.007542857310026127,0.9765309401711173
abditus,superfamily,classified_conditional,Cyrypton,0.0016630829630721366,-0.5353970370859003
abditus,superfamily,classified_conditional,DIRS,0.07266610652054209,3.2418049420100226
abditus,superfamily,classified_conditional,EnSpm,0.00040512525847669447,-1.9476291031518276
abditus,superfamily,classified_conditional,Gypsy,0.5732775807293641,5.3072999098487506
abditus,superfamily,classified_conditional,Helitron,0.0019566535817699183,-0.3728344658395617
abditus,superfamily,classified_conditional,IS3EU,1.4152454300309561e-05,-5.301937344796604
abditus,superfamily,classified_conditional,Jockey,0.000997355212773615,-1.0467184145033928
abditus,superfamily,classified_conditional,Kolobok,0.00017505013474560915,-2.7867529854751183
abditus,superfamily,classified_conditional,L1,0.051559961274395716,2.8986753033439263
abditus,superfamily,classified_conditional,L2,0.09701499529554536,3.5307954335828615
abditus,superfamily,classified_conditional,MITE,0.0027239731373516762,-0.041978596881182995
abditus,superfamily,classified_conditional,MULE,0.00012574039397169362,-3.1176059864556116
abditus,superfamily,classified_conditional,Maverick,0.004604511798237618,0.48296652485530256
abditus,superfamily,classified_conditional,Mutator,0.02231119682158101,2.061018528430363
abditus,superfamily,classified_conditional,P,9.647965512421133e-05,-3.382493244241207
abditus,superfamily,classified_conditional,PIF-Harbinger,0.047956541676864604,2.82622509542197
abditus,superfamily,classified_conditional,Penelope,9.878598101018788e-05,-3.3588697005537984
abditus,superfamily,classified_conditional,PiggyBac,0.0004396510803226964,-1.8658439895750112
abditus,superfamily,classified_conditional,Tc1-mariner,0.011815025081435842,1.425301909835154
abditus,superfamily,classified_conditional,hAT,0.09188567965861848,3.4764750683114203
abditus,superfamily,classified_conditional,tRNA,0.0005561772707146417,-1.6307383269755071
adatsihi,superfamily,classified_conditional,Academ,0.00038954006991384664,-2.0427028618461263
adatsihi,superfamily,classified_conditional,CACTA,0.009475738854418972,1.1488204091427683
adatsihi,superfamily,classified_conditional,Copia,0.007672946766723635,0.9377864172881152
adatsihi,superfamily,classified_conditional,Cyrypton,0.0022536923677125204,-0.2873443946657046
adatsihi,superfamily,classified_conditional,DIRS,0.0778852979511768,3.255322887154642
adatsihi,superfamily,classified_conditional,EnSpm,0.00039952930084269947,-2.017382490822542
adatsihi,superfamily,classified_conditional,Gypsy,0.5534177615127002,5.216198843946532
adatsihi,superfamily,classified_conditional,Helitron,0.001953315910262923,-0.43038592292328115
adatsihi,superfamily,classified_conditional,IS3EU,1.8704364696416416e-05,-5.078912694274806
adatsihi,superfamily,classified_conditional,Jockey,0.0008865217002437822,-1.2203639933507757
adatsihi,superfamily,classified_conditional,Kolobok,0.00020403976814605888,-2.6893546803878694
adatsihi,superfamily,classified_conditional,L1,0.053992284000601305,2.88892682933324
adatsihi,superfamily,classified_conditional,L2,0.10411906671664083,3.5456207984065875
adatsihi,superfamily,classified_conditional,MITE,0.0022339470823828154,-0.2961443051618282
adatsihi,superfamily,classified_conditional,MULE,0.00017107041066202408,-2.8655943671148867
adatsihi,superfamily,classified_conditional,Maverick,0.004150558945909351,0.3233286927908914
adatsihi,superfamily,classified_conditional,Mutator,0.025173446814432072,2.1258754230038446
adatsihi,superfamily,classified_conditional,P,0.00010706796266404162,-3.3342057992113885
adatsihi,superfamily,classified_conditional,PIF-Harbinger,0.04777657974282856,2.76662123774321
adatsihi,superfamily,classified_conditional,Penelope,0.0001277382244970894,-3.1576865484385257
adatsihi,superfamily,classified_conditional,PiggyBac,0.00043705397436547873,-1.927612898523293
adatsihi,superfamily,classified_conditional,Tc1-mariner,0.013066069935381274,1.4701044707311732
adatsihi,superfamily,classified_conditional,hAT,0.0935762489449503,3.4388622825515887
adatsihi,superfamily,classified_conditional,tRNA,0.000511778677847191,-1.769777335371563
aeneus,superfamily,classified_conditional,Academ,0.00043006699674873563,-1.8530642958512988
aeneus,superfamily,classified_conditional,CACTA,0.007731107589023048,1.036002117001516
aeneus,superfamily,classified_conditional,Copia,0.007220776885493082,0.9677125291722941
aeneus,superfamily,classified_conditional,Cyrypton,0.002265556275484602,-0.1914296947910028
aeneus,superfamily,classified_conditional,DIRS,0.0808173541722817,3.3829417020125643
aeneus,superfamily,classified_conditional,EnSpm,0.0003217772847726789,-2.143145654755651
aeneus,superfamily,classified_conditional,Gypsy,0.5326223737328293,5.2685626611956335
aeneus,superfamily,classified_conditional,Helitron,0.0014409979696010126,-0.6439141118170406
aeneus,superfamily,classified_conditional,IS3EU,1.6593781861343557e-05,-5.107977260273424
aeneus,superfamily,classified_conditional,Jockey,0.0010169193440214598,-0.9924722136380693
aeneus,superfamily,classified_conditional,Kolobok,0.0001552026331215877,-2.8722737251999515
aeneus,superfamily,classified_conditional,L1,0.08032032070312405,3.3767726289406044
aeneus,superfamily,classified_conditional,L2,0.10524338367968096,3.6470255878730193
aeneus,superfamily,classified_conditional,MITE,0.0018594521286043272,-0.38896812999101726
aeneus,superfamily,classified_conditional,MULE,9.085440074352961e-05,-3.407747065461134
aeneus,superfamily,classified_conditional,Maverick,0.010477435347168104,1.3399739103500767
aeneus,superfamily,classified_conditional,Mutator,0.020612269236809217,2.016636472707053
aeneus,superfamily,classified_conditional,P,6.84675788548034e-05,-3.6906449669587698
aeneus,superfamily,classified_conditional,PIF-Harbinger,0.04346272430732932,2.7626536384474543
aeneus,superfamily,classified_conditional,Penelope,6.979609819595582e-05,-3.6714271903602906
aeneus,superfamily,classified_conditional,PiggyBac,0.0002734234619852332,-2.3059835625861513
aeneus,superfamily,classified_conditional,Tc1-mariner,0.010188762677277079,1.3120353948557613
aeneus,superfamily,classified_conditional,hAT,0.09259036746763366,3.5189350934010264
aeneus,superfamily,classified_conditional,tRNA,0.0007040162473553911,-1.360203864273208
amphileucus,superfamily,classified_conditional,Academ,0.00045437952447334944,-1.9601908711151914
amphileucus,superfamily,classified_conditional,CACTA,0.011743087401781583,1.2918963632920786
amphileucus,superfamily,classified_conditional,Copia,0.010030415441670193,1.1342536230766394
amphileucus,superfamily,classified_conditional,Cyrypton,0.0017643002435944665,-0.6036142487262284
amphileucus,superfamily,classified_conditional,DIRS,0.08545599912622694,3.276633215425863
amphileucus,superfamily,classified_conditional,EnSpm,0.00021356018838190026,-2.71520497119434
amphileucus,superfamily,classified_conditional,Gypsy,0.5282127385665982,5.0981307185634
amphileucus,superfamily,classified_conditional,Helitron,0.0036769111708686362,0.13070464603563003
amphileucus,superfamily,classified_conditional,IS3EU,2.812268173400575e-05,-4.742547247036938
amphileucus,superfamily,classified_conditional,Jockey,0.0010815172546729842,-1.0930034772728314
amphileucus,superfamily,classified_conditional,Kolobok,0.00013082668972617695,-3.205250208826789
amphileucus,superfamily,classified_conditional,L1,0.041141433768563315,2.545647336632484
amphileucus,superfamily,classified_conditional,L2,0.09841139834688595,3.417788236261512
amphileucus,superfamily,classified_conditional,MITE,0.003141816915525907,-0.026567129853734883
amphileucus,superfamily,classified_conditional,MULE,0.00014624565514204823,-3.093835899688636
amphileucus,superfamily,classified_conditional,Maverick,0.004413747277654375,0.3133556535260933
amphileucus,superfamily,classified_conditional,Mutator,0.027311323411921933,2.1359329952414714
amphileucus,superfamily,classified_conditional,P,0.00012692279632394202,-3.2355446782792763
amphileucus,superfamily,classified_conditional,PIF-Harbinger,0.054282496659543274,2.8228334319006936
amphileucus,superfamily,classified_conditional,Penelope,0.00011959817736649098,-3.2949860749390583
amphileucus,superfamily,classified_conditional,PiggyBac,0.0006841489661060039,-1.550947996313706
amphileucus,superfamily,classified_conditional,Tc1-mariner,0.014287143449210716,1.4879916754269944
amphileucus,superfamily,classified_conditional,hAT,0.11254381628823526,3.5519742259884857
amphileucus,superfamily,classified_conditional,tRNA,0.0005980499977924624,-1.6854493181246113
anicetus,superfamily,classified_conditional,Academ,0.0004546009476967742,-1.931739144978958
anicetus,superfamily,classified_conditional,CACTA,0.009678403151636806,1.1264930619107663
anicetus,superfamily,classified_conditional,Copia,0.007867128437222612,0.9192892591918076
anicetus,superfamily,classified_conditional,Cyrypton,0.0020052050577222327,-0.4476575333886732
anicetus,superfamily,classified_conditional,DIRS,0.08002381562158976,3.2389204235454767
anicetus,superfamily,classified_conditional,EnSpm,0.00040598936651927266,-2.0448321726584524
anicetus,superfamily,classified_conditional,Gypsy,0.5373287978541437,5.143206331548914
anicetus,superfamily,classified_conditional,Helitron,0.0020685854399064042,-0.4165388507810981
anicetus,superfamily,classified_conditional,IS3EU,2.0848581867048438e-05,-5.013873211115249
anicetus,superfamily,classified_conditional,Jockey,0.0009603107198937453,-1.1839022424288226
anicetus,superfamily,classified_conditional,Kolobok,0.00020126341232823248,-2.7465445818907535
anicetus,superfamily,classified_conditional,L1,0.06112499947718553,2.969517077146002
anicetus,superfamily,classified_conditional,L2,0.10024434545947897,3.464206798105834
anicetus,superfamily,classified_conditional,MITE,0.0024646791631042454,-0.2413422200280113
anicetus,superfamily,classified_conditional,MULE,0.000158239629744118,-2.98704861304378
anicetus,superfamily,classified_conditional,Maverick,0.002965865098358396,-0.056235102098749934
anicetus,superfamily,classified_conditional,Mutator,0.023939766448391478,2.0321370822801206
anicetus,superfamily,classified_conditional,P,8.23490318114968e-05,-3.640192441518008
anicetus,superfamily,classified_conditional,PIF-Harbinger,0.05079990896808117,2.7844907005200925
anicetus,superfamily,classified_conditional,Penelope,6.832953713016308e-05,-3.826817006343597
anicetus,superfamily,classified_conditional,PiggyBac,0.00042178479718876994,-2.006663916383726
anicetus,superfamily,classified_conditional,Tc1-mariner,0.015483143258917715,1.59634803835496
anicetus,superfamily,classified_conditional,hAT,0.09860834842735601,3.4477520655771263
anicetus,superfamily,classified_conditional,tRNA,0.002623292112725756,-0.17897380152323183
apalachicolae,superfamily,classified_conditional,Academ,0.000406848848561924,-1.9630634931041966
apalachicolae,superfamily,classified_conditional,CACTA,0.01028182901486001,1.26662821280315
apalachicolae,superfamily,classified_conditional,Copia,0.008020352471114808,1.018232418798008
apalachicolae,superfamily,classified_conditional,Cyrypton,0.0019350238209252272,-0.40363031416985073
apalachicolae,superfamily,classified_conditional,DIRS,0.07443332549410651,3.246153813727737
apalachicolae,superfamily,classified_conditional,EnSpm,0.00037082812336820706,-2.055766554184199
apalachicolae,superfamily,classified_conditional,Gypsy,0.5552111465899545,5.255598534570579
apalachicolae,superfamily,classified_conditional,Helitron,0.001939171677544929,-0.4014890395717119
apalachicolae,superfamily,classified_conditional,IS3EU,8.552070261635001e-06,-5.825331840611377
apalachicolae,superfamily,classified_conditional,Jockey,0.000954949134588169,-1.1098471532627245
apalachicolae,superfamily,classified_conditional,Kolobok,0.00027204094485138504,-2.365552642604663
apalachicolae,superfamily,classified_conditional,L1,0.05655276927545503,2.9714242206198658
apalachicolae,superfamily,classified_conditional,L2,0.099440567195449,3.5358101999510034
apalachicolae,superfamily,classified_conditional,MITE,0.002466296832012212,-0.16103218379857331
apalachicolae,superfamily,classified_conditional,MULE,0.00014900751917192902,-2.967508461200315
apalachicolae,superfamily,classified_conditional,Maverick,0.0037178164331239673,0.24938656447013585
apalachicolae,superfamily,classified_conditional,Mutator,0.023380233406198374,2.088140988019071
apalachicolae,superfamily,classified_conditional,P,9.573524816715801e-05,-3.409918680061625
apalachicolae,superfamily,classified_conditional,PIF-Harbinger,0.04750230250904872,2.797028232608991
apalachicolae,superfamily,classified_conditional,Penelope,8.9541662510051e-05,-3.4768012102400894
apalachicolae,superfamily,classified_conditional,PiggyBac,0.000476288275173709,-1.8054819390832293
apalachicolae,superfamily,classified_conditional,Tc1-mariner,0.013370604277543538,1.5293086354863457
apalachicolae,superfamily,classified_conditional,hAT,0.09830153192855189,3.524289660117405
apalachicolae,superfamily,classified_conditional,tRNA,0.000623237247457121,-1.5365779692797163
aureatus,superfamily,classified_conditional,Academ,0.0003648586589331689,-2.109238643286499
aureatus,superfamily,classified_conditional,CACTA,0.010272889122886198,1.2285148940228892
aureatus,superfamily,classified_conditional,Copia,0.008035209368494603,0.9828396488200024
aureatus,superfamily,classified_conditional,Cyrypton,0.0013312885545205518,-0.814846095893742
aureatus,superfamily,classified_conditional,DIRS,0.08816781533060712,3.3782485837776703
aureatus,superfamily,classified_conditional,EnSpm,0.00020471314472690868,-2.6871389808770942
aureatus,superfamily,classified_conditional,Gypsy,0.570506840091583,5.245531751781524
aureatus,superfamily,classified_conditional,Helitron,0.0032533062795286013,0.0786783889114755
aureatus,superfamily,classified_conditional,IS3EU,8.938670042363998e-06,-5.818361872791714
aureatus,superfamily,classified_conditional,Jockey,0.0009939851374985694,-1.1070264317442398
aureatus,superfamily,classified_conditional,Kolobok,0.00014073942267687334,-3.0618385715986527
aureatus,superfamily,classified_conditional,L1,0.03738763312294663,2.5203465774846796
aureatus,superfamily,classified_conditional,L2,0.0800455576479447,3.281602536094169
aureatus,superfamily,classified_conditional,MITE,0.007550435496530373,0.9206118361648903
aureatus,superfamily,classified_conditional,MULE,0.00018164232419984447,-2.806709184287552
aureatus,superfamily,classified_conditional,Maverick,0.0046026029226127006,0.42562858911047297
aureatus,superfamily,classified_conditional,Mutator,0.027964472077923117,2.2299414430458526
aureatus,superfamily,classified_conditional,P,0.0001030272869158594,-3.3737548114169833
aureatus,superfamily,classified_conditional,PIF-Harbinger,0.045802383953106436,2.7233427340512106
aureatus,superfamily,classified_conditional,Penelope,8.37884025757327e-05,-3.580454082247952
aureatus,superfamily,classified_conditional,PiggyBac,0.000752740364910757,-1.3850283186472483
aureatus,superfamily,classified_conditional,Tc1-mariner,0.01317559209926368,1.4773726274460142
aureatus,superfamily,classified_conditional,hAT,0.09819427122925084,3.4859544687788633
aureatus,superfamily,classified_conditional,tRNA,0.0008752692903212944,-1.234217086698009
auriculatus,superfamily,classified_conditional,Academ,0.00026594091456704904,-2.2918060248286194
auriculatus,superfamily,classified_conditional,CACTA,0.009620410703143406,1.296562052133929
auriculatus,superfamily,classified_conditional,Copia,0.005873692273791956,0.8031585392911973
auriculatus,superfamily,classified_conditional,Cyrypton,0.0012275950399161042,-0.7622679009839315
auriculatus,superfamily,classified_conditional,DIRS,0.06092308532524645,3.142287268000447
auriculatus,superfamily,classified_conditional,EnSpm,0.00038016007709303106,-1.9344877637237516
auriculatus,superfamily,classified_conditional,Gypsy,0.5836217139405836,5.40192811857892
auriculatus,superfamily,classified_conditional,Helitron,0.0013333543329061882,-0.6796270822594339
auriculatus,superfamily,classified_conditional,IS3EU,1.2893715076016002e-05,-5.318340194013097
auriculatus,superfamily,classified_conditional,Jockey,0.0008501112917078152,-1.1297129109144173
auriculatus,superfamily,classified_conditional,Kolobok,0.00014391245496876302,-2.9058750201562917
auriculatus,superfamily,classified_conditional,L1,0.06053929005313762,3.1359676723524244
