species,order,divergence_bin_start_pct,hit_count,hit_bp,species_total_hit_bp,fraction_species_hit_bp,percent_species_hit_bp
catahoula,SINE,20,57,8327,42662975,0.0001951809502267,0.0195180950226748
catahoula,SINE,21,49,7122,42662975,0.0001669363189041,0.0166936318904155
catahoula,SINE,22,65,8279,42662975,0.0001940558528794,0.0194055852879458
catahoula,SINE,23,48,6087,42662975,0.0001426764073532,0.0142676407353214
catahoula,SINE,24,29,3551,42662975,8.323376417139217e-05,0.0083233764171392
catahoula,SINE,25,25,3680,42662975,8.625746329223407e-05,0.0086257463292234
catahoula,SINE,26,24,3854,42662975,9.033594117616036e-05,0.009033594117616
catahoula,SINE,27,22,2501,42662975,5.862225969942321e-05,0.0058622259699423
catahoula,SINE,28,10,2695,42662975,6.316952814472033e-05,0.006316952814472
catahoula,SINE,29,6,1107,42662975,2.5947557571875847e-05,0.0025947557571875
catahoula,SINE,30,3,699,42662975,1.6384230119910765e-05,0.001638423011991
catahoula,SINE,31,3,984,42662975,2.30644956194452e-05,0.0023064495619445
catahoula,SINE,32,2,617,42662975,1.4462188818290332e-05,0.001446218881829
catahoula,TIR,0,270,43743,42662975,0.0010253152763022,0.1025315276302226
catahoula,TIR,1,336,94582,42662975,0.0022169574437788,0.2216957443778827
catahoula,TIR,2,691,161355,42662975,0.0037820850514995,0.3782085051499573
catahoula,TIR,3,863,189564,42662975,0.004443290698785,0.444329069878507
catahoula,TIR,4,990,217561,42662975,0.00509952716612,0.5099527166120037
catahoula,TIR,5,1116,233843,42662975,0.005481169562132,0.5481169562132037
catahoula,TIR,6,1439,296762,42662975,0.0069559612286766,0.6955961228676621
catahoula,TIR,7,1527,299852,42662975,0.0070283893704084,0.7028389370408417
catahoula,TIR,8,1700,337482,42662975,0.0079104188116276,0.7910418811627646
catahoula,TIR,9,1779,342200,42662975,0.008021006505055,0.8021006505055028
catahoula,TIR,10,1773,338441,42662975,0.0079328973190453,0.7932897319045378
catahoula,TIR,11,1811,344505,42662975,0.008075034617253,0.8075034617253016
catahoula,TIR,12,1817,357130,42662975,0.0083709586591183,0.8370958659118357
catahoula,TIR,13,1881,352834,42662975,0.0082702624465359,0.8270262446535901
catahoula,TIR,14,1860,353897,42662975,0.0082951786648727,0.8295178664872761
catahoula,TIR,15,1754,329808,42662975,0.0077305438732296,0.7730543873229656
catahoula,TIR,16,1843,331152,42662975,0.0077620465989537,0.7762046598953777
catahoula,TIR,17,1777,329817,42662975,0.0077307548289822,0.7730754828982273
catahoula,TIR,18,1714,330453,42662975,0.0077456623688338,0.7745662368833865
catahoula,TIR,19,1555,288710,42662975,0.0067672261486687,0.6767226148668722
catahoula,TIR,20,1614,290632,42662975,0.0068122769216164,0.681227692161646
catahoula,TIR,21,1347,262505,42662975,0.0061529933156325,0.6152993315632583
catahoula,TIR,22,1253,240807,42662975,0.0056444024356013,0.5644402435601362
catahoula,TIR,23,1038,205029,42662975,0.004805783000365,0.4805783000365071
catahoula,TIR,24,859,175734,42662975,0.0041191220255971,0.4119122025597136
catahoula,TIR,25,734,140494,42662975,0.0032931130564617,0.3293113056461721
catahoula,TIR,26,566,117121,42662975,0.0027452609669156,0.2745260966915692
catahoula,TIR,27,428,86592,42662975,0.0020296756145111,0.2029675614511177
catahoula,TIR,28,319,69672,42662975,0.0016330787995914,0.1633078799591449
catahoula,TIR,29,229,56847,42662975,0.0013324668521123,0.1332466852112399
catahoula,TIR,30,141,32041,42662975,0.0007510259188441,0.075102591884415
catahoula,TIR,31,103,23228,42662975,0.000544453357976,0.054445335797609
catahoula,TIR,32,75,17431,42662975,0.0004085744137627,0.0408574413762753
catahoula,TIR,33,40,10472,42662975,0.0002454587379337,0.024545873793377
catahoula,TIR,34,19,9164,42662975,0.0002147998352201,0.0214799835220117
catahoula,TIR,35,11,2590,42662975,6.070837769752344e-05,0.0060708377697523
catahoula,TIR,36,4,584,42662975,1.368868439202845e-05,0.0013688684392028
catahoula,TIR,37,3,561,42662975,1.3149575246451988e-05,0.0013149575246451
catahoula,TIR,38,1,178,42662975,4.172235996200452e-06,0.00041722359962
catahoula,TIR,39,1,196,42662975,4.594147501434206e-06,0.0004594147501434
catahoula,Transposon Derivatives,0,10,974,42662975,2.283010033875978e-05,0.0022830100338759
catahoula,Transposon Derivatives,1,5,724,42662975,1.6970218321624314e-05,0.0016970218321624
catahoula,Transposon Derivatives,2,15,1694,42662975,3.9706560548109925e-05,0.0039706560548109
catahoula,Transposon Derivatives,3,18,2704,42662975,6.33804838973372e-05,0.0063380483897337
catahoula,Transposon Derivatives,4,13,3591,42662975,8.417134529413385e-05,0.0084171345294133
catahoula,Transposon Derivatives,5,18,3461,42662975,8.11242066452234e-05,0.0081124206645223
catahoula,Transposon Derivatives,6,20,3649,42662975,8.553083792210928e-05,0.0085530837922109
catahoula,Transposon Derivatives,7,23,4359,42662975,0.0001021729028507,0.0102172902850774
catahoula,Transposon Derivatives,8,33,6022,42662975,0.0001411528380287,0.0141152838028759
catahoula,Transposon Derivatives,9,25,4123,42662975,9.664117422659813e-05,0.0096641174226598
catahoula,Transposon Derivatives,10,34,14647,42662975,0.0003433187676199,0.0343318767619932
catahoula,Transposon Derivatives,11,19,3888,42662975,9.11328851304908e-05,0.009113288513049
catahoula,Transposon Derivatives,12,22,3951,42662975,9.260957539880892e-05,0.0092609575398808
catahoula,Transposon Derivatives,13,23,5652,42662975,0.0001324802126433,0.0132480212643398
catahoula,Transposon Derivatives,14,29,4850,42662975,0.0001136817111324,0.0113681711132428
catahoula,Transposon Derivatives,15,35,6265,42662975,0.0001468486433494,0.0146848643349414
catahoula,Transposon Derivatives,16,44,6180,42662975,0.0001448562834635,0.0144856283463588
catahoula,Transposon Derivatives,17,40,6571,42662975,0.0001540211389383,0.0154021138938388
catahoula,Transposon Derivatives,18,34,5777,42662975,0.0001354101536519,0.0135410153651966
catahoula,Transposon Derivatives,19,28,4846,42662975,0.0001135879530201,0.0113587953020153
catahoula,Transposon Derivatives,20,37,6423,42662975,0.0001505520887842,0.0150552088784244
catahoula,Transposon Derivatives,21,27,5793,42662975,0.000135785186101,0.0135785186101063
catahoula,Transposon Derivatives,22,23,5526,42662975,0.0001295268321067,0.0129526832106762
catahoula,Transposon Derivatives,23,34,6647,42662975,0.0001558025430715,0.0155802543071597
catahoula,Transposon Derivatives,24,12,2552,42662975,5.981767563091885e-05,0.0059817675630918
catahoula,Transposon Derivatives,25,13,2849,42662975,6.677921546727578e-05,0.0066779215467275
catahoula,Transposon Derivatives,26,20,3086,42662975,7.23343836195202e-05,0.007233438361952
catahoula,Transposon Derivatives,27,7,1093,42662975,2.561940417891626e-05,0.0025619404178916
catahoula,Transposon Derivatives,28,4,595,42662975,1.394651920078241e-05,0.0013946519200782
catahoula,Transposon Derivatives,30,2,393,42662975,9.211734530936956e-06,0.0009211734530936
catahoula,Transposon Derivatives,31,1,145,42662975,3.3987315699385708e-06,0.0003398731569938
catahoula,Transposon Derivatives,34,1,140,42662975,3.2815339295958614e-06,0.0003281533929595
catahoula,Unclassified,0,22,1793,42662975,4.202707382689557e-05,0.0042027073826895
catahoula,Unclassified,1,21,5284,42662975,0.0001238544663141,0.0123854466314175
catahoula,Unclassified,2,59,8393,42662975,0.0001967279590792,0.0196727959079271
catahoula,Unclassified,3,65,12544,42662975,0.0002940254400917,0.0294025440091789
catahoula,Unclassified,4,74,12713,42662975,0.0002979867203353,0.0297986720335372
catahoula,Unclassified,5,122,21991,42662975,0.0005154586617553,0.0515458661755304
catahoula,Unclassified,6,166,27268,42662975,0.0006391490513729,0.0639149051372999
catahoula,Unclassified,7,218,35113,42662975,0.0008230321490707,0.082303214907071
catahoula,Unclassified,8,241,42863,42662975,0.0010046884916019,0.100468849160191
catahoula,Unclassified,9,250,39361,42662975,0.0009226032643058,0.0922603264305876
catahoula,Unclassified,10,322,53629,42662975,0.0012570384507878,0.1257038450787831
catahoula,Unclassified,11,331,55519,42662975,0.0013013391588373,0.1301339158837376
catahoula,Unclassified,12,333,58362,42662975,0.0013679777371362,0.136797773713624
catahoula,Unclassified,13,316,49714,42662975,0.0011652726983994,0.116527269839949
catahoula,Unclassified,14,349,59050,42662975,0.0013841041324473,0.1384104132447397
catahoula,Unclassified,15,342,57929,42662975,0.0013578284214825,0.1357828421482562
catahoula,Unclassified,16,314,52241,42662975,0.0012245043858286,0.1224504385828695
catahoula,Unclassified,17,303,49586,42662975,0.0011622724388067,0.1162272438806717
catahoula,Unclassified,18,278,48254,42662975,0.0011310509874194,0.1131050987419419
catahoula,Unclassified,19,286,51980,42662975,0.0012183866690028,0.1218386669002806
catahoula,Unclassified,20,283,43260,42662975,0.0010139939842451,0.1013993984245121
catahoula,Unclassified,21,248,46082,42662975,0.0010801403324545,0.1080140332454546
catahoula,Unclassified,22,236,42947,42662975,0.0010066574119596,0.1006657411959667
catahoula,Unclassified,23,226,44966,42662975,0.00105398181913,0.1053981819130053
catahoula,Unclassified,24,186,43345,42662975,0.0010159863441309,0.1015986344130947
catahoula,Unclassified,25,179,37670,42662975,0.0008829670223419,0.0882967022341972
catahoula,Unclassified,26,139,27120,42662975,0.0006356800012188,0.0635680001218855
catahoula,Unclassified,27,103,27919,42662975,0.0006544081841456,0.065440818414562
catahoula,Unclassified,28,103,24252,42662975,0.0005684554347182,0.0568455434718277
catahoula,Unclassified,29,44,10859,42662975,0.0002545298352962,0.0254529835296296
catahoula,Unclassified,30,45,9640,42662975,0.0002259570505807,0.0225957050580743
catahoula,Unclassified,31,27,6594,42662975,0.0001545602480839,0.0154560248083965
catahoula,Unclassified,32,28,8032,42662975,0.0001882662894465,0.0188266289446528
catahoula,Unclassified,33,11,2654,42662975,6.220850749391012e-05,0.006220850749391
catahoula,Unclassified,34,7,2974,42662975,6.970915647584352e-05,0.0069709156475843
catahoula,Unclassified,35,2,753,42662975,1.7649964635612026e-05,0.0017649964635612
catahoula,Unclassified,36,1,395,42662975,9.258613587074038e-06,0.0009258613587074
catahoula,Unclassified,37,2,666,42662975,1.5610725693648885e-05,0.0015610725693648
catahoula,YR,0,2,499,42662975,1.1696324506202392e-05,0.0011696324506202
catahoula,YR,1,1,258,42662975,6.047398241683802e-06,0.0006047398241683
catahoula,YR,2,6,3845,42662975,9.012498542354348e-05,0.0090124985423543
catahoula,YR,3,5,862,42662975,2.020487319508309e-05,0.0020204873195083
catahoula,YR,4,9,2419,42662975,5.670021839780278e-05,0.0056700218397802
catahoula,YR,5,9,1854,42662975,4.345688503907663e-05,0.0043456885039076
catahoula,YR,6,18,4409,42662975,0.0001033448792542,0.0103344879254201
catahoula,YR,7,8,1546,42662975,3.623751039396573e-05,0.0036237510393965
catahoula,YR,8,14,2041,42662975,4.784007678789395e-05,0.0047840076787893
catahoula,YR,9,13,1964,42662975,4.603523312661623e-05,0.0046035233126616
catahoula,YR,10,12,1912,42662975,4.481637766705205e-05,0.0044816377667052
catahoula,YR,11,16,2613,42662975,6.12474868430999e-05,0.0061247486843099
catahoula,YR,12,13,1582,42662975,3.708133340443323e-05,0.0037081333404433
catahoula,YR,13,14,1585,42662975,3.715165198863886e-05,0.0037151651988638
catahoula,YR,14,16,2042,42662975,4.78635163159625e-05,0.0047863516315962
catahoula,YR,15,18,2438,42662975,5.714556943110508e-05,0.0057145569431105
catahoula,YR,16,12,1589,42662975,3.724541010091303e-05,0.0037245410100913
catahoula,YR,17,9,1349,42662975,3.161992336446298e-05,0.0031619923364462
catahoula,YR,18,11,1475,42662975,3.4573303901099255e-05,0.0034573303901099
catahoula,YR,19,10,836,42662975,1.9595445465301e-05,0.0019595445465301
catahoula,YR,20,7,583,42662975,1.366524486395991e-05,0.0013665244863959
catahoula,YR,21,7,885,42662975,2.0743982340659552e-05,0.0020743982340659
catahoula,YR,22,5,498,42662975,1.167288497813385e-05,0.0011672884978133
catahoula,YR,23,3,674,42662975,1.579824191819722e-05,0.0015798241918197
catahoula,YR,24,1,81,42662975,1.8986017735518916e-06,0.0001898601773551
catahoula,YR,25,5,950,42662975,2.2267551665114776e-05,0.0022267551665114
catahoula,YR,26,5,567,42662975,1.329021241486324e-05,0.0013290212414863
catahoula,YR,29,1,171,42662975,4.00815929972066e-06,0.000400815929972
cheaha,DIRS,0,2,122,63303628,1.9272197163802364e-06,0.000192721971638
cheaha,DIRS,1,1,81,63303628,1.2795475166131078e-06,0.0001279547516613
cheaha,DIRS,2,7,964,63303628,1.5228195135988098e-05,0.0015228195135988
cheaha,DIRS,3,18,3602,63303628,5.690037228198042e-05,0.005690037228198
cheaha,DIRS,4,26,5518,63303628,8.716719995890283e-05,0.0087167199958902
cheaha,DIRS,5,41,8595,63303628,0.0001357742087072,0.0135774208707279
cheaha,DIRS,6,67,15488,63303628,0.0002446621226827,0.0244662122682763
cheaha,DIRS,7,124,28656,63303628,0.0004526754769884,0.0452675476988459
cheaha,DIRS,8,108,25672,63303628,0.0004055375783517,0.0405537578351749
cheaha,DIRS,9,155,37719,63303628,0.0005958426269028,0.0595842626902837
cheaha,DIRS,10,200,49467,63303628,0.0007814244074605,0.0781424407460501
cheaha,DIRS,11,207,52197,63303628,0.0008245498978352,0.0824549897835239
cheaha,DIRS,12,249,60898,63303628,0.0009619985761321,0.0961998576132161
cheaha,DIRS,13,257,60514,63303628,0.0009559325730904,0.0955932573090439
cheaha,DIRS,14,249,61773,63303628,0.0009758208486881,0.0975820848688166
cheaha,DIRS,15,250,62841,63303628,0.0009926919196479,0.0992691919647954
cheaha,DIRS,16,290,67553,63303628,0.0010671268319724,0.106712683197241
cheaha,DIRS,17,258,63504,63303628,0.0010031652530246,0.1003165253024676
cheaha,DIRS,18,213,52432,63303628,0.0008282621653217,0.0828262165321709
cheaha,DIRS,19,183,44582,63303628,0.0007042566343906,0.0704256634390686
cheaha,DIRS,20,177,40084,63303628,0.0006332022550113,0.0633202255011355
cheaha,DIRS,21,108,24464,63303628,0.000386454943783,0.0386454943783
cheaha,DIRS,22,102,23471,63303628,0.0003707686390422,0.0370768639042299
cheaha,DIRS,23,104,24151,63303628,0.0003815105194286,0.0381510519428681
cheaha,DIRS,24,72,16997,63303628,0.0002684996190107,0.0268499619010777
cheaha,DIRS,25,43,10814,63303628,0.0001708274919093,0.017082749190931
cheaha,DIRS,26,38,7838,63303628,0.0001238159683359,0.0123815968335969
cheaha,DIRS,27,28,7345,63303628,0.0001160281050558,0.0116028105055842
cheaha,DIRS,28,30,5919,63303628,9.350175001028378e-05,0.0093501750010283
cheaha,DIRS,29,16,5699,63303628,9.002643576763089e-05,0.009002643576763
cheaha,DIRS,30,18,4668,63303628,7.373984947592577e-05,0.0073739849475925
cheaha,DIRS,31,9,2019,63303628,3.18939066178008e-05,0.00318939066178
cheaha,DIRS,32,3,774,63303628,1.2226787380969698e-05,0.0012226787380969
cheaha,DIRS,33,3,482,63303628,7.614097567994049e-06,0.0007614097567994
cheaha,DIRS,34,2,333,63303628,5.260362012742777e-06,0.0005260362012742
cheaha,DIRS,35,1,232,63303628,3.664876837706679e-06,0.0003664876837706
cheaha,DIRS,37,1,224,63303628,3.5385017743374837e-06,0.0003538501774337
cheaha,Helitron,0,2,271,63303628,4.280955271631509e-06,0.0004280955271631
cheaha,Helitron,1,7,1186,63303628,1.8735103144483283e-05,0.0018735103144483
cheaha,Helitron,2,8,1457,63303628,2.301605841611479e-05,0.0023016058416114
cheaha,Helitron,3,15,3057,63303628,4.829107108995396e-05,0.0048291071089953
cheaha,Helitron,4,30,13568,63303628,0.0002143321074741,0.0214332107474156
cheaha,Helitron,5,29,11906,63303628,0.0001880776880592,0.0188077688059205
cheaha,Helitron,6,30,7369,63303628,0.0001164072302459,0.011640723024595
cheaha,Helitron,7,27,15037,63303628,0.0002375377284853,0.0237537728485324
cheaha,Helitron,8,16,5775,63303628,9.122699886963824e-05,0.0091226998869638
cheaha,Helitron,9,18,5055,63303628,7.985324316641061e-05,0.007985324316641
cheaha,Helitron,10,33,7816,63303628,0.0001234684369117,0.0123468436911704
cheaha,Helitron,11,8,1384,63303628,2.186288596287088e-05,0.002186288596287
cheaha,Helitron,12,12,2341,63303628,3.698050291841093e-05,0.003698050291841
cheaha,Helitron,13,13,2005,63303628,3.167275025690471e-05,0.0031672750256904
cheaha,Helitron,14,14,2829,63303628,4.468938178393188e-05,0.0044689381783931
cheaha,Helitron,15,10,1800,63303628,2.8434389258069065e-05,0.0028434389258069
cheaha,Helitron,16,5,1063,63303628,1.6792086545181897e-05,0.0016792086545181
cheaha,Helitron,17,9,1817,63303628,2.8702936267728606e-05,0.0028702936267728
cheaha,Helitron,18,10,878,63303628,1.3869663204769243e-05,0.0013869663204769
cheaha,Helitron,19,11,1692,63303628,2.672832590258492e-05,0.0026728325902584
cheaha,Helitron,20,14,2336,63303628,3.690151850380518e-05,0.0036901518503805
cheaha,Helitron,21,7,1006,63303628,1.5891664218676376e-05,0.0015891664218676
cheaha,Helitron,22,13,2442,63303628,3.857598809344703e-05,0.0038575988093447
cheaha,Helitron,23,10,1923,63303628,3.037740585737045e-05,0.003037740585737
cheaha,Helitron,24,13,2916,63303628,4.606371059807188e-05,0.0046063710598071
cheaha,Helitron,25,10,1978,63303628,3.124623441803367e-05,0.0031246234418033
cheaha,Helitron,26,14,2457,63303628,3.881294133726427e-05,0.0038812941337264
cheaha,Helitron,27,10,1622,63303628,2.562254409810445e-05,0.0025622544098104
cheaha,Helitron,28,5,704,63303628,1.1121005576489234e-05,0.0011121005576489
cheaha,Helitron,29,5,851,63303628,1.3443147365898208e-05,0.0013443147365898
cheaha,Helitron,30,3,550,63303628,8.688285606632214e-06,0.0008688285606632
cheaha,Helitron,31,3,571,63303628,9.020020147976352e-06,0.0009020020147976
cheaha,Helitron,32,2,215,63303628,3.396329828047138e-06,0.0003396329828047
cheaha,Helitron,33,1,167,63303628,2.6380794478319637e-06,0.0002638079447831
cheaha,LINE,0,139,21382,63303628,0.00033776895062,0.0337768950620018
cheaha,LINE,1,160,40544,63303628,0.000640468821155,0.0640468821155084
cheaha,LINE,2,342,73995,63303628,0.0011688903517504,0.1168890351750455
cheaha,LINE,3,428,91154,63303628,0.0014399490657944,0.1439949065794459
cheaha,LINE,4,603,157099,63303628,0.0024816745100296,0.2481674510029662
cheaha,LINE,5,831,206832,63303628,0.0032673008883471,0.3267300888347189
cheaha,LINE,6,964,245790,63303628,0.0038827158531893,0.3882715853189331
cheaha,LINE,7,1136,289164,63303628,0.0045678898530112,0.4567889853011267
cheaha,LINE,8,1504,378745,63303628,0.0059829904219707,0.598299042197076
cheaha,LINE,9,1500,392768,63303628,0.006204510111174,0.6204510111174039
cheaha,LINE,10,1847,473412,63303628,0.0074784339374672,0.7478433937467217
cheaha,LINE,11,2021,529985,63303628,0.0083721109949654,0.8372110994965407
cheaha,LINE,12,2138,537875,63303628,0.0084967484012132,0.8496748401213277
cheaha,LINE,13,2431,614003,63303628,0.0096993335042345,0.9699333504234544
cheaha,LINE,14,2467,613087,63303628,0.0096848635594787,0.9684863559478772
cheaha,LINE,15,2850,696720,63303628,0.0110060042688232,1.1006004268823266
cheaha,LINE,16,2946,714004,63303628,0.0112790375932324,1.1279037593232413
cheaha,LINE,17,3235,799925,63303628,0.0126363215707004,1.2636321570700495
cheaha,LINE,18,3470,850839,63303628,0.0134406040677479,1.3440604067747903
cheaha,LINE,19,3399,870486,63303628,0.0137509654264997,1.3750965426499726
cheaha,LINE,20,3868,960865,63303628,0.0151786719080302,1.5178671908030297
cheaha,LINE,21,3791,970204,63303628,0.0153261989976309,1.5326198997630909
cheaha,LINE,22,3706,955795,63303628,0.01509858171162,1.5098581711620067
cheaha,LINE,23,3656,972032,63303628,0.0153550756996107,1.5355075699610772
cheaha,LINE,24,3282,862172,63303628,0.0136196301418932,1.3619630141893289
cheaha,LINE,25,3224,852556,63303628,0.0134677273157235,1.3467727315723517
cheaha,LINE,26,2747,723639,63303628,0.0114312405601776,1.143124056017769
cheaha,LINE,27,2463,667490,63303628,0.010544261381038,1.0544261381038067
cheaha,LINE,28,2031,540907,63303628,0.0085446445502302,0.8544644550230203
cheaha,LINE,29,1729,492438,63303628,0.007778985431925,0.7778985431925007
cheaha,LINE,30,1232,349691,63303628,0.0055240277855796,0.5524027785579683
cheaha,LINE,31,965,281998,63303628,0.0044546893899983,0.4454689389998311
cheaha,LINE,32,659,198282,63303628,0.0031322375393713,0.3132237539371361
cheaha,LINE,33,343,101824,63303628,0.0016085018065631,0.1608501806563124
cheaha,LINE,34,229,70576,63303628,0.001114880809043,0.1114880809043045
cheaha,LINE,35,146,41415,63303628,0.0006542279061794,0.0654227906179405
cheaha,LINE,36,56,16366,63303628,0.0002585317858875,0.0258531785887532
cheaha,LINE,37,33,10816,63303628,0.0001708590856751,0.0170859085675152
cheaha,LINE,38,11,3651,63303628,5.767441954511675e-05,0.0057674419545116
cheaha,LINE,39,2,394,63303628,6.223971870932895e-06,0.0006223971870932
cheaha,LINE,40,2,480,63303628,7.58250380215175e-06,0.0007582503802151
cheaha,LINE,41,1,174,63303628,2.7486576282800097e-06,0.000274865762828
cheaha,LTR,0,797,113612,63303628,0.0017947154624376,0.1794715462437634
cheaha,LTR,1,930,217981,63303628,0.003443420336035,0.3443420336035084
cheaha,LTR,2,1887,398862,63303628,0.0063007763156955,0.6300776315695523
cheaha,LTR,3,2806,648619,63303628,0.010246158403433,1.0246158403433054
cheaha,LTR,4,3845,903032,63303628,0.0142650907780514,1.4265090778051457
cheaha,LTR,5,4913,1135252,63303628,0.0179334429300007,1.793344293000079
cheaha,LTR,6,5532,1283055,63303628,0.0202682696163954,2.0268269616395447
cheaha,LTR,7,6183,1441932,63303628,0.0227780309842589,2.277803098425891
cheaha,LTR,8,6572,1495729,63303628,0.0236278558947679,2.362785589476799
cheaha,LTR,9,6679,1505536,63303628,0.0237827759255757,2.3782775925575703
cheaha,LTR,10,7167,1558952,63303628,0.0246265822236918,2.4626582223691824
cheaha,LTR,11,6919,1552796,63303628,0.0245293366124292,2.452933661242923
cheaha,LTR,12,7013,1516212,63303628,0.0239514234476418,2.395142344764189
cheaha,LTR,13,6902,1459563,63303628,0.0230565458270416,2.30565458270417
cheaha,LTR,14,6647,1403687,63303628,0.0221738791969395,2.2173879196939548
cheaha,LTR,15,6609,1395600,63303628,0.0220461298047562,2.2046129804756216
cheaha,LTR,16,6343,1312515,63303628,0.0207336457872525,2.0733645787252506
cheaha,LTR,17,5911,1204978,63303628,0.0190348963885608,1.9034896388560856
cheaha,LTR,18,5694,1156985,63303628,0.0182767565865261,1.827675658652613
cheaha,LTR,19,5231,1080352,63303628,0.0170661940576296,1.7066194057629682
cheaha,LTR,20,5171,1055630,63303628,0.016675663518053,1.6675663518053023
cheaha,LTR,21,4579,950850,63303628,0.0150204661255749,1.5020466125574985
cheaha,LTR,22,4043,838227,63303628,0.0132413737803463,1.3241373780346364
cheaha,LTR,23,3715,786663,63303628,0.0124268233094002,1.2426823309400217
cheaha,LTR,24,3107,698835,63303628,0.0110394146762014,1.1039414676201498
cheaha,LTR,25,2852,618722,63303628,0.0097738789947394,0.9773878994739448
cheaha,LTR,26,2282,562671,63303628,0.008888447910126,0.8888447910126098
cheaha,LTR,27,1897,445779,63303628,0.007041918671707,0.7041918671707094
cheaha,LTR,28,1408,348855,63303628,0.0055108215914576,0.5510821591457602
cheaha,LTR,29,1138,276763,63303628,0.004371992707906,0.4371992707906094
cheaha,LTR,30,912,221456,63303628,0.003498314504186,0.3498314504186079
cheaha,LTR,31,657,166509,63303628,0.0026303231783176,0.2630323178317679
cheaha,LTR,32,479,131550,63303628,0.0020780799482772,0.2078079948277214
cheaha,LTR,33,341,90795,63303628,0.0014342779848257,0.1434277984825767
cheaha,LTR,34,216,59106,63303628,0.0009336905619374,0.0933690561937461
cheaha,LTR,35,116,33794,63303628,0.0005338398614373,0.0533839861437325
cheaha,LTR,36,61,13129,63303628,0.0002073972758717,0.0207397275871771
cheaha,LTR,37,22,6413,63303628,0.0001013054101733,0.0101305410173331
cheaha,LTR,38,10,3505,63303628,5.5368074638628925e-05,0.0055368074638628
cheaha,LTR,39,4,761,63303628,1.2021427902994754e-05,0.0012021427902994
cheaha,Maverick,0,2,250,63303628,3.94922073028737e-06,0.0003949220730287
cheaha,Maverick,1,18,8688,63303628,0.0001372433188189,0.0137243318818946
cheaha,Maverick,2,32,15357,63303628,0.00024259273102,0.0242592731020092
cheaha,Maverick,3,52,16290,63303628,0.0002573312227855,0.0257331222785525
cheaha,Maverick,4,39,11965,63303628,0.0001890097041515,0.0189009704151553
cheaha,Maverick,5,51,18291,63303628,0.0002889407855107,0.0288940785510745
cheaha,Maverick,6,39,12963,63303628,0.0002047749933068,0.020477499330686
cheaha,Maverick,7,57,16790,63303628,0.000265229664246,0.0265229664246099
cheaha,Maverick,8,39,16534,63303628,0.0002611856622182,0.0261185662218285
cheaha,Maverick,9,23,9501,63303628,0.0001500861846338,0.0150086184633841
cheaha,Maverick,10,49,11508,63303628,0.0001817905286565,0.0181790528656588
cheaha,Maverick,11,26,6728,63303628,0.0001062814282934,0.0106281428293493
cheaha,Maverick,12,34,8140,63303628,0.0001285866269781,0.0128586626978156
cheaha,Maverick,13,28,6647,63303628,0.0001050018807768,0.010500188077688
cheaha,Maverick,14,20,5045,63303628,7.969527433719913e-05,0.0079695274337199
cheaha,Maverick,15,25,8578,63303628,0.0001355056616976,0.013550566169762
cheaha,Maverick,16,20,5612,63303628,8.865210695349088e-05,0.008865210695349
cheaha,Maverick,17,16,4210,63303628,6.650487709803931e-05,0.0066504877098039
cheaha,Maverick,18,17,4659,63303628,7.359767752963543e-05,0.0073597677529635
cheaha,Maverick,19,10,3357,63303628,5.3030135966298806e-05,0.0053030135966298
cheaha,Maverick,20,15,3294,63303628,5.203493234226639e-05,0.0052034932342266
cheaha,Maverick,21,12,7535,63303628,0.0001190295128108,0.0119029512810861
cheaha,Maverick,22,8,4944,63303628,7.809978916216303e-05,0.0078099789162163
cheaha,Maverick,23,7,1580,63303628,2.4959075015416177e-05,0.0024959075015416
cheaha,Maverick,24,11,2713,63303628,4.2856943365078536e-05,0.0042856943365078
cheaha,Maverick,25,14,3691,63303628,5.830629486196273e-05,0.0058306294861962
cheaha,Maverick,26,5,1150,63303628,1.81664153593219e-05,0.0018166415359321
cheaha,Maverick,27,6,1529,63303628,2.4153433986437557e-05,0.0024153433986437
cheaha,Maverick,28,6,1437,63303628,2.2700120757691803e-05,0.0022700120757691
cheaha,Maverick,29,2,537,63303628,8.48292612865727e-06,0.0008482926128657
cheaha,Maverick,30,2,309,63303628,4.881236822635189e-06,0.0004881236822635
cheaha,Maverick,31,3,723,63303628,1.1421146351991074e-05,0.0011421146351991
cheaha,Maverick,32,4,1215,63303628,1.9193212749196617e-05,0.0019193212749196
cheaha,PLE,2,3,531,63303628,8.388144831130374e-06,0.000838814483113
cheaha,PLE,3,1,423,63303628,6.68208147564623e-06,0.0006682081475646
cheaha,PLE,4,2,815,63303628,1.2874459580736829e-05,0.0012874459580736
cheaha,PLE,5,2,786,63303628,1.241634997602349e-05,0.0012416349976023
cheaha,PLE,6,2,257,63303628,4.059798910735416e-06,0.0004059798910735
cheaha,PLE,7,1,44,63303628,6.950628485305771e-07,6.950628485305771e-05
cheaha,PLE,8,3,429,63303628,6.776862773173127e-06,0.0006776862773173
cheaha,PLE,11,2,117,63303628,1.8482353017744888e-06,0.0001848235301774
cheaha,PLE,12,3,608,63303628,9.604504816058884e-06,0.0009604504816058
cheaha,PLE,13,1,45,63303628,7.108597314517266e-07,7.108597314517265e-05
cheaha,PLE,14,10,769,63303628,1.214780296636395e-05,0.0012147802966363
cheaha,PLE,15,10,722,63303628,1.1405349469069924e-05,0.0011405349469069
cheaha,PLE,16,7,877,63303628,1.3853866321848091e-05,0.0013853866321848
