species,order,divergence_bin_start_pct,hit_count,hit_bp,species_total_hit_bp,fraction_species_hit_bp,percent_species_hit_bp
abditus,DIRS,0,2,68,67156983,1.0125529313906195e-06,0.000101255293139
abditus,DIRS,1,11,1249,67156983,1.8598214872160057e-05,0.001859821487216
abditus,DIRS,2,9,1178,67156983,1.7540990487913966e-05,0.0017540990487913
abditus,DIRS,3,8,1547,67156983,2.3035579189136595e-05,0.0023035579189136
abditus,DIRS,4,32,5619,67156983,8.366963119829251e-05,0.0083669631198292
abditus,DIRS,5,46,11260,67156983,0.0001676668530508,0.0167666853050858
abditus,DIRS,6,53,11728,67156983,0.0001746355996963,0.0174635599696311
abditus,DIRS,7,91,19227,67156983,0.0002862993413506,0.0286299341350697
abditus,DIRS,8,121,29275,67156983,0.0004359189274479,0.0435918927447946
abditus,DIRS,9,168,37476,67156983,0.0005580357890705,0.0558035789070512
abditus,DIRS,10,172,41710,67156983,0.0006210820995338,0.0621082099533863
abditus,DIRS,11,216,51214,67156983,0.0007626012621799,0.0762601262179988
abditus,DIRS,12,208,49722,67156983,0.0007403846596265,0.0740384659626535
abditus,DIRS,13,246,56340,67156983,0.0008389298846256,0.0838929884625698
abditus,DIRS,14,268,60711,67156983,0.0009040161914361,0.0904016191436116
abditus,DIRS,15,271,61815,67156983,0.0009204552860869,0.0920455286086928
abditus,DIRS,16,272,63065,67156983,0.0009390683914433,0.0939068391443373
abditus,DIRS,17,247,58590,67156983,0.0008724334742673,0.08724334742673
abditus,DIRS,18,222,52028,67156983,0.0007747221163881,0.0774722116388105
abditus,DIRS,19,175,43383,67156983,0.0006459938797429,0.064599387974293
abditus,DIRS,20,179,43733,67156983,0.0006512055492427,0.0651205549242734
abditus,DIRS,21,131,30358,67156983,0.0004520453219287,0.0452045321928771
abditus,DIRS,22,117,25680,67156983,0.0003823876364428,0.038238763644281
abditus,DIRS,23,97,22288,67156983,0.0003318791137475,0.033187911374756
abditus,DIRS,24,80,18515,67156983,0.0002756973165396,0.0275697316539666
abditus,DIRS,25,54,11564,67156983,0.0001721935602735,0.0172193560273545
abditus,DIRS,26,42,9470,67156983,0.0001410128861804,0.0141012886180428
abditus,DIRS,27,34,7213,67156983,0.0001074050631488,0.0107405063148831
abditus,DIRS,28,19,4197,67156983,6.249536254480045e-05,0.00624953625448
abditus,DIRS,29,25,5134,67156983,7.644774631999178e-05,0.0076447746319991
abditus,DIRS,30,22,5123,67156983,7.628395099285505e-05,0.0076283950992855
abditus,DIRS,31,21,5301,67156983,7.893445719561286e-05,0.0078934457195612
abditus,DIRS,32,5,1228,67156983,1.828551470217177e-05,0.0018285514702171
abditus,DIRS,33,2,588,67156983,8.755604759671828e-06,0.0008755604759671
abditus,DIRS,34,2,1747,67156983,2.6013676046167828e-05,0.0026013676046167
abditus,DIRS,35,2,444,67156983,6.611375022609339e-06,0.0006611375022609
abditus,Helitron,0,2,66,67156983,9.827719628203072e-07,9.827719628203072e-05
abditus,Helitron,1,4,1413,67156983,2.1040254294925668e-05,0.0021040254294925
abditus,Helitron,2,17,4792,67156983,7.135520069446837e-05,0.0071355200694468
abditus,Helitron,3,17,4836,67156983,7.201038200301524e-05,0.0072010382003015
abditus,Helitron,4,31,11662,67156983,0.0001736528277334,0.0173652827733491
abditus,Helitron,5,44,15652,67156983,0.0002330658600312,0.0233065860031264
abditus,Helitron,6,58,19911,67156983,0.0002964844326017,0.0296484432601744
abditus,Helitron,7,41,11950,67156983,0.0001779412872076,0.0177941287207616
abditus,Helitron,8,51,13394,67156983,0.0001994431465153,0.0199443146515381
abditus,Helitron,9,38,9712,67156983,0.0001446163833774,0.0144616383377436
abditus,Helitron,10,31,8515,67156983,0.0001267924736881,0.0126792473688104
abditus,Helitron,11,30,7098,67156983,0.000105692657456,0.0105692657456038
abditus,Helitron,12,18,4118,67156983,6.13190142862731e-05,0.0061319014286273
abditus,Helitron,13,17,2871,67156983,4.275058038268336e-05,0.0042750580382683
abditus,Helitron,14,12,2200,67156983,3.275906542734357e-05,0.0032759065427343
abditus,Helitron,15,24,4232,67156983,6.30165294947809e-05,0.006301652949478
abditus,Helitron,16,24,3590,67156983,5.345683858371065e-05,0.005345683858371
abditus,Helitron,17,4,414,67156983,6.164660494054654e-06,0.0006164660494054
abditus,Helitron,18,13,2013,67156983,2.997454486601937e-05,0.0029974544866019
abditus,Helitron,19,16,2658,67156983,3.95789072299451e-05,0.0039578907229945
abditus,Helitron,20,17,1989,67156983,2.961717324317562e-05,0.0029617173243175
abditus,Helitron,21,14,2130,67156983,3.171673152738264e-05,0.0031716731527382
abditus,Helitron,22,13,2193,67156983,3.265483203734748e-05,0.0032654832037347
abditus,Helitron,23,10,1905,67156983,2.8366372563222503e-05,0.0028366372563222
abditus,Helitron,24,14,2287,67156983,3.405453756015216e-05,0.0034054537560152
abditus,Helitron,25,9,1325,67156983,1.9729891677831924e-05,0.0019729891677831
abditus,Helitron,26,12,1957,67156983,2.9140677746050625e-05,0.002914067774605
abditus,Helitron,27,7,1044,67156983,1.554566559370304e-05,0.0015545665593703
abditus,Helitron,28,5,1030,67156983,1.5337198813710855e-05,0.001533719881371
abditus,Helitron,29,2,359,67156983,5.345683858371065e-06,0.0005345683858371
abditus,Helitron,30,3,856,67156983,1.274625454809368e-05,0.0012746254548093
abditus,Helitron,31,3,458,67156983,6.819841802601526e-06,0.0006819841802601
abditus,Helitron,32,1,90,67156983,1.3401435856640551e-06,0.0001340143585664
abditus,Helitron,33,1,302,67156983,4.496926254117163e-06,0.0004496926254117
abditus,Helitron,39,1,222,67156983,3.3056875113046694e-06,0.0003305687511304
abditus,LINE,0,168,23486,67156983,0.0003497179139211,0.0349717913921177
abditus,LINE,1,197,55902,67156983,0.0008324078525088,0.08324078525088
abditus,LINE,2,429,103315,67156983,0.0015384103839209,0.1538410383920909
abditus,LINE,3,562,136151,67156983,0.0020273543259082,0.2027354325908297
abditus,LINE,4,796,195652,67156983,0.0029133530313593,0.2913353031359375
abditus,LINE,5,929,235560,67156983,0.0035076024782113,0.3507602478211387
abditus,LINE,6,1219,297550,67156983,0.0044306635990482,0.4430663599048218
abditus,LINE,7,1374,374625,67156983,0.0055783476753266,0.5578347675326629
abditus,LINE,8,1584,417800,67156983,0.0062212443343382,0.6221244334338247
abditus,LINE,9,1746,454921,67156983,0.0067739940014875,0.677399400148753
abditus,LINE,10,1999,479198,67156983,0.0071354902884782,0.7135490288478266
abditus,LINE,11,2130,521744,67156983,0.0077690208328745,0.776902083287452
abditus,LINE,12,2436,601261,67156983,0.0089530674717772,0.8953067471777284
abditus,LINE,13,2682,649572,67156983,0.0096724416580774,0.9672441658077464
abditus,LINE,14,2963,700746,67156983,0.010434447300886,1.0434447300886045
abditus,LINE,15,3260,778421,67156983,0.0115910656677355,1.159106566773555
abditus,LINE,16,3524,842775,67156983,0.0125493278934224,1.254932789342249
abditus,LINE,17,3715,912912,67156983,0.0135937017897304,1.359370178973049
abditus,LINE,18,4023,974713,67156983,0.0145139486090374,1.4513948609037426
abditus,LINE,19,3875,973292,67156983,0.0144927892308682,1.4492789230868215
abditus,LINE,20,4561,1110404,67156983,0.0165344533121745,1.653445331217455
abditus,LINE,21,4304,1103806,67156983,0.016436205896861,1.6436205896861091
abditus,LINE,22,4294,1104467,67156983,0.0164460485069735,1.6446048506973578
abditus,LINE,23,4224,1062946,67156983,0.0158277807089696,1.5827780708969608
abditus,LINE,24,3754,984226,67156983,0.0146556017860421,1.4655601786042116
abditus,LINE,25,3714,954167,67156983,0.0142080087189146,1.4208008718914606
abditus,LINE,26,3264,844126,67156983,0.0125694449376917,1.2569444937691736
abditus,LINE,27,2860,769009,67156983,0.0114509164296436,1.145091642964366
abditus,LINE,28,2396,639219,67156983,0.0095182804742732,0.951828047427324
abditus,LINE,29,1931,527486,67156983,0.0078545219936398,0.7854521993639887
abditus,LINE,30,1456,402808,67156983,0.0059980061939351,0.5998006193935186
abditus,LINE,31,1039,293749,67156983,0.0043740648682803,0.4374064868280339
abditus,LINE,32,743,207998,67156983,0.0030971909503439,0.3097190950343913
abditus,LINE,33,448,139738,67156983,0.0020807664930391,0.2080766493039152
abditus,LINE,34,280,80248,67156983,0.0011949315829152,0.1194931582915212
abditus,LINE,35,147,40742,67156983,0.0006066681107458,0.0606668110745832
abditus,LINE,36,72,18363,67156983,0.0002734339629283,0.0273433962928322
abditus,LINE,37,32,8847,67156983,0.0001317361144707,0.0131736114470776
abditus,LINE,38,11,2580,67156983,3.841744945570292e-05,0.0038417449455702
abditus,LINE,39,2,512,67156983,7.623927953999959e-06,0.0007623927953999
abditus,LTR,0,867,95170,67156983,0.0014171273894183,0.1417127389418312
abditus,LTR,1,1160,252791,67156983,0.0037641804129289,0.3764180412928913
abditus,LTR,2,2269,488602,67156983,0.0072755204026958,0.7275520402695874
abditus,LTR,3,3252,727940,67156983,0.0108393791305365,1.0839379130536582
abditus,LTR,4,4234,996571,67156983,0.0148394248145423,1.4839424814542368
abditus,LTR,5,5126,1173595,67156983,0.0174753979046378,1.7475397904637855
abditus,LTR,6,5979,1322765,67156983,0.0196966114454546,1.96966114454546
abditus,LTR,7,6389,1439861,67156983,0.0214402275933092,2.144022759330925
abditus,LTR,8,7007,1535136,67156983,0.0228589184835775,2.28589184835775
abditus,LTR,9,6902,1517725,67156983,0.0225996602616886,2.2599660261688648
abditus,LTR,10,7369,1597141,67156983,0.0237822029616786,2.378220296167861
abditus,LTR,11,7236,1550598,67156983,0.0230891551515945,2.3089155151594585
abditus,LTR,12,7214,1546193,67156983,0.0230235625683184,2.3023562568318474
abditus,LTR,13,7069,1488142,67156983,0.0221591550650808,2.215915506508087
abditus,LTR,14,6964,1444306,67156983,0.0215064157959567,2.1506415795956766
abditus,LTR,15,6754,1376856,67156983,0.0205020526309229,2.0502052630922982
abditus,LTR,16,6556,1308377,67156983,0.0194823671575597,1.9482367157559772
abditus,LTR,17,6310,1265050,67156983,0.0188372071449368,1.8837207144936807
abditus,LTR,18,6056,1213562,67156983,0.0180705258900626,1.807052589006269
abditus,LTR,19,5519,1126312,67156983,0.0167713311361828,1.6771331136182814
abditus,LTR,20,5415,1076836,67156983,0.0160346095356904,1.6034609535690427
abditus,LTR,21,4731,930864,67156983,0.0138610157636176,1.3861015763617612
abditus,LTR,22,4254,883495,67156983,0.013155668413514,1.315566841351405
abditus,LTR,23,3869,822358,67156983,0.0122453088757724,1.2245308875772456
abditus,LTR,24,3407,725392,67156983,0.010801438176578,1.0801438176578004
abditus,LTR,25,3156,678070,67156983,0.0100967906792358,1.0096790679235843
abditus,LTR,26,2497,553563,67156983,0.0082428211523439,0.8242821152343904
abditus,LTR,27,2009,452914,67156983,0.0067441087995272,0.6744108799527221
abditus,LTR,28,1615,378327,67156983,0.0056334722481502,0.5633472248150277
abditus,LTR,29,1301,305946,67156983,0.0045556841051063,0.4555684105106389
abditus,LTR,30,1009,248868,67156983,0.0037057650430782,0.3705765043078246
abditus,LTR,31,743,192223,67156983,0.0028622935607455,0.2862293560745574
abditus,LTR,32,573,143654,67156983,0.0021390776294998,0.2139077629499824
abditus,LTR,33,381,102167,67156983,0.0015213161079615,0.152131610796155
abditus,LTR,34,247,69940,67156983,0.0010414404709038,0.1041440470903822
abditus,LTR,35,125,35178,67156983,0.0005238174561832,0.0523817456183223
abditus,LTR,36,68,17768,67156983,0.0002645741247786,0.0264574124778654
abditus,LTR,37,28,8315,67156983,0.000123814376831,0.0123814376831073
abditus,LTR,38,8,1378,67156983,2.05190873449452e-05,0.0020519087344945
abditus,LTR,39,2,873,67156983,1.2999392780941336e-05,0.0012999392780941
abditus,LTR,40,1,225,67156983,3.350358964160138e-06,0.000335035896416
abditus,Maverick,0,3,695,67156983,1.0348886578183538e-05,0.0010348886578183
abditus,Maverick,1,11,3460,67156983,5.152107562664034e-05,0.005152107562664
abditus,Maverick,2,38,15919,67156983,0.0002370416193354,0.0237041619335401
abditus,Maverick,3,60,23381,67156983,0.0003481544130712,0.0348154413071236
abditus,Maverick,4,65,20283,67156983,0.0003020236927558,0.0302023692755822
abditus,Maverick,5,80,29050,67156983,0.0004325685684837,0.0432568568483786
abditus,Maverick,6,50,13987,67156983,0.0002082732036964,0.0208273203696479
abditus,Maverick,7,49,14674,67156983,0.0002185029664003,0.0218502966400381
abditus,Maverick,8,50,16520,67156983,0.0002459908003907,0.0245990800390779
abditus,Maverick,9,40,10258,67156983,0.0001527465877971,0.0152746587797131
abditus,Maverick,10,44,12263,67156983,0.0001826020087888,0.018260200878887
abditus,Maverick,11,31,7367,67156983,0.0001096981977287,0.0109698197728745
abditus,Maverick,12,32,8375,67156983,0.0001247078058881,0.0124707805888182
abditus,Maverick,13,20,5929,67156983,8.828568132669092e-05,0.008828568132669
abditus,Maverick,14,32,7213,67156983,0.0001074050631488,0.0107405063148831
abditus,Maverick,15,28,6132,67156983,9.130844963657765e-05,0.0091308449636577
abditus,Maverick,16,23,5533,67156983,8.238904954976909e-05,0.0082389049549769
abditus,Maverick,17,24,5518,67156983,8.216569228549175e-05,0.0082165692285491
abditus,Maverick,18,20,4938,67156983,7.352921140010117e-05,0.0073529211400101
abditus,Maverick,19,19,4131,67156983,6.151259058198013e-05,0.006151259058198
abditus,Maverick,20,17,3164,67156983,4.711349227823412e-05,0.0047113492278234
abditus,Maverick,21,13,5816,67156983,8.660305660246827e-05,0.0086603056602468
abditus,Maverick,22,9,1473,67156983,2.193368335203504e-05,0.0021933683352035
abditus,Maverick,23,12,2260,67156983,3.365249448445294e-05,0.0033652494484452
abditus,Maverick,24,5,1225,67156983,1.824084324931631e-05,0.0018240843249316
abditus,Maverick,25,11,2220,67156983,3.3056875113046694e-05,0.0033056875113046
abditus,Maverick,26,11,1948,67156983,2.9006663387484217e-05,0.0029006663387484
abditus,Maverick,27,6,1531,67156983,2.2797331440574092e-05,0.0022797331440574
abditus,Maverick,28,6,1547,67156983,2.3035579189136595e-05,0.0023035579189136
abditus,Maverick,29,4,732,67156983,1.0899834496734317e-05,0.0010899834496734
abditus,Maverick,30,2,302,67156983,4.496926254117163e-06,0.0004496926254117
abditus,Maverick,31,6,1092,67156983,1.6260408839390538e-05,0.001626040883939
abditus,Maverick,33,4,965,67156983,1.4369317335175704e-05,0.0014369317335175
abditus,Maverick,34,1,178,67156983,2.650506202757798e-06,0.0002650506202757
abditus,Maverick,35,1,144,67156983,2.1442297370624885e-06,0.0002144229737062
abditus,PLE,0,1,215,67156983,3.2014541213085763e-06,0.0003201454121308
abditus,PLE,3,2,422,67156983,6.283784368335904e-06,0.0006283784368335
abditus,PLE,4,3,125,67156983,1.8613105356445208e-06,0.0001861310535644
abditus,PLE,5,3,315,67156983,4.690502549824194e-06,0.0004690502549824
abditus,PLE,6,2,76,67156983,1.1316768056718688e-06,0.0001131676805671
abditus,PLE,7,11,519,67156983,7.728161343996051e-06,0.0007728161343996
abditus,PLE,8,3,352,67156983,5.241450468374971e-06,0.0005241450468374
abditus,PLE,9,1,32,67156983,4.764954971249975e-07,4.764954971249974e-05
abditus,PLE,10,4,599,67156983,8.919400086808546e-06,0.0008919400086808
abditus,PLE,11,4,165,67156983,2.456929907050768e-06,0.000245692990705
abditus,PLE,12,3,324,67156983,4.824516908390599e-06,0.000482451690839
abditus,PLE,13,4,336,67156983,5.003202719812473e-06,0.0005003202719812
abditus,PLE,14,10,1397,67156983,2.0802006546363168e-05,0.0020802006546363
abditus,PLE,15,4,270,67156983,4.020430756992166e-06,0.0004020430756992
abditus,PLE,16,9,835,67156983,1.24335543781054e-05,0.0012433554378105
abditus,PLE,17,18,1931,67156983,2.875352515463656e-05,0.0028753525154636
abditus,PLE,18,10,1057,67156983,1.5739241889410072e-05,0.001573924188941
abditus,PLE,19,18,1782,67156983,2.6534842996148294e-05,0.0026534842996148
abditus,PLE,20,16,1953,67156983,2.908111580891e-05,0.002908111580891
abditus,PLE,21,5,536,67156983,7.981299576843706e-06,0.0007981299576843
abditus,PLE,22,7,642,67156983,9.55969091107026e-06,0.000955969091107
abditus,PLE,23,6,576,67156983,8.576918948249954e-06,0.0008576918948249
abditus,PLE,24,20,2555,67156983,3.804518734857401e-05,0.0038045187348574
abditus,PLE,25,8,1146,67156983,1.706449499078897e-05,0.0017064494990788
abditus,PLE,26,16,2321,67156983,3.456081402584747e-05,0.0034560814025847
abditus,PLE,27,8,1299,67156983,1.9342739086417863e-05,0.0019342739086417
abditus,PLE,28,15,1957,67156983,2.9140677746050625e-05,0.002914067774605
abditus,PLE,29,11,2200,67156983,3.275906542734357e-05,0.0032759065427343
abditus,PLE,30,7,1098,67156983,1.6349751745101473e-05,0.0016349751745101
abditus,PLE,31,8,1464,67156983,2.1799668993468637e-05,0.0021799668993468
abditus,PLE,32,9,1662,67156983,2.4747984881929557e-05,0.0024747984881929
abditus,PLE,33,4,642,67156983,9.55969091107026e-06,0.000955969091107
abditus,PLE,34,1,271,67156983,4.0353212412773216e-06,0.0004035321241277
abditus,PLE,35,2,668,67156983,9.94684350248432e-06,0.0009946843502484
abditus,PLE,36,1,85,67156983,1.2656911642382743e-06,0.0001265691164238
abditus,SINE,0,45,7069,67156983,0.0001052608334117,0.0105260833411768
abditus,SINE,1,48,13399,67156983,0.0001995175989368,0.0199517598936807
abditus,SINE,2,56,13243,67156983,0.0001971946833883,0.0197194683388323
abditus,SINE,3,95,21184,67156983,0.0003154400190967,0.0315440019096748
abditus,SINE,4,110,25502,67156983,0.00037973713024,0.0379737130240052
abditus,SINE,5,153,36147,67156983,0.0005382463354555,0.053824633545554
abditus,SINE,6,118,25692,67156983,0.0003825663222542,0.0382566322254232
abditus,SINE,7,164,31318,67156983,0.0004663401868425,0.046634018684252
abditus,SINE,8,169,29138,67156983,0.0004338789311008,0.043387893110088
abditus,SINE,9,180,34173,67156983,0.0005088525194766,0.0508852519476641
abditus,SINE,10,188,33625,67156983,0.0005006925340883,0.0500692534088376
abditus,SINE,11,143,24788,67156983,0.0003691053244604,0.0369105324460451
abditus,SINE,12,173,32753,67156983,0.0004877080317917,0.048770803179172
abditus,SINE,13,161,27958,67156983,0.0004163081596443,0.0416308159644396
abditus,SINE,14,140,20703,67156983,0.0003082776961555,0.0308277696155588
abditus,SINE,15,128,18421,67156983,0.0002742976110168,0.0274297611016861
abditus,SINE,16,140,21800,67156983,0.0003246125574164,0.0324612557416404
abditus,SINE,17,132,21060,67156983,0.0003135935990453,0.0313593599045388
abditus,SINE,18,141,18783,67156983,0.000279687966328,0.0279687966328088
abditus,SINE,19,147,20272,67156983,0.0003018598974286,0.0301859897428685
abditus,SINE,20,113,15034,67156983,0.000223863540743,0.0223863540743037
abditus,SINE,21,95,12414,67156983,0.0001848504719159,0.0184850471915928
abditus,SINE,22,99,14306,67156983,0.0002130232681834,0.0213023268183444
abditus,SINE,23,108,14473,67156983,0.000215509979059,0.0215509979059065
abditus,SINE,24,82,12112,67156983,0.0001803535456618,0.0180353545661811
abditus,SINE,25,64,11212,67156983,0.0001669521098051,0.016695210980517
abditus,SINE,26,54,8623,67156983,0.0001284006459909,0.0128400645990901
abditus,SINE,27,50,7013,67156983,0.0001044269662918,0.01044269662918
abditus,SINE,28,27,4502,67156983,6.703696025177308e-05,0.0067036960251773
abditus,SINE,29,25,3882,67156983,5.780485999497625e-05,0.0057804859994976
abditus,SINE,30,11,1821,67156983,2.7115571883269385e-05,0.0027115571883269
abditus,SINE,31,4,879,67156983,1.3088735686652273e-05,0.0013088735686652
abditus,SINE,32,11,2230,67156983,3.320577995589826e-05,0.0033205779955898
abditus,SINE,33,4,1270,67156983,1.8910915042148336e-05,0.0018910915042148
abditus,SINE,34,4,888,67156983,1.3222750045218676e-05,0.0013222750045218
abditus,SINE,38,1,159,67156983,2.367587001339831e-06,0.0002367587001339
abditus,TIR,0,402,70173,67156983,0.0010449099537422,0.1044909953742263
abditus,TIR,1,475,118304,67156983,0.0017616038528711,0.1761603852871115
abditus,TIR,2,863,197304,67156983,0.0029379521113984,0.2937952111398452
abditus,TIR,3,1089,248803,67156983,0.0037047971615997,0.370479716159971
abditus,TIR,4,1329,267007,67156983,0.0039758635375266,0.3975863537526692
abditus,TIR,5,1745,336314,67156983,0.005007878331878,0.5007878331878012
abditus,TIR,6,1963,382542,67156983,0.0056962356394122,0.5696235639412212
abditus,TIR,7,2329,454422,67156983,0.0067665636498292,0.6766563649829237
abditus,TIR,8,2581,473701,67156983,0.0070536372963627,0.7053637296362762
abditus,TIR,9,2778,503874,67156983,0.0075029278786987,0.750292787869878
abditus,TIR,10,3188,584105,67156983,0.0086976063233811,0.8697606323381145
abditus,TIR,11,3173,585346,67156983,0.008716085414379,0.8716085414379022
abditus,TIR,12,3419,616891,67156983,0.0091858057411542,0.9185805741154276
abditus,TIR,13,3440,596657,67156983,0.0088845116821284,0.8884511682128424
abditus,TIR,14,3317,584977,67156983,0.0087105908256778,0.8710590825677801
abditus,TIR,15,3584,620195,67156983,0.0092350039012324,0.9235003901232433
abditus,TIR,16,3390,583806,67156983,0.0086931540685798,0.8693154068579882
abditus,TIR,17,3180,553712,67156983,0.0082450398345023,0.8245039834502393
abditus,TIR,18,3193,563778,67156983,0.0083949274493167,0.8394927449316775
abditus,TIR,19,2860,517464,67156983,0.007705289560134,0.7705289560134052
abditus,TIR,20,2836,494108,67156983,0.0073575074091699,0.7357507409169944
abditus,TIR,21,2540,459357,67156983,0.0068400481897764,0.6840048189776482
abditus,TIR,22,2178,412928,67156983,0.0061486978949009,0.6148697894900966
abditus,TIR,23,1927,347440,67156983,0.0051735498600346,0.517354986003466
abditus,TIR,24,1608,300870,67156983,0.0044801000068749,0.4480100006874936
abditus,TIR,25,1370,266538,67156983,0.0039688799003969,0.3968879900396955
abditus,TIR,26,1071,208696,67156983,0.0031075845083749,0.3107584508374952
abditus,TIR,27,787,153153,67156983,0.0022805223397245,0.2280522339724522
abditus,TIR,28,579,113494,67156983,0.0016899806234595,0.1689980623459514
abditus,TIR,29,444,92243,67156983,0.0013735429419156,0.137354294191566
abditus,TIR,30,242,51545,67156983,0.0007675300124783,0.0767530012478374
abditus,TIR,31,156,31566,67156983,0.0004700330269452,0.0470033026945239
abditus,TIR,32,114,23099,67156983,0.0003439552965028,0.0343955296502822
abditus,TIR,33,64,14082,67156983,0.0002096877997035,0.0209687799703569
abditus,TIR,34,36,8049,67156983,0.0001198535080112,0.0119853508011222
abditus,TIR,35,16,3556,67156983,5.2950562118015336e-05,0.0052950562118015
abditus,TIR,36,15,3658,67156983,5.446939151510127e-05,0.0054469391515101
abditus,TIR,37,2,452,67156983,6.730498896890589e-06,0.000673049889689
abditus,Transposon Derivatives,0,11,975,67156983,1.4518222178027263e-05,0.0014518222178027
abditus,Transposon Derivatives,1,5,851,67156983,1.26718021266679e-05,0.0012671802126667
abditus,Transposon Derivatives,2,3,404,67156983,6.0157556512030925e-06,0.0006015755651203
abditus,Transposon Derivatives,3,24,4972,67156983,7.403548786579647e-05,0.0074035487865796
abditus,Transposon Derivatives,4,25,5508,67156983,8.201678744264018e-05,0.008201678744264
abditus,Transposon Derivatives,5,31,5548,67156983,8.261240681404643e-05,0.0082612406814046
abditus,Transposon Derivatives,6,27,3611,67156983,5.376953875369893e-05,0.0053769538753698
abditus,Transposon Derivatives,7,35,6337,67156983,9.436099891503464e-05,0.0094360998915034
abditus,Transposon Derivatives,8,37,7576,67156983,0.0001128103089443,0.0112810308944343
abditus,Transposon Derivatives,9,43,8028,67156983,0.0001195408078412,0.0119540807841233
abditus,Transposon Derivatives,10,62,12177,67156983,0.0001813214271403,0.0181321427140346
abditus,Transposon Derivatives,11,46,8709,67156983,0.0001296812276394,0.0129681227639425
abditus,Transposon Derivatives,12,57,11131,67156983,0.000165745980578,0.0165745980578073
abditus,Transposon Derivatives,13,58,11361,67156983,0.0001691707919636,0.0169170791963659
abditus,Transposon Derivatives,14,45,6883,67156983,0.0001024912033347,0.0102491203334729
abditus,Transposon Derivatives,15,49,9624,67156983,0.0001433060207603,0.0143306020760342
abditus,Transposon Derivatives,16,50,7624,67156983,0.00011352505219,0.011352505219003
abditus,Transposon Derivatives,17,67,10053,67156983,0.0001496940385186,0.0149694038518674
abditus,Transposon Derivatives,18,56,8110,67156983,0.0001207618275526,0.0120761827552616
abditus,Transposon Derivatives,19,58,10101,67156983,0.0001504087817643,0.0150408781764362
abditus,Transposon Derivatives,20,67,11314,67156983,0.0001684709392022,0.0168470939202256
abditus,Transposon Derivatives,21,45,7913,67156983,0.0001178284021484,0.011782840214844
abditus,Transposon Derivatives,22,40,7074,67156983,0.0001053352858331,0.0105335285833194
abditus,Transposon Derivatives,23,42,7298,67156983,0.000108670754313,0.0108670754313069
abditus,Transposon Derivatives,24,34,5432,67156983,8.08851106369683e-05,0.0080885110636968
abditus,Transposon Derivatives,25,32,5546,67156983,8.258262584547611e-05,0.0082582625845476
abditus,Transposon Derivatives,26,25,4695,67156983,6.991082371880821e-05,0.0069910823718808
abditus,Transposon Derivatives,27,12,2375,67156983,3.5364900177245904e-05,0.0035364900177245
abditus,Transposon Derivatives,28,23,3674,67156983,5.470763926366376e-05,0.0054707639263663
abditus,Transposon Derivatives,29,9,1545,67156983,2.300579822056628e-05,0.0023005798220566
abditus,Transposon Derivatives,30,5,704,67156983,1.0482900936749944e-05,0.0010482900936749
abditus,Unclassified,0,33,5811,67156983,8.65286041810425e-05,0.0086528604181042
abditus,Unclassified,1,26,7432,67156983,0.0001106660792072,0.011066607920728
abditus,Unclassified,2,57,9448,67156983,0.0001406852955261,0.0140685295526155
abditus,Unclassified,3,108,22831,67156983,0.0003399646467144,0.03399646467144
abditus,Unclassified,4,108,23580,67156983,0.0003511176194439,0.0351117619443982
abditus,Unclassified,5,192,29035,67156983,0.0004323452112195,0.0432345211219509
abditus,Unclassified,6,280,45799,67156983,0.0006819692897758,0.0681969289775867
abditus,Unclassified,7,331,54643,67156983,0.0008136607327937,0.0813660732793788
abditus,Unclassified,8,436,72150,67156983,0.001074348441174,0.1074348441174017
abditus,Unclassified,9,473,79522,67156983,0.0011841210913241,0.1184121091324188
abditus,Unclassified,10,603,100173,67156983,0.0014916244822969,0.1491624482296948
abditus,Unclassified,11,606,101608,67156983,0.0015129923272461,0.1512992327246148
abditus,Unclassified,12,664,103786,67156983,0.0015454238020192,0.1545423802019218
abditus,Unclassified,13,681,111037,67156983,0.0016533947035708,0.1653394703570885
abditus,Unclassified,14,709,114106,67156983,0.001699093599842,0.1699093599842029
abditus,Unclassified,15,735,122366,67156983,0.0018220890000374,0.1822089000037419
abditus,Unclassified,16,763,120665,67156983,0.0017967602862683,0.1796760286268369
abditus,Unclassified,17,648,105130,67156983,0.0015654366128984,0.1565436612898468
abditus,Unclassified,18,633,102576,67156983,0.0015274063160341,0.1527406316034179
abditus,Unclassified,19,525,86913,67156983,0.0012941766606757,0.1294176660675778
abditus,Unclassified,20,601,93703,67156983,0.0013952830489719,0.1395283048971988
abditus,Unclassified,21,478,79225,67156983,0.0011796986174914,0.1179698617491497
abditus,Unclassified,22,434,71305,67156983,0.001061765981953,0.106176598195306
abditus,Unclassified,23,398,71081,67156983,0.0010584305134731,0.1058430513473185
abditus,Unclassified,24,332,66027,67156983,0.000983174005896,0.0983174005896006
abditus,Unclassified,25,312,62290,67156983,0.0009275282661223,0.0927528266122377
abditus,Unclassified,26,235,49363,67156983,0.0007350389757681,0.0735038975768164
abditus,Unclassified,27,168,34496,67156983,0.0005136621459007,0.0513662145900747
abditus,Unclassified,28,140,29089,67156983,0.0004331492973709,0.0433149297370907
abditus,Unclassified,29,106,26727,67156983,0.0003979779734893,0.0397977973489368
abditus,Unclassified,30,74,16385,67156983,0.0002439805850122,0.0243980585012283
abditus,Unclassified,31,59,13008,67156983,0.0001936954195813,0.0193695419581311
