species,order_dirs,order_helitron,order_line,order_ltr,order_maverick,order_ple,order_sine,order_tir,order_transposon derivatives,order_yr,ltr_line_logratio,ltr_tir_logratio,retro_dna_logratio,major_order_clr_pc1,major_order_clr_pc2,order_simpson,order_shannon,order_pielou,weighted_te_divergence_p90,weighted_te_deletions_p90,weighted_te_insertions_p90,ltr_divergence_p90,ltr_deletions_p90,line_divergence_p90,line_deletions_p90,tir_divergence_p90,tir_deletions_p90,dirs_divergence_p90,dirs_deletions_p90,sine_divergence_p90,sine_deletions_p90,ectopic_n_rows_total,ectopic_n_elements,ectopic_mean_ratio,ectopic_median_ratio,ectopic_mean_terminal_depth,ectopic_mean_internal_depth,ectopic_mean_domain_count,ectopic_n_complete_known,ectopic_complete_fraction,ectopic_log10_mean_ratio,te_order_source_id,te_order_source_path,te_order_source_sha256,order_diversity_source_id,order_diversity_source_path,order_diversity_source_sha256,divergence_source_id,divergence_source_path,divergence_source_sha256,ectopic_source_id,ectopic_source_path,ectopic_source_sha256,te_feature_source_ids
campi,1.542703514101561,0.1410744872896248,16.770744404953916,62.44755652849421,0.4020151002349578,0.0044755035023684,1.2911077487360874,17.0893539640559,0.1757762050021948,0.1351925436291771,1.3146192932702605,1.2958013941437039,1.5186160840947094,0.0600127845094188,0.05646868581957684,0.5522721190984154,1.067878909853085,0.4637739178900549,12.900346756369972,0.44638152877065684,0.20228875669667978,11.68,0.22,18.6,0.29,12.02,1.39,14.49,0.38,10.0,1.11,33.0,33.0,1.061079584935976,0.6817955026393268,552.3323253478479,498.1063183424723,5.484848484848484,33.0,0.3333333333333333,0.025747958832835746,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
carolinensis,1.8338541646590936,0.2005801649558821,17.799344565981936,60.10080866809895,0.2122157666757713,0.0079192473155987,1.077876853038278,18.37112884053975,0.2100838837929657,0.1861878449417774,1.2167965172853403,1.1851806848522308,1.4362016934707775,-0.054546261678867884,-0.006353042590758811,0.5728888784178237,1.097585648831243,0.4766753907036092,13.323993002641208,0.5772180190215099,0.2602989655263236,11.97,0.35,19.15,0.4,12.25,1.43,14.92,0.47,10.49,1.805,37.0,37.0,0.8025279117838497,0.6157837910710777,543.02889903029,675.2203863970109,5.243243243243243,37.0,0.10810810810810811,-0.0955398539724309,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
catahoula,1.444297859004361,0.1382082454390961,15.021968941597882,65.40214471193907,0.3345040061230827,0.0067736269917783,0.9404848649226348,16.31501693254538,0.2664095617933207,0.1301912496433972,1.4709568471025325,1.3883932963647934,1.5782974159353746,0.1235715610101929,0.09201886494961523,0.5227530666452992,1.0166281758834557,0.4415160069335534,12.972434970584052,0.4376879313422807,0.19738906930845934,11.98,0.2,18.74,0.32,11.94,1.43,14.53,0.43,8.995000000000001,1.72,,,,,,,,,,,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
cheaha,1.511045727170638,0.1380609587886143,15.521322108922172,64.12815673402515,0.2624513256516771,0.0058087620740135,0.9738527890738644,17.114760857389307,0.1926271470207882,0.1519135898837708,1.418588381238675,1.320871662226739,1.5267132508967625,0.09249278674815345,0.07582920103295358,0.535037322801242,1.0317943575949131,0.4481025959623814,13.188275471730899,0.5084694885377545,0.22001625079259368,12.06,0.29,18.81,0.37,12.465,1.4249999999999998,14.98,0.42,10.33,1.2,27.0,27.0,1.0036170031760239,0.6618496281375521,1434.7095960384597,1183.9708342045271,5.333333333333333,27.0,0.1111111111111111,0.0015680104773366638,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
conanti,1.4555094090120058,0.1705169778237683,18.319438705916177,61.03958175628763,0.3023965276874047,0.0063637098740411,1.0739958844512116,17.2841306290231,0.1971970272392323,0.1508693726854243,1.2034968755084527,1.2616654336268813,1.5106492715627466,0.09632943922337515,-0.07081957135031318,0.5636372269685328,1.0770102314116303,0.4677396004554154,13.047606791973303,0.5044615394983024,0.22815334185067887,11.67,0.28,18.67,0.37,12.16,1.4,14.89,0.38,9.69,1.33,25.0,25.0,0.7800239828746046,0.6895277809782697,68.17940575723526,87.76669914083199,5.32,25.0,0.16,-0.10789204414288098,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
fuscus,1.4372898270326195,0.1499901741269681,16.359921687490772,64.69634795975236,0.4976283035455974,0.0045735613245865,0.9211603144384434,15.591698618154831,0.2239720143490352,0.1174175397847909,1.3747949743616585,1.4228859245386678,1.61898311828837,0.11779304498893739,0.005446111548613831,0.5300386016638509,1.0300013025476809,0.4473238820496196,12.233228810924743,0.3229015213844728,0.19115407555830924,11.0,0.07,17.95,0.31,11.5,1.32,14.67,0.4,9.59,1.36,34.0,34.0,0.9311442661930337,0.7073111601209732,622.2541002604165,592.0000981719392,5.411764705882353,34.0,0.2647058823529412,-0.030983026690321117,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
gvnigeusgwotli,2.509054122857364,0.3217249139734046,15.541189973092004,60.40273239428559,0.4994791339875875,0.0132607562417608,1.103973288611963,19.19136100679346,0.2562593626989023,0.1609650474579714,1.3574616952717298,1.14651554318379,1.348178074165616,-0.26563587658236065,0.1748552891597764,0.5733714145837426,1.124606127600384,0.4884102355314311,14.753146766954538,0.6878059992469362,0.5219701418851648,14.17,0.44,20.5,0.6,12.36,1.53,14.81,0.46,11.105,1.67,27.0,27.0,0.7425686328993906,0.5132832219481414,528.4915766152493,551.9317339105248,5.407407407407407,27.0,0.18518518518518517,-0.12926339990708796,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
intermedius,2.1067132756998626,0.2432969096466855,16.36153342025052,61.39731573503512,0.5669587400859042,0.0072890313434179,1.0073365199347384,17.975680995469283,0.1823813415274896,0.1514940310069797,1.3223592026599122,1.228281511947952,1.4334010034283995,-0.14218644627812158,0.08200055807784723,0.5633654867604805,1.097809139674949,0.4767724515437866,14.128487627275085,0.5907264918722783,0.4117663725513939,13.21,0.36,19.88,0.45,12.55,1.49,14.41,0.43,9.28,1.455,24.0,24.0,3.1854466545328797,0.6458576374745597,571.7411961868919,666.5051285488527,5.5,24.0,0.2916666666666667,0.5031703365139655,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
kanawha,2.025791476509464,0.2161647838984509,15.011039774057924,63.42074111083404,0.5418384518746321,0.0086572129116164,1.014231710647597,17.422619268491914,0.1999235867223553,0.1389926240520191,1.4409212677732455,1.2919530535506967,1.4747604573801265,-0.10737598981417873,0.15853827364950016,0.544339844315108,1.067385902553612,0.4635598075403557,13.745200672963145,0.5605805702142418,0.38644621147911745,12.89,0.35,19.57,0.44,12.31,1.41,14.18,0.42,9.34,1.47,,,,,,,,,,,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
lycos,1.6077812235410427,0.1520802906122269,16.52384251126893,62.411960165204384,0.340803705353288,0.0052968127711634,1.1868132787113972,17.434974762121254,0.1908809379087854,0.1455663125075245,1.3288792832760223,1.2752105993384282,1.4971970761888926,0.03792758839313811,0.061641628368714035,0.5523541097102227,1.0664845375039675,0.4631683496731147,12.562029794044253,0.439831276481818,0.21645520369723797,11.3,0.21,18.4,0.31,11.72,1.32,14.54,0.37,9.69,1.48,,,,,,,,,,,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
marmoratus,1.916582995679924,0.2688001499551712,16.91107756753867,60.33818152280407,0.5265705114921465,0.0063429510182248,1.1027098894742446,18.557939330584254,0.216339254716492,0.1554558267368068,1.27192609721305,1.1790059327765436,1.3983644859207802,-0.08347640049872034,0.05193743908622708,0.5723612394904103,1.1109163346836233,0.4824648340092837,14.207317623098469,0.6058700460408415,0.44399398495374004,13.24,0.38,19.97,0.46,12.58,1.45,14.81,0.48,9.76,1.59,14.0,14.0,1.2231531965390048,0.5123653913026819,9538.81550507634,3604.7688492715424,5.357142857142857,14.0,0.21428571428571427,0.08748085461998346,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
mavrokoilius,2.0946935187906,0.2468665215527918,15.80119413195264,62.45793257550862,0.516847537573589,0.0078919166213394,1.0547596390584244,17.479256962324204,0.2036183591822799,0.1369388374355031,1.374329852775496,1.273410515430264,1.4696633290938237,-0.1364945437510513,0.12239908719761061,0.5537915890188455,1.0837999647498724,0.4706883441778084,14.155138341963386,0.590905611602678,0.43307806395089554,13.21,0.38,19.9,0.45,12.88,1.46,14.66,0.48,8.83,1.39,27.0,27.0,0.7431103120024679,0.5863143120144736,1272.2252165886387,1494.143135904584,5.296296296296297,27.0,0.18518518518518517,-0.12894671202958902,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
monticola,1.5123170724352848,0.1791405349534331,17.640505397195806,61.803233548281696,0.2390706634572366,0.0062784707097154,0.9622737974510618,17.281144661043044,0.2179982657535145,0.1580375887192078,1.2536912515568788,1.2742710072490677,1.5135662014532172,0.07976723255201294,-0.04812582877014333,0.5567160073067414,1.0648393313208575,0.4624538457061971,13.519012728992687,0.5325056246702857,0.23639842354560647,12.26,0.3,19.13,0.39,12.52,1.47,14.93,0.43,10.05,1.49,24.0,24.0,0.6886700965604976,0.6275350329808433,222.83780429702264,352.5735335856387,5.5,24.0,0.3333333333333333,-0.16198877454440305,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
ocoee,1.5774488996969742,0.1683140208100278,17.784917442777896,61.70544765044748,0.3838817469974581,0.0053940176920386,0.9973035590025712,17.042714423826748,0.1814266455671245,0.1531515931816779,1.243955523147453,1.2865794467700442,1.5204881710213018,0.04864249898324284,-0.04384917243352921,0.558196527252047,1.0720089776193995,0.4655675835308519,13.00124171808477,0.49963144187104025,0.22936323803410932,11.71,0.28,18.65,0.37,12.03,1.4,14.52,0.36,9.62,1.37,34.0,34.0,1.1688556661106744,0.6598876855735157,1191.776660061565,636.3208471951458,5.294117647058823,34.0,0.14705882352941177,0.06776088645551281,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
orestes,1.6683664637001647,0.1875703977814199,17.09136369818259,62.08387489060465,0.2862737497845186,0.0073346054945225,1.0182566070767416,17.274715574691502,0.232072850049204,0.150171162634687,1.2898431480732504,1.2791735551964605,1.5081572112585504,0.015204417842010627,0.006961002003786048,0.5551048075846458,1.0692901143290272,0.4643867962067938,13.042819078012943,0.4778111930804861,0.22864129249017262,11.74,0.23,18.83,0.36,12.15,1.41,14.7,0.47,10.37,1.72,32.0,32.0,0.9913107613587093,0.7086140567425118,804.408376470322,645.8402039550867,5.40625,32.0,0.21875,-0.003790179231402557,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
organi,2.8133794904279643,0.1907793530531275,26.378553140237766,51.28045933579541,0.3362064876839138,0.0067505817796467,1.0260911930622751,17.681737195179284,0.1240523550370328,0.1619908677435731,0.6647281429088795,1.0647164142385988,1.463569338906115,-0.4231060073624336,-0.3408631690984081,0.6352683519842168,1.1982691464862385,0.5204016781538928,17.936835365930865,0.9611027175242738,0.6454930535737565,17.37,0.71,22.59,0.85,13.66,1.84,15.76,0.7,10.675,2.095,21.0,21.0,0.5794460400653308,0.5348472735475608,117.82008644718682,204.37222233323723,5.666666666666667,21.0,0.3333333333333333,-0.23698700075816953,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
pascagoula,0.9942111200339744,0.11956296523121,15.909321927073886,64.77369167929467,0.5011672150638162,0.0043112194812135,0.7207535483428851,16.71646787407145,0.1496693018006304,0.1108431496062597,1.4039161882926003,1.3544320764053872,1.5465453543468735,0.36172113994204036,-0.06167562291990102,0.5270013932872447,1.0064621821753013,0.4371009719630387,14.208338770592443,0.5314725294878199,0.20686054335512866,13.21,0.33,19.345,0.37,13.53,1.44,15.27,0.45,10.44,1.46,17.0,17.0,0.7277077183844627,0.6555950378495783,889.2919811779738,1171.222014681461,5.176470588235294,17.0,0.11764705882352941,-0.138043018738017,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
perlapsus,1.7754790144973318,0.1605678776431634,18.21870151933642,61.46669274464992,0.4026797650346105,0.0044209509976474,0.9616092031549665,16.655087640485146,0.1957886109052968,0.1589726732954996,1.2159832003918063,1.305707600085737,1.5440863922525887,-0.032851006597533344,-0.05576508439974094,0.5608204077609055,1.0795581312606926,0.4688461393003053,13.18925741449704,0.5172610322448646,0.2330762019121337,11.89,0.3,18.74,0.36,12.1,1.44,14.795,0.44,10.66,1.585,44.0,44.0,0.929323896235024,0.5520895833827612,1347.534506385925,775.1151582080795,5.295454545454546,44.0,0.1590909090909091,-0.03183289544490706,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
santeetlah,1.554650615462204,0.1782131620133698,17.977389728226704,61.234523116711,0.359722076877524,0.0064832493592428,1.0653551706948745,17.28297139069204,0.185370442857275,0.1553210471057624,1.2255315556460749,1.2649210117717138,1.5051230278779453,0.054911162109972184,-0.04438535015050764,0.5624673928196081,1.07920309241322,0.4686919478879865,12.885534111810621,0.3175093473052658,0.20622197837366354,11.63,0.0,18.45,0.27,11.75,1.42,14.82,0.35,10.02,1.37,44.0,44.0,0.8493714500266727,0.6066010646574007,319.3269417109326,264.24542737319507,5.363636363636363,44.0,0.25,-0.07090234106638713,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains
