species,order_dirs,order_helitron,order_line,order_ltr,order_maverick,order_ple,order_sine,order_tir,order_transposon_derivatives,order_yr,te_order_source_id,te_order_source_path,te_order_source_sha256,has_te_order,superfamily_academ,superfamily_cacta,superfamily_cr1,superfamily_chapaev,superfamily_copia,superfamily_cyrypton,superfamily_dirs,superfamily_dada,superfamily_enspm,superfamily_ginger,superfamily_gypsy,superfamily_helitron,superfamily_is3eu,superfamily_jockey,superfamily_kolobok,superfamily_l1,superfamily_l2,superfamily_mite,superfamily_mule,superfamily_maverick,superfamily_merlin,superfamily_mutator,superfamily_p,superfamily_pif_harbinger,superfamily_penelope,superfamily_piggybac,superfamily_tc1_mariner,superfamily_hat,superfamily_trna,te_superfamily_source_id,te_superfamily_source_path,te_superfamily_source_sha256,has_te_superfamily,order_simpson,order_shannon,order_pielou,order_diversity_source_id,order_diversity_source_path,order_diversity_source_sha256,has_order_diversity,superfamily_simpson,superfamily_shannon,superfamily_pielou,superfamily_diversity_source_id,superfamily_diversity_source_path,superfamily_diversity_source_sha256,has_superfamily_diversity,ectopic_n_rows_total,ectopic_n_elements,ectopic_mean_ratio,ectopic_median_ratio,ectopic_mean_terminal_depth,ectopic_mean_internal_depth,ectopic_mean_domain_count,ectopic_n_complete_known,ectopic_complete_fraction,ectopic_source_id,ectopic_source_path,ectopic_source_sha256,has_ectopic,genome_size_pg,genome_size_se_pg,genome_size_gb,genome_size_q1_pg,genome_size_q3_pg,genome_size_ci_low_pg,genome_size_ci_high_pg,genome_size_bootstrap_sd_pg,genome_n_images,genome_n_specimens,genome_n_nuclei,genome_n_analysis_ready_images,genome_n_total_strict_images,genome_cv_area_pct,genome_support_tier,genome_support_warnings,genome_selection_reason,genome_measurement_kind,genome_source_image_existing_pct,genome_tile_manifest_existing_pct,genome_mask_existing_pct,genome_primary_missing,genome_result_status,genome_flag_summary,genome_source_id,genome_source_path,genome_source_sha256,has_genome,morph_n_specimens,morph_n_images,morph_n_ready_images,morph_n_pairs,morph_cell_area_um2,morph_nucleus_area_um2,morph_cell_area_q1_um2,morph_cell_area_q3_um2,morph_cell_area_ci_low_um2,morph_cell_area_ci_high_um2,morph_cell_area_bootstrap_sd_um2,morph_nucleus_area_q1_um2,morph_nucleus_area_q3_um2,morph_nucleus_area_ci_low_um2,morph_nucleus_area_ci_high_um2,morph_nucleus_area_bootstrap_sd_um2,morph_nc_ratio,morph_cytoplasm_area_um2,morph_low_support,morph_effective_n,morph_support_label,morph_support_warnings,morph_n_selected_manual_total,morph_n_selected_auto,morphology_source_id,morphology_source_path,morphology_source_sha256,has_morphology,has_tree_tip,has_te
intermedius,2.1067132756998626,0.2432969096466855,16.36153342025052,61.39731573503512,0.5669587400859042,0.0072890313434179,1.0073365199347384,17.975680995469283,0.1823813415274896,0.1514940310069797,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0420478807594506,0.9925842418810212,0.0,0.0013398380011835,0.9429921333881912,0.181421588789428,8.13471087663889,0.0,0.0312336574444168,0.0,54.73435590045186,0.2913600727518169,0.0012272433358866,0.1118030362133651,0.0214490911598057,4.036691943826662,10.07288103756716,0.2184106695526507,0.0102168424967598,0.6789611096934782,0.0,2.334035800366115,0.0102278837068117,4.870819800281585,0.0087289752491826,0.0646004509936309,1.6165475436719496,10.511743074739613,0.0796093070390853,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.5633654867604805,1.097809139674949,0.4767724515437866,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6675408915362683,1.6272306670402927,0.5055276300094369,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,24.0,24.0,3.1854466545328797,0.6458576374745597,571.7411961868919,666.5051285488527,5.5,24.0,0.2916666666666667,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,True,16.285297,0.881853,15.927020466,15.048579,17.389234,14.767884,18.004296,0.881853,2.0,2.0,50.0,2.0,2.0,,medium,auto_dominant,image_qc_pass,verified_linked_nucleus_iod,100.0,100.0,100.0,False,minor_caution,auto_dominant,cellprofiler_final_species_results,path_analysis/data/external/derived/cellprofiler_final_species_results.csv,9587ed8a281e2641744c12cd244195714a7a414105cc676554247c8779a1c332,True,2.0,2.0,2.0,50.0,275.256,42.9408,264.4992,291.3264,264.4992,296.136,8.433301,40.2048,45.4752,39.8808,47.4048,1.983927,0.155247,232.308,False,49.365042,medium,auto_dominant,20.0,30.0,cellprofiler_species_morphology_summary,path_analysis/data/external/derived/cellprofiler_species_morphology_summary.csv,7d4e7322aea3bc1742e8868cd7c363e11e16872d1cdd7c5a726ff19c70c05da9,True,True,True
kanawha,2.025791476509464,0.2161647838984509,15.011039774057924,63.42074111083404,0.5418384518746321,0.0086572129116164,1.014231710647597,17.422619268491914,0.1999235867223553,0.1389926240520191,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0347588339771355,1.0516775704609636,0.0,0.0021188338826857,0.8319397005363052,0.1659144074909985,8.136574916899036,0.0,0.028268742233271,0.0,56.45011205238231,0.2580342107039327,0.0016184805843638,0.135855480976735,0.0168368435735114,3.627224935185544,9.50747327185892,0.2386472207482076,0.0091346879920861,0.6467883192490425,0.0,2.2977559359896063,0.0080378632573447,4.818948044469743,0.0103340472960398,0.0763980070385297,1.3349135976539783,10.222369184160472,0.0882648113992416,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.544339844315108,1.067385902553612,0.4635598075403557,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6506449237481554,1.5854523436419654,0.4925484640920819,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,,,,,,,,,,,,,False,13.250501,0.386206,12.958989978,12.777268,14.609127,12.739098,14.271624,0.386206,1.0,1.0,45.0,1.0,2.0,,limited,low_image_count; low_specimen_count; auto_dominant,image_qc_pass,verified_linked_nucleus_iod,100.0,100.0,100.0,False,sensitivity_limited,low_image_count; low_specimen_count; auto_dominant,cellprofiler_final_species_results,path_analysis/data/external/derived/cellprofiler_final_species_results.csv,9587ed8a281e2641744c12cd244195714a7a414105cc676554247c8779a1c332,True,2.0,2.0,1.0,50.0,257.0256,40.5504,239.6016,271.7712,247.32,271.7712,6.986396,37.2672,44.9856,38.6208,46.1952,1.893275,0.1615,211.2984,False,18.08477,medium,auto_dominant,13.0,37.0,cellprofiler_species_morphology_summary,path_analysis/data/external/derived/cellprofiler_species_morphology_summary.csv,7d4e7322aea3bc1742e8868cd7c363e11e16872d1cdd7c5a726ff19c70c05da9,True,True,True
marmoratus,1.916582995679924,0.2688001499551712,16.91107756753867,60.33818152280407,0.5265705114921465,0.0063429510182248,1.1027098894742446,18.557939330584254,0.216339254716492,0.1554558267368068,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0457313640094763,0.9913983997208592,0.0001115479873036,0.001068874207108,0.9926799281960004,0.187684964167412,7.31448752838874,0.0,0.0307487884545164,0.0,53.93073943701492,0.3245278583088737,0.0037357115337061,0.1355910353935371,0.0157888790430953,5.043216173370184,9.689307759447866,0.2611907583124114,0.0145929216267075,0.6357392299507792,0.0,2.2722908221262643,0.012558953588807,5.002405272576917,0.0076579730690101,0.0822730075306784,1.54623286771582,11.33820807036394,0.1200318738950716,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.5723612394904103,1.1109163346836233,0.4824648340092837,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6754899234144134,1.6517559870784306,0.5069696271435467,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,14.0,14.0,1.2231531965390048,0.5123653913026819,9538.81550507634,3604.7688492715424,5.357142857142857,14.0,0.21428571428571427,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,True,15.868875,0.427191,15.51975975,15.083956,16.762482,15.183639,16.841738,0.427191,1.0,1.0,20.0,1.0,2.0,,limited,low_pair_count; low_image_count; low_specimen_count; auto_dominant,image_qc_pass,verified_linked_nucleus_iod,100.0,100.0,100.0,False,sensitivity_limited,low_pair_count; low_image_count; low_specimen_count; auto_dominant,cellprofiler_final_species_results,path_analysis/data/external/derived/cellprofiler_final_species_results.csv,9587ed8a281e2641744c12cd244195714a7a414105cc676554247c8779a1c332,True,2.0,2.0,1.0,50.0,261.6048,44.5248,248.1264,273.6576,255.2112,265.12416,2.790585,42.1776,46.8432,42.1776,46.2672,0.94543,0.1703245,216.756,False,47.666062,medium,auto_dominant,11.0,39.0,cellprofiler_species_morphology_summary,path_analysis/data/external/derived/cellprofiler_species_morphology_summary.csv,7d4e7322aea3bc1742e8868cd7c363e11e16872d1cdd7c5a726ff19c70c05da9,True,True,True
mavrokoilius,2.0946935187906,0.2468665215527918,15.80119413195264,62.45793257550862,0.516847537573589,0.0078919166213394,1.0547596390584244,17.479256962324204,0.2036183591822799,0.1369388374355031,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0385267010923959,0.9685210025640236,0.0001051746030349,0.0001549346302773,0.8999046894427694,0.1633487241767762,8.193397749112707,0.0,0.0344759081676184,0.0,55.51846304344138,0.2944769511176843,0.0021401837979592,0.1013724845897845,0.0081263402065418,3.962121687141368,9.992279405066098,0.2428879915609004,0.0104959730190074,0.6165262349062821,0.0,2.341661645636982,0.0072758961045815,4.776306813291205,0.009413943739755,0.0603790181064927,1.3225262763729717,10.340108278321908,0.0950029497894937,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.5537915890188455,1.0837999647498724,0.4706883441778084,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6595734734770917,1.6031355322846168,0.4920466639267049,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,27.0,27.0,0.7431103120024679,0.5863143120144736,1272.2252165886387,1494.143135904584,5.296296296296297,27.0,0.18518518518518517,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,True,13.016767,0.961354,12.730398126,12.070047,14.319913,11.429624,14.963963,0.961354,2.0,2.0,50.0,2.0,2.0,,medium,auto_dominant,image_qc_pass,verified_linked_nucleus_iod,100.0,100.0,100.0,False,minor_caution,auto_dominant,cellprofiler_final_species_results,path_analysis/data/external/derived/cellprofiler_final_species_results.csv,9587ed8a281e2641744c12cd244195714a7a414105cc676554247c8779a1c332,True,2.0,2.0,2.0,50.0,249.6816,40.2624,233.6112,262.44,239.7024,256.2624,5.778007,36.9072,42.9264,35.7264,43.56,2.220583,0.151946,211.6512,False,45.710904,medium,auto_dominant,6.0,44.0,cellprofiler_species_morphology_summary,path_analysis/data/external/derived/cellprofiler_species_morphology_summary.csv,7d4e7322aea3bc1742e8868cd7c363e11e16872d1cdd7c5a726ff19c70c05da9,True,True,True
monticola,1.5123170724352848,0.1791405349534331,17.640505397195806,61.803233548281696,0.2390706634572366,0.0062784707097154,0.9622737974510618,17.281144661043044,0.2179982657535145,0.1580375887192078,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0409518878148059,0.9562461512780128,0.0,0.0,0.8027306298403083,0.1891957601486559,7.271737529867115,0.0,0.0423142355941798,0.0,55.57825983162302,0.2144592938846348,0.003124295409559,0.097279866401021,0.016500085231771,5.591349955503885,9.93249749610094,0.2609780871410629,0.0203109251530119,0.2862050494986956,0.0,2.2441074954850584,0.010445604036183,4.944240514539141,0.0075163133538198,0.055200020095333,1.2734740872424604,10.10566591362533,0.0552089711319912,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.5567160073067414,1.0648393313208575,0.4624538457061971,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6593222933992039,1.5959524572509936,0.5021791770834362,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,24.0,24.0,0.6886700965604976,0.6275350329808433,222.83780429702264,352.5735335856387,5.5,24.0,0.3333333333333333,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,True,14.1026,0.397796,13.7923428,13.024956,14.383115,13.182961,14.6824,0.397796,1.0,1.0,40.0,1.0,2.0,,limited,low_image_count; low_specimen_count; auto_dominant,image_qc_pass,verified_linked_nucleus_iod,100.0,100.0,100.0,False,sensitivity_limited,low_image_count; low_specimen_count; auto_dominant,cellprofiler_final_species_results,path_analysis/data/external/derived/cellprofiler_final_species_results.csv,9587ed8a281e2641744c12cd244195714a7a414105cc676554247c8779a1c332,True,2.0,2.0,1.0,50.0,238.2624,39.6,222.6672,258.9264,222.6672,251.9568,6.108422,36.1584,41.9904,37.4112,42.5088,1.209398,0.1572345,200.9304,False,32.603005,medium,auto_dominant,13.0,37.0,cellprofiler_species_morphology_summary,path_analysis/data/external/derived/cellprofiler_species_morphology_summary.csv,7d4e7322aea3bc1742e8868cd7c363e11e16872d1cdd7c5a726ff19c70c05da9,True,True,True
ochrophaeus,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,False,,,,,,,False,,,,,,,,,,,,,False,12.74789,1.285275,12.46743642,11.887323,13.718123,11.261151,15.624737,1.285275,2.0,2.0,50.0,0.0,2.0,,medium,,all_selected_fallback,verified_linked_nucleus_iod,100.0,100.0,100.0,True,minor_caution,nan; all_selected_genome_fallback,cellprofiler_final_species_results,path_analysis/data/external/derived/cellprofiler_final_species_results.csv,9587ed8a281e2641744c12cd244195714a7a414105cc676554247c8779a1c332,True,2.0,2.0,0.0,50.0,269.352,47.1888,248.4,279.216,248.4,275.7456,7.137996,42.4944,51.9552,40.968,52.3152,3.608693,0.1899239999999999,217.3032,False,24.195603,medium,,50.0,0.0,cellprofiler_species_morphology_summary,path_analysis/data/external/derived/cellprofiler_species_morphology_summary.csv,7d4e7322aea3bc1742e8868cd7c363e11e16872d1cdd7c5a726ff19c70c05da9,True,True,False
ocoee,1.5774488996969742,0.1683140208100278,17.784917442777896,61.70544765044748,0.3838817469974581,0.0053940176920386,0.9973035590025712,17.042714423826748,0.1814266455671245,0.1531515931816779,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0482154827121805,0.968614857277452,4.369506517820701e-05,0.0,0.7463535822465286,0.1836314461545986,7.598313577090042,0.0001933017510271,0.0360982541896269,0.0,55.0584256107676,0.2018114627954011,0.0014851104839375,0.0867991382957499,0.0129072613875815,6.465607445939623,9.45549393223847,0.2175337298447023,0.0160478278931364,0.4602809470605642,2.6217039106924204e-05,2.5506224742899084,0.006361349324795,4.836761588582799,0.0064675218115265,0.0473165382667828,1.2736518029159103,9.637111361970929,0.0838244826048419,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.558196527252047,1.0720089776193995,0.4655675835308519,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6653379090673988,1.6154937082373293,0.4901619145354894,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,34.0,34.0,1.1688556661106744,0.6598876855735157,1191.776660061565,636.3208471951458,5.294117647058823,34.0,0.14705882352941177,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,True,14.898885,0.482433,14.57110953,14.361593,15.617521,14.161925,15.988662,0.482433,1.0,1.0,12.0,1.0,3.0,,low,low_pair_count; low_image_count; low_specimen_count; auto_dominant,image_qc_pass,verified_linked_nucleus_iod,100.0,100.0,100.0,False,sensitivity_limited,low_pair_count; low_image_count; low_specimen_count; auto_dominant,cellprofiler_final_species_results,path_analysis/data/external/derived/cellprofiler_final_species_results.csv,9587ed8a281e2641744c12cd244195714a7a414105cc676554247c8779a1c332,True,3.0,3.0,1.0,50.0,265.2912,39.384,259.8768,275.328,259.8768,277.2864,4.851258,38.1744,41.5728,38.0592,41.7888,1.031959,0.1497875,230.5296,False,28.98968,medium,auto_dominant,5.0,45.0,cellprofiler_species_morphology_summary,path_analysis/data/external/derived/cellprofiler_species_morphology_summary.csv,7d4e7322aea3bc1742e8868cd7c363e11e16872d1cdd7c5a726ff19c70c05da9,True,True,True
perlapsus,1.7754790144973318,0.1605678776431634,18.21870151933642,61.46669274464992,0.4026797650346105,0.0044209509976474,0.9616092031549665,16.655087640485146,0.1957886109052968,0.1589726732954996,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0377357822855428,0.9660110706427246,0.0,0.0,0.7445718882275844,0.1874550643108878,8.117022260181777,0.0,0.0401253583430506,0.0,54.80108486623572,0.1893360739673367,0.001743286406073,0.1099703327162162,0.0228731913288659,6.510003302419741,9.885217805896804,0.2308671414260655,0.0128491650548009,0.4748260168648306,0.0,2.290257789797577,0.0066204239539217,4.667112050369297,0.0052130321293574,0.0406114023328638,1.256255442778522,9.343454147296676,0.0587831050337683,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.5608204077609055,1.0795581312606926,0.4688461393003053,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6673093538074715,1.6159606651374891,0.5084749193693071,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,44.0,44.0,0.929323896235024,0.5520895833827612,1347.534506385925,775.1151582080795,5.295454545454546,44.0,0.1590909090909091,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,True,10.725843,0.480472,10.489874454,10.431754,11.598411,10.256035,11.868279,0.480472,1.0,1.0,21.0,1.0,3.0,,limited,low_pair_count; low_image_count; low_specimen_count; auto_dominant,image_qc_pass,verified_linked_nucleus_iod,100.0,100.0,100.0,False,sensitivity_limited,low_pair_count; low_image_count; low_specimen_count; auto_dominant,cellprofiler_final_species_results,path_analysis/data/external/derived/cellprofiler_final_species_results.csv,9587ed8a281e2641744c12cd244195714a7a414105cc676554247c8779a1c332,True,3.0,3.0,1.0,50.0,244.6704,35.4096,236.2608,266.7024,236.1312,267.8256,10.692499,34.3296,38.7072,33.5232,40.4496,1.8591,0.1433005,221.9976,False,31.640852,medium,auto_dominant,6.0,44.0,cellprofiler_species_morphology_summary,path_analysis/data/external/derived/cellprofiler_species_morphology_summary.csv,7d4e7322aea3bc1742e8868cd7c363e11e16872d1cdd7c5a726ff19c70c05da9,True,True,True
tilleyi,1.790468937455197,0.1798355367704436,18.530523783548148,59.76727713458329,0.2154460929574637,0.0081751243439807,1.0727286237973612,18.030922068043186,0.2307467682982752,0.1738759302026666,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0410017773492455,1.0503847123856138,0.0,0.0002316432721521,0.8293298725671071,0.204216630028335,7.870735357181452,0.0,0.0383633263756666,0.0,53.45388762771851,0.211216165663587,0.0012335069826267,0.1021047078850711,0.016278121017754,6.209348228945392,10.3607776280911,0.2710112167732353,0.0153986373598944,0.2530406307834658,0.0,2.5822755125571075,0.0068654816011979,5.058841155657738,0.0096016529812057,0.0411993168553957,1.3176126409942488,9.977882055026726,0.0771623939461743,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.5754859294303024,1.0999897487263788,0.4777194780220108,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6799240687796417,1.6456204407907782,0.5112407344443489,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,122.0,122.0,0.7073088291293568,0.5795595862451919,230.1076271840795,199.19314579720478,5.442622950819672,122.0,0.29508196721311475,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,True,14.103864,0.466205,13.793578992,13.444029,14.951423,13.368888,15.083419,0.466205,2.0,2.0,50.0,2.0,2.0,,medium,auto_dominant,image_qc_pass,verified_linked_nucleus_iod,100.0,100.0,100.0,False,minor_caution,auto_dominant,cellprofiler_final_species_results,path_analysis/data/external/derived/cellprofiler_final_species_results.csv,9587ed8a281e2641744c12cd244195714a7a414105cc676554247c8779a1c332,True,2.0,2.0,2.0,50.0,249.264,39.456,240.3216,262.6992,243.4464,255.1968,3.162996,37.7424,42.9552,38.376,41.5296,0.984839,0.1585835,208.9872,False,42.108077,medium,auto_dominant,7.0,43.0,cellprofiler_species_morphology_summary,path_analysis/data/external/derived/cellprofiler_species_morphology_summary.csv,7d4e7322aea3bc1742e8868cd7c363e11e16872d1cdd7c5a726ff19c70c05da9,True,True,True
valtos,1.2632104073418418,0.1125542020842673,14.630578215227906,67.3018680477353,0.5620434576248468,0.0043097433698177,0.7970948114265899,15.033069191628162,0.1828196910350331,0.1124522325262449,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0218810088587212,0.7448609892799023,0.0001986021960709,0.0005919964741394,0.6665206384883909,0.1313062943833416,6.858394408856676,0.0,0.0333936257294012,0.0,61.13848992274895,0.1314253604481323,0.0025592059966118,0.0845690538389086,0.017215166977767,5.35002013591708,7.88278941789919,0.2134717615723198,0.0120888966242671,0.6562772658683801,0.0,2.123581247617257,0.0075762927686986,4.267079747486643,0.00503232722838,0.0387898188517817,0.9725947222249848,8.577382143417225,0.06190994824678,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.5027805859966843,0.9826705185620768,0.4267683837405169,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6025526932659635,1.4693652201093297,0.4509888528354103,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,,,,,,,,,,,,,False,19.770085,0.492244,19.33514313,19.03365,20.525148,18.941852,20.870189,0.492244,1.0,1.0,25.0,1.0,2.0,,limited,low_pair_count; low_image_count; low_specimen_count; auto_dominant,image_qc_pass,verified_linked_nucleus_iod,100.0,100.0,100.0,False,sensitivity_limited,low_pair_count; low_image_count; low_specimen_count; auto_dominant,cellprofiler_final_species_results,path_analysis/data/external/derived/cellprofiler_final_species_results.csv,9587ed8a281e2641744c12cd244195714a7a414105cc676554247c8779a1c332,True,2.0,2.0,1.0,50.0,280.872,48.7728,265.1616,294.408,264.1248,301.7952,10.000108,47.2608,51.9984,47.664,50.5152,0.733003,0.1773525,229.176,False,49.896071,medium,auto_dominant,8.0,42.0,cellprofiler_species_morphology_summary,path_analysis/data/external/derived/cellprofiler_species_morphology_summary.csv,7d4e7322aea3bc1742e8868cd7c363e11e16872d1cdd7c5a726ff19c70c05da9,True,True,True
