Unnamed: 0,Academ,CACTA,CR1,Chapaev,Copia,Cyrypton,DIRS,Dada,EnSpm,Ginger,Gypsy,Helitron,IS3EU,Jockey,Kolobok,L1,L2,MITE,MULE,Maverick,Merlin,Mutator,P,PIF-Harbinger,Penelope,PiggyBac,Tc1-mariner,hAT,tRNA,Simpson_Diversity,Shannon_Diversity,Pielou_Evenness
D.wrighti,0.0502439168666731,1.1007554133618933,6.0117508745183405e-05,2.126798658438092e-05,1.1001156723254353,0.2085652193726176,8.778849775675203,0.0,0.0211366922138666,0.0,48.05750049717463,0.2371396100681968,0.0034176236575327,0.0885454339064847,0.0117122802120185,8.99061171521803,10.330709818485108,0.143418966092846,0.0083478265209467,0.6586299860632302,0.0,1.997052455560613,0.0062488180316455,5.440369542326256,0.0088795261855562,0.0498598170289592,1.4968692531241752,11.156907718688284,0.0540310363444652,0.7262558164164014,1.753193626984462,0.5381036462624615
D.adatsihi,0.0389539630309467,0.947572816084308,1.880869318732772e-05,0.0,0.7672938107637539,0.2253689824372023,7.78852100559364,0.0,0.0399528849965257,0.0,55.34171369688072,0.1953313705903743,0.0018704343588137,0.0886520699784902,0.0204039537882775,5.399222306914304,10.411894921602595,0.2233944561325299,0.0171070217605372,0.4150554261913964,9.40434659366386e-05,2.5173418405653814,0.0107067841835534,4.777652582592676,0.0127738080341745,0.0437053481140632,1.3066055190039236,9.357614334213292,0.0511778100293903,0.6618825122017209,1.604783673238613,0.4925525240001443
D.amphileucus,0.04543748697725,1.1742967104637985,0.0001927511558804,0.0002609850650621,1.0030312689277618,0.1764282169959102,8.54551237080131,0.0005706719221768,0.021355800065394,0.0,52.82073275122913,0.3676873504291186,0.0028122393642964,0.1081506175522158,0.0130825349526914,4.114101231236559,9.84103902125075,0.3141784730497582,0.0146244156989648,0.4413702062867846,0.0,2.73110436325009,0.0126921496116481,5.42819405852272,0.0119596952193023,0.0684141957628284,1.4286997090549802,11.254266338021662,0.0598043871319585,0.68546805636241,1.6692123793109626,0.5064608617399846
D.fuscus,0.0288528022603234,0.8828378682477809,0.0,0.0,0.7063041852348982,0.1387931298642002,7.308673156948031,0.0002019971722266,0.0394363318784861,0.0,57.96541116384131,0.1772955365451694,0.0025588802274288,0.0869177622441536,0.0176808623608413,5.585778052427431,9.457731546194523,0.264745598745024,0.0134965283450505,0.5882203790395888,0.0,2.397833243665916,0.0069907231240034,4.508205184363411,0.0054061675285368,0.041839100711083,1.1329242080113262,8.549102753810615,0.0927628372086397,0.6363734673130685,1.5502319541322205,0.4816066348864811
D.aureatus,0.0364857505767077,1.0272856654566995,0.0,0.0003160583046759,0.8035183972548096,0.1331284346872516,8.816753666890472,0.0,0.0204712497714014,0.0,57.05050369573362,0.3253295997183928,0.0008938641790955,0.0993981995925995,0.014073897785824,3.738751495622722,8.004530465731223,0.7550411632751947,0.0181641750104194,0.4602588375703932,0.0,2.7964383693886754,0.0103026961289563,4.580223919086821,0.0083788137755528,0.0752737985812321,1.317555045671066,9.819396087810189,0.0875266523960014,0.6459866994445038,1.5881515597815257,0.4933870227337998
D.balsameus,0.039470619522853,0.9658746121438516,0.0001324266823873,0.0,0.7980393286815907,0.1928619260304186,8.45179053437119,0.0002304464321907,0.0405337670676589,0.0,53.95780171621887,0.1957673114307122,0.0024474264603959,0.0986884178652721,0.0258278706726727,5.585694517083525,10.290168278759484,0.2124378703482874,0.0166812277338803,0.4039297870049241,0.0,2.6542905410258637,0.0089771421197447,4.960457472655251,0.0162756793540816,0.0349557098227274,1.348727085656368,9.63020477069884,0.0677335141569671,0.6751950381820643,1.6355699912541748,0.5020016970544999
D.intermedius,0.0420478807594506,0.9925842418810212,0.0,0.0013398380011835,0.9429921333881912,0.181421588789428,8.13471087663889,0.0,0.0312336574444168,0.0,54.73435590045186,0.2913600727518169,0.0012272433358866,0.1118030362133651,0.0214490911598057,4.036691943826662,10.07288103756716,0.2184106695526507,0.0102168424967598,0.6789611096934782,0.0,2.334035800366115,0.0102278837068117,4.870819800281585,0.0087289752491826,0.0646004509936309,1.6165475436719496,10.511743074739613,0.0796093070390853,0.6675408915362683,1.6272306670402927,0.5055276300094369
D.cheaha,0.0325475925454225,0.8710345520421998,1.8180090869423672e-05,0.0,0.7326523076274494,0.1789402838480499,7.995793112030275,0.0010164663134733,0.0474988494679684,0.0,57.07295887381778,0.1626231542080608,0.0009964184050488,0.0837111000564536,0.0197550346318652,4.733509790291481,9.11325431304538,0.2268971221805235,0.0209760892282047,0.3091436042314555,0.0,2.495906073900371,0.0063880605595363,4.903713917870921,0.0068421892677609,0.0624310546514525,1.2417198807265502,9.593700695142171,0.0859712838192681,0.6447906689957641,1.5627265894787172,0.479644041004292
D.gvnigeusgwotli,0.0473159642815319,1.2835469831842363,0.0,0.0006288326194525,0.9240268547905556,0.1900177117850468,8.365180505081312,0.0005720977719738,0.0257796985692699,0.0002501724383166,54.0314584383503,0.3797932094135501,0.0022527071793003,0.0955034887765937,0.0166575822666295,3.8267523697796015,9.64712748855102,0.3025117470689029,0.0155343093021817,0.5896303801574034,0.0,2.764925042182648,0.0087077722129093,5.2621488886466805,0.0156541969663109,0.0674981668579283,1.3751347406097345,10.69225153794084,0.0691391132157731,0.674822084024201,1.6506342717410984,0.5008240209844568
D.kanawha,0.0347588339771355,1.0516775704609636,0.0,0.0021188338826857,0.8319397005363052,0.1659144074909985,8.136574916899036,0.0,0.028268742233271,0.0,56.45011205238231,0.2580342107039327,0.0016184805843638,0.135855480976735,0.0168368435735114,3.627224935185544,9.50747327185892,0.2386472207482076,0.0091346879920861,0.6467883192490425,0.0,2.2977559359896063,0.0080378632573447,4.818948044469743,0.0103340472960398,0.0763980070385297,1.3349135976539783,10.222369184160472,0.0882648113992416,0.6506449237481554,1.5854523436419654,0.4925484640920819
