family,panel,run_type,run_label,removed_species,removed_clade,n_species,status,warning_count,winner_model,winner_margin_cicc,winner_weight,baseline_winner_model,baseline_winner_margin_cicc,same_winner,ltr_balance_to_te_evenness_coef,ltr_balance_to_te_evenness_sign,ltr_balance_to_te_evenness_same_sign_as_baseline,ltr_balance_to_te_evenness_present,te_evenness_to_gs_coef,te_evenness_to_gs_sign,te_evenness_to_gs_same_sign_as_baseline,te_evenness_to_gs_present,body_size_to_gs_coef,body_size_to_gs_sign,body_size_to_gs_same_sign_as_baseline,body_size_to_gs_present,ltr_history_to_gs_coef,ltr_history_to_gs_sign,ltr_history_to_gs_same_sign_as_baseline,ltr_history_to_gs_present,ectopic_index_to_gs_coef,ectopic_index_to_gs_sign,ectopic_index_to_gs_same_sign_as_baseline,ectopic_index_to_gs_present
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_apalachicolae,apalachicolae,NA,23,ok,1,history_additive,2.295872109960783,0.6490711268129703,history_additive,4.160054484512472,TRUE,-0.8875040455361136,negative,TRUE,TRUE,0.025718474532442276,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.32096426503993364,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_aureatus,aureatus,NA,23,ok,1,history_additive,2.5839280587888354,0.7330052928136771,history_additive,4.160054484512472,TRUE,-0.8685827738862562,negative,TRUE,TRUE,0.01677489598927573,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.3798656355084638,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_auriculatus,auriculatus,NA,23,ok,1,history_additive,3.9957952461190303,0.7956305563731756,history_additive,4.160054484512472,TRUE,-0.9010433278461462,negative,TRUE,TRUE,0.10089903495245567,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.37043009024256973,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_bairdi,bairdi,NA,23,ok,1,history_additive,5.166911746900766,0.8676212976770892,history_additive,4.160054484512472,TRUE,-0.888890536105886,negative,TRUE,TRUE,0.23816566052258398,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.4047063488933975,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_campi,campi,NA,23,ok,1,history_additive,3.9916286586641263,0.8109428812280682,history_additive,4.160054484512472,TRUE,-0.8966694992487754,negative,TRUE,TRUE,0.06705528554400254,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.3671388260285051,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_cheaha,cheaha,NA,23,ok,1,history_additive,2.7331286522839733,0.6782408817683291,history_additive,4.160054484512472,TRUE,-0.9073342662283306,negative,TRUE,TRUE,-0.0771085615421193,negative,FALSE,TRUE,NA,absent,TRUE,FALSE,0.3304039302238327,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_fuscus,fuscus,NA,23,ok,1,history_additive,3.714467279615299,0.7832925160238199,history_additive,4.160054484512472,TRUE,-0.9035922990249109,negative,TRUE,TRUE,0.05734140499052838,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.35877653023624506,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_gvnigeusgwotli,gvnigeusgwotli,NA,23,ok,1,history_additive,4.126336557484791,0.7891877801756612,history_additive,4.160054484512472,TRUE,-0.8935689543730742,negative,TRUE,TRUE,0.027566021932790064,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.3679080743869042,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_intermedius,intermedius,NA,23,ok,1,history_additive,4.387647001447299,0.8192388317145031,history_additive,4.160054484512472,TRUE,-0.8930582226315879,negative,TRUE,TRUE,0.11333007964876886,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.35160553444547527,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_marmoratus,marmoratus,NA,23,ok,1,history_additive,2.515761108628695,0.6297955538731496,history_additive,4.160054484512472,TRUE,-0.8870737027122761,negative,TRUE,TRUE,0.007097853055900824,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.33488896668294205,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_mavrokoilius,mavrokoilius,NA,23,ok,1,history_additive,7.0868994743180735,0.9463110704380124,history_additive,4.160054484512472,TRUE,-0.8879152601515117,negative,TRUE,TRUE,0.24434855753291526,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.4515775306094592,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_monticola,monticola,NA,23,ok,1,history_additive,2.7888961924018894,0.6771110337363319,history_additive,4.160054484512472,TRUE,-0.9131554817982546,negative,TRUE,TRUE,0.0597861184564308,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.30457702462641695,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_ocoee,ocoee,NA,23,ok,1,history_additive,3.6924859885794135,0.7743375723959457,history_additive,4.160054484512472,TRUE,-0.8925765517150204,negative,TRUE,TRUE,0.04129582142404493,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.3730726801638942,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_orestes,orestes,NA,23,ok,1,history_additive,3.809407779384401,0.7931240853254388,history_additive,4.160054484512472,TRUE,-0.8887621635690551,negative,TRUE,TRUE,0.054724838810830435,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.35668912271578984,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_organi,organi,NA,23,ok,1,history_additive,3.705397177234829,0.7720285805503841,history_additive,4.160054484512472,TRUE,-0.8282688522238457,negative,TRUE,TRUE,0.07125094304892392,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.3404560743739566,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_perlapsus,perlapsus,NA,23,ok,1,history_additive,3.4403803977634126,0.7671501113232707,history_additive,4.160054484512472,TRUE,-0.8906831559441005,negative,TRUE,TRUE,0.0542417264094395,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.3537114637705934,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_santeetlah,santeetlah,NA,23,ok,1,history_additive,3.7622300417655943,0.7862069445908433,history_additive,4.160054484512472,TRUE,-0.8926383232616937,negative,TRUE,TRUE,0.06439720563182437,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.3587699937424907,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_tilleyi,tilleyi,NA,23,ok,1,history_additive,3.7750562769086997,0.7926061355727179,history_additive,4.160054484512472,TRUE,-0.8866944130185697,negative,TRUE,TRUE,0.010740290672778293,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.361395855149973,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_valentinei,valentinei,NA,23,ok,1,history_additive,4.708449627969731,0.852817325495587,history_additive,4.160054484512472,TRUE,-0.881892608231616,negative,TRUE,TRUE,-0.21853129856073822,negative,FALSE,TRUE,NA,absent,TRUE,FALSE,0.37452318113447536,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_welteri,welteri,NA,23,ok,1,history_additive,3.7380866305345606,0.7745189898019732,history_additive,4.160054484512472,TRUE,-0.9117045078178927,negative,TRUE,TRUE,0.053692196758747285,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.35689010738828214,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_ltr_history,te_genome_ltr_history_primary_mediumplus,leave_one_species_out,drop_wrighti,wrighti,NA,23,ok,1,history_additive,3.0287648555262052,0.7297030798730482,history_additive,4.160054484512472,TRUE,-0.8505708995822425,negative,TRUE,TRUE,0.14736315605309652,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,0.36092842897994193,positive,TRUE,TRUE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,clade_jackknife,drop_clade_coastal_clade,apalachicolae;auriculatus;fuscus;monticola,coastal_clade,23,ok,1,te_baseline,1.2811811180475843,0.5418091428124815,body_size_additive,0.46761595476937146,FALSE,-0.9446326022650277,negative,TRUE,TRUE,-0.07214441851182317,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,clade_jackknife,drop_clade_mountain_clade,anicetus;ocoee;orestes;santeetlah,mountain_clade,23,ok,1,body_size_additive,0.8244071705395655,0.5218903434456731,body_size_additive,0.46761595476937146,TRUE,-0.9007653582675677,negative,TRUE,TRUE,-0.3192720651605305,negative,TRUE,TRUE,0.2791806551888784,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,clade_jackknife,drop_clade_small_clade,aeneus;aureatus;gvnigeusgwotli;wrighti,small_clade,23,ok,0,te_baseline,2.216459975670034,0.6887482078875642,body_size_additive,0.46761595476937146,FALSE,-0.8917440570073093,negative,TRUE,TRUE,0.05977632622713411,positive,FALSE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,clade_jackknife,drop_clade_southern_appalachian,organi;valentinei;welteri,southern_appalachian,24,ok,1,body_size_additive,2.287708941585798,0.65661983188374,body_size_additive,0.46761595476937146,TRUE,-0.8585010718668858,negative,TRUE,TRUE,-0.41251302042834564,negative,TRUE,TRUE,0.2964935579486805,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_aeneus,aeneus,NA,26,ok,1,te_baseline,2.3446044851271495,0.6291892766574111,body_size_additive,0.46761595476937146,FALSE,-0.9353027429894326,negative,TRUE,TRUE,-0.1038393806894131,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_amphileucus,amphileucus,NA,26,ok,1,te_baseline,2.9750778109015954,0.6854309231181307,body_size_additive,0.46761595476937146,FALSE,-0.9166809686439104,negative,TRUE,TRUE,-0.40603813316195314,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_anicetus,anicetus,NA,26,ok,1,body_size_additive,1.7011873053175464,0.5694853392882582,body_size_additive,0.46761595476937146,TRUE,-0.9042872464736649,negative,TRUE,TRUE,-0.32311427402661036,negative,TRUE,TRUE,0.27046363724535966,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_apalachicolae,apalachicolae,NA,26,ok,1,te_baseline,0.28948413717389343,0.4264231759880075,body_size_additive,0.46761595476937146,FALSE,-0.9070933696397007,negative,TRUE,TRUE,-0.13526801253929394,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_aureatus,aureatus,NA,26,ok,1,body_size_additive,0.24175399373951478,0.38416617761038135,body_size_additive,0.46761595476937146,TRUE,-0.8976299803096129,negative,TRUE,TRUE,-0.29376196185515424,negative,TRUE,TRUE,0.23835751946355577,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_auriculatus,auriculatus,NA,26,ok,1,te_baseline,0.06063938729448637,0.39306495187366874,body_size_additive,0.46761595476937146,FALSE,-0.917122495560546,negative,TRUE,TRUE,-0.11446496913748107,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_bairdi,bairdi,NA,26,ok,1,body_size_additive,0.5949547437390237,0.46841548011850814,body_size_additive,0.46761595476937146,TRUE,-0.9293142718019815,negative,TRUE,TRUE,-0.24237677951680145,negative,TRUE,TRUE,0.2491266232762879,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_campi,campi,NA,26,ok,1,body_size_additive,0.22481387223387372,0.4280744033202932,body_size_additive,0.46761595476937146,TRUE,-0.914969556615422,negative,TRUE,TRUE,-0.28982862302874285,negative,TRUE,TRUE,0.2359830666480981,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_cheaha,cheaha,NA,26,ok,1,body_size_additive,0.7311756447687117,0.44455806310654383,body_size_additive,0.46761595476937146,TRUE,-0.9309709470565397,negative,TRUE,TRUE,-0.3412708667583679,negative,TRUE,TRUE,0.25219449213295997,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_fuscus,fuscus,NA,26,ok,1,body_size_additive,0.23064440922038187,0.42176880475346606,body_size_additive,0.46761595476937146,TRUE,-0.9200184324800699,negative,TRUE,TRUE,-0.2888345459898631,negative,TRUE,TRUE,0.2357343610316583,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_gvnigeusgwotli,gvnigeusgwotli,NA,26,ok,1,te_baseline,1.1008882897904968,0.5258369070858794,body_size_additive,0.46761595476937146,FALSE,-0.9167536525814145,negative,TRUE,TRUE,-0.1180662440698988,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_intermedius,intermedius,NA,26,ok,1,body_size_additive,0.4669349774814009,0.4533158190788904,body_size_additive,0.46761595476937146,TRUE,-0.9108469634136105,negative,TRUE,TRUE,-0.2821884824327748,negative,TRUE,TRUE,0.24337019146444136,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_kanawha,kanawha,NA,26,ok,1,body_size_additive,1.9298502039568817,0.6558186441327132,body_size_additive,0.46761595476937146,TRUE,-0.9015711789261431,negative,TRUE,TRUE,-0.2952688615693498,negative,TRUE,TRUE,0.34334743031323833,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_lycos,lycos,NA,26,ok,1,te_baseline,0.004463671715356554,0.41442513675177545,body_size_additive,0.46761595476937146,FALSE,-0.8937185699239745,negative,TRUE,TRUE,-0.3445149926964806,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_marmoratus,marmoratus,NA,26,ok,1,te_baseline,1.0555055426919822,0.5107099101762144,body_size_additive,0.46761595476937146,FALSE,-0.9082049105471972,negative,TRUE,TRUE,-0.15178837353940947,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_mavrokoilius,mavrokoilius,NA,26,ok,1,te_baseline,3.004956527137942,0.7541185663221155,body_size_additive,0.46761595476937146,FALSE,-0.9072579809933304,negative,TRUE,TRUE,-0.04607511063078963,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_monticola,monticola,NA,26,ok,1,te_baseline,2.0622741587730573,0.662126241060681,body_size_additive,0.46761595476937146,FALSE,-0.9299758291531536,negative,TRUE,TRUE,-0.056807573331603106,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_ocoee,ocoee,NA,26,ok,1,body_size_additive,0.12986995833723824,0.41541039380933514,body_size_additive,0.46761595476937146,TRUE,-0.9110538108375132,negative,TRUE,TRUE,-0.2926821604925628,negative,TRUE,TRUE,0.23507844194039162,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_orestes,orestes,NA,26,ok,1,body_size_additive,0.4074541517597936,0.44287715543615874,body_size_additive,0.46761595476937146,TRUE,-0.9082872900150314,negative,TRUE,TRUE,-0.28670971503472314,negative,TRUE,TRUE,0.2402959128515598,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_organi,organi,NA,26,ok,1,te_baseline,1.8400897959760698,0.6414492295992693,body_size_additive,0.46761595476937146,FALSE,-0.8439932241646667,negative,TRUE,TRUE,-0.07321225982657056,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_perlapsus,perlapsus,NA,26,ok,1,te_baseline,0.25436492352460505,0.42720756377482433,body_size_additive,0.46761595476937146,FALSE,-0.9100360569566222,negative,TRUE,TRUE,-0.13136438781927673,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_santeetlah,santeetlah,NA,26,ok,1,body_size_additive,0.23627857885174564,0.42736791147786735,body_size_additive,0.46761595476937146,TRUE,-0.9113832045995821,negative,TRUE,TRUE,-0.29062950560873096,negative,TRUE,TRUE,0.2360785539092977,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_tilleyi,tilleyi,NA,26,ok,1,body_size_additive,0.5928206544653278,0.4641882868702548,body_size_additive,0.46761595476937146,TRUE,-0.9074835596092324,negative,TRUE,TRUE,-0.29794547490881734,negative,TRUE,TRUE,0.24367272175814889,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_valentinei,valentinei,NA,26,ok,1,body_size_additive,1.891686307807916,0.6079060195533574,body_size_additive,0.46761595476937146,TRUE,-0.9030731312046756,negative,TRUE,TRUE,-0.3861933342612996,negative,TRUE,TRUE,0.2629080121692906,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_valtos,valtos,NA,26,ok,1,body_size_additive,3.0345538605303943,0.6752619863655447,body_size_additive,0.46761595476937146,TRUE,-0.9171006433153087,negative,TRUE,TRUE,-0.15275926604604675,negative,TRUE,TRUE,0.3346575307503542,positive,TRUE,TRUE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_welteri,welteri,NA,26,ok,1,te_baseline,0.1988415421129588,0.43012998406378133,body_size_additive,0.46761595476937146,FALSE,-0.929295558201799,negative,TRUE,TRUE,-0.12698343820926752,negative,TRUE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
te_genome_organismal,te_genome_organismal_primary_mediumplus,leave_one_species_out,drop_wrighti,wrighti,NA,26,ok,1,te_baseline,3.6298283880551168,0.7783934844061506,body_size_additive,0.46761595476937146,FALSE,-0.8651518939465572,negative,TRUE,TRUE,0.01088214495964742,positive,FALSE,TRUE,NA,absent,FALSE,FALSE,NA,absent,TRUE,FALSE,NA,absent,TRUE,FALSE
