species,order_dirs,order_helitron,order_line,order_ltr,order_maverick,order_ple,order_sine,order_tir,order_transposon_derivatives,order_yr,te_order_source_id,te_order_source_path,te_order_source_sha256,has_te_order,superfamily_academ,superfamily_cacta,superfamily_cr1,superfamily_chapaev,superfamily_copia,superfamily_cyrypton,superfamily_dirs,superfamily_dada,superfamily_enspm,superfamily_ginger,superfamily_gypsy,superfamily_helitron,superfamily_is3eu,superfamily_jockey,superfamily_kolobok,superfamily_l1,superfamily_l2,superfamily_mite,superfamily_mule,superfamily_maverick,superfamily_merlin,superfamily_mutator,superfamily_p,superfamily_pif_harbinger,superfamily_penelope,superfamily_piggybac,superfamily_tc1_mariner,superfamily_hat,superfamily_trna,te_superfamily_source_id,te_superfamily_source_path,te_superfamily_source_sha256,has_te_superfamily,order_simpson,order_shannon,order_pielou,order_diversity_source_id,order_diversity_source_path,order_diversity_source_sha256,has_order_diversity,superfamily_simpson,superfamily_shannon,superfamily_pielou,superfamily_diversity_source_id,superfamily_diversity_source_path,superfamily_diversity_source_sha256,has_superfamily_diversity,ectopic_n_rows_total,ectopic_n_elements,ectopic_mean_ratio,ectopic_median_ratio,ectopic_mean_terminal_depth,ectopic_mean_internal_depth,ectopic_mean_domain_count,ectopic_n_complete_known,ectopic_complete_fraction,ectopic_source_id,ectopic_source_path,ectopic_source_sha256,has_ectopic,genome_size_pg,genome_size_se_pg,genome_size_gb,genome_size_q1_pg,genome_size_q3_pg,genome_size_ci_low_pg,genome_size_ci_high_pg,genome_size_bootstrap_sd_pg,genome_n_images,genome_n_specimens,genome_n_nuclei,genome_n_analysis_ready_images,genome_n_total_strict_images,genome_cv_area_pct,genome_support_tier,genome_support_warnings,genome_selection_reason,genome_measurement_kind,genome_source_image_existing_pct,genome_tile_manifest_existing_pct,genome_mask_existing_pct,genome_primary_missing,genome_result_status,genome_flag_summary,genome_source_id,genome_source_path,genome_source_sha256,has_genome,morph_n_specimens,morph_n_images,morph_n_ready_images,morph_n_pairs,morph_cell_area_um2,morph_nucleus_area_um2,morph_cell_area_q1_um2,morph_cell_area_q3_um2,morph_cell_area_ci_low_um2,morph_cell_area_ci_high_um2,morph_cell_area_bootstrap_sd_um2,morph_nucleus_area_q1_um2,morph_nucleus_area_q3_um2,morph_nucleus_area_ci_low_um2,morph_nucleus_area_ci_high_um2,morph_nucleus_area_bootstrap_sd_um2,morph_nc_ratio,morph_cytoplasm_area_um2,morph_low_support,morph_effective_n,morph_support_label,morph_support_warnings,morph_n_selected_manual_total,morph_n_selected_auto,morphology_source_id,morphology_source_path,morphology_source_sha256,has_morphology,has_tree_tip,has_te,order_dirs_te,order_helitron_te,order_line_te,order_ltr_te,order_maverick_te,order_ple_te,order_sine_te,order_tir_te,order_transposon derivatives,order_yr_te,ltr_line_logratio,ltr_tir_logratio,retro_dna_logratio,major_order_clr_pc1,major_order_clr_pc2,order_simpson_te,order_shannon_te,order_pielou_te,weighted_te_divergence_p90,weighted_te_deletions_p90,weighted_te_insertions_p90,ltr_divergence_p90,ltr_deletions_p90,line_divergence_p90,line_deletions_p90,tir_divergence_p90,tir_deletions_p90,dirs_divergence_p90,dirs_deletions_p90,sine_divergence_p90,sine_deletions_p90,ectopic_n_rows_total_te,ectopic_n_elements_te,ectopic_mean_ratio_te,ectopic_median_ratio_te,ectopic_mean_terminal_depth_te,ectopic_mean_internal_depth_te,ectopic_mean_domain_count_te,ectopic_n_complete_known_te,ectopic_complete_fraction_te,ectopic_log10_mean_ratio,te_order_source_id_te,te_order_source_path_te,te_order_source_sha256_te,order_diversity_source_id_te,order_diversity_source_path_te,order_diversity_source_sha256_te,divergence_source_id,divergence_source_path,divergence_source_sha256,ectopic_source_id_te,ectopic_source_path_te,ectopic_source_sha256_te,te_feature_source_ids,amphibio_order,amphibio_family,amphibio_genus,amphibio_species,amphibio_body_mass_g,amphibio_age_at_maturity_min_y,amphibio_age_at_maturity_max_y,amphibio_body_size_mm,amphibio_size_at_maturity_min_mm,amphibio_size_at_maturity_max_mm,amphibio_longevity_max_y,amphibio_litter_size_min_n,amphibio_litter_size_max_n,amphibio_reproductive_output_y,amphibio_offspring_size_min_mm,amphibio_offspring_size_max_mm,amphibio_ter,amphibio_aqu,amphibio_arb,amphibio_diu,amphibio_noc,amphibio_crepu,amphibio_wet_warm,amphibio_wet_cold,amphibio_dry_warm,amphibio_dry_cold,amphibio_dir,amphibio_lar,amphibio_viv,amphibio_obs,amphibio_development_mode,amphibio_source_id,amphibio_source_filename,amphibio_source_file_sha256,cf_source_id,cf_source_measurement_context,cf_source_filename,cf_source_file_sha256,cf_morph_n_specimens,cf_morph_n_counties,cf_morph_n_states,cf_svl_mean_all_mm,cf_svl_sd_all_mm,cf_svl_q90_all_mm,cf_svl_max_mm,cf_tl_mean_all_mm,cf_tl_q90_all_mm,cf_tl_max_mm,cf_mean_SVL,cf_mean_TL,cf_mean_AG,cf_mean_CW,cf_mean_FL,cf_mean_HL,cf_mean_SG,cf_mean_TW,cf_mean_TO,cf_mean_FI,cf_mean_HW,cf_mean_ED,cf_mean_IN,cf_mean_ES,cf_mean_ON,cf_mean_IO,cf_mean_IC,adult_svl_min_mm,adult_svl_max_mm,adult_svl_mid_mm,adult_total_length_min_mm,adult_total_length_max_mm,adult_total_length_mid_mm,body_size_proxy_mm,body_size_proxy_measurement,body_size_proxy_source_id,body_size_source_detail,body_size_proxy_confidence,development_mode,development_source_id,development_source_detail,development_confidence,aquaticity_index,microhabitat_class,lifestyle_source_id,lifestyle_source_detail,lifestyle_confidence,elevation_min_m,elevation_max_m,elevation_mid_m,elevation_source_id,elevation_source_detail,organismal_source_ids,phylo_body_size_proxy_mm_observed,phylo_body_size_proxy_mm_observed_confidence,phylo_body_size_proxy_mm,phylo_body_size_proxy_mm_status,phylo_body_size_proxy_mm_recommendation,phylo_body_size_proxy_mm_method,phylo_body_size_proxy_mm_training_n,phylo_body_size_proxy_mm_top_donor_species,phylo_body_size_proxy_mm_top_donor_distance,phylo_body_size_proxy_mm_neighbor_species,phylo_body_size_proxy_mm_neighbor_support,phylo_body_size_proxy_mm_neighbor_support_label,phylo_body_size_proxy_mm_cv_primary_metric_type,phylo_body_size_proxy_mm_cv_primary_metric_value,phylo_development_mode_observed,phylo_development_mode_observed_confidence,phylo_development_mode,phylo_development_mode_status,phylo_development_mode_recommendation,phylo_development_mode_method,phylo_development_mode_training_n,phylo_development_mode_top_donor_species,phylo_development_mode_top_donor_distance,phylo_development_mode_neighbor_species,phylo_development_mode_neighbor_support,phylo_development_mode_neighbor_support_label,phylo_development_mode_cv_primary_metric_type,phylo_development_mode_cv_primary_metric_value,phylo_aquaticity_index_observed,phylo_aquaticity_index_observed_confidence,phylo_aquaticity_index,phylo_aquaticity_index_status,phylo_aquaticity_index_recommendation,phylo_aquaticity_index_method,phylo_aquaticity_index_training_n,phylo_aquaticity_index_top_donor_species,phylo_aquaticity_index_top_donor_distance,phylo_aquaticity_index_neighbor_species,phylo_aquaticity_index_neighbor_support,phylo_aquaticity_index_neighbor_support_label,phylo_aquaticity_index_cv_primary_metric_type,phylo_aquaticity_index_cv_primary_metric_value,phylo_microhabitat_class_observed,phylo_microhabitat_class_observed_confidence,phylo_microhabitat_class,phylo_microhabitat_class_status,phylo_microhabitat_class_recommendation,phylo_microhabitat_class_method,phylo_microhabitat_class_training_n,phylo_microhabitat_class_top_donor_species,phylo_microhabitat_class_top_donor_distance,phylo_microhabitat_class_neighbor_species,phylo_microhabitat_class_neighbor_support,phylo_microhabitat_class_neighbor_support_label,phylo_microhabitat_class_cv_primary_metric_type,phylo_microhabitat_class_cv_primary_metric_value,ltr_history_n_pairs_attempted,ltr_history_n_pairs_estimated,ltr_history_n_pairs_high_confidence,ltr_history_median_p_distance,ltr_history_median_k2p_distance,ltr_history_median_comparable_sites,ltr_history_age_central_mya,ltr_history_age_high_mya,ltr_history_age_low_mya,ltr_history_age_central_high_conf_mya,ltr_history_age_high_high_conf_mya,ltr_history_age_low_high_conf_mya,has_ltr_history,ltr_history_source_id,ltr_history_source_path,ltr_history_source_sha256,ltr_history_calibration_source_id,ltr_history_calibration_source_path,ltr_history_calibration_source_sha256,ltr_history_rate_source_id,ltr_history_rate_source_path,ltr_history_rate_source_sha256,ltr_history_source_ids,ltr_history_rate_window_low,ltr_history_rate_window_high,ltr_history_rate_central,has_te_feature_table,has_amphibio_traits,has_conanti_fuscus_morphometrics,has_curated_organismal_traits,has_phylogenetic_trait_inference
abditus,1.422396476409308,0.1645915878239484,16.70212657575638,63.78693198311491,0.3873265636222111,0.0083097701201179,0.8246234827669248,16.33465913540212,0.2291376808054799,0.139896744178596,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0357722671272177,0.9755571225325904,9.003283951521297e-05,0.0,0.7542840295193359,0.1663079211565601,7.266594260366027,0.0,0.0405124344613653,0.0,57.32762875559996,0.1956649168040199,0.001415242237585,0.0997352962985311,0.0175049739875516,5.155984496779166,9.701477645355313,0.2723966992737574,0.012574011033226,0.4604501411590357,0.0001355425899003,2.2311146493002973,0.0096479437489815,4.795643349868978,0.0098785758173287,0.0439650088577884,1.181499842964228,9.188547238710202,0.0556176016115375,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.538249271484893,1.0376923854122777,0.4506640768975747,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6424343969541766,1.5618185962150108,0.4793653527416483,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,81.0,81.0,0.5984235195841632,0.56174339205752,359.2743128579402,624.8360762381873,5.419753086419753,81.0,0.2345679012345679,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,1.422396476409308,0.1645915878239484,16.70212657575638,63.78693198311491,0.3873265636222111,0.0083097701201179,0.8246234827669248,16.33465913540212,0.2291376808054799,0.139896744178596,1.339939481062092,1.362184135678659,1.5718201178640894,0.1284212015604965,-0.0335193661544645,0.538249271484893,1.0376923854122777,0.4506640768975747,13.327522156716636,0.5219160244510058,0.2171235249651629,12.08,0.32,18.91,0.38,12.72,1.44,15.21,0.43,9.78,0.955,81.0,81.0,0.5984235195841632,0.56174339205752,359.2743128579402,624.8360762381873,5.419753086419753,81.0,0.2345679012345679,-0.2229913459175096,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains,Caudata,Plethodontidae,Desmognathus,Desmognathus abditus,,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.0,1.0,0.0,,aquatic_larva,amphibio_2017,AmphiBIO_v1.zip,15185ffec078423ff7b99d1f16d4daa351a5a8861dd27e5574d05f9a58bc4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aquatic_larva,amphibio_2017,AmphiBIO_v1.zip,medium,1.0,streamside,amphibio_2017,AmphiBIO_v1.zip,low,,,,,,amphibio_2017,,,51.6693366084934,phylo_inferred_for_missing,sensitivity_only_fill_missing_with_explicit_phylo_flag,phylogenetic_inverse_distance_knn,35,auriculatus,16.804863,auriculatus;bairdi;fuscus;lycos;valtos,0.872989060617135,neighbor_consistency_score,mae,11.2445395408388,aquatic_larva,medium,,observed_source_backed,keep_observed_source_backed_value,phylogenetic_inverse_distance_knn,36,,,,,,accuracy,0.972222222222222,1.0,low,1.0,low_confidence_observed_supported_by_phylogeny,keep_observed_but_mark_phylo_support,phylogenetic_inverse_distance_knn,32,auriculatus,16.804863,auriculatus;bairdi;fuscus;lycos;valtos,0.8,weighted_vote_share,accuracy,0.71875,streamside,low,streamside,low_confidence_observed_supported_by_phylogeny,keep_observed_but_mark_phylo_support,phylogenetic_inverse_distance_knn,32,auriculatus,16.804863,auriculatus;bairdi;fuscus;lycos;valtos,0.8,weighted_vote_share,accuracy,0.71875,98.0,98.0,19.0,0.0667428876878303,0.0701842948759122,372.5,28.599957162148414,22.936044077095488,35.0921474379561,30.177575833002,24.201232383721205,37.027885547093454,True,repo_ltr_age_species_summary,results/data/ltr_age/ltr_age_species_summary.csv,a15c165c1f4aeacf50ed35ed964b078ccfd12a2ffe8f3088899b8590746dab0c,repo_ltr_age_species_summary_calibrated,results/data/ltr_age/ltr_age_species_summary_calibrated.csv,9d0e42dbb1f37ccb11b63051774309b9d7f3a085710f8c40a54339e41c27abc9,repo_ltr_substitution_rate_candidates,results/data/ltr_age/ltr_substitution_rate_candidates.csv,c9ab443998b828cdfc0c01c5706f161ef5fce4b77d563d2895d7c96d1d9be499,repo_ltr_age_species_summary;repo_ltr_age_species_summary_calibrated;repo_ltr_substitution_rate_candidates,1e-09,1.53e-09,1.227e-09,True,True,False,True,True
adatsihi,1.813133820293839,0.168063190174014,17.829576881786764,61.13381657839777,0.3571138563863565,0.0109905895934957,1.043288326147548,17.25790051336478,0.1922086803125722,0.1939075635428632,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.0389539630309467,0.947572816084308,1.880869318732772e-05,0.0,0.7672938107637539,0.2253689824372023,7.78852100559364,0.0,0.0399528849965257,0.0,55.34171369688072,0.1953313705903743,0.0018704343588137,0.0886520699784902,0.0204039537882775,5.399222306914304,10.411894921602595,0.2233944561325299,0.0171070217605372,0.4150554261913964,9.40434659366386e-05,2.5173418405653814,0.0107067841835534,4.777652582592676,0.0127738080341745,0.0437053481140632,1.3066055190039236,9.357614334213292,0.0511778100293903,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.5642321183208947,1.0877895295543325,0.4724209901575808,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6618825122017209,1.604783673238613,0.4925525240001443,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,44.0,44.0,0.8161677713620059,0.6357462497656823,1096.4808880130122,984.402421835112,5.2727272727272725,44.0,0.0909090909090909,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,1.813133820293839,0.168063190174014,17.829576881786764,61.13381657839777,0.3571138563863565,0.0109905895934957,1.043288326147548,17.25790051336478,0.1922086803125722,0.1939075635428632,1.23214102367335,1.2647266245016948,1.5039281559561104,-0.0470965025045386,-0.0166949651407333,0.5642321183208947,1.0877895295543325,0.4724209901575808,13.477850401569908,0.5114118082035026,0.2345571703490334,12.29,0.28,18.96,0.36,12.29,1.44,14.98,0.44,9.91,1.59,44.0,44.0,0.8161677713620059,0.6357462497656823,1096.4808880130122,984.402421835112,5.2727272727272725,44.0,0.0909090909090909,-0.0882205585409223,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,50.0,36.5,,,,36.5,species_description_svl_range_mid_mm,nc_biodiversity_amphibians,Desmognathus_adatsihi.html,medium,aquatic_larva,nc_biodiversity_amphibians,Desmognathus_adatsihi.html,medium,1.0,streamside,nc_biodiversity_amphibians,Desmognathus_adatsihi.html,medium,1500.0,,,nc_biodiversity_amphibians,Desmognathus_adatsihi.html,nc_biodiversity_amphibians,36.5,medium,,observed_source_backed,keep_observed_source_backed_value,phylogenetic_inverse_distance_knn,35,,,,,,mae,11.2445395408388,aquatic_larva,medium,,observed_source_backed,keep_observed_source_backed_value,phylogenetic_inverse_distance_knn,36,,,,,,accuracy,0.972222222222222,1.0,medium,,observed_source_backed,keep_observed_source_backed_value,phylogenetic_inverse_distance_knn,32,,,,,,accuracy,0.71875,streamside,medium,,observed_source_backed,keep_observed_source_backed_value,phylogenetic_inverse_distance_knn,32,,,,,,accuracy,0.71875,50.0,50.0,4.0,0.0708369346009795,0.0754818633059913,392.0,30.75870550366392,24.66727559019322,37.74093165299563,31.875666031728688,25.563034131327512,39.111442220931096,True,repo_ltr_age_species_summary,results/data/ltr_age/ltr_age_species_summary.csv,a15c165c1f4aeacf50ed35ed964b078ccfd12a2ffe8f3088899b8590746dab0c,repo_ltr_age_species_summary_calibrated,results/data/ltr_age/ltr_age_species_summary_calibrated.csv,9d0e42dbb1f37ccb11b63051774309b9d7f3a085710f8c40a54339e41c27abc9,repo_ltr_substitution_rate_candidates,results/data/ltr_age/ltr_substitution_rate_candidates.csv,c9ab443998b828cdfc0c01c5706f161ef5fce4b77d563d2895d7c96d1d9be499,repo_ltr_age_species_summary;repo_ltr_age_species_summary_calibrated;repo_ltr_substitution_rate_candidates,1e-09,1.53e-09,1.227e-09,True,False,False,True,True
aeneus,1.5363837971242391,0.1218680985346038,20.363908620596124,60.05511880637007,0.8860977948720952,0.0059027965005605,0.951538625703426,15.730321197307134,0.1572576089693414,0.1916026540224026,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,True,0.043006682413481,0.7731104486025513,2.0068259938535816e-05,0.0,0.7220773987324531,0.2265555366169157,8.081732173500827,0.0,0.0321777155622475,0.0,53.26221599567443,0.1440997391234576,0.0016593775201177,0.1016918935865425,0.0155202570828652,8.032028846534256,10.524334143864934,0.1859451382284954,0.0090854364277735,1.0477431141890183,2.0068259938535816e-05,2.0612260963761675,0.00684675513743,4.346270686290434,0.0069796070182231,0.0273423352242571,1.018875858786232,9.259033030508242,0.070401596478777,repo_dnapipete_superfamily_breakdown,results/data/dnaPipeTE_superfamily_breakdown.csv,55a2bc1d7cc708aae6eb6aabc3d8a1e85e24c9e6af4aa99175eb8236d583e373,True,0.5727123527434934,1.1024614208493546,0.4787929115860934,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,True,0.6810297452278589,1.641561554275604,0.5038406735708519,repo_diversity_superfamily_stats,results/data/diversity_superfamily_stats.csv,efb9c93176dea97266d7a2171b7c6e6b62b911d849a9b8be1d47cd675c5fdcf9,True,27.0,27.0,0.6974118005105626,0.5762817186320965,276.42377114015665,486.8480571306525,5.481481481481482,27.0,0.3333333333333333,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,1.5363837971242391,0.1218680985346038,20.363908620596124,60.05511880637007,0.8860977948720952,0.0059027965005605,0.951538625703426,15.730321197307134,0.1572576089693414,0.1916026540224026,1.0814451703033638,1.3395953532699822,1.5813092362717844,0.0448387468173333,-0.1914794212393441,0.5727123527434934,1.1024614208493546,0.4787929115860934,15.229521384401314,0.6499923908864085,0.4364731542900739,14.23,0.43,20.0,0.41,13.4,1.81,15.68,0.43,10.94,1.33,27.0,27.0,0.6974118005105626,0.5762817186320965,276.42377114015665,486.8480571306525,5.481481481481482,27.0,0.3333333333333333,-0.1565107084466167,repo_dnapipete_order_breakdown,results/data/dnaPipeTE_order_breakdown.csv,93d2d552a55413d845cac9204b06f6382de79744de104c3df88a3e75e9f0e2ff,repo_diversity_order_stats,results/data/diversity_order_stats.csv,0dfe973a52ee6af82a79707627a0b79a035b498b4d31e4b10469fac193a22c87,repo_divergence_summary_statistics_by_species,results/data/divergence/divergence_summary_statistics_by_species.csv,d22265d56becc5f50d39271a099ec3a0f3d10cb4206faddb8569bd8acfd159a4,repo_ectopic_recombination_filtered_3000bp_5plusdomains,results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,f297da71a75736dc79c346c1a063b6bfce08840530ec9146f49741f04bf9f5cb,repo_divergence_summary_statistics_by_species;repo_diversity_order_stats;repo_dnapipete_order_breakdown;repo_ectopic_recombination_filtered_3000bp_5plusdomains,Caudata,Plethodontidae,Desmognathus,Desmognathus aeneus,,2.0,2.0,57.0,18.0,19.0,4.0,3.0,20.0,1.0,1.9,1.9,1.0,,,,,,,,,,1.0,0.0,0.0,,direct_development,amphibio_2017,AmphiBIO_v1.zip,15185ffec078423ff7b99d1f16d4daa351a5a8861dd27e5574d05f9a58bc4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,,,,,29.3,manual_adult_svl_max_mm,bruce_2014_reproductive_allometry_article,Table 4; Bruce_2014_reproductive_allometry_dusky_salamanders.pdf,medium,direct_development,amphibio_2017,AmphiBIO_v1.zip,medium,1.0,streamside,nc_biodiversity_amphibians,Desmognathus_aeneus.html,medium,,,,,,amphibio_2017;bruce_2014_reproductive_allometry_article;nc_biodiversity_amphibians,29.3,medium,,observed_source_backed,keep_observed_source_backed_value,phylogenetic_inverse_distance_knn,35,,,,,,mae,11.2445395408388,direct_development,medium,,observed_source_backed,keep_observed_source_backed_value,phylogenetic_inverse_distance_knn,36,,,,,,accuracy,0.972222222222222,1.0,medium,,observed_source_backed,keep_observed_source_backed_value,phylogenetic_inverse_distance_knn,32,,,,,,accuracy,0.71875,streamside,medium,,observed_source_backed,keep_observed_source_backed_value,phylogenetic_inverse_distance_knn,32,,,,,,accuracy,0.71875,33.0,33.0,9.0,0.0517241379310344,0.0536581346507163,232.0,21.865580542264183,17.53533812114912,26.82906732535815,21.865580542264183,17.53533812114912,26.82906732535815,True,repo_ltr_age_species_summary,results/data/ltr_age/ltr_age_species_summary.csv,a15c165c1f4aeacf50ed35ed964b078ccfd12a2ffe8f3088899b8590746dab0c,repo_ltr_age_species_summary_calibrated,results/data/ltr_age/ltr_age_species_summary_calibrated.csv,9d0e42dbb1f37ccb11b63051774309b9d7f3a085710f8c40a54339e41c27abc9,repo_ltr_substitution_rate_candidates,results/data/ltr_age/ltr_substitution_rate_candidates.csv,c9ab443998b828cdfc0c01c5706f161ef5fce4b77d563d2895d7c96d1d9be499,repo_ltr_age_species_summary;repo_ltr_age_species_summary_calibrated;repo_ltr_substitution_rate_candidates,1e-09,1.53e-09,1.227e-09,True,True,False,True,True
