source_id,local_path,sha256,exists,origin
amphibio_2017,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/AmphiBIO_v1.zip,15185ffec078423ff7b99d1f16d4daa351a5a8861dd27e5574d05f9a58bc4626,True,external_raw_inventory
bruce_2014_reproductive_allometry_article,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/Bruce_2014_reproductive_allometry_dusky_salamanders.pdf,f360418aedef2097ab53817b5b7de282560ec2133668db914ae470d5637b439b,True,external_raw_inventory
bruce_2016_gompertz_dusky_salamanders_article,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/Bruce_2016_gompertz_dusky_salamanders.pdf,6cf488efe4eaed5c3907b8a10abf68796c26b696328a7f5329c32fab4a25b7c3,True,external_raw_inventory
canada_ochrophaeus_status_report,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/Canada_Allegheny_Mountain_Dusky_ochrophaeus.html,e89bea336601fb8df1d11d0f3b8ee8505e2787d74cfd180e5ec234357fc79b90,True,external_raw_inventory
felix_2001_welteri_thesis,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/Felix_2001_welteri_natural_history.pdf,afd4838b3c149102002c61f9dd44c94e0d6472cec5259aabb4e8cb78f880c94b,True,external_raw_inventory
unmapped_source,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/Graham_etal_2010_auriculatus_decline.pdf,f1b3a529c15bf4f88fbb36a34fe6e7d5f0ecfddf68516373053468b4781b6453,True,external_raw_inventory
kessler_crawford_peterman_hocking_2024_wrighti_article,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/Kessler_etal_2024_wrighti_reproductive_ecology.pdf,4602064037284e0e1fd2d6d4705c444b49a3d6695125b68effbd5cfdba3c0a44,True,external_raw_inventory
kozak_larson_bonett_harmon_2005_ecomorphology_article,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/Kozak_etal_2005_desmognathus_ecomorphology.pdf,2770a5c6631f0789c97abc040f2107f68361fd66d9c6eed414b591c60e6e86bc,True,external_raw_inventory
pyron_beamer_2023_conanti_fuscus_appendix_s1,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/Pyron_Beamer_conanti_fuscus_Appendix_S1.csv,fccff98f579019f755f3bf38bbb2f50d619ef50690f758c95a6925d49bf609b9,True,external_raw_inventory
vhs_northern_pygmy_salamander_organi,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/VHS_pygmy_salamander_organi.html,d1bc4cdd37e44deccf5cf74c861513f7fc4339e4236601bc62c3f2d7b39265ae,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_adatsihi.html,7b7f663ac0ff535932ecd095563df8669ddb7ab0294c1cbe526b4b2f12691504,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_aeneus.html,f7f8d57797efdae136afd17058a86a5f6117bbac522e7d702668149213446db9,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_amphileucus.html,58383ad2438d2525920564ac63af5fc1e9d542e3a7ba30f4e356dc1c9e7ba2e8,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_anicetus.html,7152877e1be9e88b97bc75066c0b65385cf6b2823b56b89d36bad1414258f932,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_aureatus.html,72751dc0911c998177cf52d21f1d7505f036776d70c351eb70b83d2f108092dc,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_bairdi.html,6470242c29f5276e5d7ba68d8d3dc8311b742c83c61e4f77be190ba4db8f0a7b,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_balsameus.html,9986294b6002e7435916d1aaaaa8c01c32c42baf811943750e5e2405d62e9db4,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_campi.html,456dbb853723816dcb5e9195dd83af1b59272deba54a0f310489105317e484f6,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_carolinensis.html,9cb336a99b371b4a84d46c192ed0f7ece67bb4b783e92ae937408ed0adc0080d,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_conanti.html,31b3ea6c50490c667909b117e7e6986217ecdad4e2394c5b83b3850964dd7ea1,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_folkertsi.html,7dc8c2d1ee23bde0ccea97fadff094008f396da6863906745afbb22a0e746480,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_fuscus.html,201c4a793469a7f27213f29a0029965141eba26976762b552430057c167a1c2e,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_gvnigeusgwotli.html,8cdc715e18ae9a385adde44edb7d90f9ccafa9b75fc1e82ae1a0fef29a9788c2,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_imitator.html,05c40a1c8abd32935ea24b4c1a733a79a0194ae8859c3960d43165671c9bf383,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_intermedius.html,c6c3cffeb36776a9ff1aea95f541b3f5b8cf5019e446f6b1d3c7c5c936fc81a3,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_kanawha.html,ea933e7f75e58fa192a12605fb78a7c99d709b21c098f65679138e4c6ff20010,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_lycos.html,34cae1ddf34ecc22b2ad36aa3f1eb4c47c2be1208121368acb0341b9213a4be5,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_marmoratus.html,04327c5b4a4e68a5b3112f6b3a620177c8ff16f7d265d74c50e7f0c8bcc5b87c,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_mavrokoilius.html,05203ee03ac70ec31a9200c4c9f5c5dd114d60fb0289ca56124d1620ef9131ba,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_monticola.html,bf7f6a126646569d2d967954faa5b23639ee6cd16f076c54d9949cec092ba90a,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_ocoee.html,d107d5f759a16b394152f17746979be60a6223408dfbb7cbf690e5257952efc4,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_orestes.html,f3743b496f025598628fdcc716c45792a0329c397a95ec5da11c82147e87ee42,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_organi.html,87776bd0c9321dadd2e281fcfcaf5b0d7a4e4796012c9284187bae22ca7313a7,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_perlapsus.html,7f8d52b1b70d90130e10407edb13897b774ed3d2a7e1f476bf7d8f8ebc1c15dc,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_santeetlah.html,049f1a94ad6c63a513404a6606ee1ae68ed5e718ad7b117ff88a71c8e6010d9e,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_tilleyi.html,4da2eb65d8802e1fcb2a77b07673662aa4cf0cdb0a8bfd99f32a21c144a68a9a,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_valtos.html,9076033e2c9434c094643ece9b2e270a28859b6c46c90a221c3b947796b5b541,True,external_raw_inventory
nc_biodiversity_amphibians,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/nc_biodiversity_species/Desmognathus_wrighti.html,ec11ab0b1c295223eb698b5c7c79607761fab95e7a1c88fbad845e866f1e13eb,True,external_raw_inventory
pyron_beamer_2022_ocoee_treatmentbank,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/plazi_treatments/Desmognathus_perlapsus_treatment.xhtml,5aaaa169f42715f58411c9091bfa820a53fe3d127f15512bbb2407e30b160d32,True,external_raw_inventory
pyron_oconnell_lamb_beamer_2022_pascagoula_treatmentbank,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/web_sources/Desmognathus_pascagoula_plazi.xhtml,50be0c7a2d4e0045c8315ba295981d5ee5448ec1dc93cddc6ae209be8f159d00,True,external_raw_inventory
means_lamb_bernardo_2017_valentinei_article,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/web_sources/Desmognathus_valentinei_aquila.html,258608909c8eb78b4ec37b32a96769869651a4b6b568d333f52c1c438c7ff061,True,external_raw_inventory
louisianaherps_valentinei,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/web_sources/Desmognathus_valentinei_louisianaherps.html,05fe395f2f7ff7e3950789ea17d54e5372f646a2bdde1ea7ce0401e85a7eed44,True,external_raw_inventory
means_lamb_bernardo_2017_valentinei_article,/home/jake/Projects/Desmognathus_TE/path_analysis/data/external/raw/web_sources/Desmognathus_valentinei_zootaxa4263.html,bb3f790ad77b5d82affae71379004f123668fee4851b19675de8c36114922814,True,external_raw_inventory
repo_dnapipete_order_breakdown,/home/jake/Projects/Desmognathus_TE/results/data/dnaPipeTE_order_breakdown.csv,47bc6e616a8d69e035ea05e7b07bf09759ea36ef419f0f22b6db3570f3c06a57,True,tracked_input
repo_dnapipete_superfamily_breakdown,/home/jake/Projects/Desmognathus_TE/results/data/dnaPipeTE_superfamily_breakdown.csv,6e31027d69e45ec9426644d3a8c245b6c490fdaee6406946a9f0485f8cdf58f4,True,tracked_input
repo_diversity_order_stats,/home/jake/Projects/Desmognathus_TE/results/data/diversity_order_stats.csv,bbd53d9292263c7edd17504051d26de01b9e67f134d24648cced209dd6a711c9,True,tracked_input
repo_diversity_superfamily_stats,/home/jake/Projects/Desmognathus_TE/results/data/diversity_superfamily_stats.csv,b1e63672e87f5041b0386a6097a8ecd0e50abee8e78578cde16ebb163513fa3d,True,tracked_input
repo_divergence_summary_statistics_by_species,/home/jake/Projects/Desmognathus_TE/results/data/divergence/divergence_summary_statistics_by_species.csv,cc7fe7dfc86e1b58ac086635c8f99a7661c9de651948b610ca8b51e97890c5a2,True,tracked_input
repo_ectopic_recombination_filtered_3000bp_5plusdomains,/home/jake/Projects/Desmognathus_TE/results/data/ectopic_recombination_filtered_3000bp_5+domains_no_unknown_species.csv,5ab614026e6f63dac908301151186de0b1cf3def81b5a4513dcb64e6947ed22b,True,tracked_input
repo_desmognathus_phylogeny_tree,/home/jake/Projects/Desmognathus_TE/input_data/phylogeny/desmo900dated_test.tre,1cf561526405c794b70d5767182eefe84dfa1552f9f9c0be6b36c465b19301aa,True,tracked_input
cellprofiler_final_species_results,/home/jake/Projects/cellprofiler_test/output/qc_report_blockbalanced/final_species_results.csv,8ead336056a30b6e5757dc26b99d5b1327748f5ebc76d684d0d69f74bb7a2daf,True,tracked_input
cellprofiler_species_morphology_summary,/home/jake/Projects/cellprofiler_test/output/publication_analysis/species_morphology_summary.csv,f631af105095e23746abad558af462e0853b1526b09164687fe3007e4a054310,True,tracked_input
