analysis_type,replicate_id,tree_id,evolutionary_model,generating_class,residual_regime,n_species,rank,model,k,q,C,p,CICc,delta_CICc,l,w,globally_supported,delta_competitive,admissible_competitive,stored_warning_count,runtime_warning_count,path_trait_definition
measurement_bootstrap,measurement_0027,focal_primary,lambda,,,24,2,iod_bridge,1,5,6.668978971319085,0.0356327726101759,20.002312304652417,6.169440868171984,0.0457428202461731,0.0422936296430866,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0027,focal_primary,lambda,,,24,3,cell_collider,1,5,7.77223576519022,0.0205248715354232,21.105569098523556,7.27269766204312,0.0263483709082054,0.0243615989327537,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0027,focal_primary,lambda,,,24,4,iod_cell_only,2,4,14.441214736509306,0.0060122076235397,24.54647789440404,10.713606457923609,0.0047159578737881,0.0043603558908915,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0027,focal_primary,lambda,,,24,5,nucleus_bridge,1,5,12.66084227505813,0.0017812834458089,25.994175608391465,12.161304171911029,0.0022866850514421,0.0021142599025508,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0027,focal_primary,lambda,,,24,6,iod_collider,1,5,12.830263571077158,0.0016366042131578,26.16359690441049,12.330725467930057,0.0021009561382049,0.0019425356881671,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0027,focal_primary,lambda,,,24,7,nucleus_cell_only,2,4,20.43307804024835,0.0004100835523350721,30.538341198143087,16.705469761662656,0.0002357508853889313,0.00021797433085694767,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0027,focal_primary,lambda,,,24,8,nucleus_collider,1,5,18.838513571094964,8.114630601074868e-05,32.17184690442829,18.33897546794786,0.0001041698587449493,9.631503702704296e-05,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0027,focal_primary,lambda,,,24,9,iod_nucleus_only,2,4,25.50749254241405,3.97685154386318e-05,35.61275570030878,21.77988426382835,1.864482124041506e-05,1.723892755321839e-05,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0027,focal_primary,lambda,,,24,10,independent,3,3,39.44101290736234,5.865080384692689e-07,46.64101290736234,32.80814147088191,7.512813342768279e-08,6.946317332133976e-08,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0028,focal_primary,lambda,,,24,1,cell_bridge,1,5,0.9634166074811756,0.6177272242076857,14.296749940814507,0.0,1.0,0.7735732759862312,True,True,True,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0028,focal_primary,lambda,,,24,2,cell_collider,1,5,4.695883418479045,0.0955656618382777,18.029216751812378,3.7324668109978703,0.1547052778204051,0.1196758685758908,True,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0028,focal_primary,lambda,,,24,3,iod_bridge,1,5,6.107109189561434,0.0471908814449067,19.440442522894767,5.143692582080259,0.0763943688987241,0.0590966422158866,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0028,focal_primary,lambda,,,24,4,iod_cell_only,2,4,10.80299260804048,0.0288696461087857,20.908255765935216,6.611505825120709,0.0366715909382052,0.0283681627376943,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0028,focal_primary,lambda,,,24,5,iod_collider,1,5,8.374846789047922,0.0151853611941052,21.70818012238125,7.411430181566747,0.0245826322671507,0.0190164673752646,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0028,focal_primary,lambda,,,24,6,nucleus_bridge,1,5,18.085543211157784,0.00011824265986060124,31.41887654449112,17.12212660367661,0.0001914156527783127,0.00014807403359476227,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0028,focal_primary,lambda,,,24,7,nucleus_cell_only,2,4,22.78142662963683,0.00014001429281684796,32.886689787531566,18.58993984671706,9.188526090400156e-05,7.107998229235805e-05,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0028,focal_primary,lambda,,,24,8,nucleus_collider,1,5,20.7150273163502,3.1753307711102075e-05,34.04836064968353,19.751610708869023,5.140344551240515e-05,3.976433174201098e-05,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0028,focal_primary,lambda,,,24,9,iod_nucleus_only,2,4,26.82213650591164,2.1594504154509583e-05,36.92739966380637,22.630649722991866,1.2184756416866144e-05,9.425801938489397e-06,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0028,focal_primary,lambda,,,24,10,independent,3,3,33.785757523877166,7.399473372693421e-06,40.98575752387717,26.68900758306266,1.6016058247961574e-06,1.2389594647261931e-06,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0029,focal_primary,lambda,,,24,1,cell_bridge,1,5,0.9960105225804924,0.6077417373884035,14.329343855913825,0.0,1.0,0.81813950307768,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0029,focal_primary,lambda,,,24,2,cell_collider,1,5,4.374051935388107,0.1122500880787615,17.70738526872144,3.378041412807613,0.1847003112886805,0.1511106208960139,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0029,focal_primary,lambda,,,24,3,iod_bridge,1,5,8.897269293614382,0.0116945232295818,22.230602626947714,7.9012587710338895,0.0192425869578016,0.0157431205315849,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0029,focal_primary,lambda,,,24,4,iod_cell_only,2,4,13.271321229002488,0.0100234176857392,23.376584386897225,9.0472405309834,0.0108496737834221,0.0088765467177239,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0029,focal_primary,lambda,,,24,5,iod_collider,1,5,11.735895030056652,0.0028286731891319,25.069228363389986,10.739884507476155,0.0046544000767289,0.0038079485658997,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0029,focal_primary,lambda,,,24,6,nucleus_bridge,1,5,13.904792725463992,0.000956340666448008,27.238126058797324,12.9087822028835,0.0015735971509174,0.001287421991096,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0029,focal_primary,lambda,,,24,7,nucleus_cell_only,2,4,18.278844660852094,0.0010884601333485,28.384107818746838,14.05476396283301,0.000887251583761441,0.0007258955698434699,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0029,focal_primary,lambda,,,24,8,nucleus_collider,1,5,16.886275026186425,0.00021537335239252275,30.21960835951976,15.890264503605932,0.0003543830201921038,0.00028993474803913524,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0029,focal_primary,lambda,,,24,9,iod_nucleus_only,2,4,25.783544319800807,3.498904918131096e-05,35.88880747769554,21.55946362178172,2.0817182909122057e-05,1.703135968074629e-05,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0029,focal_primary,lambda,,,24,10,independent,3,3,32.99622199163118,1.0503399166750247e-05,40.19622199163118,25.86687813571735,2.415899037549425e-06,1.976542438066532e-06,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0030,focal_primary,lambda,,,24,1,cell_bridge,1,5,0.0889237997078767,0.9565120426479176,13.422257133041208,0.0,1.0,0.8607616206878898,True,True,True,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0030,focal_primary,lambda,,,24,2,cell_collider,1,5,4.437563125389548,0.1087415228675605,17.77089645872288,4.348639325681672,0.1136854718175118,0.0978560909703089,True,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0030,focal_primary,lambda,,,24,3,iod_bridge,1,5,7.770817980189306,0.0205394266213135,21.10415131352264,7.6818941804814305,0.0214732546016401,0.0184833534323514,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0030,focal_primary,lambda,,,24,4,iod_cell_only,2,4,12.208381105578852,0.0158671281119479,22.31364426347359,8.891387130432383,0.011728968404774,0.0100958458530903,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0030,focal_primary,lambda,,,24,5,nucleus_bridge,1,5,10.348521429432433,0.0056604000179425,23.681854762765767,10.259597629724558,0.0059177509174613,0.0050937728705412,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0030,focal_primary,lambda,,,24,6,iod_collider,1,5,10.93986434698596,0.0042115178008514,24.27319768031929,10.850940547278084,0.0044029950623441,0.0037899291657441,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0030,focal_primary,lambda,,,24,7,nucleus_cell_only,2,4,14.78608455482198,0.0051660897301093,24.89134771271672,11.469090579675507,0.0032323518174522,0.0027822843890236,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0030,focal_primary,lambda,,,24,8,nucleus_collider,1,5,13.56171556104345,0.0011353006417536,26.89504889437678,13.472791761335571,0.0011869172484338,0.0010216528143843,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0030,focal_primary,lambda,,,24,9,iod_nucleus_only,2,4,21.33253354123276,0.00027203895767258235,31.43779669912749,18.01553956608628,0.00012245465215035656,0.0001054042648457127,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0030,focal_primary,lambda,,,24,10,independent,3,3,28.93914303341896,6.247158470473746e-05,36.13914303341896,22.716885900377758,1.1670538716869687e-05,1.004555182023352e-05,False,False,False,5,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0031,focal_primary,lambda,,,24,1,cell_bridge,1,5,0.1581034652098878,0.9239921226891884,13.49143679854322,0.0,1.0,0.9099389453027176,True,True,True,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0031,focal_primary,lambda,,,24,2,cell_collider,1,5,5.902623714876192,0.0522710887337186,19.235957048209524,5.744520249666305,0.0565709246325485,0.0514760874949407,True,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0031,focal_primary,lambda,,,24,3,iod_bridge,1,5,8.275553550203236,0.0159582909647776,21.60888688353657,8.11745008499335,0.017271024906936,0.0157155781881143,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0031,focal_primary,lambda,,,24,4,nucleus_bridge,1,5,9.441793107087356,0.0089071891954959,22.775126440420685,9.283689641877466,0.0096398973289647,0.0087717180083446,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0031,focal_primary,lambda,,,24,5,iod_collider,1,5,10.329499037970626,0.0057144940320154,23.66283237130396,10.171395572760735,0.0061845700755369,0.0056275811716847,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0031,focal_primary,lambda,,,24,6,iod_cell_only,2,4,14.178177265079428,0.0067475718725743,24.283440422974166,10.792003624430947,0.0045346752294396,0.0041262775955666,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0031,focal_primary,lambda,,,24,7,nucleus_cell_only,2,4,15.344416821963549,0.0040376803046113,25.44967997985828,11.958243181315062,0.0025310486127805,0.0023030997052233,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0031,focal_primary,lambda,,,24,8,nucleus_collider,1,5,12.5243165954102,0.0019071252075444,25.85764992874353,12.366213130200316,0.0020640059159746,0.0018781193662805,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0031,focal_primary,lambda,,,24,9,iod_nucleus_only,2,4,20.79987014561344,0.00034695085621416766,30.905133303508173,17.413696504964953,0.00016544888670958608,0.00015054838547402956,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0031,focal_primary,lambda,,,24,10,independent,3,3,28.756439348257015,6.764461199937344e-05,35.95643934825702,22.4650025497138,1.3236911899794843e-05,1.2044781653164314e-05,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0032,focal_primary,lambda,,,24,1,cell_bridge,1,5,0.040656487895489,0.9798769818241846,13.373989821228822,0.0,1.0,0.9546055490598832,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0032,focal_primary,lambda,,,24,2,cell_collider,1,5,6.989280958979297,0.0303596613957474,20.32261429231263,6.948624471083807,0.0309831355964995,0.0295766731676932,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0032,focal_primary,lambda,,,24,3,iod_bridge,1,5,9.586864356567462,0.0082839764499889,22.9201976899008,9.546207868671974,0.008454098426281,0.0080703292700263,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0032,focal_primary,lambda,,,24,4,nucleus_bridge,1,5,10.575658346160008,0.0050527169368089,23.90899167949334,10.535001858264518,0.0051564808955942,0.0049224052765555,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0032,focal_primary,lambda,,,24,5,iod_cell_only,2,4,16.57614531554676,0.0023359383849943,26.681408473441497,13.307418652212675,0.0012892310467807,0.0012307071112772,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0032,focal_primary,lambda,,,24,6,nucleus_cell_only,2,4,17.564939305139305,0.0015006188644078,27.67020246303404,14.29621264180522,0.0007863517701740811,0.0007506557633212399,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0032,focal_primary,lambda,,,24,7,iod_collider,1,5,15.082987663306866,0.0005306043958307471,28.4163209966402,15.042331175411377,0.0005415010309181795,0.0005169198889361416,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0032,focal_primary,lambda,,,24,8,nucleus_collider,1,5,16.082509318302133,0.0003219048158237259,29.415842651635465,16.041852830406643,0.00032851554000627617,0.00031360275744239533,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0032,focal_primary,lambda,,,24,9,iod_nucleus_only,2,4,25.6693736748696,3.689229412662254e-05,35.77463683276433,22.400647011535508,1.366977309985036e-05,1.3049241255506676e-05,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0032,focal_primary,lambda,,,24,10,independent,3,3,38.154777940588296,1.0477453917800972e-06,45.35477794058829,31.98078811935947,1.136213895967424e-07,1.0846360900094519e-07,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0033,focal_primary,lambda,,,24,1,cell_bridge,1,5,2.235704027009339,0.32698139245717,15.569037360342673,0.0,1.0,0.6657448893008948,True,True,True,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0033,focal_primary,lambda,,,24,2,iod_bridge,1,5,4.130177863868155,0.1268070128736194,17.463511197201488,1.8944738368588163,0.3878110981199928,0.258183256587553,True,True,True,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0033,focal_primary,lambda,,,24,3,cell_collider,1,5,8.621205236854703,0.0134254567284149,21.954538570188035,6.385501209845364,0.0410587789951184,0.027334672276935,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0033,focal_primary,lambda,,,24,4,iod_collider,1,5,9.239206655704796,0.009856705166226,22.572539989038127,7.003502628695456,0.0301445445936716,0.0200685765035398,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0033,focal_primary,lambda,,,24,5,iod_cell_only,2,4,12.751383100722858,0.0125566875478581,22.856646258617594,7.287608898274923,0.0261526580036539,0.0174109984075667,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0033,focal_primary,lambda,,,24,6,nucleus_bridge,1,5,10.708516028614987,0.0047279762871104,24.041849361948323,8.472812001605652,0.0144594658784129,0.0096263155105741,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0033,focal_primary,lambda,,,24,7,nucleus_cell_only,2,4,19.329721265469693,0.0006769545994869119,29.43498442336443,13.86594706302176,0.0009750970714010724,0.0006491658918575337,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0033,focal_primary,lambda,,,24,8,nucleus_collider,1,5,16.26273521641122,0.0002941656222649192,29.59606854974455,14.02703118940188,0.0008996402518635763,0.0005989308998875457,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0033,focal_primary,lambda,,,24,9,iod_nucleus_only,2,4,20.39291308027937,0.0004176531760399227,30.49817623817411,14.92913887783144,0.0005730317464166805,0.0003814929565840714,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0033,focal_primary,lambda,,,24,10,independent,3,3,34.12314710897072,6.368881674601035e-06,41.32314710897072,25.754109748628046,2.5560310482655378e-06,1.7016646072771905e-06,False,False,False,2,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0034,focal_primary,lambda,,,24,1,cell_bridge,1,5,0.7073901498953149,0.7020890192497868,14.040723483228646,0.0,1.0,0.6282447479999452,True,True,True,3,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0034,focal_primary,lambda,,,24,2,cell_collider,1,5,2.648205196305498,0.2660415982169997,15.98153852963883,1.940815046410183,0.3789285844425781,0.2380598930431034,True,True,True,3,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0034,focal_primary,lambda,,,24,3,iod_cell_only,2,4,8.30623603886179,0.0809829980228614,18.411499196756527,4.37077571352788,0.1124341168635795,0.0706361434155559,True,False,False,3,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0034,focal_primary,lambda,,,24,4,iod_bridge,1,5,5.658030842556292,0.0590709850822667,18.991364175889625,4.950640692660979,0.0841360332702348,0.0528580210195737,True,False,False,3,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0034,focal_primary,lambda,,,24,5,iod_collider,1,5,10.445870375281856,0.0053914808709985,23.77920370861519,9.738480225386542,0.0076791983967496,0.0048244160616075,False,False,False,3,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0034,focal_primary,lambda,,,24,6,nucleus_cell_only,2,4,14.680828273294544,0.0054111087377586,24.78609143118928,10.745367947960634,0.0046416564914787,0.0029160963127914,False,False,False,3,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0034,focal_primary,lambda,,,24,7,nucleus_bridge,1,5,12.032623076989047,0.0024386478856576,25.36595641032238,11.325232927093731,0.0034734169297554,0.0021821559437329,False,False,False,3,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0034,focal_primary,lambda,,,24,8,nucleus_collider,1,5,16.71634882442515,0.0002344719924920469,30.049682157758483,16.008958674529836,0.00033396333807163547,0.00020981071316803512,False,False,False,3,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0034,focal_primary,lambda,,,24,9,iod_nucleus_only,2,4,22.374379666981444,0.0001687985700593586,32.47964282487618,18.438919341647534,9.909221558498562e-05,6.225416400894553e-05,False,False,False,3,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0034,focal_primary,lambda,,,24,10,independent,3,3,29.810424396012504,4.270816279405842e-05,37.0104243960125,22.969700912783857,1.0284728258127402e-05,6.461326512775165e-06,False,False,False,3,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0035,focal_primary,lambda,,,24,1,cell_bridge,1,5,1.2237840016472377,0.5423238206772778,14.55711733498057,0.0,1.0,0.7888197484286834,True,True,True,1,0,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0035,focal_primary,lambda,,,24,2,iod_bridge,1,5,5.092366871031863,0.0783802391138168,18.4257002043652,3.8685828693846265,0.1445266391137534,0.114005467106954,True,False,False,1,0,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0035,focal_primary,lambda,,,24,3,cell_collider,1,5,7.025355286195324,0.0298169682517845,20.358688619528657,5.801571284548087,0.0549800084653258,0.0433693164462252,False,False,False,1,0,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0035,focal_primary,lambda,,,24,4,nucleus_bridge,1,5,8.66509514004371,0.013134044934006,21.998428473377043,7.441311138396474,0.0242180860092106,0.0191037045132097,False,False,False,1,0,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0035,focal_primary,lambda,,,24,5,iod_cell_only,2,4,12.117722157227186,0.0164969896457717,22.222985315121925,7.665867980141355,0.0216460131832514,0.0170748026736964,False,False,False,1,0,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0035,focal_primary,lambda,,,24,6,iod_collider,1,5,9.56596478189975,0.008370996118823,22.89929811523308,8.34218078025251,0.0154354203146914,0.0121757643695258,False,False,False,1,0,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0035,focal_primary,lambda,,,24,7,nucleus_cell_only,2,4,15.690450426239035,0.0034639441075831,25.79571358413377,11.238596249153202,0.0036271860484895,0.0028611959862735,False,False,False,1,0,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0035,focal_primary,lambda,,,24,8,nucleus_collider,1,5,13.33315315854613,0.0012727484547663,26.66648649187946,12.109369156898891,0.0023468422485607,0.0018512355121114,False,False,False,1,0,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0035,focal_primary,lambda,,,24,9,iod_nucleus_only,2,4,18.425520029577992,0.0010188078655498,28.53078318747273,13.97366585249216,0.0009239681780586714,0.0007288443457723501,False,False,False,1,0,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0035,focal_primary,lambda,,,24,10,independent,3,3,29.924473226641204,4.062953555028504e-05,37.1244732266412,22.567355891660632,1.2576532937490738e-05,9.920617547856497e-06,False,False,False,1,0,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0036,focal_primary,lambda,,,24,1,cell_bridge,1,5,1.2135561439098292,0.545104329723049,14.54688947724316,0.0,1.0,0.5723239479189458,True,True,True,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0036,focal_primary,lambda,,,24,2,cell_collider,1,5,2.20731517094176,0.3316558031098089,15.540648504275092,0.9937590270319312,0.6084262865391529,0.3482169343297517,True,True,True,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0036,focal_primary,lambda,,,24,3,iod_cell_only,2,4,10.043974328329028,0.0396934193054147,20.14923748622376,5.6023480089806,0.0607387132290912,0.0347622201467901,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0036,focal_primary,lambda,,,24,4,iod_bridge,1,5,7.836659157387267,0.0198742654285687,21.1699924907206,6.623103013477438,0.0364595625917449,0.0208666808019053,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0036,focal_primary,lambda,,,24,5,iod_collider,1,5,7.968016867246557,0.0186108891084927,21.30135020057989,6.754460723336729,0.0341418845782207,0.0195402181712002,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0036,focal_primary,lambda,,,24,6,nucleus_cell_only,2,4,15.539625949340644,0.0037034239546601,25.64488910723538,11.097999629992218,0.0038913473650106,0.0022271112866668,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0036,focal_primary,lambda,,,24,7,nucleus_bridge,1,5,13.332310778398885,0.0012732846366909,26.665644111732213,12.118754634489052,0.0023358549313631,0.0013368657160837,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0036,focal_primary,lambda,,,24,8,nucleus_collider,1,5,14.97116678696641,0.0005611157232097153,28.304500120299743,13.757610643056582,0.0010293730807363,0.0005891348654484869,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0036,focal_primary,lambda,,,24,9,independent,3,3,25.14649882515473,0.0003207714881480195,32.346498825154725,17.799609347911563,0.00013641556939343892,7.807389723286388e-05,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0036,focal_primary,lambda,,,24,10,iod_nucleus_only,2,4,22.80782594435368,0.00013832549549586126,32.913089102248414,18.36619962500525,0.00010276149755499575,5.8812865974738267e-05,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0037,focal_primary,lambda,,,24,1,cell_bridge,1,5,0.7596427424648166,0.6839835774441425,14.092976075798148,0.0,1.0,0.7823867876956222,True,True,True,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0037,focal_primary,lambda,,,24,2,cell_collider,1,5,3.99393423859492,0.1357463620669352,17.327267571928253,3.234291496130105,0.1984643587119179,0.1552758920846891,True,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0037,focal_primary,lambda,,,24,3,iod_bridge,1,5,7.307425397185729,0.0258948104625885,20.64075873051906,6.547782654720912,0.0378588190075416,0.0296202397892604,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0037,focal_primary,lambda,,,24,4,iod_cell_only,2,4,11.30135963578065,0.0233779796518731,21.406622793675385,7.313646717877237,0.025814385654503,0.0201968342685626,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0037,focal_primary,lambda,,,24,5,iod_collider,1,5,9.259308821218692,0.0097581308261794,22.592642154552024,8.499666078753876,0.014266615673205,0.0111620116078469,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0037,focal_primary,lambda,,,24,6,nucleus_bridge,1,5,14.799047753974016,0.0006115438619302971,28.13238108730735,14.039405011509205,0.0008940914403463698,0.0006995253299187483,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
measurement_bootstrap,measurement_0037,focal_primary,lambda,,,24,7,nucleus_cell_only,2,4,18.792981992568937,0.0008630631873817185,28.898245150463676,14.805269074665524,0.0006096445123365748,0.0004769778116432769,False,False,False,4,1,relative_nuclear_iod_index; not_absolute_genome_size
