analysis_type,replicate_id,tree_id,evolutionary_model,generating_class,residual_regime,n_species,rank,model,k,q,C,p,CICc,delta_CICc,l,w,globally_supported,delta_competitive,admissible_competitive,stored_warning_count,runtime_warning_count,path_trait_definition
published_bootstrap_tree_sensitivity,published_bootstrap_095,published_bootstrap_095,lambda,,,18,9,iod_collider,1,5,11.957231541274377,0.0025323291916852,26.95723154127437,10.110791002804069,0.0063748450035487,0.0027639221778127,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_095,published_bootstrap_095,lambda,,,18,10,independent,3,3,24.46590285754341,0.0004286010130484241,32.18018857182912,15.333748033358813,0.0004680787454559528,0.00020294347938001116,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_096,published_bootstrap_096,lambda,,,18,1,cell_bridge,1,5,1.8464405298303277,0.3972377683245872,16.84644052983033,0.0,1.0,0.4335669636782473,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_096,published_bootstrap_096,lambda,,,18,2,nucleus_bridge,1,5,2.4389631520898494,0.2953832609951966,17.438963152089848,0.5925226222595192,0.7435930934790577,0.3223973997518302,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_096,published_bootstrap_096,lambda,,,18,3,nucleus_cell_only,2,4,8.453626259953676,0.0763054143556639,19.530549336876756,2.6841088070464245,0.2613082841075397,0.1132946393244788,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_096,published_bootstrap_096,lambda,,,18,4,cell_collider,1,5,6.014663107863827,0.0494233865963149,21.014663107863825,4.168222578033497,0.1244176423726423,0.0539433794315126,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_096,published_bootstrap_096,lambda,,,18,5,nucleus_collider,1,5,6.494008225931148,0.0388905451579649,21.494008225931147,4.647567696100818,0.0979024359189006,0.0424472618780619,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_096,published_bootstrap_096,lambda,,,18,6,iod_bridge,1,5,8.072593536799907,0.0176627607458443,23.072593536799907,6.226153006969579,0.0444639512006622,0.0192781003152089,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_096,published_bootstrap_096,lambda,,,18,7,iod_cell_only,2,4,14.087256644663734,0.0070217131162158,25.16417972158681,8.317739191756484,0.0156252107433185,0.0067745751788133,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_096,published_bootstrap_096,lambda,,,18,8,iod_nucleus_only,2,4,14.566601762731054,0.005689918608561,25.64352483965413,8.797084309823802,0.012295251415674,0.0053308148239544,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_096,published_bootstrap_096,lambda,,,18,9,iod_collider,1,5,11.957231568272618,0.002532329157501,26.95723156827262,10.11079103844229,0.0063748448899547,0.0027639221428574,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_096,published_bootstrap_096,lambda,,,18,10,independent,3,3,24.465902902067597,0.0004286010049407985,32.180188616353306,15.333748086522975,0.0004680787330134452,0.00020294347503500043,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_097,published_bootstrap_097,lambda,,,18,1,cell_bridge,1,5,1.846440538667232,0.397237766569411,16.84644053866723,0.0,1.0,0.4335669632924095,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_097,published_bootstrap_097,lambda,,,18,2,nucleus_bridge,1,5,2.4389631524440705,0.295383260942881,17.43896315244407,0.5925226137768398,0.7435930966328886,0.3223974008323208,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_097,published_bootstrap_097,lambda,,,18,3,nucleus_cell_only,2,4,8.453626277056461,0.0763054138279868,19.530549353979534,2.6841088153123067,0.261308283027568,0.1132946387554161,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_097,published_bootstrap_097,lambda,,,18,4,cell_collider,1,5,6.014663124612391,0.0494233861824295,21.01466312461239,4.168222585945159,0.1244176418804672,0.0539433791701166,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_097,published_bootstrap_097,lambda,,,18,5,nucleus_collider,1,5,6.494008236058303,0.0388905449610397,21.494008236058303,4.647567697391072,0.0979024358557412,0.0424472618129036,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_097,published_bootstrap_097,lambda,,,18,6,iod_bridge,1,5,8.072593526355575,0.0176627608380822,23.072593526355572,6.226152987688344,0.0444639516293222,0.0192781004839058,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_097,published_bootstrap_097,lambda,,,18,7,iod_cell_only,2,4,14.087256650967966,0.0070217130968341,25.16417972789104,8.317739189223811,0.0156252107631053,0.0067745751813634,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_097,published_bootstrap_097,lambda,,,18,8,iod_nucleus_only,2,4,14.566601762413878,0.0056899186093545,25.643524839336955,8.797084300669724,0.0122952514719499,0.0053308148436098,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_097,published_bootstrap_097,lambda,,,18,9,iod_collider,1,5,11.957231566708716,0.0025323291594812,26.957231566708717,10.110791028041485,0.0063748449231064,0.0027639221547713,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_097,published_bootstrap_097,lambda,,,18,10,independent,3,3,24.46590292737941,0.0004286010003315965,32.180188641665126,15.333748102997896,0.000468078729157666,0.0002029434731826595,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_098,published_bootstrap_098,lambda,,,18,1,cell_bridge,1,5,1.846440536601757,0.3972377669796533,16.846440536601758,0.0,1.0,0.4335669623793564,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_098,published_bootstrap_098,lambda,,,18,2,nucleus_bridge,1,5,2.438963149119156,0.2953832614339431,17.438963149119157,0.5925226125173992,0.7435930971011443,0.3223974003564009,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_098,published_bootstrap_098,lambda,,,18,3,nucleus_cell_only,2,4,8.453626257903819,0.0763054144189088,19.53054933482689,2.684108798225136,0.2613082852600776,0.1132946394847701,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_098,published_bootstrap_098,lambda,,,18,4,cell_collider,1,5,6.014663108784664,0.0494233865735596,21.014663108784664,4.168222572182906,0.1244176427366007,0.0539433794277079,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_098,published_bootstrap_098,lambda,,,18,5,nucleus_collider,1,5,6.494008219190103,0.0388905452890464,21.494008219190103,4.647567682588345,0.0979024365803526,0.042447262037681,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_098,published_bootstrap_098,lambda,,,18,6,iod_bridge,1,5,8.072593516841314,0.0176627609221063,23.07259351684132,6.226152980239558,0.0444639517949234,0.019278100515107,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_098,published_bootstrap_098,lambda,,,18,7,iod_cell_only,2,4,14.087256625625978,0.007021713174745,25.164179702549056,8.317739165947298,0.0156252109449555,0.006774575245941,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_098,published_bootstrap_098,lambda,,,18,8,iod_nucleus_only,2,4,14.566601736031418,0.0056899186753502,25.643524812954496,8.797084276352738,0.0122952516214416,0.0053308148971983,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_098,published_bootstrap_098,lambda,,,18,9,iod_collider,1,5,11.957231543871622,0.0025323291883967,26.95723154387162,10.110791007269864,0.0063748449893144,0.0027639221776563,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_098,published_bootstrap_098,lambda,,,18,10,independent,3,3,24.46590287184639,0.000428601010443952,32.180188586132104,15.333748049530346,0.0004680787416711773,0.00020294347818072375,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_099,published_bootstrap_099,lambda,,,18,1,cell_bridge,1,5,1.8464405275467528,0.3972377687781483,16.846440527546754,0.0,1.0,0.4335669624524612,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_099,published_bootstrap_099,lambda,,,18,2,nucleus_bridge,1,5,2.4389631494820363,0.2953832613803487,17.438963149482035,0.5925226219352808,0.7435930935996085,0.3223973988926109,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_099,published_bootstrap_099,lambda,,,18,3,nucleus_cell_only,2,4,8.453626234852909,0.0763054151301051,19.530549311775985,2.684108784229231,0.2613082870887006,0.1132946402967036,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_099,published_bootstrap_099,lambda,,,18,4,cell_collider,1,5,6.014663085370872,0.049423387152154,21.01466308537087,4.168222557824116,0.1244176436298441,0.0539433798240843,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_099,published_bootstrap_099,lambda,,,18,5,nucleus_collider,1,5,6.49400820325045,0.0388905455989972,21.49400820325045,4.647567675703698,0.0979024369173645,0.0424472621909554,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_099,published_bootstrap_099,lambda,,,18,6,iod_bridge,1,5,8.072593515062252,0.0176627609378179,23.07259351506225,6.226152987515498,0.0444639516331649,0.0192781004482244,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_099,published_bootstrap_099,lambda,,,18,7,iod_cell_only,2,4,14.087256600433124,0.0070217132521974,25.1641796773562,8.317739149809448,0.0156252110710341,0.0067745753017468,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_099,published_bootstrap_099,lambda,,,18,8,iod_nucleus_only,2,4,14.566601718312702,0.0056899187196737,25.643524795235777,8.797084267689023,0.0122952516747029,0.0053308149211894,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_099,published_bootstrap_099,lambda,,,18,9,iod_collider,1,5,11.957231526934256,0.0025323292098421,26.957231526934255,10.110790999387504,0.0063748450144388,0.0027639221890154,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_099,published_bootstrap_099,lambda,,,18,10,independent,3,3,24.46590281555558,0.000428601020694197,32.180188529841296,15.33374800229454,0.00046807875272621537,0.00020294348300804195,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_100,published_bootstrap_100,lambda,,,18,1,cell_bridge,1,5,1.8464405356579203,0.3972377671671171,16.84644053565792,0.0,1.0,0.4335669624802789,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_100,published_bootstrap_100,lambda,,,18,2,nucleus_bridge,1,5,2.4389631482134364,0.2953832615677103,17.438963148213436,0.5925226125555163,0.7435930970869725,0.3223974004253018,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_100,published_bootstrap_100,lambda,,,18,3,nucleus_cell_only,2,4,8.453626257374117,0.0763054144352518,19.53054933429719,2.684108798639272,0.261308285205969,0.1132946394876823,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_100,published_bootstrap_100,lambda,,,18,4,cell_collider,1,5,6.01466310916068,0.0494233865642675,21.01466310916068,4.16822257350276,0.1244176426544941,0.0539433794046658,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_100,published_bootstrap_100,lambda,,,18,5,nucleus_collider,1,5,6.49400821951455,0.0388905452827375,21.494008219514548,4.647567683856629,0.0979024365182686,0.042447262020644,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_100,published_bootstrap_100,lambda,,,18,6,iod_bridge,1,5,8.0725935238554,0.0176627608601622,23.0725935238554,6.22615298819748,0.0444639516180031,0.0192781004428876,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_100,published_bootstrap_100,lambda,,,18,7,iod_cell_only,2,4,14.08725663301608,0.0070217131520251,25.164179709939155,8.317739174281236,0.0156252108798457,0.0067745752192885,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_100,published_bootstrap_100,lambda,,,18,8,iod_nucleus_only,2,4,14.566601743369947,0.0056899186569929,25.643524820293024,8.797084284635105,0.0122952515705247,0.0053308148763633,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_100,published_bootstrap_100,lambda,,,18,9,iod_collider,1,5,11.957231552074882,0.00253232917801,26.95723155207488,10.11079101641696,0.0063748449601587,0.0027639221656587,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_100,published_bootstrap_100,lambda,,,18,10,independent,3,3,24.46590288075011,0.00042860100882258223,32.18018859503583,15.33374805937791,0.0004680787393664594,0.000202943477228714,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_101,published_bootstrap_101,lambda,,,18,1,cell_bridge,1,5,1.8464405313909644,0.3972377680146152,16.846440531390964,0.0,1.0,0.4335669637759169,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_101,published_bootstrap_101,lambda,,,18,2,nucleus_bridge,1,5,2.4389631514559884,0.2953832610888125,17.438963151455987,0.5925226200650222,0.7435930942949641,0.3223974001782066,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_101,published_bootstrap_101,lambda,,,18,3,nucleus_cell_only,2,4,8.453626265937638,0.076305414171039,19.53054934286072,2.684108811469752,0.2613082835296136,0.113294639099431,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_101,published_bootstrap_101,lambda,,,18,4,cell_collider,1,5,6.01466311448165,0.0494233864327773,21.01466311448165,4.168222583090685,0.1244176420580406,0.0539433793072635,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_101,published_bootstrap_101,lambda,,,18,5,nucleus_collider,1,5,6.4940082307470455,0.0388905450643185,21.494008230747045,4.647567699356081,0.0979024357595516,0.0424472618185355,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_101,published_bootstrap_101,lambda,,,18,6,iod_bridge,1,5,8.07259354295636,0.0176627606914744,23.07259354295636,6.226153011565398,0.0444639510984881,0.0192781002752523,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_101,published_bootstrap_101,lambda,,,18,7,iod_cell_only,2,4,14.08725665743801,0.0070217130769427,25.164179734361085,8.31773920297012,0.0156252106557108,0.0067745751423556,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_101,published_bootstrap_101,lambda,,,18,8,iod_nucleus_only,2,4,14.566601773703406,0.0056899185811137,25.643524850626484,8.79708431923552,0.0122952513578143,0.0053308148000692,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_101,published_bootstrap_101,lambda,,,18,9,iod_collider,1,5,11.957231579561736,0.0025323291432071,26.957231579561736,10.110791048170771,0.0063748448589459,0.0027639221300357,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_101,published_bootstrap_101,lambda,,,18,10,independent,3,3,24.465902924790434,0.0004286010008029972,32.18018863907615,15.333748107685183,0.0004680787280606555,0.0002029434729333515,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_102,published_bootstrap_102,lambda,,,18,1,cell_bridge,1,5,1.8464405368992096,0.3972377669205736,16.84644053689921,0.0,1.0,0.4335669626673877,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_102,published_bootstrap_102,lambda,,,18,2,nucleus_bridge,1,5,2.438963150926458,0.2953832611670197,17.438963150926458,0.5925226140272493,0.7435930965397872,0.3223974003271931,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_102,published_bootstrap_102,lambda,,,18,3,nucleus_cell_only,2,4,8.45362626272053,0.0763054142702974,19.530549339643606,2.6841088027443973,0.2613082846696173,0.1132946393040311,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_102,published_bootstrap_102,lambda,,,18,4,cell_collider,1,5,6.014663111794072,0.0494233864991919,21.01466311179407,4.168222574894863,0.1244176425678931,0.0539433793903981,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_102,published_bootstrap_102,lambda,,,18,5,nucleus_collider,1,5,6.494008223460993,0.0388905452059977,21.494008223460995,4.647567686561786,0.0979024363858479,0.0424472619815492,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_102,published_bootstrap_102,lambda,,,18,6,iod_bridge,1,5,8.072593516054981,0.0176627609290507,23.07259351605498,6.226152979155771,0.0444639518190181,0.0192781005383607,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_102,published_bootstrap_102,lambda,,,18,7,iod_cell_only,2,4,14.087256627849056,0.0070217131679105,25.16417970477213,8.317739167872922,0.0156252109299113,0.0067745752439189,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_102,published_bootstrap_102,lambda,,,18,8,iod_nucleus_only,2,4,14.566601739515974,0.0056899186666337,25.64352481643905,8.797084279539842,0.0122952516018485,0.0053308148922448,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_102,published_bootstrap_102,lambda,,,18,9,iod_collider,1,5,11.95723154562042,0.0025323291861824,26.95723154562042,10.110791008721211,0.0063748449846883,0.0027639221774867,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_102,published_bootstrap_102,lambda,,,18,10,independent,3,3,24.46590288087549,0.0004286010087997117,32.1801885951612,15.333748058261987,0.000468078739627629,0.00020294347742953013,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_103,published_bootstrap_103,lambda,,,18,1,cell_bridge,1,5,1.8464405422864107,0.3972377658505738,16.84644054228641,0.0,1.0,0.4335669629233769,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_103,published_bootstrap_103,lambda,,,18,2,nucleus_bridge,1,5,2.4389631498204016,0.295383261330375,17.438963149820403,0.5925226075339936,0.7435930989539573,0.3223974015642493,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_103,published_bootstrap_103,lambda,,,18,3,nucleus_cell_only,2,4,8.453626281650255,0.0763054136862532,19.53054935857333,2.6841088162869227,0.2613082829002303,0.1132946386037754,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_103,published_bootstrap_103,lambda,,,18,4,cell_collider,1,5,6.014663131829854,0.0494233860040739,21.014663131829856,4.168222589543447,0.1244176416566219,0.0539433790271505,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_103,published_bootstrap_103,lambda,,,18,5,nucleus_collider,1,5,6.494008238223972,0.0388905449189276,21.494008238223973,4.647567695937564,0.0979024359268921,0.0424472618076231,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_103,published_bootstrap_103,lambda,,,18,6,iod_bridge,1,5,8.072593529766806,0.0176627608079563,23.07259352976681,6.226152987480397,0.0444639516339452,0.0192781004695015,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_103,published_bootstrap_103,lambda,,,18,7,iod_cell_only,2,4,14.08725666159666,0.0070217130641575,25.16417973851973,8.317739196233326,0.0156252107083427,0.0067745751518539,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_103,published_bootstrap_103,lambda,,,18,8,iod_nucleus_only,2,4,14.56660176799078,0.0056899185954039,25.643524844913856,8.797084302627447,0.0122952514599145,0.0053308148338543,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_103,published_bootstrap_103,lambda,,,18,9,iod_collider,1,5,11.957231574279502,0.0025323291498953,26.957231574279504,10.110791031993095,0.006374844910511,0.0027639221469578,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_103,published_bootstrap_103,lambda,,,18,10,independent,3,3,24.46590294433333,0.0004286009972443994,32.180188658619045,15.333748116332636,0.0004680787260368117,0.00020294347165682376,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_104,published_bootstrap_104,lambda,,,18,1,cell_bridge,1,5,1.8464405349021475,0.397237767317228,16.846440534902147,0.0,1.0,0.4335669617582106,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_104,published_bootstrap_104,lambda,,,18,2,nucleus_bridge,1,5,2.4389631441649167,0.2953832621656428,17.438963144164916,0.5925226092627689,0.7435930983112046,0.3223974004191633,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_104,published_bootstrap_104,lambda,,,18,3,nucleus_cell_only,2,4,8.45362624509267,0.0763054148141748,19.530549322015744,2.6841087871135976,0.2613082867118461,0.1132946399518985,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_104,published_bootstrap_104,lambda,,,18,4,cell_collider,1,5,6.014663100927753,0.049423386767717,21.014663100927752,4.168222566025605,0.1244176431196391,0.0539433795164992,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_104,published_bootstrap_104,lambda,,,18,5,nucleus_collider,1,5,6.494008208542138,0.038890545496099,21.494008208542137,4.647567673639991,0.0979024370183855,0.0424472621667859,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_104,published_bootstrap_104,lambda,,,18,6,iod_bridge,1,5,8.072593523466617,0.0176627608635957,23.07259352346661,6.226152988564468,0.0444639516098442,0.0192781004072442,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_104,published_bootstrap_104,lambda,,,18,7,iod_cell_only,2,4,14.08725662439437,0.0070217131785315,25.164179701317448,8.3177391664153,0.0156252109412992,0.0067745752346502,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_104,published_bootstrap_104,lambda,,,18,8,iod_nucleus_only,2,4,14.566601732008756,0.005689918685413,25.643524808931836,8.797084274029686,0.0122952516357229,0.005330814895753,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_104,published_bootstrap_104,lambda,,,18,9,iod_collider,1,5,11.957231544645737,0.0025323291874165,26.957231544645737,10.11079100974359,0.0063748449814296,0.002763922170278,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_104,published_bootstrap_104,lambda,,,18,10,independent,3,3,24.465902854115622,0.0004286010136725915,32.18018856840134,15.333748033499194,0.0004680787454230979,0.0002029434795166875,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_105,published_bootstrap_105,lambda,,,18,1,cell_bridge,1,5,1.846440537351539,0.3972377668307325,16.84644053735154,0.0,1.0,0.4335669619149758,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_105,published_bootstrap_105,lambda,,,18,2,nucleus_bridge,1,5,2.4389631475845306,0.2953832616605945,17.43896314758453,0.5925226102329901,0.7435930979504797,0.3223974003793345,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_105,published_bootstrap_105,lambda,,,18,3,nucleus_cell_only,2,4,8.453626252897607,0.0763054145733669,19.530549329820683,2.684108792469143,0.2613082860121219,0.1132946396894852,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_105,published_bootstrap_105,lambda,,,18,4,cell_collider,1,5,6.014663105313077,0.0494233866593483,21.01466310531308,4.168222567961536,0.1244176429992072,0.0539433794837883,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_105,published_bootstrap_105,lambda,,,18,5,nucleus_collider,1,5,6.49400821389711,0.0388905453919701,21.49400821389711,4.64756767654557,0.0979024368761538,0.0424472621204667,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
