analysis_type,replicate_id,tree_id,evolutionary_model,generating_class,residual_regime,n_species,rank,model,k,q,C,p,CICc,delta_CICc,l,w,globally_supported,delta_competitive,admissible_competitive,stored_warning_count,runtime_warning_count,path_trait_definition
published_bootstrap_tree_sensitivity,published_bootstrap_021,published_bootstrap_021,lambda,,,18,1,cell_bridge,1,5,1.8464404837235364,0.3972377774822666,16.846440483723537,0.0,1.0,0.4335669606931681,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_021,published_bootstrap_021,lambda,,,18,2,nucleus_bridge,1,5,2.438963149825825,0.2953832613295741,17.438963149825824,0.5925226661022869,0.7435930771784682,0.3223973904647488,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_021,published_bootstrap_021,lambda,,,18,3,nucleus_cell_only,2,4,8.453626089356646,0.0763054196191431,19.530549166279723,2.684108682556186,0.2613083003727055,0.1132946455964913,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_021,published_bootstrap_021,lambda,,,18,4,cell_collider,1,5,6.014662939530822,0.0494233907561088,21.014662939530822,4.168222455807285,0.1244176499761911,0.0539433823567636,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_021,published_bootstrap_021,lambda,,,18,5,nucleus_collider,1,5,6.494008092792024,0.0388905477468916,21.494008092792026,4.647567609068485,0.0979024401792394,0.0424472634329575,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_021,published_bootstrap_021,lambda,,,18,6,iod_bridge,1,5,8.072593454787649,0.0176627614701259,23.07259345478765,6.2261529710641135,0.0444639519989117,0.019278100528575,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_021,published_bootstrap_021,lambda,,,18,7,iod_cell_only,2,4,14.087256394318471,0.0070217138858722,25.164179471241543,8.317738987518009,0.0156252123389532,0.0067745758239853,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_021,published_bootstrap_021,lambda,,,18,8,iod_nucleus_only,2,4,14.566601547579673,0.0056899191467627,25.64352462450275,8.797084140779212,0.012295252454897,0.0053308152378249,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_021,published_bootstrap_021,lambda,,,18,9,iod_collider,1,5,11.957231362112449,0.0025323294185337,26.957231362112445,10.110790878388908,0.0063748454001124,0.0027639223450155,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_021,published_bootstrap_021,lambda,,,18,10,independent,3,3,24.465902394435293,0.0004286010973783005,32.18018810872101,15.333747624997477,0.00046807884102859385,0.000202943520469548,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_022,published_bootstrap_022,lambda,,,18,1,cell_bridge,1,5,1.8464405358082885,0.3972377671372512,16.846440535808288,0.0,1.0,0.4335669621236891,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_022,published_bootstrap_022,lambda,,,18,2,nucleus_bridge,1,5,2.438963148471406,0.2953832615296103,17.438963148471405,0.5925226126631173,0.7435930970469669,0.322397400142799,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_022,published_bootstrap_022,lambda,,,18,3,nucleus_cell_only,2,4,8.453626251862655,0.0763054146052986,19.53054932878573,2.684108792977444,0.2613082859457103,0.1132946397152299,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_022,published_bootstrap_022,lambda,,,18,4,cell_collider,1,5,6.01466310339125,0.0494233867068399,21.01466310339125,4.168222567582962,0.1244176430227578,0.0539433795199667,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_022,published_bootstrap_022,lambda,,,18,5,nucleus_collider,1,5,6.494008213919572,0.0388905453915333,21.49400821391957,4.647567678111283,0.0979024367995103,0.0424472621076701,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_022,published_bootstrap_022,lambda,,,18,6,iod_bridge,1,5,8.072593512743918,0.017662760958292,23.07259351274392,6.22615297693563,0.0444639518683762,0.0192781005355858,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_022,published_bootstrap_022,lambda,,,18,7,iod_cell_only,2,4,14.087256616135168,0.0070217132039234,25.164179693058244,8.317739157249957,0.0156252110129044,0.0067745752714065,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_022,published_bootstrap_022,lambda,,,18,8,iod_nucleus_only,2,4,14.566601726663489,0.0056899186987842,25.643524803586565,8.797084267778278,0.0122952516741542,0.0053308149169092,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_022,published_bootstrap_022,lambda,,,18,9,iod_collider,1,5,11.957231535276197,0.0025323291992799,26.9572315352762,10.110790999467907,0.0063748450141825,0.0027639221868084,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_022,published_bootstrap_022,lambda,,,18,10,independent,3,3,24.465902852587018,0.0004286010139509244,32.18018856687273,15.333748031064442,0.00046807874599292593,0.00020294347993481883,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_023,published_bootstrap_023,lambda,,,18,1,cell_bridge,1,5,1.846440544179888,0.3972377654744935,16.846440544179888,0.0,1.0,0.4335669633418544,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_023,published_bootstrap_023,lambda,,,18,2,nucleus_bridge,1,5,2.438963154599465,0.2953832606245474,17.438963154599463,0.5925226104195751,0.7435930978811081,0.3223974014102744,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_023,published_bootstrap_023,lambda,,,18,3,nucleus_cell_only,2,4,8.453626291737386,0.076305413375032,19.530549368660463,2.684108824480574,0.2613082818296958,0.1132946382489786,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_023,published_bootstrap_023,lambda,,,18,4,cell_collider,1,5,6.014663137137921,0.0494233858729025,21.014663137137923,4.168222592958035,0.1244176414442044,0.0539433789871193,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_023,published_bootstrap_023,lambda,,,18,5,nucleus_collider,1,5,6.494008246059443,0.0388905447665647,21.494008246059444,4.647567701879556,0.0979024356360244,0.0424472617224824,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_023,published_bootstrap_023,lambda,,,18,6,iod_bridge,1,5,8.072593518423991,0.0176627609081291,23.072593518423997,6.226152974244105,0.0444639519282142,0.019278100615694,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_023,published_bootstrap_023,lambda,,,18,7,iod_cell_only,2,4,14.087256655561912,0.0070217130827107,25.16417973248499,8.3177391883051,0.0156252107702828,0.0067745751852479,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_023,published_bootstrap_023,lambda,,,18,8,iod_nucleus_only,2,4,14.566601764483432,0.0056899186041775,25.64352484140651,8.797084297226622,0.0122952514931168,0.005330814853395,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_023,published_bootstrap_023,lambda,,,18,9,iod_collider,1,5,11.957231566190105,0.0025323291601377,26.957231566190103,10.110791022010217,0.0063748449423306,0.0027639221634214,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_023,published_bootstrap_023,lambda,,,18,10,independent,3,3,24.465902949387463,0.0004286009963240245,32.18018866367318,15.33374811949329,0.00046807872529709417,0.0002029434715319872,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_024,published_bootstrap_024,lambda,,,18,1,cell_bridge,1,5,1.8464405303843905,0.3972377682145398,16.846440530384392,0.0,1.0,0.4335669627749734,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_024,published_bootstrap_024,lambda,,,18,2,nucleus_bridge,1,5,2.4389631517306536,0.2953832610482467,17.438963151730654,0.5925226213462622,0.7435930938186035,0.3223973992273777,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_024,published_bootstrap_024,lambda,,,18,3,nucleus_cell_only,2,4,8.453626246830693,0.076305414760551,19.530549323753768,2.684108793369376,0.2613082858945028,0.1132946398632139,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_024,published_bootstrap_024,lambda,,,18,4,cell_collider,1,5,6.014663095100039,0.0494233869117297,21.01466309510004,4.168222564715649,0.12441764320113,0.0539433796783342,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_024,published_bootstrap_024,lambda,,,18,5,nucleus_collider,1,5,6.4940082126006695,0.0388905454171797,21.49400821260067,4.647567682216277,0.0979024365985658,0.0424472620843096,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_024,published_bootstrap_024,lambda,,,18,6,iod_bridge,1,5,8.072593513643659,0.017662760950346,23.07259351364366,6.226152983259269,0.0444639517277893,0.0192781005035906,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_024,published_bootstrap_024,lambda,,,18,7,iod_cell_only,2,4,14.087256608743695,0.0070217132266476,25.16417968566677,8.317739155282382,0.0156252110282763,0.0067745752882477,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_024,published_bootstrap_024,lambda,,,18,8,iod_nucleus_only,2,4,14.566601726244327,0.0056899186998327,25.64352480316741,8.797084272783014,0.0122952516433869,0.0053308149115772,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_024,published_bootstrap_024,lambda,,,18,9,iod_collider,1,5,11.957231532413887,0.002532329202904,26.95723153241389,10.110791002029494,0.0063748450060176,0.0027639221874202,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_024,published_bootstrap_024,lambda,,,18,10,independent,3,3,24.465902840114595,0.00042860101622210767,32.18018855440031,15.333748024015918,0.000468078747642558,0.0002029434809548971,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_025,published_bootstrap_025,lambda,,,18,1,cell_bridge,1,5,1.8464405358628917,0.397237767126406,16.846440535862893,0.0,1.0,0.43356696154378,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_025,published_bootstrap_025,lambda,,,18,2,nucleus_bridge,1,5,2.438963146964825,0.2953832617521198,17.438963146964824,0.5925226111019306,0.7435930976274107,0.3223973999632438,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_025,published_bootstrap_025,lambda,,,18,3,nucleus_cell_only,2,4,8.453626243110955,0.0763054148753172,19.530549320034037,2.6841087841711406,0.2613082870962903,0.1132946400625483,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_025,published_bootstrap_025,lambda,,,18,4,cell_collider,1,5,6.01466309614613,0.0494233868858791,21.01466309614613,4.168222560283237,0.1244176434768651,0.0539433796447017,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_025,published_bootstrap_025,lambda,,,18,5,nucleus_collider,1,5,6.494008205451358,0.0388905455562,21.49400820545136,4.647567669588465,0.0979024372167126,0.0424472622317808,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_025,published_bootstrap_025,lambda,,,18,6,iod_bridge,1,5,8.072593504048655,0.0176627610350832,23.07259350404865,6.226152968185762,0.0444639520629031,0.0192781005941412,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_025,published_bootstrap_025,lambda,,,18,7,iod_cell_only,2,4,14.087256600194785,0.0070217132529302,25.16417967711786,8.317739141254968,0.0156252111378669,0.006774575316525,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_025,published_bootstrap_025,lambda,,,18,8,iod_nucleus_only,2,4,14.566601709500013,0.0056899187417186,25.64352478642309,8.797084250560196,0.0122952517800045,0.0053308149556723,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_025,published_bootstrap_025,lambda,,,18,9,iod_collider,1,5,11.957231519666312,0.0025323292190445,26.957231519666312,10.11079098380342,0.0063748450641118,0.0027639222047593,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_025,published_bootstrap_025,lambda,,,18,10,independent,3,3,24.4659028212638,0.00042860101965480624,32.18018853554952,15.333747999686626,0.0004680787533365704,0.0002029434828473373,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_026,published_bootstrap_026,lambda,,,18,1,cell_bridge,1,5,1.8464405377887845,0.3972377667438873,16.846440537788784,0.0,1.0,0.4335669625166109,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_026,published_bootstrap_026,lambda,,,18,2,nucleus_bridge,1,5,2.4389631492842883,0.2953832614095545,17.438963149284287,0.5925226114955038,0.7435930974810815,0.3223974006231906,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_026,published_bootstrap_026,lambda,,,18,3,nucleus_cell_only,2,4,8.453626263241228,0.0763054142542322,19.530549340164303,2.684108802375522,0.2613082847178123,0.1132946392855276,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_026,published_bootstrap_026,lambda,,,18,4,cell_collider,1,5,6.01466311395694,0.0494233864457438,21.01466311395694,4.168222576168155,0.124417642488683,0.0539433793372959,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_026,published_bootstrap_026,lambda,,,18,5,nucleus_collider,1,5,6.494008223536108,0.0388905452045371,21.494008223536103,4.6475676857473225,0.0979024364257169,0.0424472619840736,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_026,published_bootstrap_026,lambda,,,18,6,iod_bridge,1,5,8.072593520104567,0.0176627608932873,23.07259352010457,6.226152982315785,0.0444639517487648,0.0192781005011971,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_026,published_bootstrap_026,lambda,,,18,7,iod_cell_only,2,4,14.087256634061507,0.007021713148811,25.164179710984584,8.3177391731958,0.0156252108883258,0.0067745752235329,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_026,published_bootstrap_026,lambda,,,18,8,iod_nucleus_only,2,4,14.566601743640677,0.0056899186563157,25.64352482056375,8.797084282774968,0.0122952515819602,0.005330814881768,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_026,published_bootstrap_026,lambda,,,18,9,iod_collider,1,5,11.957231551130542,0.0025323291792056,26.95723155113054,10.110791013341755,0.0063748449699607,0.0027639221701401,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_026,published_bootstrap_026,lambda,,,18,10,independent,3,3,24.46590288862359,0.0004286010073888402,32.180188602909304,15.33374806512052,0.0004680787380224626,0.0002029434766630076,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_027,published_bootstrap_027,lambda,,,18,1,cell_bridge,1,5,1.8464405352418445,0.3972377672497577,16.846440535241843,0.0,1.0,0.4335669619582686,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_027,published_bootstrap_027,lambda,,,18,2,nucleus_bridge,1,5,2.438963149220149,0.2953832614190272,17.43896314922015,0.5925226139783071,0.7435930965579838,0.3223973998077865,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_027,published_bootstrap_027,lambda,,,18,3,nucleus_cell_only,2,4,8.453626247377885,0.0763054147436684,19.530549324300964,2.6841087890591204,0.2613082864576554,0.1132946398939666,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_027,published_bootstrap_027,lambda,,,18,4,cell_collider,1,5,6.014663098157737,0.0494233868361688,21.014663098157737,4.1682225629158935,0.1244176433130906,0.0539433796252642,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_027,published_bootstrap_027,lambda,,,18,5,nucleus_collider,1,5,6.494008209812498,0.0388905454713964,21.4940082098125,4.647567674570656,0.0979024369728283,0.04244726216662,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_027,published_bootstrap_027,lambda,,,18,6,iod_bridge,1,5,8.072593504370847,0.0176627610322377,23.072593504370847,6.226152969129004,0.044463952041933,0.019278100603479,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_027,published_bootstrap_027,lambda,,,18,7,iod_cell_only,2,4,14.087256602528583,0.0070217132457552,25.16417967945166,8.317739144209817,0.0156252111147818,0.0067745753129925,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_027,published_bootstrap_027,lambda,,,18,8,iod_nucleus_only,2,4,14.566601714183346,0.0056899187300033,25.643524791106422,8.79708425586458,0.0122952517473952,0.0053308149466302,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_027,published_bootstrap_027,lambda,,,18,9,iod_collider,1,5,11.95723152228392,0.0025323292157303,26.95723152228392,10.110790987042076,0.0063748450537889,0.0027639222029259,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_027,published_bootstrap_027,lambda,,,18,10,independent,3,3,24.465902830254155,0.00042860101801767136,32.180188544539874,15.33374800929803,0.00046807875108712313,0.00020294348206606464,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_028,published_bootstrap_028,lambda,,,18,1,cell_bridge,1,5,1.8464405409770923,0.397237766110629,16.846440540977092,0.0,1.0,0.4335669628036937,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_028,published_bootstrap_028,lambda,,,18,2,nucleus_bridge,1,5,2.4389631495773214,0.2953832613662759,17.438963149577322,0.5925226086002304,0.7435930985575342,0.3223974013033778,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_028,published_bootstrap_028,lambda,,,18,3,nucleus_cell_only,2,4,8.453626276302856,0.076305413851238,19.530549353225933,2.684108812248841,0.2613082834278225,0.1132946388012477,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_028,published_bootstrap_028,lambda,,,18,4,cell_collider,1,5,6.014663126725535,0.0494233861302102,21.014663126725534,4.168222585748442,0.1244176418927047,0.0539433791146176,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_028,published_bootstrap_028,lambda,,,18,5,nucleus_collider,1,5,6.494008233972253,0.0388905450016034,21.49400823397225,4.64756769299516,0.0979024360709264,0.0424472618583543,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_028,published_bootstrap_028,lambda,,,18,6,iod_bridge,1,5,8.07259352734428,0.0176627608293507,23.07259352734428,6.22615298636719,0.044463951658694,0.0192781004749102,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_028,published_bootstrap_028,lambda,,,18,7,iod_cell_only,2,4,14.087256654069815,0.0070217130872979,25.16417973099289,8.3177391900158,0.0156252107569178,0.0067745751710444,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_028,published_bootstrap_028,lambda,,,18,8,iod_nucleus_only,2,4,14.566601761316534,0.0056899186120995,25.64352483823961,8.797084297262519,0.0122952514928961,0.0053308148466825,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_028,published_bootstrap_028,lambda,,,18,9,iod_collider,1,5,11.957231568031348,0.0025323291578065,26.957231568031347,10.110791027054256,0.0063748449262532,0.0027639221530201,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_028,published_bootstrap_028,lambda,,,18,10,independent,3,3,24.465902928729136,0.0004286010000857932,32.18018864301485,15.33374810203776,0.0004680787293823754,0.00020294347305132855,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_029,published_bootstrap_029,lambda,,,18,1,cell_bridge,1,5,1.84644052908093,0.3972377684734316,16.84644052908093,0.0,1.0,0.4335669636046548,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_029,published_bootstrap_029,lambda,,,18,2,nucleus_bridge,1,5,2.4389631504005505,0.2953832612446919,17.43896315040055,0.5925226213196204,0.7435930938285088,0.3223973998486177,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_029,published_bootstrap_029,lambda,,,18,3,nucleus_cell_only,2,4,8.453626257387132,0.0763054144348502,19.53054933431021,2.684108805229279,0.2613082843449573,0.1132946394081848,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_029,published_bootstrap_029,lambda,,,18,4,cell_collider,1,5,6.014663106986582,0.0494233866179931,21.014663106986585,4.168222577905652,0.1244176423805954,0.0539433794258045,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_029,published_bootstrap_029,lambda,,,18,5,nucleus_collider,1,5,6.494008224209061,0.0388905451914514,21.49400822420906,4.647567695128132,0.0979024359665148,0.042447261891501,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_029,published_bootstrap_029,lambda,,,18,6,iod_bridge,1,5,8.072593542851655,0.0176627606923991,23.072593542851656,6.226153013770727,0.0444639510494593,0.01927810024638,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_029,published_bootstrap_029,lambda,,,18,7,iod_cell_only,2,4,14.087256649838237,0.0070217131003074,25.16417972676131,8.317739197680382,0.0156252106970374,0.0067745751575975,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_029,published_bootstrap_029,lambda,,,18,8,iod_nucleus_only,2,4,14.566601767060716,0.0056899185977304,25.64352484398379,8.797084314902861,0.0122952513844499,0.0053308148095118,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_029,published_bootstrap_029,lambda,,,18,9,iod_collider,1,5,11.95723157420034,0.0025323291499955,26.957231574200343,10.110791045119411,0.0063748448686719,0.0027639221331607,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_029,published_bootstrap_029,lambda,,,18,10,independent,3,3,24.465902905395986,0.0004286010043347277,32.1801886196817,15.333748090600771,0.00046807873205908086,0.00020294347458677247,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_030,published_bootstrap_030,lambda,,,18,1,cell_bridge,1,5,1.846440528251836,0.3972377686381053,16.846440528251836,0.0,1.0,0.4335669634041048,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_030,published_bootstrap_030,lambda,,,18,2,nucleus_bridge,1,5,2.438963149716232,0.29538326134576,17.438963149716233,0.592522621464397,0.7435930937746814,0.3223973996761524,True,True,True,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_030,published_bootstrap_030,lambda,,,18,3,nucleus_cell_only,2,4,8.45362625216366,0.0763054145960115,19.53054932908674,2.6841088008349026,0.2613082849191008,0.1132946396047091,True,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_030,published_bootstrap_030,lambda,,,18,4,cell_collider,1,5,6.014663102447429,0.0494233867301633,21.01466310244743,4.1682225741955925,0.1244176426113938,0.0539433795009192,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_030,published_bootstrap_030,lambda,,,18,5,nucleus_collider,1,5,6.494008219778486,0.0388905452776051,21.49400821977849,4.64756769152665,0.0979024361428118,0.0424472619483031,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_030,published_bootstrap_030,lambda,,,18,6,iod_bridge,1,5,8.072593540452804,0.0176627607135843,23.072593540452804,6.226153012200967,0.0444639510843581,0.0192781002525938,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
published_bootstrap_tree_sensitivity,published_bootstrap_030,published_bootstrap_030,lambda,,,18,7,iod_cell_only,2,4,14.087256642900233,0.0070217131216374,25.16417971982331,8.317739191571473,0.0156252107447639,0.0067745751751565,False,False,False,6,1,relative_nuclear_iod_index; not_absolute_genome_size
