bootstrap_replicate,species,tree_tip,nucleus_area_um2,cell_area_um2,relative_iod_index
1,D. aeneus,aeneus,38.6064,206.5968,0.5928635177261614
1,D. amphileucus,amphileucus,44.1648,319.5216,1.0143995892420539
1,D. anicetus,anicetus,41.76,243.4824,0.9058668398533009
1,D. apalachicolae,apalachicolae,45.8064,298.584,0.8803281424205379
1,D. auriculatus,auriculatus,49.716,316.0296,1.110469130806846
1,D. bairdi,bairdi,43.8624,305.5248,1.1460308422982886
1,D. brimleyorum,brimleyorum,43.9488,329.2056,1.0867661204156478
1,D. campi,campi,35.8344,256.6296,0.8843260660146699
1,D. folkertsi,folkertsi,44.3016,269.7408,1.0267791870415648
1,D. fuscus,fuscus,47.7576,273.5208,1.0
1,D. gvnigeusgwotli,gvnigeusgwotli,46.8648,271.62,0.8736713178484108
1,D. intermedius,intermedius,47.3328,325.152,1.0630363086797066
1,D. kanawha,kanawha,40.896,290.664,1.0062664070904646
1,D. marmoratus,marmoratus,46.7856,275.5296,1.019481708435208
1,D. mavrokoilius,mavrokoilius,40.752,271.44,0.9143852628361858
1,D. monticola,monticola,39.6,260.8848,1.067687131418093
1,D. ochrophaeus,ochrophaeus,51.6312,267.8832,0.8092206821515893
1,D. ocoee,ocoee,44.1504,292.8528,0.9838298893643032
1,D. orestes,orestes,47.1024,255.5856,0.8042267732273839
1,D. perlapsus,perlapsus,43.2576,299.8656,0.7808516509779951
1,D. tilleyi,tilleyi,41.1552,267.0624,0.9942399596577017
1,D. valtos,valtos,50.7888,312.7824,1.3608181522004892
1,D. welteri,welteri,48.6864,306.7776,0.8859925996332518
1,D. wrighti,wrighti,42.9696,225.5976,0.9192035537897311
2,D. aeneus,aeneus,38.6856,209.9232,0.5415934229828852
2,D. amphileucus,amphileucus,44.2872,316.2528,1.0414577023227385
2,D. anicetus,anicetus,40.0464,244.1952,0.926672521393643
2,D. apalachicolae,apalachicolae,46.2384,301.0248,0.88383604400978
2,D. auriculatus,auriculatus,48.9024,316.656,0.9755917426650368
2,D. bairdi,bairdi,43.8768,306.972,1.097986045232274
2,D. brimleyorum,brimleyorum,44.496,329.7888,1.1316849223716383
2,D. campi,campi,35.8992,257.4504,0.8817436998777507
2,D. folkertsi,folkertsi,43.9848,268.0704,1.0306888533007337
2,D. fuscus,fuscus,45.4392,272.9376,1.0
2,D. gvnigeusgwotli,gvnigeusgwotli,46.692,271.62,0.9124990256723717
2,D. intermedius,intermedius,50.1192,325.152,1.1099300800733496
2,D. kanawha,kanawha,43.128,286.452,1.024039585574572
2,D. marmoratus,marmoratus,47.952,273.888,1.024652271393643
2,D. mavrokoilius,mavrokoilius,45.0792,269.3088,0.9142036045232275
2,D. monticola,monticola,40.572,260.4312,1.0987898453545233
2,D. ochrophaeus,ochrophaeus,51.9552,267.5736,0.7541443031784841
2,D. ocoee,ocoee,43.3944,293.292,0.9206467542787287
2,D. orestes,orestes,46.584,255.3264,0.7928810770171149
2,D. perlapsus,perlapsus,43.8624,291.8592,0.808500827017115
2,D. tilleyi,tilleyi,42.0192,264.2832,1.005208817237164
2,D. valtos,valtos,50.5152,312.7104,1.3730372023227384
2,D. welteri,welteri,48.6792,303.0624,0.8407304327628362
2,D. wrighti,wrighti,41.2848,203.6736,0.8462907536674817
3,D. aeneus,aeneus,38.7504,208.296,0.582863304400978
3,D. amphileucus,amphileucus,44.928,319.7808,1.004019947432763
3,D. anicetus,anicetus,42.1344,242.6544,0.9477691253056235
3,D. apalachicolae,apalachicolae,44.352,299.0448,0.9641242353300734
3,D. auriculatus,auriculatus,49.3488,314.6688,1.0146078337408313
3,D. bairdi,bairdi,44.4096,306.0,1.1299254957212714
3,D. brimleyorum,brimleyorum,46.2528,327.1896,1.0977574297066015
3,D. campi,campi,36.7056,252.9864,0.902323511002445
3,D. folkertsi,folkertsi,43.7256,269.208,1.1106774853300736
3,D. fuscus,fuscus,46.2888,272.808,1.0
3,D. gvnigeusgwotli,gvnigeusgwotli,47.2536,272.4336,0.9337223502444988
3,D. intermedius,intermedius,46.5768,319.032,1.0857329480440099
3,D. kanawha,kanawha,41.7024,291.9384,0.9442692157701712
3,D. marmoratus,marmoratus,47.3976,276.5664,1.0995929871638142
3,D. mavrokoilius,mavrokoilius,43.56,269.3088,0.9406563863080685
3,D. monticola,monticola,39.6144,260.1504,1.0305154889975552
3,D. ochrophaeus,ochrophaeus,52.3152,270.6192,0.8439285599022005
3,D. ocoee,ocoee,44.1504,291.96,1.062330087408313
3,D. orestes,orestes,45.5328,256.1112,0.8351157524449878
3,D. perlapsus,perlapsus,44.7696,292.4424,0.856771544621027
3,D. tilleyi,tilleyi,41.616,265.8888,1.0230895635696822
3,D. valtos,valtos,49.6368,313.236,1.3954504804400978
3,D. welteri,welteri,48.7872,301.824,0.9845482200488999
3,D. wrighti,wrighti,45.936,247.5216,0.9649080317848411
4,D. aeneus,aeneus,38.2104,212.328,0.5952456662591687
4,D. amphileucus,amphileucus,44.5608,318.8592,1.1021994572127138
4,D. anicetus,anicetus,41.9112,243.2448,1.018472120415648
4,D. apalachicolae,apalachicolae,44.3016,297.1152,1.0350906332518337
4,D. auriculatus,auriculatus,49.5144,316.9224,1.2556876601466993
4,D. bairdi,bairdi,45.2016,308.4624,1.2266237414425427
4,D. brimleyorum,brimleyorum,46.9872,329.4,1.2036240354523229
4,D. campi,campi,37.728,257.292,0.9595952988997555
4,D. folkertsi,folkertsi,44.6184,267.9408,1.1340450702933984
4,D. fuscus,fuscus,47.3112,273.3552,1.0
4,D. gvnigeusgwotli,gvnigeusgwotli,46.7136,272.4048,1.001534577017115
4,D. intermedius,intermedius,49.0032,325.152,1.1999972891198043
4,D. kanawha,kanawha,40.3056,288.5616,1.0601194486552568
4,D. marmoratus,marmoratus,48.4992,276.12,1.2004575690709047
4,D. mavrokoilius,mavrokoilius,43.416,267.1488,0.9031692707823962
4,D. monticola,monticola,39.5928,259.5168,1.1563219168704157
4,D. ochrophaeus,ochrophaeus,52.6608,271.0368,0.8372250965770172
4,D. ocoee,ocoee,43.992,293.1552,1.013101238386308
4,D. orestes,orestes,47.808,256.3848,0.9204294174816626
4,D. perlapsus,perlapsus,43.38,294.2352,0.9338482701711492
4,D. tilleyi,tilleyi,41.7888,265.3488,1.0953135268948657
4,D. valtos,valtos,50.5152,311.796,1.5092907237163815
4,D. welteri,welteri,48.8088,303.3216,1.0441961289731052
4,D. wrighti,wrighti,41.2848,203.6736,0.9895690354523228
5,D. aeneus,aeneus,37.62,207.936,0.5537973753056236
5,D. amphileucus,amphileucus,44.4096,317.664,0.9282156515892421
5,D. anicetus,anicetus,40.8816,246.2256,0.8471512469437653
5,D. apalachicolae,apalachicolae,43.9848,295.3872,0.8490346595354523
5,D. auriculatus,auriculatus,50.4792,314.6688,1.0617326173594133
5,D. bairdi,bairdi,44.0064,308.16,1.039580143031785
5,D. brimleyorum,brimleyorum,45.756,327.312,1.014924751833741
5,D. campi,campi,36.3384,258.8256,0.8071892408312958
5,D. folkertsi,folkertsi,45.0432,269.4744,0.940975121026895
5,D. fuscus,fuscus,46.8864,273.2328,1.0
5,D. gvnigeusgwotli,gvnigeusgwotli,46.4544,271.4904,0.8860019095354523
5,D. intermedius,intermedius,48.5136,325.4976,1.0302703178484107
5,D. kanawha,kanawha,42.3504,288.6192,1.060309075794621
5,D. marmoratus,marmoratus,47.2032,274.5,0.9977825281173593
5,D. mavrokoilius,mavrokoilius,42.876,267.7032,0.8509698985330073
5,D. monticola,monticola,39.204,257.9544,0.9348787279951101
5,D. ochrophaeus,ochrophaeus,52.6392,267.7248,0.7655125476772616
5,D. ocoee,ocoee,43.0416,295.6752,0.9149826253056236
5,D. orestes,orestes,47.1312,255.5856,0.8334389926650367
5,D. perlapsus,perlapsus,42.5808,293.5512,0.829240011002445
5,D. tilleyi,tilleyi,41.7456,264.4272,0.9212374358190709
5,D. valtos,valtos,50.7888,315.4968,1.245701806845966
5,D. welteri,welteri,48.6432,303.4368,0.8359003710268949
5,D. wrighti,wrighti,39.5784,226.5408,0.7877343973105134
6,D. aeneus,aeneus,38.8296,210.4128,0.7214643905867971
6,D. amphileucus,amphileucus,44.676,320.0832,1.1303788844743277
6,D. anicetus,anicetus,41.6952,243.8784,1.0524412799511003
6,D. apalachicolae,apalachicolae,45.6336,295.308,1.1565124486552567
6,D. auriculatus,auriculatus,49.176,316.0296,1.2272311045232276
6,D. bairdi,bairdi,44.6544,305.604,1.327522676650367
6,D. brimleyorum,brimleyorum,45.6768,329.7888,1.2195232548899757
6,D. campi,campi,36.3384,256.8384,1.0090182646699266
6,D. folkertsi,folkertsi,47.0448,268.8048,1.1824491656479217
6,D. fuscus,fuscus,45.4392,271.9656,1.0
6,D. gvnigeusgwotli,gvnigeusgwotli,46.3392,271.8072,1.0790210892420538
6,D. intermedius,intermedius,49.0752,323.8128,1.280755043398533
6,D. kanawha,kanawha,40.9896,288.5904,1.09295206601467
6,D. marmoratus,marmoratus,47.0592,275.8176,1.291606706601467
6,D. mavrokoilius,mavrokoilius,43.416,268.7544,1.0914017909535454
6,D. monticola,monticola,39.3552,260.4312,1.1818264480440097
6,D. ochrophaeus,ochrophaeus,51.6312,275.4504,0.952178141198044
6,D. ocoee,ocoee,43.8768,295.6752,1.1566816693154036
6,D. orestes,orestes,47.0736,255.0816,0.9991774834963325
6,D. perlapsus,perlapsus,41.7816,293.0256,0.9928558166259169
6,D. tilleyi,tilleyi,41.832,264.7512,1.132684239608802
6,D. valtos,valtos,49.536,313.3944,1.523665150977995
6,D. welteri,welteri,48.8736,305.5968,0.9523623398533008
6,D. wrighti,wrighti,39.5784,197.6976,1.0537014058679708
7,D. aeneus,aeneus,38.8296,207.936,0.6401328887530562
7,D. amphileucus,amphileucus,44.4312,317.664,1.1476967151589244
7,D. anicetus,anicetus,42.2064,246.2256,1.01478456601467
7,D. apalachicolae,apalachicolae,45.504,300.0528,1.1343195097799512
7,D. auriculatus,auriculatus,48.2976,314.2368,1.1758105189486552
7,D. bairdi,bairdi,43.9416,306.6048,1.251014578239609
7,D. brimleyorum,brimleyorum,44.5824,327.6432,1.218319664425428
7,D. campi,campi,37.0728,257.904,0.9952069804400978
7,D. folkertsi,folkertsi,44.4672,268.8048,1.0941225843520783
7,D. fuscus,fuscus,47.5776,271.8864,1.0
7,D. gvnigeusgwotli,gvnigeusgwotli,47.016,272.304,0.9832162909535453
7,D. intermedius,intermedius,48.852,327.3768,1.2357359834963324
7,D. kanawha,kanawha,40.68,287.064,1.1542569773838631
7,D. marmoratus,marmoratus,48.1392,274.0752,1.1955345177261614
7,D. mavrokoilius,mavrokoilius,40.0608,268.6464,1.0510827114914425
7,D. monticola,monticola,39.204,259.5024,1.0928709969437653
7,D. ochrophaeus,ochrophaeus,51.3072,275.4504,0.9015164162591687
7,D. ocoee,ocoee,42.6384,292.0896,1.1951591809290953
7,D. orestes,orestes,47.5344,256.1112,0.9286850855745722
7,D. perlapsus,perlapsus,41.544,297.4176,1.0954732310513446
7,D. tilleyi,tilleyi,41.8104,264.2976,1.142919893031785
7,D. valtos,valtos,50.7888,312.7104,1.5438671601466993
7,D. welteri,welteri,48.8448,302.5872,0.9363792738386308
7,D. wrighti,wrighti,43.2072,203.6736,1.0138176674816626
8,D. aeneus,aeneus,37.656,210.4128,0.5211598820293399
8,D. amphileucus,amphileucus,44.5608,320.5656,0.9292382970660147
8,D. anicetus,anicetus,40.5648,244.296,0.8751632658924205
8,D. apalachicolae,apalachicolae,45.6336,296.3088,0.9379798001222495
8,D. auriculatus,auriculatus,48.3408,316.9008,0.9250160739608803
8,D. bairdi,bairdi,44.208,306.6048,1.1062766442542786
8,D. brimleyorum,brimleyorum,43.9344,327.024,1.0424293184596578
8,D. campi,campi,37.512,256.4208,0.8323724688264059
8,D. folkertsi,folkertsi,46.4112,270.072,0.9684859676039119
8,D. fuscus,fuscus,44.9136,275.256,1.0
8,D. gvnigeusgwotli,gvnigeusgwotli,46.4544,271.7568,0.8780717487775062
8,D. intermedius,intermedius,48.852,325.4976,1.029989803178484
8,D. kanawha,kanawha,40.9968,288.036,0.9741876167481663
8,D. marmoratus,marmoratus,48.2544,276.0336,0.9761991332518337
8,D. mavrokoilius,mavrokoilius,40.752,270.7488,0.8862681674816627
8,D. monticola,monticola,39.6288,258.2064,1.0493192713936432
8,D. ochrophaeus,ochrophaeus,51.588,278.6112,0.7536414077017115
8,D. ocoee,ocoee,43.8768,293.2488,0.947806946821516
8,D. orestes,orestes,47.5344,255.4704,0.8107546870415648
8,D. perlapsus,perlapsus,44.5392,294.0768,0.767213467603912
8,D. tilleyi,tilleyi,42.1992,264.2328,0.9904130146699268
8,D. valtos,valtos,50.7888,314.352,1.344261728606357
8,D. welteri,welteri,48.7296,306.7776,0.8663552652811736
8,D. wrighti,wrighti,42.9696,237.0312,0.7949476656479217
9,D. aeneus,aeneus,37.6632,208.9872,0.58184293398533
9,D. amphileucus,amphileucus,44.2872,318.3264,0.9895047591687041
9,D. anicetus,anicetus,42.0624,244.2168,0.8518262121026895
9,D. apalachicolae,apalachicolae,46.5408,298.4688,0.8165358520782396
9,D. auriculatus,auriculatus,48.4488,312.912,0.9846643184596576
9,D. bairdi,bairdi,44.208,306.972,1.0732061693154034
9,D. brimleyorum,brimleyorum,45.1008,328.752,0.9187493288508558
9,D. campi,campi,35.9568,257.292,0.786891326405868
9,D. folkertsi,folkertsi,45.0144,270.072,0.9110343111246944
9,D. fuscus,fuscus,45.8568,273.8736,1.0
9,D. gvnigeusgwotli,gvnigeusgwotli,44.8992,271.7208,0.8499684767726161
9,D. intermedius,intermedius,50.1192,325.2456,0.9528757035452322
9,D. kanawha,kanawha,40.9824,288.6624,1.039305043398533
9,D. marmoratus,marmoratus,48.3552,273.8016,0.9840816100244498
9,D. mavrokoilius,mavrokoilius,42.9984,269.352,0.9338871473105135
9,D. monticola,monticola,39.8232,260.1504,0.9379048227383864
9,D. ochrophaeus,ochrophaeus,51.8112,273.4344,0.7163551479217604
9,D. ocoee,ocoee,42.9336,292.2696,0.9563974187041565
9,D. orestes,orestes,45.8928,255.456,0.785803152200489
9,D. perlapsus,perlapsus,43.6824,291.9672,0.8064659015892421
9,D. tilleyi,tilleyi,41.5008,264.7512,0.9080050647921761
9,D. valtos,valtos,50.652,311.796,1.2754733386308068
9,D. welteri,welteri,48.8448,310.7016,0.8062030476772617
9,D. wrighti,wrighti,44.892,247.6224,0.7356528300733497
10,D. aeneus,aeneus,37.62,213.1776,0.6126131320293399
10,D. amphileucus,amphileucus,45.5904,316.4904,0.9788165281173593
10,D. anicetus,anicetus,41.184,247.8384,0.9094002811735942
10,D. apalachicolae,apalachicolae,46.0008,300.8376,0.9705791418092911
10,D. auriculatus,auriculatus,50.076,316.9224,1.1259986375305624
10,D. bairdi,bairdi,44.0064,305.6688,1.1611314627139366
10,D. brimleyorum,brimleyorum,43.9776,324.1296,1.0326229083129583
10,D. campi,campi,37.0872,257.4504,0.8604223563569682
10,D. folkertsi,folkertsi,45.576,268.8408,1.0300558325183373
10,D. fuscus,fuscus,48.312,272.9376,1.0
10,D. gvnigeusgwotli,gvnigeusgwotli,47.2392,272.4336,0.9153731778728607
10,D. intermedius,intermedius,48.852,325.4904,1.0255118019559903
10,D. kanawha,kanawha,41.9904,290.2608,1.326537229828851
10,D. marmoratus,marmoratus,48.9096,273.7296,1.05894813202934
10,D. mavrokoilius,mavrokoilius,42.9984,268.0488,0.8415269278728607
10,D. monticola,monticola,39.6072,263.3616,1.0641275916870416
10,D. ochrophaeus,ochrophaeus,51.264,274.7952,0.8161109260391198
10,D. ocoee,ocoee,43.8768,292.7808,0.9638729315403424
10,D. orestes,orestes,45.9216,254.6136,0.8243274235941321
10,D. perlapsus,perlapsus,45.0648,294.2352,0.9133602536674816
10,D. tilleyi,tilleyi,41.5728,264.0528,0.9911690709046456
10,D. valtos,valtos,49.968,314.7552,1.4142436136919316
10,D. welteri,welteri,48.636,304.6752,0.90535179400978
10,D. wrighti,wrighti,45.3672,238.716,0.870562369193154
11,D. aeneus,aeneus,36.8208,212.328,0.7359901118581907
11,D. amphileucus,amphileucus,44.4528,319.6368,1.1366272952322738
11,D. anicetus,anicetus,41.4432,244.2744,1.0597775696821516
11,D. apalachicolae,apalachicolae,44.2512,301.2336,0.98167272799511
11,D. auriculatus,auriculatus,48.5568,315.1728,1.200320978606357
11,D. bairdi,bairdi,45.2016,305.6688,1.294269782396088
11,D. brimleyorum,brimleyorum,43.8696,324.1296,1.2020804682151591
11,D. campi,campi,38.9232,249.4512,0.9898743184596577
11,D. folkertsi,folkertsi,46.728,269.4384,1.1475930501222495
11,D. fuscus,fuscus,48.1824,272.808,1.0
11,D. gvnigeusgwotli,gvnigeusgwotli,46.1376,272.4192,1.0582179651589243
11,D. intermedius,intermedius,48.8736,325.7424,1.2167436106356968
11,D. kanawha,kanawha,41.724,288.5616,1.1388076130806846
11,D. marmoratus,marmoratus,47.2032,278.136,1.2068861619804403
11,D. mavrokoilius,mavrokoilius,42.552,269.5968,1.061872532396088
11,D. monticola,monticola,39.6,259.5312,1.1655557188264059
11,D. ochrophaeus,ochrophaeus,51.1488,274.8528,0.9193425207823961
11,D. ocoee,ocoee,43.812,292.2696,1.1094675727383865
11,D. orestes,orestes,46.0512,255.9888,0.8668220684596578
11,D. perlapsus,perlapsus,44.6616,299.0088,1.050777696821516
11,D. tilleyi,tilleyi,42.0192,264.4776,1.1054966839853302
11,D. valtos,valtos,49.536,313.7904,1.5394474541564793
11,D. welteri,welteri,49.248,303.3216,0.9957452469437653
11,D. wrighti,wrighti,42.0912,247.6224,1.044929813569682
12,D. aeneus,aeneus,37.6632,207.8208,0.5945978551344744
12,D. amphileucus,amphileucus,44.4096,318.5136,0.9782638135696822
12,D. anicetus,anicetus,41.7024,247.032,0.9564363636919315
12,D. apalachicolae,apalachicolae,44.6688,302.1264,0.9242357402200488
12,D. auriculatus,auriculatus,49.3344,312.156,1.0988687053789732
12,D. bairdi,bairdi,44.208,306.1368,1.1819060458435207
12,D. brimleyorum,brimleyorum,45.1008,330.8832,1.0624446699266503
12,D. campi,campi,36.7128,249.9696,0.8785978911980441
12,D. folkertsi,folkertsi,44.136,269.0424,1.0406861130806846
12,D. fuscus,fuscus,47.376,271.6272,1.0
12,D. gvnigeusgwotli,gvnigeusgwotli,47.0304,271.62,0.9606627224938875
12,D. intermedius,intermedius,47.196,322.5024,1.0786427023227385
12,D. kanawha,kanawha,41.7024,283.4568,1.0411214449877753
12,D. marmoratus,marmoratus,46.5552,276.0768,1.0946184180929097
12,D. mavrokoilius,mavrokoilius,41.1624,269.316,0.8649993422982886
12,D. monticola,monticola,39.7152,258.9552,1.0463549107579464
12,D. ochrophaeus,ochrophaeus,51.264,274.1472,0.8203790574572127
12,D. ocoee,ocoee,44.2512,293.2488,1.0385975629584352
12,D. orestes,orestes,45.792,255.0384,0.8845815715158925
12,D. perlapsus,perlapsus,41.8896,291.8592,0.8255915262836186
12,D. tilleyi,tilleyi,41.7672,264.672,1.021100152811736
12,D. valtos,valtos,50.5152,314.7552,1.445856295232274
12,D. welteri,welteri,48.924,301.3272,0.9833273300733496
12,D. wrighti,wrighti,44.892,249.3072,0.9562189767726161
13,D. aeneus,aeneus,36.8712,210.9456,0.6795993863080685
13,D. amphileucus,amphileucus,44.6832,318.78,1.0931266424205381
13,D. anicetus,anicetus,42.0624,246.2256,1.0129227958435207
13,D. apalachicolae,apalachicolae,44.3952,300.8376,1.0833377457212714
13,D. auriculatus,auriculatus,49.716,316.7712,1.2872725366748166
13,D. bairdi,bairdi,45.0072,308.16,1.245684142420538
13,D. brimleyorum,brimleyorum,45.6768,330.8544,1.1818533227383865
13,D. campi,campi,36.6696,257.6448,0.9920333905867971
13,D. folkertsi,folkertsi,43.5312,266.4072,1.138862253056235
13,D. fuscus,fuscus,47.7072,271.9656,1.0
13,D. gvnigeusgwotli,gvnigeusgwotli,45.6768,272.4336,1.0279971161369192
13,D. intermedius,intermedius,49.2768,323.7408,1.2358576766503668
13,D. kanawha,kanawha,40.9896,287.5104,1.2526168447432764
13,D. marmoratus,marmoratus,47.5488,274.7808,1.2381535079462105
13,D. mavrokoilius,mavrokoilius,43.4016,269.6112,0.9397724816625918
13,D. monticola,monticola,39.6072,262.0368,1.0854918343520783
13,D. ochrophaeus,ochrophaeus,52.6608,268.5384,0.8469247744498778
13,D. ocoee,ocoee,42.984,292.3416,1.1260183172371638
13,D. orestes,orestes,46.0224,256.1112,0.9814365525672372
13,D. perlapsus,perlapsus,44.5536,289.6704,1.0202909388753056
13,D. tilleyi,tilleyi,41.8752,267.0624,1.0941492597799511
13,D. valtos,valtos,49.572,309.3336,1.5514846790953547
13,D. welteri,welteri,48.636,303.4368,1.048421044621027
13,D. wrighti,wrighti,44.892,247.5216,0.99109879400978
14,D. aeneus,aeneus,38.2536,209.9232,0.5971096124694377
14,D. amphileucus,amphileucus,44.2512,316.4904,0.9940542347188265
14,D. anicetus,anicetus,41.8752,243.54,0.9424652341075795
14,D. apalachicolae,apalachicolae,46.9296,293.8752,0.9096270788508558
14,D. auriculatus,auriculatus,47.736,312.7104,1.0957316809290953
14,D. bairdi,bairdi,43.8696,305.5248,1.1725039077017116
14,D. brimleyorum,brimleyorum,44.0784,327.1896,1.1043634572127141
14,D. campi,campi,36.7128,258.1632,0.8924954547677262
14,D. folkertsi,folkertsi,44.4888,269.3952,1.017265793398533
14,D. fuscus,fuscus,45.4392,273.6072,1.0
14,D. gvnigeusgwotli,gvnigeusgwotli,44.8992,273.0384,0.9293755385085576
14,D. intermedius,intermedius,48.9384,327.2832,1.100155631418093
14,D. kanawha,kanawha,41.724,288.7704,1.2619794920537897
14,D. marmoratus,marmoratus,48.4992,273.9312,1.1390457347188265
14,D. mavrokoilius,mavrokoilius,43.7688,272.1816,0.8607075433985331
14,D. monticola,monticola,39.9816,260.3808,1.0565719761613692
14,D. ochrophaeus,ochrophaeus,52.1352,266.5728,0.8140114217603912
14,D. ocoee,ocoee,42.9336,298.1448,1.0543073636919316
14,D. orestes,orestes,46.8288,256.4064,0.8292196998777506
14,D. perlapsus,perlapsus,45.0288,299.8656,0.8704263099022005
14,D. tilleyi,tilleyi,41.8536,264.2832,1.0123781668704155
14,D. valtos,valtos,50.7888,319.1688,1.3792328135696823
14,D. welteri,welteri,48.7872,304.5456,0.9167020580684597
14,D. wrighti,wrighti,41.2848,226.5408,0.8830747408312959
15,D. aeneus,aeneus,38.9016,210.4128,0.5062847799511002
15,D. amphileucus,amphileucus,44.1648,319.5216,1.0249695067237166
15,D. anicetus,anicetus,44.496,242.1936,0.8638506784841076
15,D. apalachicolae,apalachicolae,45.6336,297.8928,0.8474952683374084
15,D. auriculatus,auriculatus,49.176,314.7048,0.8924426253056235
15,D. bairdi,bairdi,44.0064,306.6048,1.077075630195599
15,D. brimleyorum,brimleyorum,45.2448,330.6384,0.9934415391198044
15,D. campi,campi,37.0728,259.1136,0.8480991240831296
15,D. folkertsi,folkertsi,46.3104,270.3888,0.9570472701711492
15,D. fuscus,fuscus,46.6416,272.2392,1.0
15,D. gvnigeusgwotli,gvnigeusgwotli,46.5696,271.8072,0.8600558325183374
15,D. intermedius,intermedius,50.1768,325.2384,1.0124457695599023
15,D. kanawha,kanawha,42.192,279.54,0.953833805012225
15,D. marmoratus,marmoratus,47.2032,276.1416,0.9568151674816626
15,D. mavrokoilius,mavrokoilius,43.416,269.3088,0.8641477328850855
15,D. monticola,monticola,39.3624,258.9264,1.0381661124694377
15,D. ochrophaeus,ochrophaeus,52.6608,275.148,0.7683427830073349
15,D. ocoee,ocoee,42.6384,295.8624,0.9350259804400978
15,D. orestes,orestes,47.2032,256.4928,0.7303922701711492
15,D. perlapsus,perlapsus,41.8896,298.6632,0.7589213202933985
15,D. tilleyi,tilleyi,41.544,264.2832,0.9129378184596578
15,D. valtos,valtos,49.8096,314.1936,1.2708515929095354
15,D. welteri,welteri,48.0528,303.3216,0.8402365055012225
15,D. wrighti,wrighti,44.892,247.5216,0.8643477047677262
16,D. aeneus,aeneus,38.8296,207.8208,0.5385811075794622
16,D. amphileucus,amphileucus,44.6688,319.5504,1.0598218288508559
16,D. anicetus,anicetus,41.1696,246.0672,0.9173210244498778
16,D. apalachicolae,apalachicolae,43.2792,300.312,0.8922962218826406
16,D. auriculatus,auriculatus,48.6792,315.1008,1.0523765140586796
16,D. bairdi,bairdi,44.0064,308.3616,1.135590619804401
16,D. brimleyorum,brimleyorum,45.1008,334.2384,0.998389435207824
16,D. campi,campi,37.728,258.1632,0.8757171613691932
16,D. folkertsi,folkertsi,46.4112,265.8528,1.0393878080684598
16,D. fuscus,fuscus,45.3024,273.3552,1.0
16,D. gvnigeusgwotli,gvnigeusgwotli,46.5696,275.1192,0.9149195097799512
16,D. intermedius,intermedius,47.0592,325.1952,1.0740128869193155
16,D. kanawha,kanawha,41.76,288.6192,1.2338072536674818
16,D. marmoratus,marmoratus,46.728,276.408,1.0798026338630808
16,D. mavrokoilius,mavrokoilius,43.992,269.3088,0.9637013893643033
16,D. monticola,monticola,39.204,259.5312,0.984804511613692
16,D. ochrophaeus,ochrophaeus,54.0,268.0704,0.8071044975550122
16,D. ocoee,ocoee,42.8256,293.3856,0.9986849547677261
16,D. orestes,orestes,47.5344,255.6,0.7678580171149144
16,D. perlapsus,perlapsus,43.38,294.192,0.8651133349633252
16,D. tilleyi,tilleyi,41.3136,264.816,0.9851814034229829
16,D. valtos,valtos,49.9536,312.7104,1.3586417316625918
16,D. welteri,welteri,48.8088,303.984,0.85371808801956
16,D. wrighti,wrighti,40.3848,226.5408,0.9137316522004891
17,D. aeneus,aeneus,35.928,213.2856,0.6323890837408312
17,D. amphileucus,amphileucus,45.5976,319.6368,1.19243745599022
17,D. anicetus,anicetus,40.5,242.4888,1.0450720592909537
17,D. apalachicolae,apalachicolae,46.8288,300.2544,1.119158847188264
17,D. auriculatus,auriculatus,48.3408,314.2368,1.242854491442543
17,D. bairdi,bairdi,44.0064,306.972,1.2933183942542787
17,D. brimleyorum,brimleyorum,44.496,327.1896,1.069710672371638
17,D. campi,campi,38.1888,257.6448,0.9750642646699267
17,D. folkertsi,folkertsi,43.74,269.208,1.0948743007334965
17,D. fuscus,fuscus,48.24,272.6784,1.0
17,D. gvnigeusgwotli,gvnigeusgwotli,46.5696,273.24,0.98676675
17,D. intermedius,intermedius,49.8024,326.16,1.271162803178484
17,D. kanawha,kanawha,41.7024,291.78,1.1722891161369193
17,D. marmoratus,marmoratus,48.2904,274.0752,1.2486556699266504
17,D. mavrokoilius,mavrokoilius,43.704,270.5256,1.0313710171149144
17,D. monticola,monticola,39.7152,260.0784,1.0797800513447433
17,D. ochrophaeus,ochrophaeus,52.9632,275.4432,0.9361199260391199
17,D. ocoee,ocoee,44.2224,292.5216,1.2185566344743277
17,D. orestes,orestes,45.9936,255.0816,0.878765174205379
17,D. perlapsus,perlapsus,44.424,287.9712,0.9274321809290954
17,D. tilleyi,tilleyi,42.9624,264.8304,1.1310178771393642
17,D. valtos,valtos,48.8808,313.7904,1.5348221204156478
17,D. welteri,welteri,48.7008,302.8032,1.0520328636919316
17,D. wrighti,wrighti,40.4784,197.6976,1.0825426980440098
18,D. aeneus,aeneus,35.8488,207.144,0.5647378429095354
18,D. amphileucus,amphileucus,44.4096,319.4928,1.0648634529339853
18,D. anicetus,anicetus,42.1344,242.5032,0.9264068526894865
18,D. apalachicolae,apalachicolae,45.2016,301.2336,0.9819072536674818
18,D. auriculatus,auriculatus,49.176,313.3224,1.074453947432763
18,D. bairdi,bairdi,44.4096,306.0,1.1264601577017117
18,D. brimleyorum,brimleyorum,45.6984,329.7888,1.12333559596577
18,D. campi,campi,38.2176,257.4504,0.8845460183374083
