bootstrap_replicate,species,tree_tip,genome_size_pg,nucleus_area_um2,cell_area_um2
206,D. gvnigeusgwotli,gvnigeusgwotli,15.98231530,46.67040000,270.72000000
206,D. intermedius,intermedius,19.02568326,50.47200000,325.00080000
206,D. kanawha,kanawha,15.60618920,41.87520000,286.97040000
206,D. marmoratus,marmoratus,17.12201163,47.26080000,274.48560000
206,D. mavrokoilius,mavrokoilius,15.77918947,40.75200000,269.61120000
206,D. monticola,monticola,16.48219741,40.17600000,260.71200000
206,D. ochrophaeus,ochrophaeus,13.30328440,51.22080000,275.60160000
206,D. ocoee,ocoee,16.08327209,42.32160000,294.63840000
206,D. orestes,orestes,15.93740137,46.59120000,255.58560000
206,D. perlapsus,perlapsus,16.32270854,44.76240000,294.07680000
206,D. tilleyi,tilleyi,16.78681090,42.16320000,264.67200000
206,D. valtos,valtos,22.73555609,49.80960000,306.49680000
206,D. welteri,welteri,14.13276806,49.55040000,313.46640000
206,D. wrighti,wrighti,14.00088752,42.96960000,237.03120000
207,D. aeneus,aeneus,9.64720581,42.51600000,207.69120000
207,D. amphileucus,amphileucus,17.92591225,43.81920000,318.43440000
207,D. anicetus,anicetus,15.29674039,42.34320000,248.16960000
207,D. apalachicolae,apalachicolae,14.60612142,44.66880000,298.46880000
207,D. auriculatus,auriculatus,17.31554190,49.34880000,317.34720000
207,D. bairdi,bairdi,19.01942226,44.94240000,305.52480000
207,D. brimleyorum,brimleyorum,17.70931005,45.24480000,330.37920000
207,D. campi,campi,14.49152218,37.49760000,257.64480000
207,D. folkertsi,folkertsi,15.94609375,43.98480000,268.73280000
207,D. fuscus,fuscus,16.36000000,45.56160000,272.11680000
207,D. gvnigeusgwotli,gvnigeusgwotli,15.52909520,44.64000000,275.01120000
207,D. intermedius,intermedius,18.92631217,48.08160000,326.57760000
207,D. kanawha,kanawha,15.17510228,41.87520000,288.59040000
207,D. marmoratus,marmoratus,17.54842560,46.95120000,274.90320000
207,D. mavrokoilius,mavrokoilius,14.88223954,43.19280000,268.64640000
207,D. monticola,monticola,16.01455008,39.78720000,260.10720000
207,D. ochrophaeus,ochrophaeus,12.90128512,50.86080000,275.60160000
207,D. ocoee,ocoee,16.00316323,43.74720000,294.13440000
207,D. orestes,orestes,13.08634170,45.89280000,256.57920000
207,D. perlapsus,perlapsus,15.82921735,43.96320000,293.55120000
207,D. tilleyi,tilleyi,16.64227661,41.83200000,265.08960000
207,D. valtos,valtos,22.55276672,49.63680000,319.50720000
207,D. welteri,welteri,14.73944144,48.25440000,304.54560000
207,D. wrighti,wrighti,14.64208142,43.84800000,215.10720000
208,D. aeneus,aeneus,10.42994074,37.67040000,217.69920000
208,D. amphileucus,amphileucus,16.66687365,45.18720000,318.78000000
208,D. anicetus,anicetus,14.75688943,41.91120000,244.27440000
208,D. apalachicolae,apalachicolae,14.50326251,44.34480000,300.65040000
208,D. auriculatus,auriculatus,16.97709147,50.26320000,316.77120000
208,D. bairdi,bairdi,18.66924550,45.18000000,307.69920000
208,D. brimleyorum,brimleyorum,16.00025662,43.92000000,332.61120000
208,D. campi,campi,13.84214778,36.66960000,258.22800000
208,D. folkertsi,folkertsi,16.74817148,47.43360000,268.87680000
208,D. fuscus,fuscus,16.36000000,47.37600000,273.60720000
208,D. gvnigeusgwotli,gvnigeusgwotli,15.14947978,46.50480000,273.24000000
208,D. intermedius,intermedius,16.79229957,49.42800000,326.59200000
208,D. kanawha,kanawha,14.98362344,41.04000000,288.03600000
208,D. marmoratus,marmoratus,17.56064792,48.32640000,273.93120000
208,D. mavrokoilius,mavrokoilius,13.73846005,43.38720000,270.52560000
208,D. monticola,monticola,15.90123534,39.61440000,259.50240000
208,D. ochrophaeus,ochrophaeus,13.29102136,51.63120000,273.43440000
208,D. ocoee,ocoee,15.91591566,43.44480000,294.53040000
208,D. orestes,orestes,14.05289055,46.82880000,255.48480000
208,D. perlapsus,perlapsus,13.89573992,44.55360000,294.07680000
208,D. tilleyi,tilleyi,16.04285851,42.95520000,264.47760000
208,D. valtos,valtos,22.88280291,49.96800000,312.71040000
208,D. welteri,welteri,15.02266926,48.21120000,304.54560000
208,D. wrighti,wrighti,13.41710391,39.57840000,203.67360000
209,D. aeneus,aeneus,9.46299845,37.05120000,208.74240000
209,D. amphileucus,amphileucus,18.50473013,44.09280000,321.95520000
209,D. anicetus,anicetus,16.23163687,42.06240000,245.26080000
209,D. apalachicolae,apalachicolae,16.85014569,45.64800000,299.44080000
209,D. auriculatus,auriculatus,20.70269438,49.76640000,316.92240000
209,D. bairdi,bairdi,19.55742627,44.00640000,305.03520000
209,D. brimleyorum,brimleyorum,17.30317268,45.11520000,331.50240000
209,D. campi,campi,15.27501550,37.50480000,255.31920000
209,D. folkertsi,folkertsi,17.76502587,45.54720000,268.76880000
209,D. fuscus,fuscus,16.36000000,45.43200000,274.35600000
209,D. gvnigeusgwotli,gvnigeusgwotli,15.20574510,46.89360000,272.53440000
209,D. intermedius,intermedius,19.25012664,49.14000000,328.39200000
209,D. kanawha,kanawha,16.31827137,43.14960000,279.92160000
209,D. marmoratus,marmoratus,19.49492681,46.64160000,276.03360000
209,D. mavrokoilius,mavrokoilius,16.27643138,43.38720000,269.60400000
209,D. monticola,monticola,18.01035715,39.64320000,260.43120000
209,D. ochrophaeus,ochrophaeus,13.64708688,53.30880000,274.50000000
209,D. ocoee,ocoee,16.90749556,42.24240000,292.34160000
209,D. orestes,orestes,13.38594078,46.02240000,255.08160000
209,D. perlapsus,perlapsus,15.89688004,42.01920000,291.85920000
209,D. tilleyi,tilleyi,17.68753342,41.85360000,267.23520000
209,D. valtos,valtos,23.28845413,49.56480000,311.67360000
209,D. welteri,welteri,14.30041521,48.90240000,308.70720000
209,D. wrighti,wrighti,15.83707821,41.28480000,203.67360000
210,D. aeneus,aeneus,9.30863423,37.67040000,207.75600000
210,D. amphileucus,amphileucus,16.43804325,42.94080000,316.56960000
210,D. anicetus,anicetus,14.70645313,41.43600000,242.82720000
210,D. apalachicolae,apalachicolae,15.18931684,44.25120000,294.30720000
210,D. auriculatus,auriculatus,15.54225038,48.31920000,312.91200000
210,D. bairdi,bairdi,17.79657250,44.94240000,306.60480000
210,D. brimleyorum,brimleyorum,17.88433158,43.97760000,330.37920000
210,D. campi,campi,13.76306845,37.49760000,256.00320000
210,D. folkertsi,folkertsi,15.85865475,45.99360000,270.07200000
210,D. fuscus,fuscus,16.36000000,45.56160000,272.80800000
210,D. gvnigeusgwotli,gvnigeusgwotli,14.48849052,46.56960000,275.97600000
210,D. intermedius,intermedius,17.72836853,48.51360000,324.52560000
210,D. kanawha,kanawha,17.21123757,43.04160000,288.66240000
210,D. marmoratus,marmoratus,17.25653667,49.42080000,275.52960000
210,D. mavrokoilius,mavrokoilius,15.00944715,43.38720000,269.02080000
210,D. monticola,monticola,16.22882586,39.60720000,258.92640000
210,D. ochrophaeus,ochrophaeus,12.68303021,51.95520000,267.57360000
210,D. ocoee,ocoee,15.74360571,42.39360000,293.29200000
210,D. orestes,orestes,13.75984455,45.33840000,254.42640000
210,D. perlapsus,perlapsus,14.44158565,45.00000000,294.07680000
210,D. tilleyi,tilleyi,16.02607997,42.96240000,264.83040000
210,D. valtos,valtos,21.41882615,49.79520000,314.30160000
210,D. welteri,welteri,13.96842843,48.84480000,304.41600000
210,D. wrighti,wrighti,14.00716692,46.24560000,237.13200000
211,D. aeneus,aeneus,10.32738529,35.76960000,209.43360000
211,D. amphileucus,amphileucus,17.77228149,45.38880000,320.56560000
211,D. anicetus,anicetus,15.66343692,41.19840000,244.19520000
211,D. apalachicolae,apalachicolae,17.52190359,43.71840000,300.65040000
211,D. auriculatus,auriculatus,18.19506838,49.35600000,313.67520000
211,D. bairdi,bairdi,19.37484036,44.20800000,306.60480000
211,D. brimleyorum,brimleyorum,17.00127203,45.21600000,329.69520000
211,D. campi,campi,14.77249536,37.44720000,259.32960000
211,D. folkertsi,folkertsi,17.68320349,43.53120000,268.80480000
211,D. fuscus,fuscus,16.36000000,45.20160000,272.43360000
211,D. gvnigeusgwotli,gvnigeusgwotli,15.93062132,46.45440000,271.55520000
211,D. intermedius,intermedius,18.20836856,46.96560000,325.19520000
211,D. kanawha,kanawha,16.70048901,42.19200000,279.92160000
211,D. marmoratus,marmoratus,18.08709610,46.80720000,276.60960000
211,D. mavrokoilius,mavrokoilius,17.09130342,43.07040000,269.02080000
211,D. monticola,monticola,18.92380145,39.42000000,259.53120000
211,D. ochrophaeus,ochrophaeus,13.22646363,54.12960000,274.85280000
211,D. ocoee,ocoee,15.93981567,43.99200000,292.60080000
211,D. orestes,orestes,16.12204910,45.79200000,255.06000000
211,D. perlapsus,perlapsus,13.97789484,41.29920000,294.27840000
211,D. tilleyi,tilleyi,17.00767171,42.19920000,264.05280000
211,D. valtos,valtos,22.36053339,49.15440000,315.74160000
211,D. welteri,welteri,15.07219050,48.70800000,301.95360000
211,D. wrighti,wrighti,15.00415741,42.16320000,203.67360000
212,D. aeneus,aeneus,10.02262882,37.65600000,208.54080000
212,D. amphileucus,amphileucus,17.48714601,44.12880000,320.39280000
212,D. anicetus,anicetus,15.09893476,42.48000000,243.61920000
212,D. apalachicolae,apalachicolae,15.70552168,44.39520000,295.30800000
212,D. auriculatus,auriculatus,18.55281518,48.67920000,312.65280000
212,D. bairdi,bairdi,18.87987454,44.62560000,309.83040000
212,D. brimleyorum,brimleyorum,16.99580349,45.11520000,330.40080000
212,D. campi,campi,14.72938882,36.71280000,259.33680000
212,D. folkertsi,folkertsi,17.29315687,44.46720000,269.73360000
212,D. fuscus,fuscus,16.36000000,45.87120000,273.31200000
212,D. gvnigeusgwotli,gvnigeusgwotli,15.43652080,46.89360000,272.41920000
212,D. intermedius,intermedius,18.45258905,49.14000000,324.48240000
212,D. kanawha,kanawha,17.00025670,40.68000000,287.06400000
212,D. marmoratus,marmoratus,17.43025822,48.42720000,274.90320000
212,D. mavrokoilius,mavrokoilius,14.62168296,41.32800000,266.70960000
212,D. monticola,monticola,17.29381113,39.60720000,260.88480000
212,D. ochrophaeus,ochrophaeus,13.60293146,51.81120000,267.32880000
212,D. ocoee,ocoee,16.07963185,42.93360000,294.63840000
212,D. orestes,orestes,13.75375348,44.76240000,256.11120000
212,D. perlapsus,perlapsus,12.83886219,43.56000000,291.85920000
212,D. tilleyi,tilleyi,15.81953681,41.53680000,265.34880000
212,D. valtos,valtos,22.34845877,50.23440000,315.58320000
212,D. welteri,welteri,15.12391829,50.15520000,310.47840000
212,D. wrighti,wrighti,13.87703746,42.96960000,225.69840000
213,D. aeneus,aeneus,8.60764093,37.66320000,208.18080000
213,D. amphileucus,amphileucus,14.33032219,43.37280000,316.56960000
213,D. anicetus,anicetus,13.67997373,41.70240000,243.48240000
213,D. apalachicolae,apalachicolae,13.32227606,46.10880000,294.09120000
213,D. auriculatus,auriculatus,16.15458560,49.35600000,316.90080000
213,D. bairdi,bairdi,16.87141348,43.86960000,305.81280000
213,D. brimleyorum,brimleyorum,15.72299913,47.04480000,329.01120000
213,D. campi,campi,13.05381105,36.74880000,257.96880000
213,D. folkertsi,folkertsi,15.18202978,44.51040000,269.40240000
213,D. fuscus,fuscus,16.36000000,47.24640000,273.35520000
213,D. gvnigeusgwotli,gvnigeusgwotli,13.83881596,45.73440000,272.40480000
213,D. intermedius,intermedius,15.72958769,47.88720000,325.23840000
213,D. kanawha,kanawha,15.75067327,43.06320000,288.77040000
213,D. marmoratus,marmoratus,16.70366334,47.75760000,276.07680000
213,D. mavrokoilius,mavrokoilius,15.61978495,43.40160000,269.35200000
213,D. monticola,monticola,15.48183508,39.60000000,262.20960000
213,D. ochrophaeus,ochrophaeus,11.82344546,52.66080000,269.35200000
213,D. ocoee,ocoee,15.90307806,44.22240000,291.97440000
213,D. orestes,orestes,11.76063205,46.02240000,255.18240000
213,D. perlapsus,perlapsus,13.91946826,42.30000000,294.13440000
213,D. tilleyi,tilleyi,14.66498180,42.01920000,263.24640000
213,D. valtos,valtos,20.08272172,49.56480000,314.91360000
213,D. welteri,welteri,14.43075210,48.72960000,303.98400000
213,D. wrighti,wrighti,14.14440535,39.57840000,215.10720000
214,D. aeneus,aeneus,8.26477878,37.67040000,207.20880000
214,D. amphileucus,amphileucus,15.07853352,44.41680000,317.77200000
214,D. anicetus,anicetus,13.34621321,42.34320000,242.33760000
214,D. apalachicolae,apalachicolae,15.13526555,45.50400000,299.54880000
214,D. auriculatus,auriculatus,16.18913482,48.90240000,316.65600000
214,D. bairdi,bairdi,16.61744686,43.99920000,308.65680000
214,D. brimleyorum,brimleyorum,14.57215917,46.18800000,329.93280000
214,D. campi,campi,12.61363264,37.07280000,257.97600000
214,D. folkertsi,folkertsi,14.89367254,43.41600000,269.64720000
214,D. fuscus,fuscus,16.36000000,46.64160000,272.11680000
214,D. gvnigeusgwotli,gvnigeusgwotli,13.28758407,46.62000000,271.33200000
214,D. intermedius,intermedius,15.56638176,48.87360000,327.37680000
214,D. kanawha,kanawha,14.25887912,41.34960000,286.13520000
214,D. marmoratus,marmoratus,15.38451262,46.64160000,277.41600000
214,D. mavrokoilius,mavrokoilius,13.68773217,44.05680000,268.48800000
214,D. monticola,monticola,14.13696025,39.61440000,260.10720000
214,D. ochrophaeus,ochrophaeus,10.97068979,52.45920000,275.15520000
214,D. ocoee,ocoee,14.51006407,43.50960000,293.11200000
214,D. orestes,orestes,13.19236219,47.28960000,255.98880000
214,D. perlapsus,perlapsus,12.94624064,43.38000000,289.59120000
214,D. tilleyi,tilleyi,14.45397669,41.78880000,265.08960000
214,D. valtos,valtos,19.83580569,49.56480000,317.31840000
214,D. welteri,welteri,12.85430452,48.68640000,303.39360000
214,D. wrighti,wrighti,13.66468019,42.09120000,249.30720000
215,D. aeneus,aeneus,9.82930523,37.62000000,208.98720000
215,D. amphileucus,amphileucus,19.28566409,44.67600000,318.70080000
215,D. anicetus,anicetus,16.74144937,41.18400000,242.50320000
215,D. apalachicolae,apalachicolae,19.01734818,44.25120000,299.10240000
215,D. auriculatus,auriculatus,17.69618637,49.00320000,313.67520000
215,D. bairdi,bairdi,20.72495054,44.65440000,306.13680000
215,D. brimleyorum,brimleyorum,18.09112150,46.88640000,328.81680000
215,D. campi,campi,16.15181403,37.12320000,258.30000000
215,D. folkertsi,folkertsi,18.70913115,44.13600000,268.80480000
215,D. fuscus,fuscus,16.36000000,47.24640000,271.09440000
215,D. gvnigeusgwotli,gvnigeusgwotli,16.97390281,47.13120000,272.35440000
215,D. intermedius,intermedius,19.56123393,49.27680000,326.59200000
215,D. kanawha,kanawha,18.80155419,41.72400000,288.67680000
215,D. marmoratus,marmoratus,19.98432628,47.39760000,275.40720000
215,D. mavrokoilius,mavrokoilius,16.66834502,44.73360000,271.44000000
215,D. monticola,monticola,20.08315334,40.01760000,259.39440000
215,D. ochrophaeus,ochrophaeus,14.38320481,52.45920000,275.14800000
215,D. ocoee,ocoee,17.50243796,44.10720000,292.85280000
215,D. orestes,orestes,15.48933272,46.05120000,255.61440000
215,D. perlapsus,perlapsus,16.63385929,44.14320000,296.19360000
215,D. tilleyi,tilleyi,18.52999752,41.74560000,265.08960000
215,D. valtos,valtos,23.73203086,50.64480000,313.23600000
215,D. welteri,welteri,17.68962977,48.68640000,309.94560000
215,D. wrighti,wrighti,16.08058628,44.01360000,237.03120000
216,D. aeneus,aeneus,10.23725323,36.85680000,207.20880000
216,D. amphileucus,amphileucus,16.89315334,44.28720000,318.62160000
216,D. anicetus,anicetus,15.45477819,40.56480000,242.35200000
216,D. apalachicolae,apalachicolae,17.30270794,45.50400000,298.46880000
216,D. auriculatus,auriculatus,16.29925634,50.70960000,316.77120000
216,D. bairdi,bairdi,18.64761924,43.93440000,309.21840000
216,D. brimleyorum,brimleyorum,17.87986715,44.91360000,330.08400000
216,D. campi,campi,14.88103554,37.79280000,257.45040000
216,D. folkertsi,folkertsi,16.97204146,45.26640000,269.39520000
216,D. fuscus,fuscus,16.36000000,48.18240000,272.93760000
216,D. gvnigeusgwotli,gvnigeusgwotli,15.24639953,46.62000000,273.44160000
216,D. intermedius,intermedius,19.27557592,49.27680000,325.15200000
216,D. kanawha,kanawha,16.93771738,41.76000000,287.06400000
216,D. marmoratus,marmoratus,17.98259438,48.25440000,273.88800000
216,D. mavrokoilius,mavrokoilius,17.13281888,41.16240000,268.48800000
216,D. monticola,monticola,17.95553871,39.26880000,258.95520000
216,D. ochrophaeus,ochrophaeus,13.49106457,52.61040000,279.06480000
216,D. ocoee,ocoee,16.29452384,43.97040000,293.29200000
216,D. orestes,orestes,14.14876337,45.46800000,255.48480000
216,D. perlapsus,perlapsus,13.50875593,44.31600000,293.02560000
216,D. tilleyi,tilleyi,16.52216948,42.59520000,263.46240000
216,D. valtos,valtos,23.02792695,49.57200000,313.68960000
216,D. welteri,welteri,13.95766641,48.67200000,302.16960000
216,D. wrighti,wrighti,15.12202830,42.16320000,203.67360000
217,D. aeneus,aeneus,9.68045466,34.99920000,222.68880000
217,D. amphileucus,amphileucus,15.47639541,44.67600000,320.08320000
217,D. anicetus,anicetus,14.20749530,41.73120000,244.13760000
217,D. apalachicolae,apalachicolae,15.24809049,44.03520000,300.98880000
217,D. auriculatus,auriculatus,17.92297158,48.29760000,316.77120000
217,D. bairdi,bairdi,17.98260278,45.00720000,309.71520000
217,D. brimleyorum,brimleyorum,17.05161579,45.24480000,328.36320000
217,D. campi,campi,13.35584657,37.45440000,257.45040000
217,D. folkertsi,folkertsi,15.58901987,43.20000000,269.06400000
217,D. fuscus,fuscus,16.36000000,46.51920000,273.87360000
217,D. gvnigeusgwotli,gvnigeusgwotli,14.52515030,46.77120000,271.77120000
217,D. intermedius,intermedius,16.47770942,49.27680000,325.00080000
217,D. kanawha,kanawha,16.21144325,41.09760000,288.61920000
217,D. marmoratus,marmoratus,16.67322170,47.95200000,276.03360000
217,D. mavrokoilius,mavrokoilius,14.73430685,42.04080000,269.02080000
217,D. monticola,monticola,15.73548864,39.13920000,257.58000000
217,D. ochrophaeus,ochrophaeus,12.81738708,52.45920000,270.61920000
217,D. ocoee,ocoee,16.16310601,41.99040000,291.83040000
217,D. orestes,orestes,13.71682420,47.10240000,255.48480000
217,D. perlapsus,perlapsus,13.02423031,44.53920000,295.45920000
217,D. tilleyi,tilleyi,15.32910662,42.96240000,263.92320000
217,D. valtos,valtos,20.61695033,49.96800000,314.59680000
217,D. welteri,welteri,12.90445887,48.89520000,307.46880000
217,D. wrighti,wrighti,13.48541944,43.20720000,215.10720000
218,D. aeneus,aeneus,8.28121702,37.65600000,206.82720000
218,D. amphileucus,amphileucus,15.26056530,44.56080000,317.66400000
218,D. anicetus,anicetus,13.86150507,42.06240000,245.16000000
218,D. apalachicolae,apalachicolae,13.63753927,46.00080000,296.10000000
218,D. auriculatus,auriculatus,16.36953162,50.47920000,316.77840000
218,D. bairdi,bairdi,17.61754923,43.77600000,304.78320000
218,D. brimleyorum,brimleyorum,15.57737870,43.94880000,327.64320000
218,D. campi,campi,13.65452651,36.71280000,252.30240000
218,D. folkertsi,folkertsi,15.63181563,44.76240000,267.06240000
218,D. fuscus,fuscus,16.36000000,45.31680000,270.79920000
218,D. gvnigeusgwotli,gvnigeusgwotli,14.59835884,46.67040000,272.93760000
218,D. intermedius,intermedius,15.45515045,49.07520000,326.57760000
218,D. kanawha,kanawha,18.97100637,41.70240000,288.77040000
218,D. marmoratus,marmoratus,16.68830694,48.25440000,274.06080000
218,D. mavrokoilius,mavrokoilius,14.19510788,40.87440000,272.62080000
218,D. monticola,monticola,16.23228330,39.13920000,261.70560000
218,D. ochrophaeus,ochrophaeus,12.41002963,52.27920000,274.80240000
218,D. ocoee,ocoee,15.17927943,42.93360000,292.85280000
218,D. orestes,orestes,12.40134925,46.05120000,257.11920000
218,D. perlapsus,perlapsus,13.84775794,44.20080000,296.64000000
218,D. tilleyi,tilleyi,15.21853593,42.96240000,264.28320000
218,D. valtos,valtos,20.33658179,50.51520000,316.93680000
218,D. welteri,welteri,13.39341884,48.80880000,304.54560000
218,D. wrighti,wrighti,13.47072700,39.57840000,203.67360000
219,D. aeneus,aeneus,8.48391786,38.05920000,207.69120000
219,D. amphileucus,amphileucus,16.56864409,44.54640000,318.85920000
219,D. anicetus,anicetus,14.47572293,42.06240000,245.10240000
219,D. apalachicolae,apalachicolae,14.35439499,44.21520000,299.67840000
219,D. auriculatus,auriculatus,17.85536627,48.34080000,316.94400000
219,D. bairdi,bairdi,17.88822037,44.00640000,304.61040000
219,D. brimleyorum,brimleyorum,16.76257476,45.23040000,329.78880000
219,D. campi,campi,14.07860604,37.39680000,257.03280000
219,D. folkertsi,folkertsi,16.21869509,44.72640000,267.67440000
219,D. fuscus,fuscus,16.36000000,46.39680000,272.04480000
219,D. gvnigeusgwotli,gvnigeusgwotli,14.62572674,46.08000000,275.97600000
219,D. intermedius,intermedius,16.84689642,49.65120000,325.25280000
219,D. kanawha,kanawha,17.20584824,40.78800000,288.59040000
219,D. marmoratus,marmoratus,17.47505125,48.10320000,277.43040000
219,D. mavrokoilius,mavrokoilius,14.80350517,42.35760000,271.44000000
219,D. monticola,monticola,15.47925402,39.71520000,260.43120000
219,D. ochrophaeus,ochrophaeus,12.77735376,52.61040000,280.82160000
219,D. ocoee,ocoee,15.52812725,44.15040000,293.38560000
219,D. orestes,orestes,15.00663118,46.02240000,255.34080000
219,D. perlapsus,perlapsus,13.09985927,43.25760000,293.02560000
219,D. tilleyi,tilleyi,15.89787339,42.19920000,263.92320000
219,D. valtos,valtos,21.47886449,49.96800000,313.74000000
219,D. welteri,welteri,13.73482791,48.76560000,302.84640000
219,D. wrighti,wrighti,14.51746437,42.96960000,215.10720000
220,D. aeneus,aeneus,9.03263728,35.67600000,213.39360000
220,D. amphileucus,amphileucus,17.66316629,44.09280000,320.87520000
220,D. anicetus,anicetus,15.16815208,41.69520000,243.22320000
220,D. apalachicolae,apalachicolae,14.74052317,44.89920000,297.89280000
220,D. auriculatus,auriculatus,16.67404489,47.81520000,311.90400000
220,D. bairdi,bairdi,19.04518748,44.62560000,308.72160000
220,D. brimleyorum,brimleyorum,17.87632561,44.49600000,328.16880000
220,D. campi,campi,14.77853780,36.74880000,257.03280000
220,D. folkertsi,folkertsi,16.95702460,46.02960000,267.94080000
220,D. fuscus,fuscus,16.36000000,46.82160000,272.11680000
220,D. gvnigeusgwotli,gvnigeusgwotli,14.88410732,46.19520000,273.34080000
220,D. intermedius,intermedius,17.26028746,50.04720000,326.58480000
220,D. kanawha,kanawha,18.82370217,41.04720000,288.64080000
220,D. marmoratus,marmoratus,17.08498620,49.32000000,276.40800000
220,D. mavrokoilius,mavrokoilius,15.78768305,41.16240000,266.70960000
220,D. monticola,monticola,16.27059447,39.12480000,257.99040000
220,D. ochrophaeus,ochrophaeus,13.30405901,52.61040000,267.45120000
220,D. ocoee,ocoee,17.38077420,42.60960000,295.89120000
220,D. orestes,orestes,14.70720533,44.76240000,256.38480000
220,D. perlapsus,perlapsus,16.13392383,41.39280000,291.79440000
220,D. tilleyi,tilleyi,16.42734224,42.19920000,264.67200000
220,D. valtos,valtos,22.37769169,49.57920000,317.30400000
220,D. welteri,welteri,15.05635608,48.80880000,304.67520000
220,D. wrighti,wrighti,14.95139914,41.28480000,226.54080000
221,D. aeneus,aeneus,9.67238756,35.67600000,208.98720000
221,D. amphileucus,amphileucus,16.19914336,44.43120000,319.09680000
221,D. anicetus,anicetus,14.86932279,41.70240000,247.57920000
221,D. apalachicolae,apalachicolae,15.75663147,45.87120000,298.46880000
221,D. auriculatus,auriculatus,17.38246916,47.73600000,315.13680000
221,D. bairdi,bairdi,18.39751968,44.62560000,307.30320000
221,D. brimleyorum,brimleyorum,17.94601348,46.51920000,330.65280000
221,D. campi,campi,14.06479457,37.39680000,255.52800000
221,D. folkertsi,folkertsi,17.34956092,43.64640000,265.01040000
221,D. fuscus,fuscus,16.36000000,45.31680000,272.67840000
221,D. gvnigeusgwotli,gvnigeusgwotli,15.34030014,47.13120000,275.22720000
221,D. intermedius,intermedius,16.97494675,48.67200000,324.18720000
221,D. kanawha,kanawha,16.72611034,43.11360000,285.39360000
221,D. marmoratus,marmoratus,17.15751385,47.95200000,273.83040000
221,D. mavrokoilius,mavrokoilius,15.41840496,41.32800000,269.10720000
221,D. monticola,monticola,17.54839535,39.58560000,259.48800000
221,D. ochrophaeus,ochrophaeus,12.40494987,52.46640000,274.50000000
221,D. ocoee,ocoee,16.07204242,43.62480000,293.38560000
221,D. orestes,orestes,13.02498515,47.27520000,254.80080000
221,D. perlapsus,perlapsus,15.49902920,42.30000000,291.85920000
221,D. tilleyi,tilleyi,16.14985098,42.05520000,264.75120000
221,D. valtos,valtos,22.67679554,50.91840000,311.79600000
221,D. welteri,welteri,14.81221072,48.60000000,304.41600000
221,D. wrighti,wrighti,14.15110556,46.24560000,249.30720000
222,D. aeneus,aeneus,10.15537540,37.67040000,210.94560000
222,D. amphileucus,amphileucus,19.37623298,44.16480000,318.78000000
222,D. anicetus,anicetus,17.37596309,41.43600000,242.25840000
222,D. apalachicolae,apalachicolae,17.49862652,44.26560000,300.05280000
222,D. auriculatus,auriculatus,20.14731236,48.44880000,312.68160000
222,D. bairdi,bairdi,21.03198634,44.89920000,309.21840000
222,D. brimleyorum,brimleyorum,19.56521436,46.84320000,330.85440000
222,D. campi,campi,16.54629975,38.06640000,257.64480000
222,D. folkertsi,folkertsi,19.82051783,44.87040000,269.20800000
222,D. fuscus,fuscus,16.36000000,47.37600000,272.80800000
222,D. gvnigeusgwotli,gvnigeusgwotli,17.25153548,44.38080000,273.34080000
222,D. intermedius,intermedius,20.12166316,47.05920000,325.19520000
222,D. kanawha,kanawha,22.53485409,41.74560000,287.84160000
222,D. marmoratus,marmoratus,20.81850643,46.89360000,276.03360000
222,D. mavrokoilius,mavrokoilius,15.42591750,43.19280000,269.02080000
222,D. monticola,monticola,18.24196544,40.01760000,260.43120000
222,D. ochrophaeus,ochrophaeus,15.31958465,52.60320000,267.01920000
222,D. ocoee,ocoee,18.03740614,43.50960000,293.29200000
222,D. orestes,orestes,15.51363930,46.82880000,255.61440000
222,D. perlapsus,perlapsus,16.66855666,41.95440000,290.21040000
222,D. tilleyi,tilleyi,18.60248576,41.45760000,264.55680000
222,D. valtos,valtos,25.26342267,49.56480000,313.65360000
222,D. welteri,welteri,15.55560003,48.05280000,308.16000000
222,D. wrighti,wrighti,16.48383653,44.89200000,247.62240000
223,D. aeneus,aeneus,8.53789588,37.67040000,212.32800000
223,D. amphileucus,amphileucus,16.29849628,44.25120000,319.09680000
223,D. anicetus,anicetus,14.54189775,40.56480000,246.06720000
223,D. apalachicolae,apalachicolae,14.97389776,45.87120000,300.31200000
223,D. auriculatus,auriculatus,16.87691028,49.17600000,312.65280000
223,D. bairdi,bairdi,17.38411609,43.88400000,304.35840000
223,D. brimleyorum,brimleyorum,15.75909339,45.23040000,329.20560000
223,D. campi,campi,14.08657101,38.06640000,257.03280000
223,D. folkertsi,folkertsi,15.79679628,44.87040000,269.73360000
223,D. fuscus,fuscus,16.36000000,47.57760000,273.68640000
223,D. gvnigeusgwotli,gvnigeusgwotli,14.06886545,46.08000000,274.12560000
223,D. intermedius,intermedius,16.66937070,48.08160000,325.24560000
223,D. kanawha,kanawha,19.00621813,41.40000000,288.56160000
223,D. marmoratus,marmoratus,16.25569581,48.32640000,275.55120000
223,D. mavrokoilius,mavrokoilius,12.98337059,42.87600000,268.80480000
223,D. monticola,monticola,15.31027474,39.85920000,259.50240000
223,D. ochrophaeus,ochrophaeus,12.38479330,54.12960000,269.35200000
223,D. ocoee,ocoee,15.80386789,43.44480000,294.63840000
223,D. orestes,orestes,13.64303353,47.56320000,255.21840000
223,D. perlapsus,perlapsus,13.60694999,43.22160000,290.69280000
