panel,species,species_key,estimated_genome_pg,estimated_genome_pg_q1,estimated_genome_pg_q3,iod_ratio_to_reference,n_selected_pairs,n_selected_images,n_selected_specimens,effective_n,support_label,support_warnings,expected_parent_genome_pg,terminal_log_shift,terminal_pct_shift,terminal_branch_length_mya,terminal_branch_scaled_shift,terminal_shift_z,abs_terminal_shift_z,nearest_species_key,nearest_species,nearest_patristic_distance_mya,nearest_genome_pg,nearest_relative_pct_diff,abs_nearest_relative_pct_diff,fuscus_genome_pg,delta_vs_fuscus_pg,pct_vs_fuscus,abs_pct_vs_fuscus,patristic_distance_to_fuscus_mya,viewer_species_url,support_label_current_top50_primary,support_warnings_current_top50_primary,estimated_genome_pg_current_top50_primary,estimated_genome_pg_balanced_qc_only,support_label_balanced_qc_only,support_warnings_balanced_qc_only,panel_minus_current_pg,panel_vs_current_pct,panel_minus_original_balanced_pg,panel_vs_original_balanced_pct,balanced_minus_current_pg,balanced_vs_current_pct,abs_balanced_vs_current_pct,trigger_fuscus_delta_ge_50pct,trigger_terminal_phylo_z_ge_2,trigger_nearest_relative_jump_ge_25pct,trigger_method_shift_ge_40pct,trigger_low_independent_support,audit_trigger_count,audit_trigger_summary,audit_priority_score,audit_priority_tier,fuscus_deviation_rank,terminal_phylo_rank,nearest_relative_jump_rank,audit_priority_rank
balanced_qc_curated,D. tilleyi,tilleyi,21.626794,19.739678,22.862887,1.321931,50,2,2,50,medium,NA,20.342881050116635,0.06120198377628405,6.311362420693145,6.46308,0.02407386016663015,0.5619397009238167,0.5619397009238167,anicetus,D. anicetus,12.92616,19.866164,8.862455781599298,8.862455781599298,16.36,5.266794000000001,32.193117359413215,32.193117359413215,19.557732,../viewer_balanced_qc_curated/index.html?species=D.%20tilleyi,medium,size_darkness_selected_top50,14.033456,21.626794,medium,NA,7.593338000000001,54.108823941871485,0,0,7.593338000000001,54.108823941871485,54.108823941871485,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.91302087792284,watch,7,13,15,13
balanced_qc_curated,D. ocoee,ocoee,21.654861,20.13394,22.864408,1.323647,50,3,3,49.959184,medium,NA,20.281288242747515,0.06553125628165635,6.7726109939967305,3.337115,0.03587260432045292,0.867221038758424,0.867221038758424,apalachicolae,D. apalachicolae,6.67423,20.119741,7.629919291704601,7.629919291704601,16.36,5.294861000000001,32.364676039119814,32.364676039119814,19.557731000000004,../viewer_balanced_qc_curated/index.html?species=D.%20ocoee,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,15.289705,21.654861,medium,NA,6.365156000000001,41.630338845648104,0,0,6.365156000000001,41.630338845648104,41.630338845648104,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.860469802350207,watch,6,10,17,14
balanced_qc_curated,D. marmoratus,marmoratus,19.073482,15.579038,23.820296,1.165861,50,4,2,36.48,medium,NA,20.508427719507598,-0.07253691653024186,-6.996858750623202,2.504618,-0.045834061328213174,-1.2468616020748455,1.2468616020748455,intermedius,D. intermedius,5.009234999999999,23.176011,-17.701618281075206,17.701618281075206,16.36,2.713481999999999,16.586075794621014,16.586075794621014,24.749036000000004,../viewer_balanced_qc_curated/index.html?species=D.%20marmoratus,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,15.918278,19.073482,medium,NA,3.1552039999999977,19.821264586533772,0,0,3.1552039999999977,19.821264586533772,19.821264586533772,FALSE,FALSE,FALSE,FALSE,FALSE,0,,2.7821794638736184,baseline,15,8,8,15
balanced_qc_curated,D. campi,campi,19.132985,17.65875,19.805029,1.169498,50,2,2,50,medium,NA,20.16330236159175,-0.05245042849002868,-5.109864163691558,7.991711,-0.018553641267583906,-0.5410065530779028,0.5410065530779028,tilleyi,D. tilleyi,15.983422,21.626794,-11.531108124486689,11.531108124486689,16.36,2.772985000000002,16.949786063569693,16.949786063569693,19.557732,../viewer_balanced_qc_curated/index.html?species=D.%20campi,medium,size_darkness_selected_top50,12.794174,19.132985,medium,NA,6.3388110000000015,49.54451143153127,0,0,6.3388110000000015,49.54451143153127,49.54451143153127,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.579859385117046,watch,14,14,13,16
balanced_qc_curated,D. auriculatus,auriculatus,19.628853,16.771314,23.916608,1.199808,50,4,2,48.354244,medium,NA,20.384278934049338,-0.037763387658153125,-3.705924239426961,7.253085,-0.014021987102442207,-0.4237542906250382,0.4237542906250382,bairdi,D. bairdi,14.506170000000001,24.41894,-19.616277365028946,19.616277365028946,16.36,3.268853,19.9807640586797,19.9807640586797,15.195764,../viewer_balanced_qc_curated/index.html?species=D.%20auriculatus,low,low_image_count; low_specimen_count; size_darkness_selected_top50,14.527962,19.628853,medium,NA,5.100890999999999,35.110850372543645,0,0,5.100890999999999,35.110850372543645,35.110850372543645,FALSE,FALSE,FALSE,FALSE,FALSE,0,,2.4857919257133814,baseline,13,15,6,17
balanced_qc_curated,D. monticola,monticola,18.701906,15.180016,21.166974,1.143148,50,4,2,49.92,medium,NA,19.88079826196313,-0.061128910644349777,-5.929803453710614,4.493936,-0.028835880353982473,-0.8070497576179405,0.8070497576179405,ocoee,D. ocoee,8.987872,21.654861,-13.63645326562013,13.63645326562013,16.36,2.3419060000000016,14.314828850855754,14.314828850855754,19.557731000000004,../viewer_balanced_qc_curated/index.html?species=D.%20monticola,low,low_image_count; low_specimen_count; size_darkness_selected_top50,14.1026,18.701906,medium,NA,4.599306,32.61317771191128,0,0,4.599306,32.61317771191128,32.61317771191128,FALSE,FALSE,FALSE,FALSE,FALSE,0,,2.454133908057643,baseline,16,11,11,18
balanced_qc_curated,D. apalachicolae,apalachicolae,20.119741,18.861277,21.474622,1.229813,50,2,2,50,medium,NA,20.281288242747515,-0.007997227138154095,-0.7965334391679013,3.337115,-0.004377779109784812,-0.17421953675890336,0.17421953675890336,ocoee,D. ocoee,6.67423,21.654861,-7.089031880647944,7.089031880647944,16.36,3.7597410000000018,22.98130195599024,22.98130195599024,19.557731000000004,../viewer_balanced_qc_curated/index.html?species=D.%20apalachicolae,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,12.687106,20.119741,medium,NA,7.432635000000001,58.58416411118501,0,0,7.432635000000001,58.58416411118501,58.58416411118501,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.3820109538842513,watch,11,21,18,19
balanced_qc_curated,D. amphileucus,amphileucus,21.513422,18.068181,23.914848,1.315001,50,3,2,44.865979,medium,NA,21.04022332536255,0.022241017285774323,2.2490192585885804,4.908482,0.010038782531272187,0.19879535087479563,0.19879535087479563,gvnigeusgwotli,D. gvnigeusgwotli,9.816964,20.425734,5.325086481592289,5.325086481592289,16.36,5.153421999999999,31.500134474327623,31.500134474327623,33.416672,../viewer_balanced_qc_curated/index.html?species=D.%20amphileucus,low,low_image_count; low_specimen_count; size_darkness_selected_top50,14.275116,21.513422,medium,NA,7.238305999999998,50.705759588923804,0,0,7.238305999999998,50.705759588923804,50.705759588923804,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.3094454893481347,watch,9,19,19,20
balanced_qc_curated,D. folkertsi,folkertsi,21.602707,20.470796,23.138614,1.320459,50,2,2,50,medium,NA,21.07765764858159,0.024605030652566473,2.4910232444815383,6.0876719999999995,0.009972367805326251,0.19707693270042367,0.19707693270042367,amphileucus,D. amphileucus,12.175343999999999,21.513422,0.4150199814794808,0.4150199814794808,16.36,5.242706999999999,32.04588630806846,32.04588630806846,33.416672,../viewer_balanced_qc_curated/index.html?species=D.%20folkertsi,medium,size_darkness_selected_top50,13.794178,21.602707,medium,NA,7.808528999999998,56.60742524853599,0,0,7.808528999999998,56.60742524853599,56.60742524853599,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.269781089334372,watch,8,20,21,21
balanced_qc_only,D. valtos,valtos,28.899468,27.125049,30.051382,1.766471,50,2,2,50,medium,NA,23.83114260309295,0.19282994858873304,21.267655862414458,4.212563,0.09395097273791374,2.4221397926055555,2.4221397926055555,bairdi,D. bairdi,8.425126,24.41894,18.34857696525729,18.34857696525729,16.36,12.539468,76.64711491442542,76.64711491442542,15.195764,../viewer_balanced_qc_only/index.html?species=D.%20valtos,low,low_image_count; low_specimen_count; size_darkness_selected_top50,19.770085,28.899468,medium,NA,9.129382999999997,46.177763019228266,0,0,9.129382999999997,46.177763019228266,46.177763019228266,TRUE,TRUE,FALSE,TRUE,FALSE,3,fuscus_delta_ge_50pct; terminal_phylo_z_ge_2; method_shift_ge_40pct,5.843469244985062,high,1,2,7,1
balanced_qc_only,D. intermedius,intermedius,23.336758,22.104783,25.783785,1.426452,50,2,2,50,medium,NA,20.406751122814725,0.13416393054459963,14.358027201642741,2.5046169999999996,0.0847744754305886,2.179396764801359,2.179396764801359,marmoratus,D. marmoratus,5.009234999999999,19.073482,22.35184954692595,22.35184954692595,16.36,6.976758,42.645220048899766,42.645220048899766,24.749035000000003,../viewer_balanced_qc_only/index.html?species=D.%20intermedius,medium,size_darkness_selected_top50,16.285297,23.336758,medium,NA,7.051461,43.29955419296314,0,0,7.051461,43.29955419296314,43.29955419296314,FALSE,TRUE,FALSE,TRUE,FALSE,2,terminal_phylo_z_ge_2; method_shift_ge_40pct,5.008864002480471,high,4,3,4,2
balanced_qc_only,D. kanawha,kanawha,21.488225,19.471431,23.692327,1.313461,50,2,2,50,medium,NA,19.86941664986392,0.0783234128898247,8.147236421997173,2.724315,0.04745292008011048,1.192141274527833,1.192141274527833,mavrokoilius,D. mavrokoilius,5.44863,17.04791,26.04609597305474,26.04609597305474,16.36,5.1282250000000005,31.3461185819071,31.3461185819071,24.749036000000004,../viewer_balanced_qc_only/index.html?species=D.%20kanawha,low,low_image_count; low_specimen_count; size_darkness_selected_top50,13.250501,21.488225,medium,NA,8.237724,62.1691511890758,0,0,8.237724,62.1691511890758,62.1691511890758,FALSE,FALSE,TRUE,TRUE,FALSE,2,nearest_relative_jump_ge_25pct; method_shift_ge_40pct,4.415136264815059,high,9,8,3,3
balanced_qc_only,D. ochrophaeus,ochrophaeus,17.959458,16.583124,18.281893,1.097766,50,2,2,18,limited,NA,19.90529612347351,-0.1028689489353165,-9.775479407105426,8.714544,-0.034846725071656516,-0.9849056293495018,0.9849056293495018,bairdi,D. bairdi,17.429087,24.41894,-26.452753477423663,26.452753477423663,16.36,1.599458000000002,9.776638141809313,9.776638141809313,17.429087000000003,../viewer_balanced_qc_only/index.html?species=D.%20ochrophaeus,limited,size_darkness_selected_top50,11.057864,17.959458,limited,NA,6.901594000000001,62.4134462134821,0,0,6.901594000000001,62.4134462134821,62.4134462134821,FALSE,FALSE,TRUE,TRUE,FALSE,2,nearest_relative_jump_ge_25pct; method_shift_ge_40pct,4.298884686619687,high,18,9,2,4
balanced_qc_only,D. mavrokoilius,mavrokoilius,17.04791,15.429697,19.678258,1.042048,50,3,2,40.615385,medium,NA,19.86941664986392,-0.15315408222602978,-14.200249054031689,2.724315,-0.0927897311374518,-2.5176539385829693,2.5176539385829693,kanawha,D. kanawha,5.44863,21.488225,-20.66394502105222,20.66394502105222,16.36,0.6879100000000022,4.204828850855757,4.204828850855757,24.749036000000004,../viewer_balanced_qc_only/index.html?species=D.%20mavrokoilius,medium,size_darkness_selected_top50,12.848645,17.04791,medium,NA,4.199265000000002,32.682551350745555,0,0,4.199265000000002,32.682551350745555,32.682551350745555,FALSE,TRUE,FALSE,FALSE,FALSE,1,terminal_phylo_z_ge_2,4.245372100210812,high,20,1,5,5
balanced_qc_only,D. bairdi,bairdi,24.41894,23.214832,25.719597,1.4926,50,1,1,50,low,low_image_count; low_specimen_count,23.83114260309295,0.02436582264131859,2.4665095026990658,4.212563,0.011871562251949491,0.2509186878119009,0.2509186878119009,valtos,D. valtos,8.425126,28.899468,-15.503842492879105,15.503842492879105,16.36,8.05894,49.26002444987776,49.26002444987776,15.195764,../viewer_balanced_qc_only/index.html?species=D.%20bairdi,low,low_image_count; low_specimen_count; size_darkness_selected_top50,16.285622,24.41894,low,low_image_count; low_specimen_count,8.133318,49.94170931880895,0,0,8.133318,49.94170931880895,49.94170931880895,FALSE,FALSE,FALSE,TRUE,TRUE,2,method_shift_ge_40pct; low_independent_support,4.104815609494844,medium,2,18,9,6
balanced_qc_only,D. brimleyorum,brimleyorum,23.656833,22.874948,26.140645,1.446017,50,2,2,50,medium,NA,20.247051931508622,0.15564279565896255,16.840876785548442,9.288645,0.05106846927238301,1.2877822722543475,1.2877822722543475,ocoee,D. ocoee,18.577289999999998,21.654861,9.244908106313865,9.244908106313865,16.36,7.2968329999999995,44.601668704156474,44.601668704156474,19.557731000000004,../viewer_balanced_qc_only/index.html?species=D.%20brimleyorum,low,low_image_count; low_specimen_count; size_darkness_selected_top50,15.080389,23.656833,medium,NA,8.576443999999999,56.87150377884813,0,0,8.576443999999999,56.87150377884813,56.87150377884813,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,3.971399565061235,watch,3,6,14,7
balanced_qc_only,D. perlapsus,perlapsus,18.663094,17.680151,20.870409,1.140776,50,3,3,49.959184,medium,NA,19.785185387512826,-0.05838545400580397,-5.671371612322707,5.75545,-0.024336886626602754,-0.7068921433270285,0.7068921433270285,ocoee,D. ocoee,11.5109,21.654861,-13.815683231584808,13.815683231584808,16.36,2.3030940000000015,14.077591687041568,14.077591687041568,19.557731000000004,../viewer_balanced_qc_only/index.html?species=D.%20perlapsus,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,10.725843,18.663094,medium,NA,7.937251000000002,74.00118573430548,0,0,7.937251000000002,74.00118573430548,74.00118573430548,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,3.391100949688889,watch,17,12,10,8
balanced_qc_only,D. anicetus,anicetus,19.866164,18.998137,21.091122,1.214313,50,1,1,50,low,low_image_count; low_specimen_count,20.33643827708875,-0.023396282929650347,-2.312471194223664,6.463080000000001,-0.009202950769147702,-0.3065588473426617,0.3065588473426617,tilleyi,D. tilleyi,12.92616,21.626794,-8.140966247701808,8.140966247701808,16.36,3.506164000000002,21.431320293398535,21.431320293398535,19.557732,../viewer_balanced_qc_only/index.html?species=D.%20anicetus,low,low_image_count; low_specimen_count; size_darkness_selected_top50,13.069896,19.866164,low,low_image_count; low_specimen_count,6.796268000000001,51.99940382081083,0,0,6.796268000000001,51.99940382081083,51.99940382081083,FALSE,FALSE,FALSE,TRUE,TRUE,2,method_shift_ge_40pct; low_independent_support,3.3608089986389755,medium,12,17,16,9
balanced_qc_only,D. gvnigeusgwotli,gvnigeusgwotli,20.425734,18.776917,21.562826,1.248517,50,1,1,50,low,low_image_count; low_specimen_count,21.035703652884617,-0.029425591557787456,-2.899687421680186,4.908482,-0.013281636838239737,-0.41445106075658295,0.41445106075658295,amphileucus,D. amphileucus,9.816964,21.513422,-5.055857687354437,5.055857687354437,16.36,4.065733999999999,24.851674816625913,24.851674816625913,33.416672,../viewer_balanced_qc_only/index.html?species=D.%20gvnigeusgwotli,low,low_image_count; low_specimen_count; size_darkness_selected_top50,13.709404,20.425734,low,low_image_count; low_specimen_count,6.716329999999999,48.99067822350265,0,0,6.716329999999999,48.99067822350265,48.99067822350265,FALSE,FALSE,FALSE,TRUE,TRUE,2,method_shift_ge_40pct; low_independent_support,3.338485820170845,medium,10,16,20,10
balanced_qc_only,D. fuscus,fuscus,16.36,14.990349,20.313184,1,50,8,4,49.777778,medium,NA,20.049797333753357,-0.20337971448466385,-18.403165240686338,7.597882,-0.07378385822093005,-2.014897496412436,2.014897496412436,bairdi,D. bairdi,15.195764,24.41894,-33.002824856443404,33.002824856443404,16.36,0,0,0,0,../viewer_balanced_qc_only/index.html?species=D.%20fuscus,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,16.36,16.36,medium,NA,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,terminal_phylo_z_ge_2; nearest_relative_jump_ge_25pct,3.335010490670172,high,21,4,1,11
balanced_qc_only,D. welteri,welteri,17.066358,15.813828000000001,19.508456,1.043176,50,4,2,45.311203,medium,NA,19.90963961244874,-0.15409485980467919,-14.280929578810376,7.954725,-0.054635581136228906,-1.5083740810932034,1.5083740810932034,auriculatus,D. auriculatus,15.909448999999999,19.628853,-13.054736310878678,13.054736310878678,16.36,0.7063580000000016,4.317591687041578,4.317591687041578,15.909449,../viewer_balanced_qc_only/index.html?species=D.%20welteri,low,low_image_count; low_specimen_count; size_darkness_selected_top50,11.741516,17.066358,medium,NA,5.324842,45.35054928171116,0,0,5.324842,45.35054928171116,45.35054928171116,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,3.2506790993119608,watch,19,5,12,12
balanced_qc_only,D. tilleyi,tilleyi,21.626794,19.739678,22.862887,1.321931,50,2,2,50,medium,NA,20.33643827708875,0.06151874291524262,6.345042850325355,6.46308,0.0241984576836921,0.5769982168865013,0.5769982168865013,anicetus,D. anicetus,12.92616,19.866164,8.862455781599298,8.862455781599298,16.36,5.266794000000001,32.193117359413215,32.193117359413215,19.557732,../viewer_balanced_qc_only/index.html?species=D.%20tilleyi,medium,size_darkness_selected_top50,14.033456,21.626794,medium,NA,7.593338000000001,54.108823941871485,0,0,7.593338000000001,54.108823941871485,54.108823941871485,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.9280793938855245,watch,6,13,15,13
balanced_qc_only,D. ocoee,ocoee,21.654861,20.13394,22.864408,1.323647,50,3,3,49.959184,medium,NA,20.279683839835258,0.06561036695532696,6.781058181308963,3.337115,0.03591591046251607,0.8869563491047651,0.8869563491047651,apalachicolae,D. apalachicolae,6.67423,20.119741,7.629919291704601,7.629919291704601,16.36,5.294861000000001,32.364676039119814,32.364676039119814,19.557731000000004,../viewer_balanced_qc_only/index.html?species=D.%20ocoee,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,15.289705,21.654861,medium,NA,6.365156000000001,41.630338845648104,0,0,6.365156000000001,41.630338845648104,41.630338845648104,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.880205112696548,watch,5,10,17,14
balanced_qc_only,D. marmoratus,marmoratus,19.073482,15.579038,23.820296,1.165861,50,4,2,36.48,medium,NA,20.406751122814725,-0.06756679009441591,-6.5334707851860685,2.504618,-0.042693576582440364,-1.1924759506459646,1.1924759506459646,intermedius,D. intermedius,5.009234999999999,23.336758,-18.268501563070593,18.268501563070593,16.36,2.713481999999999,16.586075794621014,16.586075794621014,24.749036000000004,../viewer_balanced_qc_only/index.html?species=D.%20marmoratus,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,15.918278,19.073482,medium,NA,3.1552039999999977,19.821264586533772,0,0,3.1552039999999977,19.821264586533772,19.821264586533772,FALSE,FALSE,FALSE,FALSE,FALSE,0,,2.750469143724553,baseline,15,7,8,15
balanced_qc_only,D. campi,campi,19.132985,17.65875,19.805029,1.169498,50,2,2,50,medium,NA,20.15389641478647,-0.051983831243126666,-5.065578356537803,7.991711,-0.018388588699193395,-0.5495436691953818,0.5495436691953818,tilleyi,D. tilleyi,15.983422,21.626794,-11.531108124486689,11.531108124486689,16.36,2.772985000000002,16.949786063569693,16.949786063569693,19.557732,../viewer_balanced_qc_only/index.html?species=D.%20campi,medium,size_darkness_selected_top50,12.794174,19.132985,medium,NA,6.3388110000000015,49.54451143153127,0,0,6.3388110000000015,49.54451143153127,49.54451143153127,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.588396501234525,watch,14,14,13,16
balanced_qc_only,D. auriculatus,auriculatus,19.628853,16.771314,23.916608,1.199808,50,4,2,48.354244,medium,NA,20.373332071820027,-0.03722621866211151,-3.6541841520846496,7.253085,-0.013822529977395293,-0.42875913865601495,0.42875913865601495,bairdi,D. bairdi,14.506170000000001,24.41894,-19.616277365028946,19.616277365028946,16.36,3.268853,19.9807640586797,19.9807640586797,15.195764,../viewer_balanced_qc_only/index.html?species=D.%20auriculatus,low,low_image_count; low_specimen_count; size_darkness_selected_top50,14.527962,19.628853,medium,NA,5.100890999999999,35.110850372543645,0,0,5.100890999999999,35.110850372543645,35.110850372543645,FALSE,FALSE,FALSE,FALSE,FALSE,0,,2.490796773744358,baseline,13,15,6,17
balanced_qc_only,D. monticola,monticola,18.701906,15.180016,21.166974,1.143148,50,4,2,49.92,medium,NA,19.878135236792517,-0.060994952062453756,-5.9172010995046875,4.493936,-0.028772689081649535,-0.8242310453740896,0.8242310453740896,ocoee,D. ocoee,8.987872,21.654861,-13.63645326562013,13.63645326562013,16.36,2.3419060000000016,14.314828850855754,14.314828850855754,19.557731000000004,../viewer_balanced_qc_only/index.html?species=D.%20monticola,low,low_image_count; low_specimen_count; size_darkness_selected_top50,14.1026,18.701906,medium,NA,4.599306,32.61317771191128,0,0,4.599306,32.61317771191128,32.61317771191128,FALSE,FALSE,FALSE,FALSE,FALSE,0,,2.4713151958137916,baseline,16,11,11,18
balanced_qc_only,D. apalachicolae,apalachicolae,20.119741,18.861277,21.474622,1.229813,50,2,2,50,medium,NA,20.279683839835258,-0.007918116464483482,-0.7886850756572472,3.337115,-0.004334472967721658,-0.17777451899416288,0.17777451899416288,ocoee,D. ocoee,6.67423,21.654861,-7.089031880647944,7.089031880647944,16.36,3.7597410000000018,22.98130195599024,22.98130195599024,19.557731000000004,../viewer_balanced_qc_only/index.html?species=D.%20apalachicolae,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,12.687106,20.119741,medium,NA,7.432635000000001,58.58416411118501,0,0,7.432635000000001,58.58416411118501,58.58416411118501,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.3855659361195105,watch,11,21,18,19
balanced_qc_only,D. amphileucus,amphileucus,21.513422,18.068181,23.914848,1.315001,50,3,2,44.865979,medium,NA,21.035703652884617,0.022455851411598893,2.2709881970117696,4.908482,0.0101357508057777,0.20500180776175647,0.20500180776175647,gvnigeusgwotli,D. gvnigeusgwotli,9.816964,20.425734,5.325086481592289,5.325086481592289,16.36,5.153421999999999,31.500134474327623,31.500134474327623,33.416672,../viewer_balanced_qc_only/index.html?species=D.%20amphileucus,low,low_image_count; low_specimen_count; size_darkness_selected_top50,14.275116,21.513422,medium,NA,7.238305999999998,50.705759588923804,0,0,7.238305999999998,50.705759588923804,50.705759588923804,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.3156519462350955,watch,8,19,19,20
balanced_qc_only,D. folkertsi,folkertsi,21.602707,20.470796,23.138614,1.320459,50,2,2,50,medium,NA,21.070954848560117,0.024923086203193723,2.5236262678253407,6.0876719999999995,0.010101275059219456,0.20408983156592866,0.20408983156592866,amphileucus,D. amphileucus,12.175343999999999,21.513422,0.4150199814794808,0.4150199814794808,16.36,5.242706999999999,32.04588630806846,32.04588630806846,33.416672,../viewer_balanced_qc_only/index.html?species=D.%20folkertsi,medium,size_darkness_selected_top50,13.794178,21.602707,medium,NA,7.808528999999998,56.60742524853599,0,0,7.808528999999998,56.60742524853599,56.60742524853599,FALSE,FALSE,FALSE,TRUE,FALSE,1,method_shift_ge_40pct,2.2767939881998767,watch,7,20,21,21
current_top50_all_selected,D. ochrophaeus,ochrophaeus,12.623199,11.887323,13.718123,0.771589,50,2,2,21.12,limited,size_darkness_selected_top50,15.93494712936335,-0.2329783184499581,-20.78292511721478,8.714544,-0.07892110782416396,-2.5952953066356854,2.5952953066356854,bairdi,D. bairdi,17.429087,18.590991,-32.10045123468673,32.10045123468673,16.36,-3.736801,-22.841081907090466,22.841081907090466,17.429087000000003,../viewer_balanced_qc_only/index.html?species=D.%20ochrophaeus,limited,size_darkness_selected_top50,11.057864,17.959458,limited,NA,1.5653349999999993,14.155853246160376,-5.336259000000002,-29.712806477790153,1.5653349999999993,14.155853246160376,14.155853246160376,FALSE,TRUE,TRUE,FALSE,FALSE,2,terminal_phylo_z_ge_2; nearest_relative_jump_ge_25pct,5.190031325318974,high,2,1,1,1
current_top50_all_selected,D. valtos,valtos,22.250343,20.888037,23.306718,1.360045,50,2,2,50,medium,size_darkness_selected_top50,18.815203601075975,0.16769217902639122,18.257253398669484,4.212563,0.0817033010451696,2.5101239352004123,2.5101239352004123,bairdi,D. bairdi,8.425126,18.590991,19.68346926745326,19.68346926745326,16.36,5.890343000000001,36.00454156479218,36.00454156479218,15.195764,../viewer_balanced_qc_only/index.html?species=D.%20valtos,low,low_image_count; low_specimen_count; size_darkness_selected_top50,19.770085,28.899468,medium,NA,2.480257999999999,12.545510047124232,-6.649124999999998,-23.007776475331653,2.480257999999999,12.545510047124232,12.545510047124232,FALSE,TRUE,FALSE,FALSE,FALSE,1,terminal_phylo_z_ge_2,4.331191288372492,high,1,2,2,2
current_top50_all_selected,D. perlapsus,perlapsus,13.703187,12.905983,14.835239,0.837603,50,3,3,31.111111,medium,size_darkness_selected_top50,15.39292733538842,-0.11627970647211505,-10.977381355550841,5.75545,-0.048469025060680314,-1.6273810874390957,1.6273810874390957,ocoee,D. ocoee,11.5109,16.704642,-17.967790031058428,17.967790031058428,16.36,-2.6568129999999996,-16.23968826405868,16.23968826405868,19.557731000000004,../viewer_balanced_qc_only/index.html?species=D.%20perlapsus,low,low_pair_count; low_image_count; low_specimen_count; size_darkness_selected_top50,10.725843,18.663094,medium,NA,2.9773440000000004,27.75860135189374,-4.959907000000001,-26.576016816932935,2.9773440000000004,27.75860135189374,27.75860135189374,FALSE,FALSE,FALSE,FALSE,FALSE,0,,3.36485148775995,baseline,3,4,4,3
current_top50_all_selected,D. mavrokoilius,mavrokoilius,14.667481,13.340578,16.347019,0.896545,50,2,2,46.08,medium,size_darkness_selected_top50,16.436285109048278,-0.11385853105473709,-10.761580839666395,2.724315,-0.06898218010723497,-2.279388196586765,2.279388196586765,kanawha,D. kanawha,5.44863,16.36166,-10.354566712668522,10.354566712668522,16.36,-1.692518999999999,-10.345470660146693,10.345470660146693,24.749036000000004,../viewer_balanced_qc_only/index.html?species=D.%20mavrokoilius,medium,size_darkness_selected_top50,12.848645,17.04791,medium,NA,1.818836000000001,14.155858458226533,-2.3804290000000012,-13.963172025192538,1.818836000000001,14.155858458226533,14.155858458226533,FALSE,TRUE,FALSE,FALSE,FALSE,1,terminal_phylo_z_ge_2,3.2543767397521033,high,8,3,10,4
current_top50_all_selected,D. welteri,welteri,14.601375,13.329641,15.786036,0.892505,50,2,2,44.88,medium,size_darkness_selected_top50,16.29963902032445,-0.11002725921311995,-10.419028410425756,7.954725,-0.03901105627763947,-1.3267611744786516,1.3267611744786516,auriculatus,D. auriculatus,15.909448999999999,17.847274,-18.187085601980435,18.187085601980435,16.36,-1.7586249999999986,-10.749541564792164,10.749541564792164,15.909449,../viewer_balanced_qc_only/index.html?species=D.%20welteri,low,low_image_count; low_specimen_count; size_darkness_selected_top50,11.741516,17.066358,medium,NA,2.859859,24.356812186773837,-2.464983,-14.44352099024291,2.859859,24.356812186773837,24.356812186773837,FALSE,FALSE,FALSE,FALSE,FALSE,0,,2.878155734523058,baseline,6,6,3,5
