panel,parent_node,child_node,branch_length_mya,child_is_tip,child_species_key,child_label,parent_log_genome,child_log_genome,parent_genome_pg,child_genome_pg,branch_log_shift,branch_pct_shift,branch_scaled_shift,branch_shift_z,abs_branch_shift_z,abs_branch_pct_shift,abs_branch_shift_rank
balanced_all_strict,39,17,2.724315,TRUE,mavrokoilius,mavrokoilius,2.988964780791474,2.8360276155707433,19.86510710293109,17.04791,-0.15293716522073053,-14.181635610287813,-0.09265831008547387,-2.4895993781102677,2.4895993781102677,14.181635610287813,1
balanced_all_strict,36,10,4.212563,TRUE,valtos,valtos,3.1694317914488557,3.3638231866444532,23.79396058276189,28.899468,0.19439139519559756,21.457156741433426,0.0947117437108196,2.4099226713735145,2.4099226713735145,21.457156741433426,2
balanced_all_strict,35,36,3.0405219999999997,FALSE,NA,bairdi;valtos,3.0104113219028976,3.1694317914488557,20.295746293587406,23.79396058276189,0.15902046954595805,17.23619441518034,0.09119666492573411,2.3180072042843993,2.3180072042843993,17.23619441518034,3
balanced_all_strict,38,15,2.5046169999999996,TRUE,intermedius,intermedius,3.015678152436625,3.1500297140399485,20.402922541688035,23.336758000000003,0.1343515616033235,14.379486332496928,0.08489303430489435,2.153174155497515,2.153174155497515,14.379486332496928,4
balanced_all_strict,34,12,7.597882,TRUE,fuscus,fuscus,2.9939665855883364,2.794839331174601,19.96471739888558,16.360000000000003,-0.19912725441373524,-18.055439137279194,-0.07224111384370151,-1.9557120191198207,1.9557120191198207,18.055439137279194,5
balanced_all_strict,33,13,7.954725,TRUE,welteri,welteri,2.986299582784354,2.8371091572763,19.81223315014414,17.066358,-0.14919042550805406,-13.85949342174061,-0.05289667421694418,-1.4498760727350934,1.4498760727350934,13.85949342174061,6
balanced_all_strict,32,14,8.714544,TRUE,ochrophaeus,ochrophaeus,2.984224697203754,2.8408698988653476,19.771167651100097,17.130661,-0.14335479833840648,-13.355339946010602,-0.04856125485001626,-1.3365095963337157,1.3365095963337157,13.355339946010602,7
balanced_all_strict,25,8,9.288645,TRUE,brimleyorum,brimleyorum,3.0044305263629516,3.1636519949839816,20.17472385066494,23.656832999999995,0.15922146862103004,17.25976115018939,0.05224267942085464,1.2994030728903563,1.2994030728903563,17.25976115018939,8
balanced_all_strict,38,16,2.504618,TRUE,marmoratus,marmoratus,3.015678152436625,2.948298993400933,20.402922541688035,19.073481999999995,-0.06737915903569203,-6.515931915987405,-0.042575017731802674,-1.1799760406246875,1.1799760406246875,6.515931915987405,9
balanced_all_strict,39,18,2.724315,TRUE,kanawha,kanawha,2.988964780791474,3.067505110686598,19.86510710293109,21.488225,0.07854032989512394,8.170697941162452,0.047584341132088405,1.1775926197398314,1.1775926197398314,8.170697941162452,10
balanced_all_strict,31,4,3.337115,TRUE,ocoee,ocoee,3.009236650698389,3.075229955805075,20.271919461928633,21.654861,0.06599330510668588,6.821956552602626,0.036125535450077156,0.8779573794105425,0.8779573794105425,6.821956552602626,11
balanced_all_strict,30,6,4.493936,TRUE,monticola,monticola,2.9889719643763857,2.9286254438002173,19.86524980612731,18.701906,-0.060346520576168405,-5.856175066917524,-0.02846680938316995,-0.8110618172345003,0.8110618172345003,5.856175066917524,12
balanced_all_strict,29,7,5.75545,TRUE,perlapsus,perlapsus,2.983813468504049,2.9265479908919465,19.763038851047778,18.663094,-0.05726547761210243,-5.565666592764195,-0.023870045373381082,-0.6908614641582311,0.6908614641582311,5.565666592764195,13
balanced_all_strict,34,35,0.344797,FALSE,NA,bairdi;valtos;auriculatus,2.9939665855883364,3.0104113219028976,19.96471739888558,20.295746293587406,0.016444736314561226,1.6580695237905285,0.02800561891538693,0.6656304397762342,0.6656304397762342,1.6580695237905285,14
balanced_all_strict,28,2,6.46308,TRUE,tilleyi,tilleyi,3.010880981633641,3.073933008914563,20.305280627097883,21.626794,0.0630520272809223,6.508225112331245,0.02480157658830114,0.5818482359983395,0.5818482359983395,6.508225112331245,15
balanced_all_strict,27,3,7.991711,TRUE,campi,campi,3.001139058872879,2.9514138089167745,20.108428567226614,19.132984999999998,-0.04972524995610428,-4.850918926685443,-0.017589645617516608,-0.5266358770914505,0.5266358770914505,4.850918926685443,16
balanced_all_strict,37,39,0.38556,FALSE,NA,mavrokoilius;kanawha,2.999493828947851,2.988964780791474,20.07537277844521,19.86510710293109,-0.010529048156377119,-1.0473811761038898,-0.01695676987238129,-0.5100868682981611,0.5100868682981611,1.0473811761038898,17
balanced_all_strict,37,38,0.605257,FALSE,NA,intermedius;marmoratus,2.999493828947851,3.015678152436625,20.07537277844521,20.402922541688035,0.016184323488773966,1.6315999053054364,0.02080293633573432,0.4772881652268164,0.4772881652268164,1.6315999053054364,18
balanced_all_strict,24,32,1.064322,FALSE,NA,6_tip_clade:bairdi;valtos;auriculatus;fuscus;...,2.998826450125962,2.984224697203754,20.06197936954719,19.771167651100097,-0.014601752922208,-1.4495664315582246,-0.01415365077787193,-0.43678836871076704,0.43678836871076704,1.4495664315582246,19
balanced_all_strict,30,31,1.156821,FALSE,NA,ocoee;apalachicolae,2.9889719643763857,3.009236650698389,19.86524980612731,20.271919461928633,0.02026468632200329,2.0471409107369443,0.018841123822830895,0.4259889129227448,0.4259889129227448,2.0471409107369443,20
balanced_all_strict,41,20,4.908482,TRUE,gvnigeusgwotli,gvnigeusgwotli,3.0459409180358312,3.0167955764528807,21.02980922346065,20.425734000000002,-0.029145341582950568,-2.872471248035602,-0.013155142239740347,-0.41067846213790415,0.41067846213790415,2.872471248035602,21
balanced_all_strict,35,11,7.253085,TRUE,auriculatus,auriculatus,3.0104113219028976,2.9770005756082134,20.295746293587406,19.628853,-0.03341074629468421,-3.285877168252327,-0.012405800503596631,-0.3910839950154999,0.3910839950154999,3.285877168252327,22
balanced_all_strict,26,29,2.938187,FALSE,NA,ocoee;apalachicolae;monticola;perlapsus,3.00103315984175,2.983813468504049,20.106299216873886,19.763038851047778,-0.017219691337701182,-1.7072279792694656,-0.010045825870552302,-0.32937323859230977,0.32937323859230977,1.7072279792694656,23
balanced_all_strict,28,1,6.463080000000001,TRUE,anicetus,anicetus,3.010880981633641,2.98901798306967,20.305280627097883,19.866163999999998,-0.02186299856397067,-2.1625735450899075,-0.00859983186453866,-0.29156207628358993,0.29156207628358993,2.1625735450899075,24
balanced_all_strict,33,34,0.356842,FALSE,NA,bairdi;valtos;auriculatus;fuscus,2.986299582784354,2.9939665855883364,19.81223315014414,19.96471739888558,0.00766700280398247,0.7696469528995387,0.01283475667732939,0.268928979008899,0.268928979008899,0.7696469528995387,25
balanced_all_strict,36,9,4.212563,TRUE,bairdi,bairdi,3.1694317914488557,3.195359060697039,23.79396058276189,24.418940000000003,0.025927269248183116,2.626630463912316,0.012632333224855349,0.2636358270423235,0.2636358270423235,2.626630463912316,26
balanced_all_strict,22,23,4.333818,FALSE,NA,18_tip_clade:anicetus;tilleyi;campi;ocoee;...,3.0171434324666233,3.00476417478426,20.432840450346095,20.181456238490878,-0.012379257682363143,-1.230294987454661,-0.005946470498833577,-0.22217957756981935,0.22217957756981935,1.230294987454661,27
balanced_all_strict,40,21,6.0876719999999995,TRUE,folkertsi,folkertsi,3.0474806429339427,3.0728186309117875,21.06221428536283,21.602706999999995,0.02533798797784481,2.566172327915117,0.01026943388650674,0.2018485927730944,0.2018485927730944,2.566172327915117,28
balanced_all_strict,41,19,4.908482,TRUE,amphileucus,amphileucus,3.0459409180358312,3.068677019422267,21.02980922346065,21.513422,0.02273610138643578,2.2996536554398928,0.01026224540427709,0.20166062182217193,0.20166062182217193,2.2996536554398928,29
balanced_all_strict,25,26,0.595008,FALSE,NA,7_tip_clade:anicetus;tilleyi;campi;ocoee;...,3.0044305263629516,3.00103315984175,20.17472385066494,20.106299216873886,-0.0033973665212014836,-0.3391602001471705,-0.004404341649708562,-0.18185459422083913,0.18185459422083913,0.3391602001471705,30
balanced_all_strict,22,40,10.620665,FALSE,NA,amphileucus;gvnigeusgwotli;folkertsi,3.0171434324666233,3.0474806429339427,20.432840450346095,21.06221428536283,0.03033721046731941,3.0802072602004404,0.00930893053065919,0.17673248016475546,0.17673248016475546,3.0802072602004404,31
balanced_all_strict,31,5,3.337115,TRUE,apalachicolae,apalachicolae,3.009236650698389,3.0017014723852644,20.271919461928633,20.119741000000005,-0.0075351783131245575,-0.7506860029432572,-0.004124847980160574,-0.17454614034095567,0.17454614034095567,0.7506860029432572,32
