"tree_id","tree_role","n_tips","rooted","fully_bifurcating","all_branch_lengths_positive","root_age_myr","root_to_tip_range_before_padding_myr","maximum_terminal_padding_myr","strict_ultrametric_after_padding","minimum_branch_length_myr","maximum_branch_length_myr","rooted_rf_to_focal","rooted_rf_to_published_main","cophenetic_correlation_to_focal","cophenetic_correlation_to_published_main"
"focal","collaborator_focal",18,TRUE,TRUE,TRUE,16.708337,0,0,TRUE,0.344797,11.799855,0,2,1,0.99567475246431
"published_main","stewart_wiens_2025_main",18,TRUE,TRUE,TRUE,13.911802,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.431037,9.265168,2,0,0.99567475246431,1
"published_bootstrap_001","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.168829,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.436332,9.181884,2,0,0.991108236948809,0.996505018101663
"published_bootstrap_002","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.424162,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.428414,9.029027,2,0,0.991822548337719,0.996289020121044
"published_bootstrap_003","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.516645,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.339494,9.835691,2,0,0.990719847448482,0.996803652211631
"published_bootstrap_004","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.202939,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.279533,7.906429,2,0,0.993484001892929,0.999075172160401
"published_bootstrap_005","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.812552,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.260001,8.216115,2,0,0.991830956873056,0.997315612620009
"published_bootstrap_006","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.94557,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.33064,8.76227,2,0,0.994396571317961,0.998480892555919
"published_bootstrap_007","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.913983,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.307085,9.560313,2,0,0.991536008749543,0.997460828010673
"published_bootstrap_008","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.586751,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.386095,9.674464,2,0,0.994710451643355,0.99872424669101
"published_bootstrap_009","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,16.398548,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.396521,11.23756,2,0,0.990738581031896,0.996438610639907
"published_bootstrap_010","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.177114,9.999999992516e-07,9.999999992516e-07,TRUE,0.391713,9.134306,2,0,0.990476923402575,0.995899603184505
"published_bootstrap_011","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.675314,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.349811,7.97928,2,0,0.989608172038393,0.994932125500468
"published_bootstrap_012","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.517093,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.367305,8.925117,2,0,0.986503770469447,0.992441619481809
"published_bootstrap_013","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.686637,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.302533,8.845096,2,0,0.991922038577918,0.996950127470635
"published_bootstrap_014","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.86602,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.432122,9.553693,2,0,0.99220602086101,0.997682357497169
"published_bootstrap_015","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.355608,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.370657,9.197808,2,0,0.991013849960639,0.995832544757246
"published_bootstrap_016","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.290585,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.374396,8.814188,2,0,0.990713613295492,0.996710844550327
"published_bootstrap_017","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.424782,2.9999999977548e-06,2.9999999977548e-06,TRUE,0.295878,7.907351,2,0,0.987971359719092,0.994693763013366
"published_bootstrap_018","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.568455,2.99999999953116e-06,2.99999999953116e-06,TRUE,0.409857,9.885961,2,0,0.994205827808808,0.99897167799955
"published_bootstrap_019","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,15.350698,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.37043,10.087163,2,0,0.9892245530209,0.995202761364037
"published_bootstrap_020","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.55218,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.344758,8.755553,2,0,0.99038183706271,0.995987182836004
"published_bootstrap_021","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.449682,1.00000000280431e-06,1.00000000280431e-06,TRUE,0.297391,9.115219,2,0,0.97884659161515,0.988469621881921
"published_bootstrap_022","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.485556,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.366767,8.932512,2,0,0.991685754994371,0.997620515345319
"published_bootstrap_023","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,15.486507,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.443238,10.681212,2,0,0.994505359815431,0.998561689993906
"published_bootstrap_024","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.560252,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.338353,8.88785,2,0,0.991637449859116,0.997496489797889
"published_bootstrap_025","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.854931,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.401099,8.611304,2,0,0.991896420461675,0.997641562914658
"published_bootstrap_026","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,15.059454,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.44814,9.833887,2,0,0.992093886480682,0.997552636369927
"published_bootstrap_027","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.705478,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.398867,8.482465,2,0,0.990522564719842,0.997028301083883
"published_bootstrap_028","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.658182,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.360243,9.852483,2,0,0.99388624165644,0.998279314591534
"published_bootstrap_029","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.780801,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.404013,8.997142,2,0,0.991407452820658,0.995945714068813
"published_bootstrap_030","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.623683,2.99999999953116e-06,2.99999999953116e-06,TRUE,0.360356,8.215863,2,0,0.990244257466524,0.995127575886131
"published_bootstrap_031","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.272753,3.00000000308387e-06,3.00000000308387e-06,TRUE,0.378267,8.427627,2,0,0.987686311423079,0.993539948289833
"published_bootstrap_032","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.356633,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.390203,8.819191,2,0,0.992500497238253,0.997595768947544
"published_bootstrap_033","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.360002,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.446248,9.811546,2,0,0.990197213083682,0.996685689037664
"published_bootstrap_034","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.701895,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.343014,9.474239,2,0,0.992899399479122,0.998398288802856
"published_bootstrap_035","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.954167,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.341693,8.625833,2,0,0.989367448506851,0.99552098050138
"published_bootstrap_036","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.195171,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.421198,9.472575,2,0,0.988764920122482,0.993080828574737
"published_bootstrap_037","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.529424,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.339339,8.820943,2,0,0.992755021433701,0.996090219246307
"published_bootstrap_038","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,15.375894,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.351037,10.364858,2,0,0.99503317873303,0.99874927335713
"published_bootstrap_039","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.439039,1.00000000280431e-06,1.00000000280431e-06,TRUE,0.343859,9.131616,2,0,0.992643134636852,0.997466784228899
"published_bootstrap_040","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.504367,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.386533,8.129298,2,0,0.990720946641735,0.995730664229772
"published_bootstrap_041","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.714649,3.00000000130751e-06,3.00000000130751e-06,TRUE,0.432908,9.87699,2,0,0.991927844298498,0.996756877837287
"published_bootstrap_042","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.063289,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.422831,9.134536,2,0,0.99339816495184,0.997365769296539
"published_bootstrap_043","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.591621,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.294958,9.786717,2,0,0.990078557280324,0.995399963450001
"published_bootstrap_044","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.954904,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.387135,9.400886,2,0,0.990282825547991,0.995367562691206
"published_bootstrap_045","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.960163,1.00000000458067e-06,1.00000000458067e-06,TRUE,0.426499,9.810574,2,0,0.990106278254344,0.995231211784969
"published_bootstrap_046","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.915262,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.425241,9.282827,2,0,0.992174693899676,0.996607388281084
"published_bootstrap_047","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.437799,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.322298,9.446687,2,0,0.993555035868885,0.997254455137739
"published_bootstrap_048","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,16.359493,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.381955,10.955033,2,0,0.993449824611174,0.997818546322259
"published_bootstrap_049","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,16.587993,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.503577,10.75249,2,0,0.993702784248479,0.998342427279799
"published_bootstrap_050","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.456116,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.318117,8.877444,2,0,0.99343286774949,0.998220014305824
"published_bootstrap_051","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.043488,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.370338,8.699107,2,0,0.987479731598231,0.992955172116646
"published_bootstrap_052","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,16.356115,3.00000000308387e-06,3.00000000308387e-06,TRUE,0.488428,10.956215,2,0,0.989233589897398,0.995070857448864
"published_bootstrap_053","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.39565,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.361654,9.054166,2,0,0.992563812077797,0.997405942410822
"published_bootstrap_054","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.853978,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.330058,8.676047,2,0,0.992576907190356,0.997203541217683
"published_bootstrap_055","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,15.609903,2.99999999953116e-06,2.99999999953116e-06,TRUE,0.299441,10.236406,2,0,0.990011000297984,0.995245652409616
"published_bootstrap_056","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.102428,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.303231,9.330623,2,0,0.992240632484228,0.997473858321089
"published_bootstrap_057","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.692928,1.00000000280431e-06,1.00000000280431e-06,TRUE,0.241075,8.009767,2,0,0.990008071405814,0.995638117997654
"published_bootstrap_058","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.57351,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.361382,9.085762,2,0,0.993153498742152,0.997340356069102
"published_bootstrap_059","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.854821,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.292409,9.123394,2,0,0.994223024965133,0.998554744571123
"published_bootstrap_060","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.416752,2.9999999977548e-06,2.9999999977548e-06,TRUE,0.415992,8.782584,2,0,0.989466354256122,0.99552637739194
"published_bootstrap_061","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.461888,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.329279,9.059324,2,0,0.99285812261492,0.997577199763102
"published_bootstrap_062","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.716528,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.340795,8.691964,2,0,0.988462509008314,0.995082199405936
"published_bootstrap_063","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.100794,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.271033,9.221083,2,0,0.992791994304546,0.997682013508011
"published_bootstrap_064","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.201908,0,0,TRUE,0.310907,8.734177,2,0,0.992438302777186,0.998809809132199
"published_bootstrap_065","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,11.894644,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.311426,7.890089,2,0,0.988964719678206,0.994519973725342
"published_bootstrap_066","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.554968,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.38062,8.295154,2,0,0.990047888634609,0.995417699394161
"published_bootstrap_067","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,17.423927,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.467111,12.201296,2,0,0.993945354644971,0.998410740801296
"published_bootstrap_068","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.925835,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.395778,9.858733,2,0,0.991492482851829,0.997811069793204
"published_bootstrap_069","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.896515,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.355925,9.161386,2,0,0.99178952581921,0.997844993535669
"published_bootstrap_070","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.621743,1.00000000280431e-06,1.00000000280431e-06,TRUE,0.422216,8.391504,2,0,0.992513308462223,0.998425509500052
"published_bootstrap_071","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.47506,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.371292,9.552368,2,0,0.991159815705579,0.997221639820719
"published_bootstrap_072","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,15.071594,2.99999999953116e-06,2.99999999953116e-06,TRUE,0.384582,9.781069,2,0,0.991553475170854,0.995955146237871
"published_bootstrap_073","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.800809,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.368828,9.372294,2,0,0.994367556274046,0.997500867447651
"published_bootstrap_074","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.726068,1.00000000102796e-06,1.00000000102796e-06,TRUE,0.353158,9.888878,2,0,0.992647155679882,0.997001170983332
"published_bootstrap_075","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.551782,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.383508,8.76899,2,0,0.993345497997276,0.997733977874598
"published_bootstrap_076","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,14.468966,2.00000000205591e-06,2.00000000205591e-06,TRUE,0.379753,9.54502,2,0,0.990471586968234,0.995723025888697
"published_bootstrap_077","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,12.864824,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.34793,8.494348,2,0,0.990583597814302,0.995225879227509
"published_bootstrap_078","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,16.705028,1.9999999985032e-06,1.9999999985032e-06,TRUE,0.434441,11.590457,2,0,0.993803943542806,0.997878636651792
"published_bootstrap_079","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,11.922652,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.268818,7.89569,2,0,0.993091012579201,0.998422337410636
"published_bootstrap_080","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,15.692175,2.00000000027956e-06,2.00000000027956e-06,TRUE,0.354143,10.365323,2,0,0.986393319858029,0.992824382240255
"published_bootstrap_081","stewart_wiens_2025_time_calibrated_bootstrap",18,TRUE,TRUE,TRUE,13.66456,9.999999992516e-07,9.999999992516e-07,TRUE,0.32467,9.299234,2,0,0.994736725826645,0.998306143141638
