species,te_level,composition_mode,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28
conanti,order,classified_conditional,-0.1647958619001377,-0.016498355413421113,-0.23980125521127343,0.025089505254238992,0.09097667208814615,-0.0011117503077146646,0.0011651346319616481,0.09644707034760344,-0.01797454072498007,,,,,,,,,,,,,,,,,,,
fuscus,order,classified_conditional,0.399043756792725,0.2621711777863181,-0.0032674403339161776,-0.10363000130843839,-0.029320982085685423,-0.022784051288808692,0.0003088482627514955,0.049077441537708294,-0.054583810973399434,,,,,,,,,,,,,,,,,,,
gvnigeusgwotli,order,classified_conditional,-0.454149533532208,0.033368247413137084,0.6319612077825283,0.12602196705449656,0.07295810345475363,0.039286833222014685,0.013310952911032124,-0.020065207432538826,0.01971724947062404,,,,,,,,,,,,,,,,,,,
intermedius,order,classified_conditional,0.06793338678661537,-0.11626697773672426,0.40689291446709236,-0.12946639658046863,0.12877957186256,0.03446591242080285,0.03022860860111454,-0.06650227548051145,-0.00814942037863808,,,,,,,,,,,,,,,,,,,
kanawha,order,classified_conditional,-0.0036269959158521186,-0.018359423829726003,0.4292509682523799,0.05793292382033633,0.03579335857693271,0.05792174931992563,-0.07800084327106604,-0.06170253394538477,-0.021766602102960452,,,,,,,,,,,,,,,,,,,
lycos,order,classified_conditional,0.004015174696068303,0.011343671435410641,-0.24317286340119273,-0.1324026560396335,0.02334133268830812,0.12008603875682046,-0.11147004604674647,0.02082003629006883,0.01817605809188725,,,,,,,,,,,,,,,,,,,
marmoratus,order,classified_conditional,0.03698281944049602,0.056442323485121335,0.279214561197434,-0.22662430831273842,0.21488423328646714,0.05650908562108528,0.10764940221161554,0.03976450301508248,0.019568739420454607,,,,,,,,,,,,,,,,,,,
mavrokoilius,order,classified_conditional,-0.050548507485346235,0.007838832382479661,0.41385640840439747,-0.0864472406730152,0.10456547748173707,0.02103577257524163,-0.048101894467049114,-0.018111087137907166,-0.04394819713384356,,,,,,,,,,,,,,,,,,,
monticola,order,classified_conditional,-0.37126297332870234,0.07719485291939661,-0.3267714245166544,0.010654250130553107,0.09030131993970064,-0.07529633528982986,0.08971916167644602,-0.005486321849667272,-0.02022758785253077,,,,,,,,,,,,,,,,,,,
ocoee,order,classified_conditional,0.08201844388548928,-0.0632399076175336,-0.12870776168743758,-0.10277061703946702,0.0725248723314614,0.01757924163308509,0.049390969559744605,-0.0025297987891213635,-0.012362473504516764,,,,,,,,,,,,,,,,,,,
