species,display_species,rank,superfamily,classified_conditional_proportion,top10_renormalized_proportion,shannon_component,gini_simpson_squared_component
ocoee,D. ocoee,9,CACTA,0.00968614857277452,0.009824581222086822,0.04541773964798429,9.6522396189381e-5
ocoee,D. ocoee,10,Copia,0.00746353582246528,0.007570203300191691,0.0369693554675153,5.7307978006233174e-5
orestes,D. orestes,1,Gypsy,0.5802256188763918,0.5876075656550542,0.3124285682812596,0.34528265121505886
orestes,D. orestes,2,L2,0.10108761051668552,0.10237370223090765,0.23332250642961033,0.010480374908462545
orestes,D. orestes,3,hAT,0.09617419358681575,0.09739777413107624,0.22683473320834824,0.009486326405688144
orestes,D. orestes,4,DIRS,0.07840450469240953,0.07940200956295897,0.20114367986275056,0.006304679122636227
orestes,D. orestes,5,L1,0.057543397593073,0.058275496081447345,0.1656523856000455,0.003396033443538785
orestes,D. orestes,6,Mutator,0.02432606925487165,0.024635558775381386,0.09123937848093164,6.069107561752708e-4
orestes,D. orestes,7,PIF-Harbinger,0.01915754232882294,0.019401275030862544,0.07648790664424467,3.764094728231704e-4
orestes,D. orestes,8,Penelope,0.01172668382773652,0.011875877095131689,0.05264868547340921,1.410364567786735e-4
orestes,D. orestes,9,CACTA,0.00993785701163688,0.010064291848650668,0.04628327868524093,1.0128997041481629e-4
orestes,D. orestes,10,Copia,0.00885380663169079,0.008966449588529333,0.04227022387014075,8.039721822363783e-5
organi,D. organi,1,Gypsy,0.4894838209037846,0.49596546020778937,0.3477952787200111,0.2459817377191243
organi,D. organi,2,hAT,0.1109323954260137,0.11240133830742097,0.24567329359868822,0.0126340608532993
organi,D. organi,3,L2,0.10284058903408838,0.10420238195851964,0.2356453808729035,0.010858136405829218
organi,D. organi,4,L1,0.09101936393334092,0.09222462274170472,0.21981998222724122,0.008505381039849758
organi,D. organi,5,DIRS,0.08388089550101478,0.08499162824828031,0.20952157601239949,0.00722357687229388
organi,D. organi,6,PIF-Harbinger,0.05216767099717437,0.05285846405772813,0.15541114851117263,0.0027940172225421364
organi,D. organi,7,Mutator,0.01798419364945761,0.018222336467322207,0.07298241023835285,3.320535463283008e-4
organi,D. organi,8,Tc1-mariner,0.0159047319836656,0.01611533901814254,0.0665238572140618,2.597041516696673e-4
organi,D. organi,9,Copia,0.01170462369457323,0.011859613799940254,0.05259283843820316,1.4065043948373332e-4
organi,D. organi,10,CACTA,0.01101298363643062,0.01115881519315184,0.05016473817419838,1.2451915651491636e-4
pascagoula,D. pascagoula,1,Gypsy,0.5734138635153644,0.5812263463474159,0.31538214401610765,0.33782406568836626
pascagoula,D. pascagoula,2,hAT,0.10200490782729224,0.10339467469881532,0.23462338402344718,0.01069045875607384
pascagoula,D. pascagoula,3,L2,0.08145111095331915,0.0825608424168614,0.20592488568189768,0.006816292700581821
pascagoula,D. pascagoula,4,L1,0.06646048663231982,0.06736597818713094,0.1817274842398653,0.004538175017109002
pascagoula,D. pascagoula,5,DIRS,0.06575638734899866,0.06665228589618824,0.18051211544441226,0.0044425272151872135
pascagoula,D. pascagoula,6,PIF-Harbinger,0.05089699019367575,0.05159043673794565,0.15293566872815142,0.0026615731628119726
pascagoula,D. pascagoula,7,Mutator,0.02287313520643013,0.02318477046236886,0.08727349621152276,5.375335813927315e-4
pascagoula,D. pascagoula,8,Tc1-mariner,0.00930030331950083,0.009427015393692815,0.04396925643984593,8.886861923292129e-5
pascagoula,D. pascagoula,9,CACTA,0.00815640491842278,0.008267531937580959,0.03964628180419435,6.835208433892117e-5
pascagoula,D. pascagoula,10,Copia,0.00624503241632513,0.006330117921999928,0.0320458194728138,4.007039290642469e-5
perlapsus,D. perlapsus,1,Gypsy,0.5480108486623572,0.5558991091430513,0.32640642359348654,0.3090238195460381
perlapsus,D. perlapsus,2,L2,0.09885217805896804,0.1002750910022363,0.23061646070931915,0.010055093875506772
perlapsus,D. perlapsus,3,hAT,0.09343454147296676,0.09477947105389023,0.22331962126578817,0.008983148133255216
perlapsus,D. perlapsus,4,DIRS,0.08117022260181778,0.08233861527273288,0.2055925301383247,0.006779647565031121
perlapsus,D. perlapsus,5,L1,0.06510003302419741,0.06603710574648042,0.1794583764134043,0.004360899335371837
perlapsus,D. perlapsus,6,PIF-Harbinger,0.04667112050369296,0.04734292099150743,0.1444119097195138,0.0022413521680081146
perlapsus,D. perlapsus,7,Mutator,0.02290257789797577,0.023232245641925726,0.08740468136125441,5.397372375667769e-4
perlapsus,D. perlapsus,8,Tc1-mariner,0.01256255442778522,0.012743384245061927,0.05559611072728852,1.6239384201729255e-4
perlapsus,D. perlapsus,9,CACTA,0.00966011070642724,0.009799161730162702,0.04532561527779669,9.602357061388527e-5
perlapsus,D. perlapsus,10,Copia,0.00744571888227584,0.007552895172951066,0.03690211894212572,5.7046225493587516e-5
santeetlah,D. santeetlah,1,Gypsy,0.550230378198724,0.557851195340689,0.3255971173894304,0.31119795614303564
santeetlah,D. santeetlah,2,L2,0.100976346016793,0.1023748916063276,0.23332402778302716,0.010480618431407324
santeetlah,D. santeetlah,3,hAT,0.0951201937841787,0.09643763031996318,0.2255540000856837,0.009300216541729881
santeetlah,D. santeetlah,4,DIRS,0.07524825172478083,0.0762904572978799,0.19631117054182196,0.0058202338747196354
santeetlah,D. santeetlah,5,L1,0.06061471520529106,0.06145424293584646,0.17142429989114244,0.0037766239748180347
santeetlah,D. santeetlah,6,PIF-Harbinger,0.04946476427909862,0.05014986262785841,0.15008547499669062,0.0025150087215930696
santeetlah,D. santeetlah,7,Mutator,0.02582157472546317,0.026179209467377167,0.09536535499479076,6.853510083368103e-4
santeetlah,D. santeetlah,8,Tc1-mariner,0.01201919556641958,0.012185664186173104,0.05370825500658357,1.484904116581818e-4
santeetlah,D. santeetlah,9,CACTA,0.00934264448673703,0.009472042259155362,0.044134135426062336,8.971958455922501e-5
santeetlah,D. santeetlah,10,Copia,0.00750091456877405,0.007604803958729694,0.037103649394939583,5.783304325071083e-5
tilleyi,D. tilleyi,1,Gypsy,0.5345388762771851,0.5415186466242843,0.3321555042127297,0.2932424446417965
tilleyi,D. tilleyi,2,L2,0.10360777628091102,0.10496064043487274,0.23659911132547967,0.011016736040498644
tilleyi,D. tilleyi,3,hAT,0.09977882055026724,0.10108168790726027,0.23166167057947343,0.010217507630180768
tilleyi,D. tilleyi,4,DIRS,0.07870735357181452,0.07973507910673769,0.20165365502009128,0.006357682840157717
tilleyi,D. tilleyi,5,L1,0.06209348228945392,0.06290427129969481,0.17400209721427864,0.003956947347745608
tilleyi,D. tilleyi,6,PIF-Harbinger,0.05058841155657738,0.051248972482189736,0.15226375733572864,0.002626457180480241
tilleyi,D. tilleyi,7,Mutator,0.02582275512557107,0.026159937150124886,0.09531441521739131,6.843423116984842e-4
tilleyi,D. tilleyi,8,Tc1-mariner,0.01317612640994248,0.01334817439463959,0.057615734968381474,1.7817375966971196e-4
tilleyi,D. tilleyi,9,CACTA,0.01050384712385613,0.010641001676947114,0.04834250324882631,1.1323091668879128e-4
tilleyi,D. tilleyi,10,Copia,0.00829329872567107,0.008401588923248875,0.0401540032369222,7.058669643525818e-5
valentinei,D. valentinei,1,Gypsy,0.5686889334081765,0.5763257522556248,0.3176028842372703,0.33215137271301176
valentinei,D. valentinei,2,hAT,0.09893684424789954,0.10026544889003895,0.23060392706228117,0.010053160241121014
valentinei,D. valentinei,3,L2,0.07805321975023227,0.07910138204894322,0.20068217842865144,0.006257028642052877
valentinei,D. valentinei,4,L1,0.07436517346077819,0.07536380966576903,0.19484771101453158,0.005679703807338261
valentinei,D. valentinei,5,DIRS,0.06278676644460696,0.0636299183562872,0.17527952295130905,0.004048766510027775
valentinei,D. valentinei,6,PIF-Harbinger,0.05440945259654998,0.05514010710494436,0.15978929949074508,0.0030404314115447355
valentinei,D. valentinei,7,Mutator,0.02456604540196357,0.02489593829685191,0.09194196009940724,6.198077436806576e-4
valentinei,D. valentinei,8,Tc1-mariner,0.01067448047219814,0.010817826102590935,0.04896753827909607,1.1702536158589778e-4
valentinei,D. valentinei,9,CACTA,0.00782256076341663,0.007927608489799044,0.038349043959843336,6.284697636753389e-5
valentinei,D. valentinei,10,Maverick,0.00644565132576956,0.006532208789150663,0.03286360865702475,4.266975166505716e-5
valtos,D. valtos,1,Gypsy,0.6113848992274895,0.6201808411550003,0.2962877776047883,0.38462427573572366
valtos,D. valtos,2,hAT,0.08577382143417225,0.08700784202118536,0.21245200959105234,0.007570364573183549
valtos,D. valtos,3,L2,0.0788278941789919,0.0799619843083727,0.20200028088112534,0.006393918934532442
valtos,D. valtos,4,DIRS,0.06858394408856676,0.06957065538962265,0.18543448883957464,0.004840076091341631
valtos,D. valtos,5,L1,0.0535002013591708,0.05426990415173241,0.15813085747257738,0.002945222496638223
valtos,D. valtos,6,PIF-Harbinger,0.04267079747486643,0.04328469856575654,0.1359120527909539,0.0018735651299284066
valtos,D. valtos,7,Mutator,0.02123581247617257,0.02154133028264757,0.08267092639327871,4.640289103461092e-4
valtos,D. valtos,8,Tc1-mariner,0.00972594722224985,0.009865873587891262,0.045567249774349665,9.73354616522504e-5
valtos,D. valtos,9,CACTA,0.00744860989279902,0.007555772402276317,0.03691329880185761,5.708969659500043e-5
valtos,D. valtos,10,Copia,0.0066652063848839,0.006761098135514951,0.033782299813739265,4.571244799806375e-5
welteri,D. welteri,1,Gypsy,0.5620283829693181,0.5724610377717374,0.3193248361946439,0.32771163976669454
welteri,D. welteri,2,L2,0.09642489392446443,0.09821478152295027,0.2279170796178119,0.009646143309600853
welteri,D. welteri,3,hAT,0.09271778037201613,0.09443885465576911,0.22285706369004393,0.008918697268693482
welteri,D. welteri,4,DIRS,0.06982233016858773,0.0711184075380276,0.1879950441860289,0.005057827890744981
welteri,D. welteri,5,L1,0.06298442299500628,0.06415357167672389,0.17619621365046279,0.00411568075888055
welteri,D. welteri,6,PIF-Harbinger,0.04558367066761185,0.04642981779311799,0.14253087688091406,0.002155727980302136
welteri,D. welteri,7,Mutator,0.02234481253322087,0.02275958823289686,0.08609425939401155,5.179988565310172e-4
welteri,D. welteri,8,Tc1-mariner,0.01321516099480577,0.013460467489984557,0.057987670035301024,1.8118418504893115e-4
welteri,D. welteri,9,CACTA,0.00912042828528771,0.009289726283100432,0.04346520042765212,8.629901441492697e-5
welteri,D. welteri,10,Copia,0.00753389899611862,0.007673747035691897,0.037370766306527366,5.888639356779018e-5
wrighti,D. wrighti,1,Gypsy,0.4805750049717463,0.4881424733908166,0.35007037999177126,0.2382830743281041
wrighti,D. wrighti,2,hAT,0.11156907718688285,0.11332592150758611,0.24676576058251357,0.012842764485543568
wrighti,D. wrighti,3,L2,0.10330709818485108,0.10493384363538823,0.23656550016648634,0.011011111540096106
wrighti,D. wrighti,4,L1,0.0899061171521803,0.09132184143078767,0.2185665257668264,0.008339678722309927
wrighti,D. wrighti,5,DIRS,0.08778849775675203,0.0891708765268899,0.21554391310045612,0.007951445220573845
wrighti,D. wrighti,6,PIF-Harbinger,0.05440369542326256,0.05526037386624663,0.16001742006045133,0.003053708919837354
wrighti,D. wrighti,7,Mutator,0.01997052455560613,0.020284994331027976,0.07906834918947174,4.1148099500983715e-4
wrighti,D. wrighti,8,Tc1-mariner,0.01496869253124175,0.015204399979263532,0.06364820945766896,2.3117377872942889e-4
wrighti,D. wrighti,9,CACTA,0.01100755413361893,0.011180886740216448,0.050241868015836334,1.25012228297548e-4
wrighti,D. wrighti,10,Copia,0.01100115672325435,0.01117438859177686,0.050219164523932616,1.2486696040003284e-4
