id,decision,decision_source,species,rank,review_key,filename,tile_name,source_match,included_in_finalized,decision_file
orestes-1127,keep,auto_fill,D. orestes,13,Process_437_green.ome.tiff::tile_y036864_x004096.tiff::3,Process_437_green.ome.tiff,tile_y036864_x004096.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
orestes-1140,keep,auto_fill,D. orestes,26,Process_437_green.ome.tiff::tile_y036864_x024576.tiff::8,Process_437_green.ome.tiff,tile_y036864_x024576.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
orestes-1130,keep,auto_fill,D. orestes,16,Process_437_green.ome.tiff::tile_y036864_x028672.tiff::16,Process_437_green.ome.tiff,tile_y036864_x028672.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
orestes-1145,keep,auto_fill,D. orestes,31,Process_437_green.ome.tiff::tile_y040960_x012288.tiff::11,Process_437_green.ome.tiff,tile_y040960_x012288.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
orestes-1128,keep,auto_fill,D. orestes,14,Process_437_green.ome.tiff::tile_y040960_x032768.tiff::9,Process_437_green.ome.tiff,tile_y040960_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1224,keep,auto_fill,D. wrighti,10,Process_440_green.ome.tiff::tile_y000000_x032768.tiff::7,Process_440_green.ome.tiff,tile_y000000_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1217,keep,auto_fill,D. wrighti,3,Process_440_green.ome.tiff::tile_y000000_x032768.tiff::8,Process_440_green.ome.tiff,tile_y000000_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1218,keep,auto_fill,D. wrighti,4,Process_440_green.ome.tiff::tile_y024576_x008192.tiff::1,Process_440_green.ome.tiff,tile_y024576_x008192.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1216,keep,auto_fill,D. wrighti,2,Process_440_green.ome.tiff::tile_y028672_x032768.tiff::1,Process_440_green.ome.tiff,tile_y028672_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1219,keep,auto_fill,D. wrighti,5,Process_440_green.ome.tiff::tile_y028672_x032768.tiff::3,Process_440_green.ome.tiff,tile_y028672_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1220,problem,explicit,D. wrighti,6,Process_440_green.ome.tiff::tile_y032768_x053248.tiff::1,Process_440_green.ome.tiff,tile_y032768_x053248.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1223,keep,auto_fill,D. wrighti,9,Process_440_green.ome.tiff::tile_y036864_x028672.tiff::2,Process_440_green.ome.tiff,tile_y036864_x028672.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1215,keep,auto_fill,D. wrighti,1,Process_441_green.ome.tiff::tile_y012288_x036864.tiff::3,Process_441_green.ome.tiff,tile_y012288_x036864.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1221,keep,auto_fill,D. wrighti,7,Process_441_green.ome.tiff::tile_y040960_x032768.tiff::1,Process_441_green.ome.tiff,tile_y040960_x032768.tiff,both,True,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1222,problem,explicit,D. wrighti,8,Process_442_green.ome.tiff::tile_y020480_x012288.tiff::1,Process_442_green.ome.tiff,tile_y020480_x012288.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1226,problem,explicit,D. wrighti,12,Process_485_green.ome.tiff::tile_y012288_x040960.tiff::1,Process_485_green.ome.tiff,tile_y012288_x040960.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1227,problem,explicit,D. wrighti,13,Process_485_green.ome.tiff::tile_y012288_x040960.tiff::3,Process_485_green.ome.tiff,tile_y012288_x040960.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
wrighti-1225,problem,explicit,D. wrighti,11,Process_485_green.ome.tiff::tile_y012288_x040960.tiff::4,Process_485_green.ome.tiff,tile_y012288_x040960.tiff,both,False,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv
