filename,nucleus_label,nuc_area_px,nuc_area_um2,nuc_iod,nuc_mean_od,nuc_centroid_x,nuc_centroid_y,nuc_i_bg,i_bg_source,tile_name,tile_y0,tile_x0,tile_height_px,tile_width_px,nucleus_mask_path,roi_zip_path,nucleus_tile_manifest_path,nucleus_source_image_path,nucleus_run_manifest_path,raw_imagej_results_path,slide_id,specimen_id,species,image_type,nucleus_object_id,cell_mask_path,cell_tile_y0,cell_tile_x0,cell_tile_h,cell_tile_w,has_cell_tile,has_nucleus_mask,has_nucleus_roi,mask_sample_label,window_label_count,link_method,nucleus_mask_pixel_count,nucleus_mask_best_overlap_px,nucleus_mask_best_overlap_fraction,nucleus_mask_overlap_label_count,roi_pixel_count,roi_best_overlap_px,roi_best_overlap_fraction,roi_overlap_label_count,cell_object_id,mask_label_id,cell_area_px,cell_area_um2,cell_solidity,cell_circularity,cell_iod,cell_mean_od,cell_centroid_y,cell_centroid_x,cell_i_bg,cell_equiv_radius_px,cell_tile_manifest_path,cell_source_image_path,cell_run_manifest_path,has_cell_match,centroid_distance_px,distance_over_cell_radius,nc_area_ratio,cytoplasm_area_um2,physical_pair_ok,one_to_one_cell,keep_mask_pair,flag_summary,keep_trim_5_95,keep_strict_core,keep_ultra_core,z_log_cell_area,z_log_nuc_area,z_log_nuc_iod,z_log_nc_ratio,pair_core_distance,review_key,upstream_review_decision,review_repair_mode,review_note,review_updated_at,original_keep_mask_pair,original_keep_trim_5_95,original_keep_strict_core,original_keep_ultra_core,original_physical_pair_ok,original_flag_summary,original_pair_core_distance,cell_repair_applied,nucleus_repair_applied,cell_mask_path_original,nucleus_mask_path_original,review_repair_succeeded,auto_keep_mask_pair,auto_keep_trim_5_95,auto_keep_strict_core,auto_keep_ultra_core,auto_flag_summary,auto_pair_core_distance,manual_report_include,manual_report_decision_applied,cell_shape_area_px,cell_shape_perimeter_px,cell_shape_smoothness,cell_shape_roughness,cell_shape_ellipse_iou,cell_shape_ellipse_deviation,cell_shape_solidity,cell_shape_aspect_ratio,cell_shape_eccentricity,nucleus_shape_area_px,nucleus_shape_perimeter_px,nucleus_shape_smoothness,nucleus_shape_roughness,nucleus_shape_ellipse_iou,nucleus_shape_ellipse_deviation,nucleus_shape_solidity,nucleus_shape_aspect_ratio,nucleus_shape_eccentricity,shape_has_jagged_edge,shape_has_ellipse_mismatch,shape_has_concavity,shape_is_suspect,shape_qc_status,shape_qc_reasons,raw_focus_lap_var,raw_focus_grad_mean,raw_focus_intensity_iqr,reason_code,n_accepted,n_remaining_to_target,target_reached,cell_edge_touch,keep_probability,review_priority,triage_bucket,panel,selection_rank,selection_metric,upstream_decision,freeze_cutoff_rank,frozen_selected,source_panel,review_status,review_decision,review_decision_source,review_decision_file,finalization_cohort,viewer_default_decision,review_cohort
Process_393_green.ome.tiff,1,2161,31.1184,520.236843,0.240739,53832.93,9520.55,255.0,image_cache,tile_y008192_x053248.tiff,8192,53248,4096,4096,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/masks/Process_393_green.ome/tile_y008192_x053248__labels.tiff,,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_393_green.ome/tile_y008192_x053248.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/summary.json,,393,168277,D. aeneus,pmount,Process_393_green.ome.tiff::tile_y008192_x053248.tiff::1,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/masks/Process_393_green.ome/tile_y008192_x053248__filtered_labels.tiff,8192.0,53248.0,4096.0,4096.0,True,True,False,1,0,nucleus_mask_overlap_unique,2161,2161,1.0,1,0,0,0.0,0,Process_393_green.ome.tiff::tile_y008192_x053248.tiff::1,1.0,17043.0,245.4192,0.985543,0.749156,2588.626085,0.151888,9516.9,53832.88,255.0,73.654296,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_393_green.ome/tile_y008192_x053248.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/summary.json,True,3.650342,0.04956,0.126797,214.3008,True,True,True,,1.0,True,1.0,0.307533,-0.954834,-0.944132,-0.793909,1.589956,Process_393_green.ome.tiff::tile_y008192_x053248.tiff::1,,,,,,,,,,,,,,,,,,,,,,,,,17043.0,659.414214,0.976624,1.023935,0.971047,0.028953,0.985543,1.893981,0.849252,2161.0,212.0,1.0,0.990654,0.920831,0.079169,0.987209,1.553632,0.765318,0.0,0.0,0.0,0.0,clean,,0.002577,0.017272,0.176471,,,,False,False,0.666617,0.333383,needs_review,finalized_largest_cell_masks_all_reviewed_species,11,cell_area_um2_descending_after_fixed_hard_eligibility,unlabeled,,,literal_largest_cell_mask_review_extension_20260714,reviewed_keep,keep,auto_fill,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv,new_species_reviewed,,new_species_unreviewed
Process_393_green.ome.tiff,4,3619,52.1136,652.679591,0.180348,55368.08,10388.91,255.0,image_cache,tile_y008192_x053248.tiff,8192,53248,4096,4096,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/masks/Process_393_green.ome/tile_y008192_x053248__labels.tiff,,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_393_green.ome/tile_y008192_x053248.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/summary.json,,393,168277,D. aeneus,pmount,Process_393_green.ome.tiff::tile_y008192_x053248.tiff::4,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/masks/Process_393_green.ome/tile_y008192_x053248__filtered_labels.tiff,8192.0,53248.0,4096.0,4096.0,True,True,False,5,0,nucleus_mask_overlap_unique,3619,3619,1.0,1,0,0,0.0,0,Process_393_green.ome.tiff::tile_y008192_x053248.tiff::5,5.0,16396.0,236.1024,0.988604,0.857175,2407.26235,0.14682,10375.26,55365.55,255.0,72.242708,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_393_green.ome/tile_y008192_x053248.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/summary.json,True,13.882485,0.192165,0.220725,183.9888,True,True,True,,1.0,True,1.0,0.104204,1.576338,0.453183,0.703185,1.787609,Process_393_green.ome.tiff::tile_y008192_x053248.tiff::4,,,,,,,,,,,,,,,,,,,,,,,,,16396.0,584.0,0.996575,1.003436,0.985835,0.014165,0.988604,1.402629,0.701218,3619.0,268.0,1.0,0.985294,0.89381,0.10619,0.973897,1.092358,0.40243,0.0,0.0,0.0,0.0,clean,,0.0083,0.030222,0.368627,,,,False,False,0.955615,0.044385,auto_keep,finalized_largest_cell_masks_all_reviewed_species,12,cell_area_um2_descending_after_fixed_hard_eligibility,unlabeled,,,literal_largest_cell_mask_review_extension_20260714,reviewed_keep,keep,auto_fill,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv,new_species_reviewed,,new_species_unreviewed
Process_393_green.ome.tiff,1,2318,33.3792,543.510442,0.234474,53851.47,26053.4,255.0,image_cache,tile_y024576_x053248.tiff,24576,53248,4096,4096,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/masks/Process_393_green.ome/tile_y024576_x053248__labels.tiff,,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_393_green.ome/tile_y024576_x053248.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/summary.json,,393,168277,D. aeneus,pmount,Process_393_green.ome.tiff::tile_y024576_x053248.tiff::1,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/masks/Process_393_green.ome/tile_y024576_x053248__filtered_labels.tiff,24576.0,53248.0,4096.0,4096.0,True,True,False,2,0,nucleus_mask_overlap_unique,2318,2318,1.0,1,0,0,0.0,0,Process_393_green.ome.tiff::tile_y024576_x053248.tiff::2,2.0,16074.0,231.4656,0.95616,0.620707,2217.351157,0.137946,26056.06,53849.4,255.0,71.529806,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_393_green.ome/tile_y024576_x053248.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/summary.json,True,3.370534,0.047121,0.144208,198.0864,True,True,True,,1.0,True,1.0,0.0,-0.610553,-0.6745,-0.446405,1.013411,Process_393_green.ome.tiff::tile_y024576_x053248.tiff::1,,,,,,,,,,,,,,,,,,,,,,,,,16074.0,679.207107,0.998223,1.00178,0.906,0.094,0.95616,2.719906,0.92996,2318.0,224.0,1.0,0.982456,0.922474,0.077526,0.978059,1.724588,0.814724,0.0,0.0,0.0,0.0,clean,,0.005215,0.02331,0.27451,,,,False,False,0.050963,0.050963,auto_reject,finalized_largest_cell_masks_all_reviewed_species,14,cell_area_um2_descending_after_fixed_hard_eligibility,unlabeled,,,literal_largest_cell_mask_review_extension_20260714,reviewed_keep,keep,auto_fill,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv,new_species_reviewed,,new_species_unreviewed
Process_393_green.ome.tiff,3,2458,35.3952,606.393397,0.246702,1502.56,42455.25,255.0,image_cache,tile_y040960_x000000.tiff,40960,0,4096,4096,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/masks/Process_393_green.ome/tile_y040960_x000000__labels.tiff,,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_393_green.ome/tile_y040960_x000000.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/summary.json,,393,168277,D. aeneus,pmount,Process_393_green.ome.tiff::tile_y040960_x000000.tiff::3,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/masks/Process_393_green.ome/tile_y040960_x000000__filtered_labels.tiff,40960.0,0.0,4096.0,4096.0,True,True,False,6,0,nucleus_mask_overlap_unique,2458,2458,1.0,1,0,0,0.0,0,Process_393_green.ome.tiff::tile_y040960_x000000.tiff::6,6.0,14448.0,208.0512,0.986885,0.834944,2471.333359,0.17105,42468.01,1517.98,255.0,67.815494,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_393_green.ome/tile_y040960_x000000.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/summary.json,True,20.014844,0.295137,0.170127,172.656,True,True,True,,1.0,True,1.0,-0.560292,-0.322678,0.0,0.0,0.646566,Process_393_green.ome.tiff::tile_y040960_x000000.tiff::3,,,,,,,,,,,,,,,,,,,,,,,,,14448.0,569.207107,0.990852,1.009232,0.978313,0.021687,0.986885,1.546296,0.762739,2458.0,224.0,1.0,0.957265,0.931196,0.068804,0.986356,1.84854,0.841044,0.0,0.0,0.0,0.0,clean,,0.005714,0.034668,0.419608,,,,False,False,0.881704,0.118296,auto_keep,finalized_largest_cell_masks_all_reviewed_species,26,cell_area_um2_descending_after_fixed_hard_eligibility,unlabeled,,,literal_largest_cell_mask_review_extension_20260714,reviewed_keep,keep,auto_fill,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv,new_species_reviewed,,new_species_unreviewed
Process_393_green.ome.tiff,1,2493,35.8992,666.559644,0.267373,30930.8,66548.55,255.0,image_cache,tile_y065536_x028672.tiff,65536,28672,1934,4096,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/masks/Process_393_green.ome/tile_y065536_x028672__labels.tiff,,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_393_green.ome/tile_y065536_x028672.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/summary.json,,393,168277,D. aeneus,pmount,Process_393_green.ome.tiff::tile_y065536_x028672.tiff::1,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/masks/Process_393_green.ome/tile_y065536_x028672__filtered_labels.tiff,65536.0,28672.0,1934.0,4096.0,True,True,False,4,0,nucleus_mask_overlap_unique,2493,2493,1.0,1,0,0,0.0,0,Process_393_green.ome.tiff::tile_y065536_x028672.tiff::4,4.0,18811.0,270.8784,0.988544,0.808977,2900.995919,0.154218,66551.17,30940.29,255.0,77.380406,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_393_green.ome/tile_y065536_x028672.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/summary.json,True,9.845024,0.127229,0.132529,234.9792,True,True,True,,1.0,True,1.0,0.826085,-0.253271,0.582829,-0.6745,1.241452,Process_393_green.ome.tiff::tile_y065536_x028672.tiff::1,,,,,,,,,,,,,,,,,,,,,,,,,18811.0,646.0,0.990712,1.009375,0.971464,0.028536,0.988544,1.678808,0.803236,2493.0,220.0,1.0,0.940171,0.91925,0.08075,0.990071,1.770354,0.825188,0.0,0.0,0.0,0.0,clean,,0.003787,0.021937,0.247059,,,,False,False,0.888683,0.111317,auto_keep,finalized_largest_cell_masks_all_reviewed_species,2,cell_area_um2_descending_after_fixed_hard_eligibility,unlabeled,,,literal_largest_cell_mask_review_extension_20260714,reviewed_keep,keep,auto_fill,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv,new_species_reviewed,,new_species_unreviewed
Process_395_green.ome.tiff,1,2616,37.6704,698.244995,0.266913,21947.22,8740.12,255.0,image_cache,tile_y008192_x020480.tiff,8192,20480,4096,4096,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/masks/Process_395_green.ome/tile_y008192_x020480__labels.tiff,,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_395_green.ome/tile_y008192_x020480.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/summary.json,,395,168277,D. aeneus,pmount,Process_395_green.ome.tiff::tile_y008192_x020480.tiff::1,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/masks/Process_395_green.ome/tile_y008192_x020480__filtered_labels.tiff,8192.0,20480.0,4096.0,4096.0,True,True,False,3,0,nucleus_mask_overlap_unique,2616,2616,1.0,1,0,0,0.0,0,Process_395_green.ome.tiff::tile_y008192_x020480.tiff::3,3.0,17675.0,254.52,0.985503,0.733786,2689.17879,0.152146,8739.91,21936.95,255.0,75.007515,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_395_green.ome/tile_y008192_x020480.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/summary.json,True,10.272147,0.136948,0.148006,216.8496,True,True,True,,1.0,True,1.0,0.660304,-0.232974,0.42121,-0.853983,1.18194,Process_395_green.ome.tiff::tile_y008192_x020480.tiff::1,,,,,,,,,,,,,,,,,,,,,,,,,17675.0,646.414214,0.996265,1.003749,0.931596,0.068404,0.985503,2.047637,0.872638,2616.0,230.0,1.0,0.974576,0.939327,0.060673,0.987542,1.67404,0.801975,0.0,0.0,0.0,0.0,clean,,0.004067,0.02134,0.301961,,,,False,False,0.249074,0.249074,needs_review,finalized_largest_cell_masks_all_reviewed_species,9,cell_area_um2_descending_after_fixed_hard_eligibility,unlabeled,,,literal_largest_cell_mask_review_extension_20260714,reviewed_keep,keep,auto_fill,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv,new_species_reviewed,,new_species_unreviewed
Process_395_green.ome.tiff,2,2341,33.7104,612.658584,0.261708,22891.55,8898.28,255.0,image_cache,tile_y008192_x020480.tiff,8192,20480,4096,4096,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/masks/Process_395_green.ome/tile_y008192_x020480__labels.tiff,,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_395_green.ome/tile_y008192_x020480.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/summary.json,,395,168277,D. aeneus,pmount,Process_395_green.ome.tiff::tile_y008192_x020480.tiff::2,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/masks/Process_395_green.ome/tile_y008192_x020480__filtered_labels.tiff,8192.0,20480.0,4096.0,4096.0,True,True,False,4,0,nucleus_mask_overlap_unique,2341,2341,1.0,1,0,0,0.0,0,Process_395_green.ome.tiff::tile_y008192_x020480.tiff::4,4.0,11057.0,159.2208,0.987673,0.834734,1938.159447,0.175288,8890.77,22890.87,255.0,59.325816,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_395_green.ome/tile_y008192_x020480.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/summary.json,True,7.540723,0.127107,0.211721,125.5104,True,True,True,,1.0,True,1.0,-0.688532,-0.731393,-0.130454,-0.113406,1.01926,Process_395_green.ome.tiff::tile_y008192_x020480.tiff::2,,,,,,,,,,,,,,,,,,,,,,,,,11057.0,490.0,1.0,1.0,0.977124,0.022876,0.987673,1.570773,0.77117,2341.0,212.0,1.0,0.972477,0.907767,0.092233,0.971369,1.26738,0.614355,0.0,0.0,0.0,0.0,clean,,0.004613,0.023802,0.333333,,,,False,False,0.480012,0.480012,needs_review,finalized_largest_cell_masks_all_reviewed_species,47,cell_area_um2_descending_after_fixed_hard_eligibility,unlabeled,,,literal_largest_cell_mask_review_extension_20260714,reviewed_keep,keep,auto_fill,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv,new_species_reviewed,,new_species_unreviewed
Process_395_green.ome.tiff,4,2462,35.4528,488.12582,0.198264,22385.17,11725.28,255.0,image_cache,tile_y008192_x020480.tiff,8192,20480,4096,4096,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/masks/Process_395_green.ome/tile_y008192_x020480__labels.tiff,,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_395_green.ome/tile_y008192_x020480.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/summary.json,,395,168277,D. aeneus,pmount,Process_395_green.ome.tiff::tile_y008192_x020480.tiff::4,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/masks/Process_395_green.ome/tile_y008192_x020480__filtered_labels.tiff,8192.0,20480.0,4096.0,4096.0,True,True,False,5,0,nucleus_mask_overlap_unique,2462,2462,1.0,1,0,0,0.0,0,Process_395_green.ome.tiff::tile_y008192_x020480.tiff::5,5.0,11907.0,171.4608,0.971683,0.716806,1888.262742,0.158584,11714.5,22401.61,255.0,61.563916,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_395_green.ome/tile_y008192_x020480.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/summary.json,True,19.659145,0.319329,0.206769,136.008,True,True,True,,1.0,True,1.0,-0.475569,-0.505241,-1.089118,-0.162362,1.301528,Process_395_green.ome.tiff::tile_y008192_x020480.tiff::4,,,,,,,,,,,,,,,,,,,,,,,,,11907.0,527.449747,0.93279,1.072052,0.934651,0.065349,0.971683,1.258673,0.607281,2462.0,220.0,1.0,0.964912,0.904835,0.095165,0.979316,1.560937,0.767841,0.0,0.0,0.0,0.0,clean,,0.006546,0.027244,0.4,,,,False,False,0.003291,0.003291,auto_reject,finalized_largest_cell_masks_all_reviewed_species,44,cell_area_um2_descending_after_fixed_hard_eligibility,unlabeled,,,literal_largest_cell_mask_review_extension_20260714,reviewed_keep,keep,auto_fill,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv,new_species_reviewed,,new_species_unreviewed
Process_395_green.ome.tiff,3,3259,46.9296,668.753955,0.205202,27555.85,10688.22,255.0,image_cache,tile_y008192_x024576.tiff,8192,24576,4096,4096,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/masks/Process_395_green.ome/tile_y008192_x024576__labels.tiff,,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_395_green.ome/tile_y008192_x024576.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/summary.json,,395,168277,D. aeneus,pmount,Process_395_green.ome.tiff::tile_y008192_x024576.tiff::3,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/masks/Process_395_green.ome/tile_y008192_x024576__filtered_labels.tiff,8192.0,24576.0,4096.0,4096.0,True,True,False,2,0,nucleus_mask_overlap_unique,3259,3259,1.0,1,0,0,0.0,0,Process_395_green.ome.tiff::tile_y008192_x024576.tiff::2,2.0,14278.0,205.6032,0.988576,0.850879,2249.909553,0.157579,10690.23,27551.97,255.0,67.415344,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_395_green.ome/tile_y008192_x024576.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/summary.json,True,4.369725,0.064818,0.228253,158.6736,True,True,True,,1.0,True,1.0,0.046594,0.753262,0.239152,0.042119,0.792807,Process_395_green.ome.tiff::tile_y008192_x024576.tiff::3,,,,,,,,,,,,,,,,,,,,,,,,,14278.0,549.207107,0.990519,1.009572,0.981885,0.018115,0.988576,1.411672,0.705831,3259.0,266.0,1.0,0.985185,0.903506,0.096494,0.981036,1.804009,0.832303,0.0,0.0,0.0,0.0,clean,,0.006754,0.029746,0.388235,,,,False,False,0.872685,0.127315,auto_keep,finalized_largest_cell_masks_all_reviewed_species,30,cell_area_um2_descending_after_fixed_hard_eligibility,unlabeled,,,literal_largest_cell_mask_review_extension_20260714,reviewed_keep,keep,auto_fill,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv,new_species_reviewed,,new_species_unreviewed
Process_395_green.ome.tiff,4,2671,38.4624,604.532917,0.226332,25910.69,11543.3,255.0,image_cache,tile_y008192_x024576.tiff,8192,24576,4096,4096,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/masks/Process_395_green.ome/tile_y008192_x024576__labels.tiff,,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_395_green.ome/tile_y008192_x024576.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/nucleus_measurements/summary.json,,395,168277,D. aeneus,pmount,Process_395_green.ome.tiff::tile_y008192_x024576.tiff::4,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/masks/Process_395_green.ome/tile_y008192_x024576__filtered_labels.tiff,8192.0,24576.0,4096.0,4096.0,True,True,False,5,0,nucleus_mask_overlap_unique,2671,2671,1.0,1,0,0,0.0,0,Process_395_green.ome.tiff::tile_y008192_x024576.tiff::5,5.0,13243.0,190.6992,0.988948,0.874904,2230.972945,0.168464,11545.93,25918.92,255.0,64.925941,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/tile_manifest.csv,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/staging/tiles/Process_395_green.ome/tile_y008192_x024576.tiff,/home/jake/Projects/cellprofiler_test/output/runs/life_history_target_vsi_v1/cell_measurements/summary.json,True,8.640012,0.133075,0.201691,152.2368,True,True,True,,1.0,True,1.0,-0.169786,-0.139604,-0.186782,-0.213794,0.359043,Process_395_green.ome.tiff::tile_y008192_x024576.tiff::4,,,,,,,,,,,,,,,,,,,,,,,,,13243.0,524.0,0.996183,1.003831,0.98874,0.01126,0.988948,1.321782,0.653931,2671.0,240.0,1.0,0.983607,0.915508,0.084492,0.978388,1.79618,0.830689,0.0,0.0,0.0,0.0,clean,,0.006275,0.031932,0.458824,,,,False,False,0.930339,0.069661,auto_keep,finalized_largest_cell_masks_all_reviewed_species,39,cell_area_um2_descending_after_fixed_hard_eligibility,unlabeled,,,literal_largest_cell_mask_review_extension_20260714,reviewed_keep,keep,auto_fill,/home/jake/Projects/Desmognathus_TE/input_data/specimen_slides/literal_largest_cell_mask_review_extension_20260714_decisions_aenues_orestes_wrighti.csv,new_species_reviewed,,new_species_unreviewed
