species,filename,specimen_id,image_type,n_nuclei,median_nucleus_area_um2,median_nucleus_iod,cell_source_image_path,nucleus_source_image_path,cell_tile_manifest_path,nucleus_tile_manifest_path,cell_mask_path,nucleus_mask_path,roi_zip_path,cell_run_manifest_path,nucleus_run_manifest_path,raw_imagej_results_path,analysis_ready_image,cell_source_image_exists,nucleus_source_image_exists,source_image_exists,linked_pairs_source_path,linked_pairs_source_sha256
amphileucus,Process_337_raw_green.ome.tiff,3442,brightfield,296,41.644800000000004,742.2466875,cellprofiler_test/data/brightfield/Process_337_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_337_raw_green.ome/tile_y020480_x016384.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_337_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_337_raw_green.ome/tile_y020480_x016384__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_337_raw_green.ome/tile_y020480_x016384__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,True,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
amphileucus,Process_338_raw_green.ome.tiff,3437,brightfield,294,42.3144,875.8702774999999,cellprofiler_test/data/brightfield/Process_338_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_338_raw_green.ome/tile_y008192_x081920.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_338_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_338_raw_green.ome/tile_y008192_x081920__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_338_raw_green.ome/tile_y008192_x081920__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
amphileucus,Process_384_raw_green.ome.tiff,3442,brightfield,29,37.4832,489.823129,cellprofiler_test/data/brightfield/Process_384_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_384_raw_green.ome/tile_y016384_x053248.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_384_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_384_raw_green.ome/tile_y016384_x053248__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_384_raw_green.ome/tile_y016384_x053248__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
anicetus,Process_343_raw_green.ome.tiff,3441,brightfield,209,39.5424,682.775518,cellprofiler_test/data/brightfield/Process_343_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_343_raw_green.ome/tile_y012288_x036864.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_343_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_343_raw_green.ome/tile_y012288_x036864__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_343_raw_green.ome/tile_y012288_x036864__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
apalachicolae,Process_356_raw_green.ome.tiff,3471,brightfield,198,43.7256,749.953203,cellprofiler_test/data/brightfield/Process_356_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_356_raw_green.ome/tile_y000000_x012288.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_356_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_356_raw_green.ome/tile_y000000_x012288__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_356_raw_green.ome/tile_y000000_x012288__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
apalachicolae,Process_357_raw_green.ome.tiff,3472,brightfield,239,36.4032,670.358316,cellprofiler_test/data/brightfield/Process_357_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_357_raw_green.ome/tile_y020480_x028672.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_357_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_357_raw_green.ome/tile_y020480_x028672__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_357_raw_green.ome/tile_y020480_x028672__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
auriculatus,Process_324_raw_green.ome.tiff,3462,brightfield,357,44.496,912.527344,cellprofiler_test/data/brightfield/Process_324_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_324_raw_green.ome/tile_y028672_x086016.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_324_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_324_raw_green.ome/tile_y028672_x086016__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_324_raw_green.ome/tile_y028672_x086016__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
auriculatus,Process_331_raw_green.ome.tiff,3463,brightfield,377,47.4768,906.950316,cellprofiler_test/data/brightfield/Process_331_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_331_raw_green.ome/tile_y000000_x008192.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_331_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_331_raw_green.ome/tile_y000000_x008192__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_331_raw_green.ome/tile_y000000_x008192__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,True,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
auriculatus,Process_379_raw_green.ome.tiff,3462,brightfield,42,42.372,777.0640095,cellprofiler_test/data/brightfield/Process_379_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_379_raw_green.ome/tile_y020480_x032768.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_379_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_379_raw_green.ome/tile_y020480_x032768__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_379_raw_green.ome/tile_y020480_x032768__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
auriculatus,Process_380_raw_green.ome.tiff,3463,brightfield,12,43.343999999999994,500.1658145,cellprofiler_test/data/brightfield/Process_380_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_380_raw_green.ome/tile_y016384_x004096.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_380_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_380_raw_green.ome/tile_y016384_x004096__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_380_raw_green.ome/tile_y016384_x004096__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
bairdi,Process_359_raw_green.ome.tiff,3455,brightfield,319,44.5968,846.524983,cellprofiler_test/data/brightfield/Process_359_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_359_raw_green.ome/tile_y020480_x036864.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_359_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_359_raw_green.ome/tile_y020480_x036864__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_359_raw_green.ome/tile_y020480_x036864__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
brimleyorum,Process_348_raw_green.ome.tiff,3464,brightfield,264,45.187200000000004,825.7098980000001,cellprofiler_test/data/brightfield/Process_348_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_348_raw_green.ome/tile_y020480_x016384.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_348_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_348_raw_green.ome/tile_y020480_x016384__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_348_raw_green.ome/tile_y020480_x016384__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
brimleyorum,Process_349_raw_green.ome.tiff,3468,brightfield,239,43.7328,812.367175,cellprofiler_test/data/brightfield/Process_349_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_349_raw_green.ome/tile_y008192_x032768.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_349_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_349_raw_green.ome/tile_y008192_x032768__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_349_raw_green.ome/tile_y008192_x032768__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
campi,Process_346_raw_green.ome.tiff,3431,brightfield,88,35.5608,646.305561,cellprofiler_test/data/brightfield/Process_346_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_346_raw_green.ome/tile_y032768_x065536.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_346_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_346_raw_green.ome/tile_y032768_x065536__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_346_raw_green.ome/tile_y032768_x065536__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
campi,Process_347_raw_green.ome.tiff,3432,brightfield,185,38.5488,700.64008,cellprofiler_test/data/brightfield/Process_347_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_347_raw_green.ome/tile_y004096_x012288.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_347_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_347_raw_green.ome/tile_y004096_x012288__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_347_raw_green.ome/tile_y004096_x012288__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
folkertsi,Process_366_raw_green.ome.tiff,3521,brightfield,318,46.5912,751.6093539999999,cellprofiler_test/data/brightfield/Process_366_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_366_raw_green.ome/tile_y004096_x028672.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_366_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_366_raw_green.ome/tile_y004096_x028672__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_366_raw_green.ome/tile_y004096_x028672__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
folkertsi,Process_367_raw_green.ome.tiff,3520,brightfield,272,44.0064,757.873518,cellprofiler_test/data/brightfield/Process_367_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_367_raw_green.ome/tile_y000000_x024576.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_367_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_367_raw_green.ome/tile_y000000_x024576__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_367_raw_green.ome/tile_y000000_x024576__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
fuscus,Process_314_raw_green.ome.tiff,3372,brightfield,291,44.5392,858.888355,cellprofiler_test/data/brightfield/Process_314_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_314_raw_green.ome/tile_y024576_x024576.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_314_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_314_raw_green.ome/tile_y024576_x024576__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_314_raw_green.ome/tile_y024576_x024576__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
fuscus,Process_315_raw_green.ome.tiff,3373,brightfield,299,47.52,788.085534,cellprofiler_test/data/brightfield/Process_315_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_315_raw_green.ome/tile_y016384_x016384.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_315_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_315_raw_green.ome/tile_y016384_x016384__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_315_raw_green.ome/tile_y016384_x016384__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
fuscus,Process_320_raw_green.ome.tiff,3401,brightfield,157,39.2112,829.249421,cellprofiler_test/data/brightfield/Process_320_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_320_raw_green.ome/tile_y000000_x032768.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_320_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_320_raw_green.ome/tile_y000000_x032768__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_320_raw_green.ome/tile_y000000_x032768__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
fuscus,Process_321_raw_green.ome.tiff,3402,brightfield,291,42.5664,793.200749,cellprofiler_test/data/brightfield/Process_321_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_321_raw_green.ome/tile_y004096_x028672.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_321_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_321_raw_green.ome/tile_y004096_x028672__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_321_raw_green.ome/tile_y004096_x028672__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,True,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
fuscus,Process_370_raw_green.ome.tiff,3372,brightfield,15,41.8464,502.56981,cellprofiler_test/data/brightfield/Process_370_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_370_raw_green.ome/tile_y008192_x004096.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_370_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/tile_manifest.csv,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/masks/Process_370_raw_green.ome/tile_y008192_x004096__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/masks/Process_370_raw_green.ome/tile_y008192_x004096__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/nucleus_measurements/summary.json,,False,True,True,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/linkage/linked_nucleus_pairs.csv.gz,f751740f4bd7fe710f2926609fa02229b264cacca1a83566a17a22e0571e6d07
