species,filename,specimen_id,n_pairs_selected,median_cell_area_um2_selected,median_nuc_area_um2_selected,median_nuc_iod_selected,median_nc_ratio_selected,median_cytoplasm_area_um2_selected,mean_quality_score_selected,median_keep_probability_selected,median_iod_final_quality_score_selected,cell_mask_path,nucleus_mask_path,roi_zip_path,cell_tile_manifest_path,nucleus_tile_manifest_path,cell_source_image_path,nucleus_source_image_path,cell_run_manifest_path,nucleus_run_manifest_path,raw_imagej_results_path,image_iod_qc_status,image_iod_qc_pass,selected_pairs_source_path,selected_pairs_source_sha256
monticola,Process_313_raw_green.ome.tiff,3375,40,240.0984,38.440799999999996,938.1673945,0.155661,201.7296,0.6840961,0.9609255,0.6041443697093023,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_313_raw_green.ome/tile_y032768_x053248__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_313_raw_green.ome/tile_y032768_x053248__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_313_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_313_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_313_raw_green.ome/tile_y032768_x053248.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
ochrophaeus,Process_316_raw_green.ome.tiff,3371,44,267.8976,51.6312,764.2608685,0.191679,216.4248,0.7014935227272727,0.9206175,0.4092308176215645,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_316_raw_green.ome/tile_y036864_x016384__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_316_raw_green.ome/tile_y036864_x016384__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_316_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_316_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_316_raw_green.ome/tile_y036864_x016384.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,fail,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
ochrophaeus,Process_322_raw_green.ome.tiff,3416,6,266.59439999999995,41.9112,724.906644,0.1565945,222.516,0.5738996666666667,0.856673,0.5070392258914729,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_322_raw_green.ome/tile_y008192_x073728__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_322_raw_green.ome/tile_y008192_x073728__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_322_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_322_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_322_raw_green.ome/tile_y008192_x073728.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,limited,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
ocoee,Process_353_raw_green.ome.tiff,3513,12,269.7264,39.6072,1005.986856,0.149621,230.15519999999998,0.8817159166666667,0.9799445,0.6413002536627908,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_353_raw_green.ome/tile_y004096_x024576__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_353_raw_green.ome/tile_y004096_x024576__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_353_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_353_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_353_raw_green.ome/tile_y004096_x024576.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
ocoee,Process_364_raw_green.ome.tiff,3506,5,262.1232,38.4624,921.65529,0.148092,222.8544,0.8709512,0.977269,0.6001698838372094,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_364_raw_green.ome/tile_y016384_x045056__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_364_raw_green.ome/tile_y016384_x045056__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_364_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_364_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_364_raw_green.ome/tile_y016384_x045056.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,limited,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
ocoee,Process_365_raw_green.ome.tiff,3507,33,278.2224,41.8032,993.702075,0.152892,236.0592,0.8879627575757576,0.969378,0.5045475133650459,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_365_raw_green.ome/tile_y061440_x036864__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_365_raw_green.ome/tile_y061440_x036864__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_365_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_365_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_365_raw_green.ome/tile_y061440_x036864.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,fail,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
perlapsus,Process_354_raw_green.ome.tiff,3517,24,278.6832,40.8888,864.8059834999999,0.148672,231.7896,0.874756625,0.9680409999999999,0.4901231152906977,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_354_raw_green.ome/tile_y036864_x036864__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_354_raw_green.ome/tile_y036864_x036864__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_354_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_354_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_354_raw_green.ome/tile_y036864_x036864.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,fail,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
perlapsus,Process_355_raw_green.ome.tiff,3518,5,236.1312,35.2224,800.844607,0.150282,199.3968,0.8421749999999999,0.960478,0.649164776511628,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_355_raw_green.ome/tile_y020480_x032768__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_355_raw_green.ome/tile_y020480_x032768__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_355_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_355_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_355_raw_green.ome/tile_y020480_x032768.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,limited,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
perlapsus,Process_358_raw_green.ome.tiff,3599,21,245.1168,33.5232,714.843375,0.129235,214.7184,0.85019,0.967634,0.6690953600166113,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_358_raw_green.ome/tile_y028672_x040960__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_358_raw_green.ome/tile_y028672_x040960__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_358_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_358_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_358_raw_green.ome/tile_y028672_x040960.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
tilleyi,Process_350_raw_green.ome.tiff,3360,35,250.1568,39.312,966.035668,0.159431,210.1392,0.8643435142857143,0.964127,0.5408127732724252,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_350_raw_green.ome/tile_y008192_x032768__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_350_raw_green.ome/tile_y008192_x032768__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_350_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_350_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_350_raw_green.ome/tile_y008192_x032768.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
tilleyi,Process_351_raw_green.ome.tiff,3356,15,247.4064,39.456,907.181802,0.157732,208.2672,0.8563810000000001,0.942888,0.6298016098062016,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_351_raw_green.ome/tile_y045056_x049152__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_351_raw_green.ome/tile_y045056_x049152__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_351_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_351_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_351_raw_green.ome/tile_y045056_x049152.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
valtos,Process_362_raw_green.ome.tiff,3458,25,294.0912,49.176,1317.613462,0.16953,242.8704,0.84920988,0.954029,0.5785858455813954,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_362_raw_green.ome/tile_y053248_x032768__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_362_raw_green.ome/tile_y053248_x032768__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_362_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_362_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_362_raw_green.ome/tile_y053248_x032768.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
valtos,Process_363_raw_green.ome.tiff,3459,25,265.968,48.5712,1254.189606,0.183954,218.88,0.8205874,0.939233,0.4956701669767442,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_363_raw_green.ome/tile_y040960_x061440__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_363_raw_green.ome/tile_y040960_x061440__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_363_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_363_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_363_raw_green.ome/tile_y040960_x061440.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,fail,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
welteri,Process_318_raw_green.ome.tiff,3392,17,287.1216,48.9456,921.625289,0.174669,238.6368,0.7513215882352942,0.960537,0.4019077324076607,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_318_raw_green.ome/tile_y032768_x024576__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_318_raw_green.ome/tile_y032768_x024576__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_318_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_318_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_318_raw_green.ome/tile_y032768_x024576.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,fail,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
welteri,Process_319_raw_green.ome.tiff,3393,33,272.0016,43.2432,782.534812,0.156493,227.664,0.7460742727272727,0.931174,0.5587890770542636,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_319_raw_green.ome/tile_y040960_x020480__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_319_raw_green.ome/tile_y040960_x020480__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_319_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_319_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_319_raw_green.ome/tile_y040960_x020480.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
