species,filename,specimen_id,n_pairs_selected,median_cell_area_um2_selected,median_nuc_area_um2_selected,median_nuc_iod_selected,median_nc_ratio_selected,median_cytoplasm_area_um2_selected,mean_quality_score_selected,median_keep_probability_selected,median_iod_final_quality_score_selected,cell_mask_path,nucleus_mask_path,roi_zip_path,cell_tile_manifest_path,nucleus_tile_manifest_path,cell_source_image_path,nucleus_source_image_path,cell_run_manifest_path,nucleus_run_manifest_path,raw_imagej_results_path,image_iod_qc_status,image_iod_qc_pass,selected_pairs_source_path,selected_pairs_source_sha256
campi,Process_346_raw_green.ome.tiff,3431,22,244.8504,35.1864,817.0074815,0.14338,209.2464,0.8606613181818182,0.9701185,0.5691383291331924,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_346_raw_green.ome/tile_y053248_x036864__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_346_raw_green.ome/tile_y053248_x036864__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_346_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_346_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_346_raw_green.ome/tile_y053248_x036864.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
campi,Process_347_raw_green.ome.tiff,3432,28,228.6072,41.472,880.9144575,0.175286,189.30239999999998,0.784524,0.9482045,0.5090025037624585,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_347_raw_green.ome/tile_y028672_x024576__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_347_raw_green.ome/tile_y028672_x024576__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_347_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_347_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_347_raw_green.ome/tile_y028672_x024576.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
folkertsi,Process_366_raw_green.ome.tiff,3521,31,239.0976,43.992,927.301622,0.187504,199.9584,0.7660092903225807,0.930938,0.5631213806189047,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_366_raw_green.ome/tile_y032768_x045056__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_366_raw_green.ome/tile_y032768_x045056__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_366_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_366_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_366_raw_green.ome/tile_y032768_x045056.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,fail,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
folkertsi,Process_367_raw_green.ome.tiff,3520,19,230.2848,41.256,911.959791,0.182457,185.184,0.7514593157894737,0.929982,0.5442288289167687,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_367_raw_green.ome/tile_y028672_x040960__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_367_raw_green.ome/tile_y028672_x040960__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_367_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_367_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_367_raw_green.ome/tile_y028672_x040960.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,fail,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
fuscus,Process_314_raw_green.ome.tiff,3372,23,262.1664,44.5248,1090.342087,0.168841,219.1104,0.8911860434782608,0.964741,0.6113905892770475,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_314_raw_green.ome/tile_y057344_x032768__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_314_raw_green.ome/tile_y057344_x032768__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_314_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_314_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_314_raw_green.ome/tile_y057344_x032768.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
fuscus,Process_315_raw_green.ome.tiff,3373,24,259.8192,47.7936,1042.543044,0.18735649999999998,213.14159999999998,0.8845701250000001,0.9587224999999999,0.4704505026550388,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_315_raw_green.ome/tile_y032768_x036864__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_315_raw_green.ome/tile_y032768_x036864__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_315_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_315_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_315_raw_green.ome/tile_y032768_x036864.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,fail,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
fuscus,Process_320_raw_green.ome.tiff,3401,2,259.308,40.0824,870.7364465,0.1541555,219.2256,0.8812725,0.9773235,0.7130899809883722,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_320_raw_green.ome/tile_y040960_x000000__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_320_raw_green.ome/tile_y040960_x000000__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_320_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_320_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_320_raw_green.ome/tile_y040960_x000000.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,limited,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
fuscus,Process_321_raw_green.ome.tiff,3402,1,234.9216,41.8032,810.470694,0.177945,193.1184,0.849205,0.979444,0.910349906511628,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_321_raw_green.ome/tile_y012288_x016384__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_321_raw_green.ome/tile_y012288_x016384__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_321_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_321_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_321_raw_green.ome/tile_y012288_x016384.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,limited,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
gvnigeusgwotli,Process_345_raw_green.ome.tiff,3429,50,252.67680000000001,41.227199999999996,908.7007395,0.16104400000000002,210.7656,0.82022144,0.9281155,0.5358049801744186,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_345_raw_green.ome/tile_y008192_x077824__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_345_raw_green.ome/tile_y008192_x077824__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_345_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_345_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_345_raw_green.ome/tile_y008192_x077824.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
intermedius,Process_335_raw_green.ome.tiff,3426,27,267.4368,40.5504,1015.777664,0.153788,226.5264,0.8135714074074074,0.957454,0.5573724483161068,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_335_raw_green.ome/tile_y020480_x065536__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_335_raw_green.ome/tile_y020480_x065536__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_335_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_335_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_335_raw_green.ome/tile_y020480_x065536.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
intermedius,Process_336_raw_green.ome.tiff,3428,23,287.28,45.2592,1158.937238,0.158256,244.3392,0.8521914347826087,0.958363,0.5842652362285137,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_336_raw_green.ome/tile_y008192_x040960__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_336_raw_green.ome/tile_y008192_x040960__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_336_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_336_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_336_raw_green.ome/tile_y008192_x040960.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
kanawha,Process_339_raw_green.ome.tiff,3422,5,260.1936,40.5504,958.53666,0.153855,213.9984,0.7907714,0.909037,0.5355060096511628,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_339_raw_green.ome/tile_y028672_x020480__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_339_raw_green.ome/tile_y028672_x020480__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_339_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_339_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_339_raw_green.ome/tile_y028672_x020480.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,limited,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
kanawha,Process_341_raw_green.ome.tiff,3423,45,248.688,40.536,883.103816,0.161576,211.2624,0.7969305111111111,0.959801,0.5089457443669251,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_341_raw_green.ome/tile_y028672_x057344__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_341_raw_green.ome/tile_y028672_x057344__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_341_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_341_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_341_raw_green.ome/tile_y028672_x057344.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
marmoratus,Process_333_raw_green.ome.tiff,3444,20,259.22159999999997,43.2432,1059.256453,0.1649185,216.96480000000003,0.8338901,0.9015690000000001,0.6083801744767442,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_333_raw_green.ome/tile_y024576_x057344__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_333_raw_green.ome/tile_y024576_x057344__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_333_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_333_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_333_raw_green.ome/tile_y024576_x057344.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
marmoratus,Process_334_raw_green.ome.tiff,3445,30,261.6336,44.9568,1020.3218885,0.17145549999999998,216.15120000000002,0.8254246333333334,0.927064,0.482331441375969,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_334_raw_green.ome/tile_y000000_x036864__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_334_raw_green.ome/tile_y000000_x036864__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_334_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_334_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_334_raw_green.ome/tile_y000000_x036864.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,fail,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
mavrokoilius,Process_317_raw_green.ome.tiff,3355,18,242.38080000000002,42.84,943.361551,0.17442249999999998,196.68959999999998,0.8589139444444444,0.929548,0.494587105258398,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_317_raw_green.ome/tile_y061440_x114688__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_317_raw_green.ome/tile_y061440_x114688__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_317_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_317_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_317_raw_green.ome/tile_y061440_x114688.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
mavrokoilius,Process_340_raw_green.ome.tiff,3421,32,254.4768,36.820800000000006,791.642073,0.1451515,215.2656,0.8423454375,0.9596545000000001,0.5789464401744187,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_340_raw_green.ome/tile_y028672_x098304__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_340_raw_green.ome/tile_y028672_x098304__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_340_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_340_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_340_raw_green.ome/tile_y028672_x098304.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,pass,True,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
monticola,Process_312_raw_green.ome.tiff,3374,10,236.952,41.2776,958.4848775,0.17188,194.6016,0.6504559999999999,0.9190704999999999,0.5460009258139535,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/cell_masks/Process_312_raw_green.ome/tile_y008192_x004096__filtered_labels.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/pair_review_seed_repair_all_strict/applied_repairs/nucleus_masks/Process_312_raw_green.ome/tile_y008192_x004096__labels.tiff,,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/brightfield/tile_manifests/Process_312_raw_green.ome_tile_manifest.csv,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/tile_manifest.csv,cellprofiler_test/data/brightfield/Process_312_raw_green.ome.tiff,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1/prepare/tiles/Process_312_raw_green.ome/tile_y008192_x004096.png,cellprofiler_test/output/runs/full_dataset_v1/cell_size_segmentation/run_manifest.json,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/nucleus_measurements/summary.json,,limited,False,cellprofiler_test/output/runs/mixed_cellpose_yolo_full_dataset_v1_bgclean/verified_species_dataset_top50_latest/selected_high_quality_linked_pairs_with_iod_qc.csv.gz,7902695173f1a8e16b3698e5cba919d79a2792fe7be3d294ca98698f81c3813e
